main_common_name,Status code,Common Name,genus,species,common_name
giant fennel,LC,ferula comune,Ferula,communis,ferula comune;giant fennel
giant fennel,LC,aboubal,Ferula,communis,aboubal;giant fennel
giant fennel,LC,giant fennel,Ferula,communis,giant fennel;giant fennel
giant fennel,LC,kelkh,Ferula,communis,kelkh;giant fennel
giant fennel,LC,,Ferula,communis,;giant fennel
giant fennel,LC,besbas harami,Ferula,communis,besbas harami;giant fennel
giant fennel,LC,,Ferula,communis,;giant fennel
giant fennel,LC,,Ferula,communis,;giant fennel
giant fennel,LC,,Ferula,communis,;giant fennel
giant fennel,LC,fasoukh,Ferula,communis,fasoukh;giant fennel
judas tree,LC,judas tree,Cercis,siliquastrum,judas tree;judas tree
,LC,,Astragalus,crenatus,
,LC,,Astragalus,kahiricus,
,LC,,Astragalus,tribuloides,
,LC,,Indigofera,oblongifolia,
,LC,,Lathyrus,sphaericus,
,LC,su gazalboynuzu,Lotus,palustris,su gazalboynuzu
,LC,,Medicago,astroites,
italian melilot,LC,italian melilot,Melilotus,italicus,italian melilot;italian melilot
,LC,,Rhynchosia,minima,
,LC,,Trifolium,clusii,
rough clover,LC,rauher klee,Trifolium,scabrum,rauher klee;rough clover
rough clover,LC,rough clover,Trifolium,scabrum,rough clover;rough clover
rough clover,LC,klever shershavyi,Trifolium,scabrum,klever shershavyi;rough clover
,LC,,Trigonella,cylindracea,
bramble vetch,LC,vesce a petites flles,Vicia,tenuifolia,vesce a petites flles;bramble vetch
bramble vetch,LC,bramble vetch,Vicia,tenuifolia,bramble vetch;bramble vetch
bramble vetch,LC,schmalblattrige vogel-wicke,Vicia,tenuifolia,schmalblattrige vogel-wicke;bramble vetch
bramble vetch,LC,goroshek buassie,Vicia,tenuifolia,goroshek buassie;bramble vetch
bramble vetch,LC,naryin nabchit gish,Vicia,tenuifolia,naryin nabchit gish;bramble vetch
bramble vetch,LC,garoshek izmechivyi,Vicia,tenuifolia,garoshek izmechivyi;bramble vetch
bramble vetch,LC,garoshek drevni,Vicia,tenuifolia,garoshek drevni;bramble vetch
bramble vetch,LC,fine-leaf vetch,Vicia,tenuifolia,fine-leaf vetch;bramble vetch
bramble vetch,LC,garoshak tankalisty,Vicia,tenuifolia,garoshak tankalisty;bramble vetch
bramble vetch,LC,goroshek tonkolistnyi,Vicia,tenuifolia,goroshek tonkolistnyi;bramble vetch
pino,LC,pino colorado,Pinus,patula;longipedunculata,pino colorado;pino
pino,LC,pino,Pinus,patula;longipedunculata,pino;pino
,DD,,Narthecium,balansae,
,DD,,Callitriche,mouterdei,
jelecote pine,LC,spreading-leaved pine,Pinus,patula,spreading-leaved pine;jelecote pine
jelecote pine,LC,mexican weeping pine,Pinus,patula,mexican weeping pine;jelecote pine
jelecote pine,LC,xalocote,Pinus,patula,xalocote;jelecote pine
jelecote pine,LC,peinador de neblinas,Pinus,patula,peinador de neblinas;jelecote pine
jelecote pine,LC,jelecote pine,Pinus,patula,jelecote pine;jelecote pine
jelecote pine,LC,ocote,Pinus,patula,ocote;jelecote pine
jelecote pine,LC,pino triste,Pinus,patula,pino triste;jelecote pine
jelecote pine,LC,pino lacio,Pinus,patula,pino lacio;jelecote pine
jelecote pine,LC,pino colorado,Pinus,patula,pino colorado;jelecote pine
,LC,zwerg alant,Inula,acaulis,zwerg alant
,LC,,Inula,acaulis,
,LC,su kanaryaotu,Senecio,aquaticus,su kanaryaotu
,CR,,Sonchus,erzincanicus,
,LC,,Sonchus,palustris,
,LC,,Barbarea,integrifolia,
,LC,,Rorippa,aurea,
,LC,,Carex,caespitosa,
,LC,,Carex,cilicica,
,LC,,Carex,davalliana,
,LC,,Carex,diandra,
,LC,,Carex,diluta,
,NT,arap ayakotu,Carex,iraqensis,arap ayakotu
,LC,,Carex,magellanica,
,LC,,Carex,microglochin,
,LC,teker sazotu,Carex,orbicularis,teker sazotu
,LC,,Carex,otrubae,
few-flowered sedge,LC,carex pauciflore,Carex,pauciflora,carex pauciflore;few-flowered sedge
few-flowered sedge,LC,few-flowered sedge,Carex,pauciflora,few-flowered sedge;few-flowered sedge
,LC,adi ayakotu,Carex,pseudofoetida,adi ayakotu
,LC,deli ayakotu,Carex,songorica,deli ayakotu
,LC,,Carex,umbrosa,
brown fox sedge,LC,brown fox sedge,Carex,vulpinoidea,brown fox sedge;brown fox sedge
brown fox sedge,LC,,Carex,vulpinoidea,;brown fox sedge
brown fox sedge,LC,,Carex,vulpinoidea,;brown fox sedge
brown fox sedge,LC,carex faux-vulpin,Carex,vulpinoidea,carex faux-vulpin;brown fox sedge
brown fox sedge,LC,fox sedge,Carex,vulpinoidea,fox sedge;brown fox sedge
,LC,,Cyperus,hamulosus,
,LC,,Eriophorum,latifolium,
sheathed cottongrass,LC,,Eriophorum,vaginatum,;sheathed cottongrass
sheathed cottongrass,LC,tussock cottongrass,Eriophorum,vaginatum,tussock cottongrass;sheathed cottongrass
sheathed cottongrass,LC,,Eriophorum,vaginatum,;sheathed cottongrass
sheathed cottongrass,LC,sheathed cottongrass,Eriophorum,vaginatum,sheathed cottongrass;sheathed cottongrass
sheathed cottongrass,LC,suputaujaq,Eriophorum,vaginatum,suputaujaq;sheathed cottongrass
sheathed cottongrass,LC,linaigrette dense,Eriophorum,vaginatum,linaigrette dense;sheathed cottongrass
,LC,,Kobresia,simpliciuscula,
,LC,,Rhynchospora,alba,
,LC,,Euphorbia,palustris,
,LC,safraca,Swertia,iberica,safraca
,LC,uzun safraca,Swertia,longifolia,uzun safraca
,LC,,Alopecurus,creticus,
,EN,,Calamagrostis,parsana,
,LC,,Glyceria,arundinacea,
,LC,,Zingeria,biebersteiniana,
,LC,,Zingeria,pisidica,
,LC,,Juncus,alpinoarticulatus,
,LC,,Juncus,filiformis,
,LC,,Juncus,heldreichianus,
,LC,,Juncus,minutulus,
,LC,,Tetragonolobus,maritimus,
,CR,piyan,Thermopsis,turcica,piyan
marsh clubmoss,LC,lycopode des marais,Lycopodiella,inundata,lycopode des marais;marsh clubmoss
marsh clubmoss,LC,marsh clubmoss,Lycopodiella,inundata,marsh clubmoss;marsh clubmoss
marsh clubmoss,LC,,Lycopodiella,inundata,;marsh clubmoss
marsh clubmoss,LC,,Lycopodiella,inundata,;marsh clubmoss
,DD,,Lythrum,anatolicum,
,LC,,Epilobium,anatolicum,
,LC,mukaddes defne,Epilobium,confusum,mukaddes defne
,LC,,Epilobium,minutiflorum,
,DD,,Polygonum,cappadocium,
,EN,,Rumex,bithynicus,
,LC,,Stuckenia,amblyophyla,
threadleaf-pondweed,LC,threadleaf-pondweed,Stuckenia,filiformis,threadleaf-pondweed;threadleaf-pondweed
,LC,benli kargaotu,Lysimachia,punctata,benli kargaotu
,LC,,Primula,auriculata,
,NT,,Alchemilla,bursensis,
,LC,,Alchemilla,stricta,
,LC,,Potentilla,palustris,
,LC,,Galium,palustre,
,LC,,Salix,amplexicaulis,
grey willow,LC,grey willow,Salix,cinerea,grey willow;grey willow
,LC,,Salix,excelsa,
,LC,,Lindernia,diffusa,
,LC,,Pedicularis,palustris,
,LC,,Scrophularia,umbrosa,
,LC,,Veronica,serpyllifolia,
,DD,,Rhamphicarpa,medwedewii,
,LC,,Tamarix,octandra,
,LC,,Angelica,sylvestris,
,LC,,Nitraria,schoberi,
smooth arizona cypress,NT,cedro,Cupressus,glabra;arizonica,cedro;smooth arizona cypress
smooth arizona cypress,NT,smooth arizona cypress,Cupressus,glabra;arizonica,smooth arizona cypress;smooth arizona cypress
smooth arizona cypress,NT,smooth cypress,Cupressus,glabra;arizonica,smooth cypress;smooth arizona cypress
mexican cypress,LC,cedro blanco,Cupressus,lusitanica,cedro blanco;mexican cypress
mexican cypress,LC,cedro blanco del deserto,Cupressus,lusitanica,cedro blanco del deserto;mexican cypress
mexican cypress,LC,cedar of goa,Cupressus,lusitanica,cedar of goa;mexican cypress
mexican cypress,LC,,Cupressus,lusitanica,;mexican cypress
mexican cypress,LC,mexican cypress,Cupressus,lusitanica,mexican cypress;mexican cypress
mexican cypress,LC,cedro,Cupressus,lusitanica,cedro;mexican cypress
james' caesalpinia,LC,james' holdback,Pomaria,jamesii,james' holdback;james' caesalpinia
james' caesalpinia,LC,james' caesalpinia,Pomaria,jamesii,james' caesalpinia;james' caesalpinia
,LC,vohimboalavo,Strongylodon,madagascariensis,vohimboalavo
,LC,bemonofo,Strongylodon,madagascariensis,bemonofo
,LC,,Crotalaria,chrysochlora,
,LC,,Clathrotropis,glaucophylla,
,DD,,Astragalus,pseudochlorostachys,
slender indigo,LC,slender indigo,Indigofera,exilis,slender indigo;slender indigo
hill's tabletop wattle,LC,hill's tabletop wattle,Acacia,hilliana,hill's tabletop wattle;hill's tabletop wattle
,LC,,Astragalus,albispinus,
,LC,,Chaetocalyx,scandens,
,LC,,Acacia,caesia,
,LC,,Inga,striata,
,DD,,Strongylodon,crassifolius,
,LC,,Bocoa,prouacensis,
,CR,,Mimosa,mensicola,
,DD,,Indigofera,emmae,
,DD,,Acacia,donaldii,
newry golden wattle,EN,bellinger river wattle,Acacia,chrysotricha,bellinger river wattle;newry golden wattle
newry golden wattle,EN,newry golden wattle,Acacia,chrysotricha,newry golden wattle;newry golden wattle
,LC,hampilla,Phyllodium,pulchellum,hampilla
,LC,pai qian cao,Phyllodium,pulchellum,pai qian cao
,LC,chipoto,Phyllodium,pulchellum,chipoto
indian coral tree,LC,indian coral tree,Erythrina,variegata,indian coral tree;indian coral tree
,LC,,Viguieranthus,pervillei,
,LC,,Genista,sagittalis,
,LC,,Tephrosia,cordatistipula,
,LC,,Baphia,eriocalyx,
,NT,,Gilbertiodendron,limba,
,DD,,Callerya,sumatrana,
,EN,,Indigofera,litoralis,
,DD,,Dialium,graciliflorum,
,LC,,Uraria,picta,
,LC,,Dalbergia,monetaria,
,NT,,Entada,nudiflora,
oak ridge lupine,LC,oak ridge lupine,Lupinus,diffusus,oak ridge lupine;oak ridge lupine
,LC,,Cynometra,marginata,
,LC,,Clitoria,polystachya,
,LC,,Baphia,buettneri,
,LC,,Tephrosia,tinctoria,
,NT,,Mimosa,orthacantha,
,VU,,Pultenaea,brachytropis,
,LC,,Dalea,obovatifolia,
,LC,,Periandra,heterophylla,
,LC,,Tephrosia,coccinea,
,LC,astragal sogdijski,Astragalus,sogdianus,astragal sogdijski
groundplum milkvetch,LC,groundplum milkvetch,Astragalus,crassicarpus,groundplum milkvetch;groundplum milkvetch
,LC,,Acacia,crassiuscula,
,LC,,Inga,brachystachys,
,LC,,Mimosa,cruenta,
,LC,,Swartzia,simplex,
,LC,,Macrolobium,huberianum,
,LC,,Centrosema,macrocarpum,
,LC,,Machaerium,ferox,
,LC,,Astragalus,ammodendron,
,LC,,Tephrosia,chimanimaniana,
,LC,,Acacia,sericata,
,LC,,Chamaecrista,robynsiana,
,LC,,Lotus,arabicus,
,DD,,Indigofera,acanthinocarpa,
victorian flat-pea,EN,victorian flat-pea,Platylobium,alternifolium,victorian flat-pea;victorian flat-pea
,LC,,Dalea,melantha,
drummond's sesbania,LC,poison-bean,Sesbania,drummondii,poison-bean;drummond's sesbania
drummond's sesbania,LC,poisonbean,Sesbania,drummondii,poisonbean;drummond's sesbania
drummond's sesbania,LC,drummond's sesbania,Sesbania,drummondii,drummond's sesbania;drummond's sesbania
,DD,,Crotalaria,macrantha,
sand pea,LC,sand pea,Eriosema,crinitum,sand pea;sand pea
pois sucre,LC,inga de orelha,Inga,stipularis,inga de orelha;pois sucre
pois sucre,LC,pois sucre,Inga,stipularis,pois sucre;pois sucre
maricao,LC,maricao,Desmodium,intortum,maricao;maricao
,LC,,Flemingia,involucrata,
gulf coast lupine,NT,gulf coast lupine,Lupinus,westianus,gulf coast lupine;gulf coast lupine
small purple-pea,EN,mountain swainson-pea,Swainsona,recta,mountain swainson-pea;small purple-pea
small purple-pea,EN,small purple-pea,Swainsona,recta,small purple-pea;small purple-pea
,LC,,Pithecellobium,diversifolium,
,LC,,Caesalpinia,hildebrandtii,
,LC,,Dunbaria,fusca,
,NT,,Entada,louvelii,
,LC,,Swartzia,macrosema,
,LC,,Desmanthus,pumilus,
blunt-lobe lupine,LC,blunt-lobe lupine,Lupinus,obtusilobus,blunt-lobe lupine;blunt-lobe lupine
,LC,,Crotalaria,albida,
ouachita false indigo,VU,ouachita indigobush,Amorpha,ouachitensis,ouachita indigobush;ouachita false indigo
ouachita false indigo,VU,ouachita false indigo,Amorpha,ouachitensis,ouachita false indigo;ouachita false indigo
ouachita false indigo,VU,ouachita leadplant,Amorpha,ouachitensis,ouachita leadplant;ouachita false indigo
prickly bitter pea,LC,prickly bitter pea,Daviesia,physodes,prickly bitter pea;prickly bitter pea
,LC,rama-de-boi,Acacia,piauhiensis,rama-de-boi
,DD,,Indigofera,mwanzae,
,LC,,Bauhinia,stipularis,
,LC,,Millettia,brachycarpa,
sevier milkvetch,LC,sevier milkvetch,Astragalus,piutensis,sevier milkvetch;sevier milkvetch
,LC,,Rhynchosia,senna,
,LC,,Phyllodium,elegans,
,LC,,Chamaecrista,rufa,
,LC,,Lespedeza,floribunda,
,LC,,Chamaecrista,setosa,
sticky acacia,LC,white acacia,Senna,glutinosa,white acacia;sticky acacia
sticky acacia,LC,sticky acacia,Senna,glutinosa,sticky acacia;sticky acacia
sticky acacia,LC,green acacia,Senna,glutinosa,green acacia;sticky acacia
,LC,astragal pyatnistyi,Astragalus,submaculatus,astragal pyatnistyi
,NT,,Indigofera,atricephala,
,LC,,Acacia,eremophila,
,LC,,Crotalaria,mortonii,
,DD,,Brongniartia,minima,
,LC,,Macrotyloma,geocarpum,
,LC,,Derris,maingayana,
,LC,,Senna,skinneri,
,LC,,Chamaecrista,viscosa,
burnt-leaved acacia,LC,burnt-leaved acacia,Senna,artemisioides,burnt-leaved acacia;burnt-leaved acacia
burnt-leaved acacia,LC,desert acacia,Senna,artemisioides,desert acacia;burnt-leaved acacia
burnt-leaved acacia,LC,punty acacia,Senna,artemisioides,punty acacia;burnt-leaved acacia
burnt-leaved acacia,LC,silver acacia,Senna,artemisioides,silver acacia;burnt-leaved acacia
burnt-leaved acacia,LC,woody acacia,Senna,artemisioides,woody acacia;burnt-leaved acacia
burnt-leaved acacia,LC,limestone acacia,Senna,artemisioides,limestone acacia;burnt-leaved acacia
burnt-leaved acacia,LC,grey acacia,Senna,artemisioides,grey acacia;burnt-leaved acacia
tropical sensitive pea,LC,tropical sensitive pea,Chamaecrista,absus,tropical sensitive pea;tropical sensitive pea
tropical sensitive pea,LC,tropical sensitive pea,Chamaecrista,absus,tropical sensitive pea;tropical sensitive pea
brewer's lupine,LC,brewer's lupine,Lupinus,breweri,brewer's lupine;brewer's lupine
brewer's lupine,LC,mat lupine,Lupinus,breweri,mat lupine;brewer's lupine
,NT,,Cajanus,cajanifolius,
ebony blackbead,LC,texas ebony,Ebenopsis,ebano,texas ebony;ebony blackbead
ebony blackbead,LC,ebony blackbead,Ebenopsis,ebano,ebony blackbead;ebony blackbead
,LC,,Bauhinia,seleriana,
,LC,,Astragalus,floccosus,
,LC,,Indigofera,bungeana,
,LC,,Mucuna,bracteata,
boykin's clusterpea,LC,boykin's clusterpea,Lackeya,multiflora,boykin's clusterpea;boykin's clusterpea
,LC,,Clitoria,glaberrima,
basedow's wattle,LC,basedow's wattle,Acacia,basedowii,basedow's wattle;basedow's wattle
creeping rush-pea,NT,creeping rush-pea,Hoffmannseggia,repens,creeping rush-pea;creeping rush-pea
alkali swainsonpea,LC,alkali swainsonpea,Sphaerophysa,salsula,alkali swainsonpea;alkali swainsonpea
alkali swainsonpea,LC,red bladder-vetch,Sphaerophysa,salsula,red bladder-vetch;alkali swainsonpea
alkali swainsonpea,LC,bladder-vetch,Sphaerophysa,salsula,bladder-vetch;alkali swainsonpea
,NT,,Adesmia,sanjuanensis,
,LC,,Chamaecrista,cotinifolia,
,LC,,Cicer,echinospermum,
,EN,,Chamaecrista,astrochiton,
black locust,LC,false acacia,Robinia,pseudoacacia,false acacia;black locust
black locust,LC,black locust,Robinia,pseudoacacia,black locust;black locust
,LC,,Desmodium,barbatum,
,LC,tri zhihangzaishao,Campylotropis,trigonoclada,tri zhihangzaishao
,LC,,Crotalaria,somalensis,
jarendeua de sapo,LC,jarendeua de sapo,Zygia,ampla,jarendeua de sapo;jarendeua de sapo
sonoran desert marina,LC,sonoran desert marina,Marina,orcuttii,sonoran desert marina;sonoran desert marina
,LC,,Mimosa,paraguariae,
,LC,,Machaerium,mutisii,
,LC,,Archidendron,ellipticum,
,LC,,Trifolium,schimperi,
iron cassia,LC,iron cassia,Senna,ferraria,iron cassia;iron cassia
moulmein rosewood,DD,moulmein rosewood,Millettia,peguensis,moulmein rosewood;moulmein rosewood
,DD,,Mimosa,implexa,
,LC,,Physostigma,cylindrospermum,
,LC,,Gleditsia,microphylla,
,LC,,Caragana,opulens,
,LC,,Zornia,pardina,
,LC,,Brenierea,insignis,
,LC,,Astragalus,pehuenches,
,LC,,Adenodolichos,kaessneri,
,LC,,Chamaecrista,fenarolii,
,DD,,Abrus,fruticulosus,
,NT,,Chamaecrista,paraunana,
,LC,,Genista,fasselata,
,EN,,Jacksonia,sericea,
dainty wedge pea,LC,dainty wedge pea,Gompholobium,glabratum,dainty wedge pea;dainty wedge pea
orchid tree,LC,pata de vaca,Bauhinia,forficata,pata de vaca;orchid tree
orchid tree,LC,orchid tree,Bauhinia,forficata,orchid tree;orchid tree
,LC,,Indigofera,sessiliflora,
,VU,,Acacia,octonervia,
"karoo boer-bean, hottentot's bean",LC,karoo boer-bean;hottentot's bean,Schotia,afra,"karoo boer-bean;hottentot's bean;karoo boer-bean, hottentot's bean"
"karoo boer-bean, hottentot's bean",LC,karoo-boerboon,Schotia,afra,"karoo-boerboon;karoo boer-bean, hottentot's bean"
"karoo boer-bean, hottentot's bean",LC,umquongci;intiza;umgxam,Schotia,afra,"umquongci;intiza;umgxam;karoo boer-bean, hottentot's bean"
,LC,,Dichrostachys,arborescens,
,DD,,Crotalaria,johannis,
,LC,jaleelo,Senna,baccarinii,jaleelo
,LC,ghed medu,Senna,baccarinii,ghed medu
,LC,gel fijis,Senna,baccarinii,gel fijis
,LC,angelelo,Senna,baccarinii,angelelo
,LC,jaleelo-gel,Senna,baccarinii,jaleelo-gel
,LC,,Bauhinia,harmsiana,
koa,LC,koa,Acacia,koa,koa;koa
koa,LC,gray koa,Acacia,koa,gray koa;koa
koa,LC,koa,Acacia,koa,koa;koa
,LC,,Calliandra,hirsuta,
,LC,,Indigofera,breviviscosa,
,NT,,Calliandra,brenesii,
,LC,,Aeschynomene,marginata,
puerto rico jointvetch,LC,puerto rico jointvetch,Aeschynomene,gracilis,puerto rico jointvetch;puerto rico jointvetch
sabinal prairie-clover,CR,sabinal prairie-clover,Dalea,sabinalis,sabinal prairie-clover;sabinal prairie-clover
,EN,,Mimosa,taimbensis,
,EN,,Coursetia,planipetiolata,
,LC,,Crotalaria,montana,
large indian breadroot,LC,pomme de prairie,Psoralea,esculenta,pomme de prairie;large indian breadroot
large indian breadroot,LC,prairie-turnip,Psoralea,esculenta,prairie-turnip;large indian breadroot
large indian breadroot,LC,large indian breadroot,Psoralea,esculenta,large indian breadroot;large indian breadroot
large indian breadroot,LC,breadroot,Psoralea,esculenta,breadroot;large indian breadroot
,NT,jitai peba,Brodriguesia,santosii,jitai peba
,CR,,Coursetia,cajamarcana,
,EN,,Mimosa,ramentacea,
,DD,,Zornia,songeensis,
twining bluehood,LC,frijol monilla,Oxyrhynchus,volubilis,frijol monilla;twining bluehood
twining bluehood,LC,twining bluehood,Oxyrhynchus,volubilis,twining bluehood;twining bluehood
front range milkvetch,LC,front range milkvetch,Astragalus,sparsiflorus,front range milkvetch;front range milkvetch
,LC,,Paraderris,cuneifolia,
,LC,,Dalbergia,reniformis,
common gorse,LC,common gorse,Ulex,europaeus,common gorse;common gorse
common gorse,LC,gorse,Ulex,europaeus,gorse;common gorse
,LC,mandriariva,Chamaecrista,pratensis,mandriariva
,LC,kitsakitsary,Chamaecrista,pratensis,kitsakitsary
,LC,hazomamy,Chamaecrista,pratensis,hazomamy
,LC,matinarivo,Chamaecrista,pratensis,matinarivo
,LC,kelimahitsy,Chamaecrista,pratensis,kelimahitsy
,LC,velonasara,Chamaecrista,pratensis,velonasara
,LC,,Adesmia,trifoliolata,
,LC,,Tadehagi,rodgeri,
,DD,,Astragalus,paralurges,
low rattlebox,LC,low rattlebox,Crotalaria,pumila,low rattlebox;low rattlebox
,DD,,Eriosema,benguellense,
,DD,,Lotus,borkouanus,
,LC,,Chamaecrista,apoucouita,
,EN,,Acacia,menabeensis,
,LC,,Dioclea,guianensis,
,LC,kayu malam,Ormosia,macrodisca,kayu malam
,LC,,Mimosa,albida,
,LC,,Dolichos,elatus,
,LC,,Acacia,torrei,
,LC,,Aeschynomene,kerstingii,
,LC,,Trifolium,obscurum,
,EN,maherivay lahy,Baudouinia,sollyaeformis,maherivay lahy
,LC,,Brandzeia,filicifolia,
,LC,,Galactia,tenuiflora,
,LC,,Mimosa,adenantheroides,
molybdenum milkvetch,LC,molybdenum milkvetch,Astragalus,molybdenus,molybdenum milkvetch;molybdenum milkvetch
molybdenum milkvetch,LC,leadville,Astragalus,molybdenus,leadville;molybdenum milkvetch
,VU,,Chamaecrista,lomatopoda,
,LC,tento,Ormosia,fastigiata,tento
,LC,,Droogmansia,pteropus,
,LC,,Leptoderris,glabrata,
,LC,,Zapoteca,formosa,
,LC,,Desmodium,nuttallii,
,DD,,Millettia,fruticosa,
,LC,,Crotalaria,distantiflora,
,DD,,Crotalaria,bakeriana,
,VU,,Bossiaea,oxyclada,
,DD,,Campylotropis,drummondii,
,LC,,Paraderris,oblongifolia,
,LC,,Millettia,zechiana,
,NT,,Crotalaria,collina,
,LC,,Indigofera,taborensis,
,LC,,Macrolobium,acaciifolium,
,LC,,Bauhinia,beguinotii,
,LC,orelha de negro,Zollernia,paraensis,orelha de negro
,LC,pau santo,Zollernia,paraensis,pau santo
,DD,,Vigna,tisserantiana,
genêt des cantabriques,LC,,Cytisus,cantabricus,;genêt des cantabriques
genêt des cantabriques,LC,escoba serraniega,Cytisus,cantabricus,escoba serraniega;genêt des cantabriques
genêt des cantabriques,LC,escoba reciniega,Cytisus,cantabricus,escoba reciniega;genêt des cantabriques
,NT,,Daviesia,mollis,
,LC,,Brongniartia,mortonii,
,LC,,Astragalus,sesameus,
,LC,,Lonchocarpus,rugosus,
erasmus clover,LC,erasmus clover,Trifolium,africanum,erasmus clover;erasmus clover
brazilian jointtvetch,LC,brazilian jointtvetch,Aeschynomene,brasiliana,brazilian jointtvetch;brazilian jointtvetch
,VU,,Crotalaria,exilipes,
,LC,sochevichnik bledneyushchi,Lathyrus,pallescens,sochevichnik bledneyushchi
,LC,sochevichnik uzolistnyi,Lathyrus,pallescens,sochevichnik uzolistnyi
,LC,china bledneyushchaya,Lathyrus,pallescens,china bledneyushchaya
,LC,china blednovataya,Lathyrus,pallescens,china blednovataya
,LC,,Genista,pseudopilosa,
,LC,,Gompholobium,subulatum,
,LC,,Centrosema,arenarium,
,LC,,Hymenaea,parvifolia,
,CR,,Mimosa,kitrokala,
,LC,,Tephrosia,aequilata,
,LC,,Chamaecrista,glandulosa,
,LC,,Hymenaea,courbaril,
,LC,,Melolobium,microphyllum,
hollyleaf clover,LC,hollyleaf clover,Trifolium,gymnocarpon,hollyleaf clover;hollyleaf clover
,LC,,Etaballia,dubia,
,LC,duo zhi huang qi,Astragalus,polycladus,duo zhi huang qi
,NT,,Chamaecrista,pohliana,
,EN,,Astragalus,bobrovii,
,VU,fanoa,Chadsia,magnifica,fanoa
,VU,fanamo,Chadsia,magnifica,fanamo
stemless point-vetch,LC,purple locoweed,Oxytropis,lambertii,purple locoweed;stemless point-vetch
stemless point-vetch,LC,stemless point-vetch,Oxytropis,lambertii,stemless point-vetch;stemless point-vetch
stemless point-vetch,LC,stemless locoweed,Oxytropis,lambertii,stemless locoweed;stemless point-vetch
macuna,LC,macuna,Swartzia,amplifolia,macuna;macuna
macuna,LC,rumbo,Swartzia,amplifolia,rumbo;macuna
macuna,LC,icoje,Swartzia,amplifolia,icoje;macuna
,LC,ostrolodochnik sablevidnyi,Oxytropis,falcata,ostrolodochnik sablevidnyi
,LC,selmen ortuus,Oxytropis,falcata,selmen ortuus
,LC,,Daviesia,nudiflora,
,LC,,Dioclea,sericea,
ear-leaf acacia,LC,ear-leaf acacia,Acacia,auriculiformis,ear-leaf acacia;ear-leaf acacia
,LC,,Astragalus,bourgaeanus,
,LC,,Libidibia,glabrata,
mediterranean crown vetch,LC,mediterranean crown vetch,Coronilla,valentina,mediterranean crown vetch;mediterranean crown vetch
,LC,,Sphaerolobium,linophyllum,
reverchon's scurf-pea,NT,reverchon's scurf-pea,Psoralea,reverchonii,reverchon's scurf-pea;reverchon's scurf-pea
reverchon's scurf-pea,NT,rock scurfpea,Psoralea,reverchonii,rock scurfpea;reverchon's scurf-pea
,LC,,Pueraria,alopecuroides,
grey stinkwood,LC,grey stinkwood,Jacksonia,furcellata,grey stinkwood;grey stinkwood
,VU,,Zygia,biflora,
ironwood,LC,rosewood,Acacia,excelsa,rosewood;ironwood
ironwood,LC,ironwood,Acacia,excelsa,ironwood;ironwood
ironwood,LC,bunkerman,Acacia,excelsa,bunkerman;ironwood
ironwood,LC,doodlallie,Acacia,excelsa,doodlallie;ironwood
yellow bush-pea,NT,yellow bush-pea,Pultenaea,villifera,yellow bush-pea;yellow bush-pea
,LC,,Swartzia,guatemalensis,
,LC,,Chamaecrista,lineata,
,LC,astragal kolymski,Astragalus,kolymensis,astragal kolymski
,LC,,Acacia,dempsteri,
,LC,,Oxytropis,floribunda,
,LC,,Mecopus,nidulans,
stream bank lupine,NT,riverbank lupine,Lupinus,rivularis,riverbank lupine;stream bank lupine
stream bank lupine,NT,stream bank lupine,Lupinus,rivularis,stream bank lupine;stream bank lupine
,LC,,Indigofera,monophylla,
,LC,,Pterocarpus,lucens,
,EN,,Chamaecrista,kolabensis,
,LC,,Tessmannia,africana,
,LC,,Acacia,leucospira,
herradura de roca,LC,herradura de roca,Hippocrepis,valentina,herradura de roca;herradura de roca
herradura de roca,LC,ferradura de cingle,Hippocrepis,valentina,ferradura de cingle;herradura de roca
,VU,,Chamaecrista,onusta,
hong kong orchid tree,LC,purple camel's foot,Bauhinia,purpurea,purple camel's foot;hong kong orchid tree
hong kong orchid tree,LC,butterfly-tree,Bauhinia,purpurea,butterfly-tree;hong kong orchid tree
hong kong orchid tree,LC,hong kong orchid tree,Bauhinia,purpurea,hong kong orchid tree;hong kong orchid tree
hong kong orchid tree,LC,hawaiian orchid tree,Bauhinia,purpurea,hawaiian orchid tree;hong kong orchid tree
,LC,,Lupinus,bogotensis,
foothill clover,LC,foothill clover,Trifolium,ciliolatum,foothill clover;foothill clover
king's milkvetch,LC,king's milkvetch,Astragalus,calycosus,king's milkvetch;king's milkvetch
graying clover,LC,graying clover,Trifolium,canescens,graying clover;graying clover
,LC,tsevru'uzhimst ortuuz,Oxytropis,ampullata,tsevru'uzhimst ortuuz
,LC,,Inga,sapindoides,
,NT,,Labichea,digitata,
wild wallflower,LC,wild wallflower,Aotus,subglauca,wild wallflower;wild wallflower
,LC,,Clitoria,sagotii,
,LC,,Gompholobium,obcordatum,
,LC,,Astragalus,commixtus,
,LC,,Astragalus,froedinii,
camwood,LC,bois rouge,Baphia,nitida,bois rouge;camwood
camwood,LC,camwood,Baphia,nitida,camwood;camwood
,EN,,Mimosa,setistipula,
,LC,,Senna,oxyphylla,
,LC,,Dumasia,villosa,
,NT,,Dillwynia,pungens,
large-fruited tammin wattle,NT,large-fruited tammin wattle,Acacia,ataxiphylla,large-fruited tammin wattle;large-fruited tammin wattle
