main_common_name,Status code,Common Name,genus,species,common_name
smallflower umbrella sedge,LC,junco de agua,Cyperus,difformis,junco de agua;smallflower umbrella sedge
smallflower umbrella sedge,LC,souchet difforme,Cyperus,difformis,souchet difforme;smallflower umbrella sedge
smallflower umbrella sedge,LC,,Cyperus,difformis,;smallflower umbrella sedge
campanule ailée,NT,,Campanula,alata,;campanule ailée
ricefield waternymph,LC,ricefield waternymph,Najas,graminea,ricefield waternymph;ricefield waternymph
ricefield waternymph,LC,,Najas,graminea,;ricefield waternymph
ricefield waternymph,LC,,Najas,graminea,;ricefield waternymph
ricefield waternymph,LC,ranocchia tropicale,Najas,graminea,ranocchia tropicale;ricefield waternymph
slender marsh-bedstraw,LC,slender marsh-bedstraw,Galium,debile,slender marsh-bedstraw;slender marsh-bedstraw
slender marsh-bedstraw,LC,gaillet faible,Galium,debile,gaillet faible;slender marsh-bedstraw
slender marsh-bedstraw,LC,caglio debole,Galium,debile,caglio debole;slender marsh-bedstraw
troscart de barrelier,LC,,Triglochin,bulbosa,;troscart de barrelier
troscart de barrelier,LC,giuncastrello dii barrelier,Triglochin,bulbosa,giuncastrello dii barrelier;troscart de barrelier
troscart de barrelier,LC,troscart de barrelier,Triglochin,bulbosa,troscart de barrelier;troscart de barrelier
floating sweet-grass,LC,sweet grass,Glyceria,fluitans,sweet grass;floating sweet-grass
floating sweet-grass,LC,,Glyceria,fluitans,;floating sweet-grass
floating sweet-grass,LC,gramignone natante,Glyceria,fluitans,gramignone natante;floating sweet-grass
floating sweet-grass,LC,water manna grass,Glyceria,fluitans,water manna grass;floating sweet-grass
floating sweet-grass,LC,flottin sweet grass,Glyceria,fluitans,flottin sweet grass;floating sweet-grass
floating sweet-grass,LC,,Glyceria,fluitans,;floating sweet-grass
floating sweet-grass,LC,,Glyceria,fluitans,;floating sweet-grass
floating sweet-grass,LC,floating sweet-grass,Glyceria,fluitans,floating sweet-grass;floating sweet-grass
pedunculate water-starwort,LC,pedunculate water-starwort,Callitriche,brutia,pedunculate water-starwort;pedunculate water-starwort
pedunculate water-starwort,LC,,Callitriche,brutia,;pedunculate water-starwort
ribbon-leaved water-plantain,DD,ribbon-leaved water-plantain,Alisma,gramineum,ribbon-leaved water-plantain;ribbon-leaved water-plantain
ribbon-leaved water-plantain,DD,,Alisma,gramineum,;ribbon-leaved water-plantain
ribbon-leaved water-plantain,DD,,Alisma,gramineum,;ribbon-leaved water-plantain
ribbon-leaved water-plantain,DD,,Alisma,gramineum,;ribbon-leaved water-plantain
ribbon-leaved water-plantain,DD,narrowleaf water-plantain,Alisma,gramineum,narrowleaf water-plantain;ribbon-leaved water-plantain
ribbon-leaved water-plantain,DD,,Alisma,gramineum,;ribbon-leaved water-plantain
mossy stonecrop,LC,mossy stonecrop,Crassula,tillaea,mossy stonecrop;mossy stonecrop
mossy stonecrop,LC,crassule mousse,Crassula,tillaea,crassule mousse;mossy stonecrop
mossy stonecrop,LC,erba grassa muscosa,Crassula,tillaea,erba grassa muscosa;mossy stonecrop
,LC,,Centaurium,candelabrum,
menthe des cerfs,NT,poleo de ciervo,Mentha,cervina,poleo de ciervo;menthe des cerfs
menthe des cerfs,NT,menthe des cerfs,Mentha,cervina,menthe des cerfs;menthe des cerfs
menthe des cerfs,NT,mentha de burro,Mentha,cervina,mentha de burro;menthe des cerfs
menthe des cerfs,NT,fliyou,Mentha,cervina,fliyou;menthe des cerfs
horse mint,LC,menthe sylvestre,Mentha,longifolia,menthe sylvestre;horse mint
horse mint,LC,,Mentha,longifolia,;horse mint
horse mint,LC,menta selvatica,Mentha,longifolia,menta selvatica;horse mint
horse mint,LC,horse mint,Mentha,longifolia,horse mint;horse mint
,VU,,Rorippa,hayanica,
fringed waterlily,LC,,Nymphoides,peltata,;fringed waterlily
fringed waterlily,LC,fringed waterlily,Nymphoides,peltata,fringed waterlily;fringed waterlily
water-cress,LC,watercress,Nasturtium,officinale,watercress;water-cress
water-cress,LC,cresson de fontaine,Nasturtium,officinale,cresson de fontaine;water-cress
water-cress,LC,brunnenkresse,Nasturtium,officinale,brunnenkresse;water-cress
water-cress,LC,berro,Nasturtium,officinale,berro;water-cress
water-cress,LC,water-cress,Nasturtium,officinale,water-cress;water-cress
,LC,,Ranunculus,granatensis,
thymeleaf loosestrife,LC,kaba aklarotu,Lythrum,thymifolia,kaba aklarotu;thymeleaf loosestrife
thymeleaf loosestrife,LC,,Lythrum,thymifolia,;thymeleaf loosestrife
thymeleaf loosestrife,LC,salcerella con foglie di timo,Lythrum,thymifolia,salcerella con foglie di timo;thymeleaf loosestrife
thymeleaf loosestrife,LC,salicaria menor,Lythrum,thymifolia,salicaria menor;thymeleaf loosestrife
thymeleaf loosestrife,LC,thymeleaf loosestrife,Lythrum,thymifolia,thymeleaf loosestrife;thymeleaf loosestrife
yellow water-lily,LC,ninfea gialli,Nuphar,lutea,ninfea gialli;yellow water-lily
yellow water-lily,LC,,Nuphar,lutea,;yellow water-lily
yellow water-lily,LC,yellow water-lily,Nuphar,lutea,yellow water-lily;yellow water-lily
venice salicorne,VU,venice salicorne,Salicornia,veneta,venice salicorne;venice salicorne
venice salicorne,VU,salicorne de venise,Salicornia,veneta,salicorne de venise;venice salicorne
holly-leaved naiad,LC,,Najas,marina,;holly-leaved naiad
holly-leaved naiad,LC,holly-leaved naiad,Najas,marina,holly-leaved naiad;holly-leaved naiad
purple loosestrife,LC,salicaire commune,Lythrum,salicaria,salicaire commune;purple loosestrife
purple loosestrife,LC,purple loosestrife,Lythrum,salicaria,purple loosestrife;purple loosestrife
,LC,horeesh,Potamogeton,schweinfurthii,horeesh
dwarf water clover,LC,small water clover,Marsilea,minuta,small water clover;dwarf water clover
dwarf water clover,LC,gelid waterklawer,Marsilea,minuta,gelid waterklawer;dwarf water clover
dwarf water clover,LC,dwarf water clover,Marsilea,minuta,dwarf water clover;dwarf water clover
dwarf water clover,LC,,Marsilea,minuta,;dwarf water clover
lesser water-plantain,NT,alisma fausse renoncule,Baldellia,ranunculoides,alisma fausse renoncule;lesser water-plantain
lesser water-plantain,NT,crowfoot-alisma,Baldellia,ranunculoides,crowfoot-alisma;lesser water-plantain
lesser water-plantain,NT,lesser water-plantain,Baldellia,ranunculoides,lesser water-plantain;lesser water-plantain
lesser water-plantain,NT,,Baldellia,ranunculoides,;lesser water-plantain
lesser water-plantain,NT,,Baldellia,ranunculoides,;lesser water-plantain
spiny rush,LC,spiny rush,Juncus,acutus,spiny rush;spiny rush
spiny rush,LC,semar,Juncus,acutus,semar;spiny rush
spiny rush,LC,jonc piquant,Juncus,acutus,jonc piquant;spiny rush
red ammannia,LC,ammania d'afrique,Ammannia,senegalensis,ammania d'afrique;red ammannia
red ammannia,LC,red ammannia,Ammannia,senegalensis,red ammannia;red ammannia
troodos mount sedge,NT,,Carex,troodi,;troodos mount sedge
troodos mount sedge,NT,troodos mount sedge,Carex,troodi,troodos mount sedge;troodos mount sedge
lesser sea-spurrey,LC,sahil remilotu,Spergularia,marina,sahil remilotu;lesser sea-spurrey
lesser sea-spurrey,LC,lesser sea-spurrey,Spergularia,marina,lesser sea-spurrey;lesser sea-spurrey
lesser sea-spurrey,LC,spergularia marina,Spergularia,marina,spergularia marina;lesser sea-spurrey
lesser sea-spurrey,LC,spergulaire marine,Spergularia,marina,spergulaire marine;lesser sea-spurrey
whorled water-milfoil,LC,whorled leaf water milfoil,Myriophyllum,verticillatum,whorled leaf water milfoil;whorled water-milfoil
whorled water-milfoil,LC,whorled water-milfoil,Myriophyllum,verticillatum,whorled water-milfoil;whorled water-milfoil
whorled water-milfoil,LC,,Myriophyllum,verticillatum,;whorled water-milfoil
whorled water-milfoil,LC,whorled milfoil,Myriophyllum,verticillatum,whorled milfoil;whorled water-milfoil
whorled water-milfoil,LC,,Myriophyllum,verticillatum,;whorled water-milfoil
water bent,LC,coda di lepre verticillata,Polypogon,viridis,coda di lepre verticillata;water bent
water bent,LC,polypogon vert,Polypogon,viridis,polypogon vert;water bent
water bent,LC,water bent,Polypogon,viridis,water bent;water bent
alternate water-milfoil,LC,alternate water-milfoil,Myriophyllum,alterniflorum,alternate water-milfoil;alternate water-milfoil
alternate water-milfoil,LC,slender water milfoil,Myriophyllum,alterniflorum,slender water milfoil;alternate water-milfoil
alternate water-milfoil,LC,,Myriophyllum,alterniflorum,;alternate water-milfoil
alternate water-milfoil,LC,,Myriophyllum,alterniflorum,;alternate water-milfoil
alternate water-milfoil,LC,alternate-flowered water milfoil,Myriophyllum,alterniflorum,alternate-flowered water milfoil;alternate water-milfoil
alternate water-milfoil,LC,ovas de rio,Myriophyllum,alterniflorum,ovas de rio;alternate water-milfoil
alternate water-milfoil,LC,slender water-milfoil,Myriophyllum,alterniflorum,slender water-milfoil;alternate water-milfoil
fen bedstraw,LC,,Galium,uliginosum,;fen bedstraw
fen bedstraw,LC,fen bedstraw,Galium,uliginosum,fen bedstraw;fen bedstraw
fen bedstraw,LC,gaillet des fanges,Galium,uliginosum,gaillet des fanges;fen bedstraw
fen bedstraw,LC,gaillet aquatique,Galium,uliginosum,gaillet aquatique;fen bedstraw
fen bedstraw,LC,caglio delle torbiere,Galium,uliginosum,caglio delle torbiere;fen bedstraw
giant reed,LC,,Arundo,donax,;giant reed
giant reed,LC,giant reed,Arundo,donax,giant reed;giant reed
giant reed,LC,canne de provence,Arundo,donax,canne de provence;giant reed
giant reed,LC,canna domestica,Arundo,donax,canna domestica;giant reed
,EN,,Dactylorhiza,maurusia,
,LC,,Eleocharis,macrantha,
great willowherb,LC,keun-ba-neul-kkot,Epilobium,hirsutum,keun-ba-neul-kkot;great willowherb
great willowherb,LC,,Epilobium,hirsutum,;great willowherb
great willowherb,LC,great willowherb,Epilobium,hirsutum,great willowherb;great willowherb
great willowherb,LC,garofanino d'acqua,Epilobium,hirsutum,garofanino d'acqua;great willowherb
souchet jaune,LC,,Pycreus,flavidus,;souchet jaune
souchet jaune,LC,zigolo globoso,Pycreus,flavidus,zigolo globoso;souchet jaune
souchet jaune,LC,souchet jaune,Pycreus,flavidus,souchet jaune;souchet jaune
hottentot fern,LC,geom-eun-byeol-go-sa-ri,Cyclosorus,interruptus,geom-eun-byeol-go-sa-ri;hottentot fern
hottentot fern,LC,,Cyclosorus,interruptus,;hottentot fern
hottentot fern,LC,samambaia-do-brejo,Cyclosorus,interruptus,samambaia-do-brejo;hottentot fern
hottentot fern,LC,hottentot fern,Cyclosorus,interruptus,hottentot fern;hottentot fern
olympic quillwort,CR,olympic quillwort,Isoetes,olympica,olympic quillwort;olympic quillwort
olympic quillwort,CR,,Isoetes,olympica,;olympic quillwort
hampshire-purslane,LC,porracchia dei fossi,Ludwigia,palustris,porracchia dei fossi;hampshire-purslane
hampshire-purslane,LC,hampshire-purslane,Ludwigia,palustris,hampshire-purslane;hampshire-purslane
hampshire-purslane,LC,ludwigie des marais,Ludwigia,palustris,ludwigie des marais;hampshire-purslane
few-flowered spike-rush,LC,giunchina a 5 fiori,Eleocharis,quinqueflora,giunchina a 5 fiori;few-flowered spike-rush
few-flowered spike-rush,LC,scirpe pauciflore,Eleocharis,quinqueflora,scirpe pauciflore;few-flowered spike-rush
few-flowered spike-rush,LC,few-flowered spike-rush,Eleocharis,quinqueflora,few-flowered spike-rush;few-flowered spike-rush
cicendie très petite,NT,cicendie fluette,Exaculum,pusillum,cicendie fluette;cicendie très petite
cicendie très petite,NT,cicendia minore,Exaculum,pusillum,cicendia minore;cicendie très petite
cicendie très petite,NT,,Exaculum,pusillum,;cicendie très petite
scirpe du littoral,LC,scirpe du littoral,Schoenoplectus,litoralis,scirpe du littoral;scirpe du littoral
scirpe du littoral,LC,lisca costiera,Schoenoplectus,litoralis,lisca costiera;scirpe du littoral
hairlike pondweed,LC,brasca capillare,Potamogeton,trichoides,brasca capillare;hairlike pondweed
hairlike pondweed,LC,hairlike pondweed,Potamogeton,trichoides,hairlike pondweed;hairlike pondweed
hairlike pondweed,LC,potamot capillaire,Potamogeton,trichoides,potamot capillaire;hairlike pondweed
slender tufted-sedge,LC,slender tufted-sedge,Carex,acuta,slender tufted-sedge;slender tufted-sedge
slender tufted-sedge,LC,,Carex,acuta,;slender tufted-sedge
slender tufted-sedge,LC,carice palustre,Carex,acuta,carice palustre;slender tufted-sedge
paquerette de bernard,LC,pratellina di pozzi,Bellis,bernardii,pratellina di pozzi;paquerette de bernard
paquerette de bernard,LC,paquerette de bernard,Bellis,bernardii,paquerette de bernard;paquerette de bernard
humped bladderwort,LC,utriculaire bossue,Utricularia,gibba,utriculaire bossue;humped bladderwort
humped bladderwort,LC,humped bladderwort,Utricularia,gibba,humped bladderwort;humped bladderwort
humped bladderwort,LC,utriculaire gibbeuse,Utricularia,gibba,utriculaire gibbeuse;humped bladderwort
,EN,crescione dentato,Sisymbrella,dentata,crescione dentato
véronique rampante,LC,,Veronica,repens,;véronique rampante
royal fern,LC,antojil,Osmunda,regalis,antojil;royal fern
royal fern,LC,royal fern,Osmunda,regalis,royal fern;royal fern
royal fern,LC,,Osmunda,regalis,;royal fern
royal fern,LC,osmonde royale,Osmunda,regalis,osmonde royale;royal fern
royal fern,LC,,Osmunda,regalis,;royal fern
royal fern,LC,koningsvaren,Osmunda,regalis,koningsvaren;royal fern
royal fern,LC,helecho real,Osmunda,regalis,helecho real;royal fern
bulbous rush,LC,bulbous rush,Juncus,bulbosus,bulbous rush;bulbous rush
bulbous rush,LC,jonc bulbeux,Juncus,bulbosus,jonc bulbeux;bulbous rush
bulbous rush,LC,giunco bulboso,Juncus,bulbosus,giunco bulboso;bulbous rush
common water-starwort,LC,callitriche des eaux stagnantes,Callitriche,stagnalis,callitriche des eaux stagnantes;common water-starwort
common water-starwort,LC,common water-starwort,Callitriche,stagnalis,common water-starwort;common water-starwort
jonc strié,LC,,Juncus,striatus,;jonc strié
jonc strié,LC,giunco striato,Juncus,striatus,giunco striato;jonc strié
zannichellie peltée,LC,zannichellia,Zannichellia,peltata,zannichellia;zannichellie peltée
zannichellie peltée,LC,,Zannichellia,peltata,;zannichellie peltée
canne sauvage,LC,canne a sucre fourragere,Saccharum,spontaneum,canne a sucre fourragere;canne sauvage
canne sauvage,LC,heesh,Saccharum,spontaneum,heesh;canne sauvage
canne sauvage,LC,bous el-gazaier,Saccharum,spontaneum,bous el-gazaier;canne sauvage
canne sauvage,LC,canne sauvage,Saccharum,spontaneum,canne sauvage;canne sauvage
lesser water-parsnip,LC,,Berula,erecta,;lesser water-parsnip
lesser water-parsnip,LC,lesser water-parsnip,Berula,erecta,lesser water-parsnip;lesser water-parsnip
lesser water-parsnip,LC,lesser water-parsnip,Berula,erecta,lesser water-parsnip;lesser water-parsnip
blé du dekkan,LC,zafra,Echinochloa,colona,zafra;blé du dekkan
blé du dekkan,LC,abu rokba,Echinochloa,colona,abu rokba;blé du dekkan
blé du dekkan,LC,,Echinochloa,colona,;blé du dekkan
,EN,,Carum,asinorum,
,NT,,Chaerophyllum,atlanticum,
,EN,,Genista,ancistrocarpa,
carum de jahandiez,NT,carum de jahandiez,Carum,jahandiezii,carum de jahandiez;carum de jahandiez
,VU,,Limonium,ornatum,
cyperus sedge,LC,cyperus sedge,Carex,pseudocyperus,cyperus sedge;cyperus sedge
cyperus sedge,LC,,Carex,pseudocyperus,;cyperus sedge
cyperus sedge,LC,,Carex,pseudocyperus,;cyperus sedge
cyperus sedge,LC,,Carex,pseudocyperus,;cyperus sedge
round-fruited rush,LC,giunco compresso,Juncus,compressus,giunco compresso;round-fruited rush
round-fruited rush,LC,,Juncus,compressus,;round-fruited rush
round-fruited rush,LC,round-fruited rush,Juncus,compressus,round-fruited rush;round-fruited rush
,VU,,Spergularia,doumerguei,
,LC,shelbika,Najas,pectinata,shelbika
,LC,horreish,Najas,pectinata,horreish
violette du maroc,LC,violette du maroc,Viola,maroccana,violette du maroc;violette du maroc
epilobe de numidie,CR,epilobe de numidie,Epilobium,numidicum,epilobe de numidie;epilobe de numidie
gratiole officinale,LC,graziella,Gratiola,officinalis,graziella;gratiole officinale
gratiole officinale,LC,gratiole officinale,Gratiola,officinalis,gratiole officinale;gratiole officinale
,NT,,Rumex,ginii,
tufted forget-me-not,LC,,Myosotis,laxa,;tufted forget-me-not
tufted forget-me-not,LC,myosotis cespiteux,Myosotis,laxa,myosotis cespiteux;tufted forget-me-not
tufted forget-me-not,LC,tufted forget-me-not,Myosotis,laxa,tufted forget-me-not;tufted forget-me-not
small fleabane,LC,small fleabane,Pulicaria,vulgaris,small fleabane;small fleabane
small fleabane,LC,pulicaire commune,Pulicaria,vulgaris,pulicaire commune;small fleabane
lesser duckweed,LC,ads el-maya,Lemna,aequinoctialis,ads el-maya;lesser duckweed
lesser duckweed,LC,lentille d'eau,Lemna,aequinoctialis,lentille d'eau;lesser duckweed
lesser duckweed,LC,ads e-lmaya,Lemna,aequinoctialis,ads e-lmaya;lesser duckweed
lesser duckweed,LC,lesser duckweed,Lemna,aequinoctialis,lesser duckweed;lesser duckweed
orchis des marais,LC,,Anacamptis,palustris,;orchis des marais
orchis des marais,LC,orchidea palustre,Anacamptis,palustris,orchidea palustre;orchis des marais
orchis des marais,LC,orchis des marais,Anacamptis,palustris,orchis des marais;orchis des marais
scrofulaire à fins pédoncules,NT,,Scrophularia,tenuipes,;scrofulaire à fins pédoncules
spergulaire d’emberger,VU,,Spergularia,embergeri,;spergulaire d’emberger
jonc de desfontaine,LC,jonc de desfontaine,Juncus,fontanesii,jonc de desfontaine;jonc de desfontaine
jonc de desfontaine,LC,giunco di desfontaine,Juncus,fontanesii,giunco di desfontaine;jonc de desfontaine
,LC,,Persicaria,lapathifolia,
,NT,,Bellis,prostrata,
,EN,,Rhynchospora,modesti-lucennoi,
compact rush,LC,giunco contratto,Juncus,conglomeratus,giunco contratto;compact rush
compact rush,LC,,Juncus,conglomeratus,;compact rush
compact rush,LC,compact rush,Juncus,conglomeratus,compact rush;compact rush
,LC,,Scorzoneroides,atlantica,
pink water-speedwell,LC,pink water-speedwell,Veronica,catenata,pink water-speedwell;pink water-speedwell
pink water-speedwell,LC,,Veronica,catenata,;pink water-speedwell
grass-of-parnassus,LC,bog star,Parnassia,palustris,bog star;grass-of-parnassus
grass-of-parnassus,LC,parnassie des marais,Parnassia,palustris,parnassie des marais;grass-of-parnassus
grass-of-parnassus,LC,marsh parnassia,Parnassia,palustris,marsh parnassia;grass-of-parnassus
grass-of-parnassus,LC,grass-of-parnassus,Parnassia,palustris,grass-of-parnassus;grass-of-parnassus
grass-of-parnassus,LC,mei hua cao,Parnassia,palustris,mei hua cao;grass-of-parnassus
grass-of-parnassus,LC,parnassia,Parnassia,palustris,parnassia;grass-of-parnassus
grass-of-parnassus,LC,,Parnassia,palustris,;grass-of-parnassus
swamp pricklegrass,LC,brignolo ovato,Crypsis,schoenoides,brignolo ovato;swamp pricklegrass
swamp pricklegrass,LC,swamp pricklegrass,Crypsis,schoenoides,swamp pricklegrass;swamp pricklegrass
swamp pricklegrass,LC,crypside faux choin,Crypsis,schoenoides,crypside faux choin;swamp pricklegrass
patience de tunisie,CR,patience de tunisie,Rumex,tunetanus,patience de tunisie;patience de tunisie
starfruit,VU,starfruit,Damasonium,polyspermum,starfruit;starfruit
starfruit,VU,,Damasonium,polyspermum,;starfruit
starfruit,VU,,Damasonium,polyspermum,;starfruit
starfruit,VU,water star,Damasonium,polyspermum,water star;starfruit
starfruit,VU,damasoni,Damasonium,polyspermum,damasoni;starfruit
starfruit,VU,,Damasonium,polyspermum,;starfruit
,LC,hashish el-faras,Ethulia,conyzoides,hashish el-faras
,LC,bungbungtit,Ethulia,conyzoides,bungbungtit
,LC,,Hypochaeris,angustifolia,
curled pondweed,LC,hamool,Potamogeton,crispus,hamool;curled pondweed
curled pondweed,LC,curled pondweed,Potamogeton,crispus,curled pondweed;curled pondweed
curled pondweed,LC,horreish,Potamogeton,crispus,horreish;curled pondweed
curled pondweed,LC,,Potamogeton,crispus,;curled pondweed
,VU,,Eryngium,variifolium,
flowering-rush,LC,jonc fleuri,Butomus,umbellatus,jonc fleuri;flowering-rush
flowering-rush,LC,flowering-rush,Butomus,umbellatus,flowering-rush;flowering-rush
,LC,,Ranunculus,aurasiacus,
zannichellie à feuilles obtuses,NT,pelo de vieja,Zannichellia,obtusifolia,pelo de vieja;zannichellie à feuilles obtuses
zannichellie à feuilles obtuses,NT,,Zannichellia,obtusifolia,;zannichellie à feuilles obtuses
zannichellie à feuilles obtuses,NT,porreo,Zannichellia,obtusifolia,porreo;zannichellie à feuilles obtuses
souchet de michel,LC,zigolo del micheli,Cyperus,michelianus,zigolo del micheli;souchet de michel
souchet de michel,LC,souchet de michel,Cyperus,michelianus,souchet de michel;souchet de michel
tuberous bulrush,LC,scirpe glauque,Bolboschoenus,glaucus,scirpe glauque;tuberous bulrush
tuberous bulrush,LC,tuberous bulrush,Bolboschoenus,glaucus,tuberous bulrush;tuberous bulrush
tuberous bulrush,LC,bolboschoenus glauque,Bolboschoenus,glaucus,bolboschoenus glauque;tuberous bulrush
foxtail sedge,LC,foxtail sedge,Cyperus,alopecuroides,foxtail sedge;foxtail sedge
foxtail sedge,LC,,Cyperus,alopecuroides,;foxtail sedge
foxtail sedge,LC,matsedge,Cyperus,alopecuroides,matsedge;foxtail sedge
foxtail sedge,LC,,Cyperus,alopecuroides,;foxtail sedge
beautiful water-starwort,CR,beautiful water-starwort,Callitriche,pulchra,beautiful water-starwort;beautiful water-starwort
,LC,,Veronica,nevadensis,
slender naiad,LC,horeish,Najas,minor,horeish;slender naiad
slender naiad,LC,slender naiad,Najas,minor,slender naiad;slender naiad
millet rampant,LC,millet rampant,Panicum,repens,millet rampant;millet rampant
millet rampant,LC,qseiba,Panicum,repens,qseiba;millet rampant
millet rampant,LC,nseila,Panicum,repens,nseila;millet rampant
millet rampant,LC,panico strisciante,Panicum,repens,panico strisciante;millet rampant
round-headed club-rush,LC,round-headed club-rush,Scirpoides,holoschoenus,round-headed club-rush;round-headed club-rush
round-headed club-rush,LC,dees,Scirpoides,holoschoenus,dees;round-headed club-rush
round-headed club-rush,LC,giunchetto meridionale,Scirpoides,holoschoenus,giunchetto meridionale;round-headed club-rush
round-headed club-rush,LC,scirpe-jonc,Scirpoides,holoschoenus,scirpe-jonc;round-headed club-rush
flat-sedge,LC,flat-sedge,Blysmus,compressus,flat-sedge;flat-sedge
flat-sedge,LC,,Blysmus,compressus,;flat-sedge
flat-sedge,LC,platte bies,Blysmus,compressus,platte bies;flat-sedge
hoary willowherb,LC,hoary willowherb,Epilobium,parviflorum,hoary willowherb;hoary willowherb
hoary willowherb,LC,garofanino minore,Epilobium,parviflorum,garofanino minore;hoary willowherb
hoary willowherb,LC,,Epilobium,parviflorum,;hoary willowherb
hoary willowherb,LC,,Epilobium,parviflorum,;hoary willowherb
shoreweed,LC,,Littorella,uniflora,;shoreweed
shoreweed,LC,shoreweed,Littorella,uniflora,shoreweed;shoreweed
narrow-fruited water-starwort,LC,vernal water-starwort,Callitriche,palustris,vernal water-starwort;narrow-fruited water-starwort
narrow-fruited water-starwort,LC,callitriche des marais,Callitriche,palustris,callitriche des marais;narrow-fruited water-starwort
narrow-fruited water-starwort,LC,narrow-fruited water-starwort,Callitriche,palustris,narrow-fruited water-starwort;narrow-fruited water-starwort
jonc mucroné,LC,,Juncus,punctorius,;jonc mucroné
jonc mucroné,LC,,Juncus,punctorius,;jonc mucroné
rigid hornwort,LC,,Ceratophyllum,demersum,;rigid hornwort
rigid hornwort,LC,nakshoosh el-hoot,Ceratophyllum,demersum,nakshoosh el-hoot;rigid hornwort
rigid hornwort,LC,cornifle nageant,Ceratophyllum,demersum,cornifle nageant;rigid hornwort
rigid hornwort,LC,coontail,Ceratophyllum,demersum,coontail;rigid hornwort
rigid hornwort,LC,abela,Ceratophyllum,demersum,abela;rigid hornwort
rigid hornwort,LC,hornwort,Ceratophyllum,demersum,hornwort;rigid hornwort
rigid hornwort,LC,cornille,Ceratophyllum,demersum,cornille;rigid hornwort
rigid hornwort,LC,gemeines hornkraut,Ceratophyllum,demersum,gemeines hornkraut;rigid hornwort
rigid hornwort,LC,,Ceratophyllum,demersum,;rigid hornwort
rigid hornwort,LC,rauhes hornblatt,Ceratophyllum,demersum,rauhes hornblatt;rigid hornwort
rigid hornwort,LC,rigid hornwort,Ceratophyllum,demersum,rigid hornwort;rigid hornwort
yellow loosestrife,LC,lysimaque commune,Lysimachia,vulgaris,lysimaque commune;yellow loosestrife
yellow loosestrife,LC,yellow loosestrife,Lysimachia,vulgaris,yellow loosestrife;yellow loosestrife
yellow loosestrife,LC,,Lysimachia,vulgaris,;yellow loosestrife
,EN,,Scrophularia,eriocalyx,
,DD,,Glyceria,spicata,
spearmint,LC,menthe en grappe,Mentha,spicata,menthe en grappe;spearmint
spearmint,LC,menthe verte,Mentha,spicata,menthe verte;spearmint
spearmint,LC,spearmint,Mentha,spicata,spearmint;spearmint
spearmint,LC,menta romana,Mentha,spicata,menta romana;spearmint
starfruit,VU,,Damasonium,alisma,;starfruit
starfruit,VU,starfruit,Damasonium,alisma,starfruit;starfruit
starfruit,VU,,Damasonium,alisma,;starfruit
starfruit,VU,damasoni,Damasonium,alisma,damasoni;starfruit
cullen,LC,higueruela,Cullen,americanum,higueruela;cullen
cullen,LC,,Cullen,americanum,;cullen
cullen,LC,cullen,Cullen,americanum,cullen;cullen
star duckweed,LC,lentille bourgeonnante,Lemna,trisulca,lentille bourgeonnante;star duckweed
star duckweed,LC,,Lemna,trisulca,;star duckweed
star duckweed,LC,duckweed,Lemna,trisulca,duckweed;star duckweed
star duckweed,LC,,Lemna,trisulca,;star duckweed
star duckweed,LC,star duckweed,Lemna,trisulca,star duckweed;star duckweed
star duckweed,LC,lentille trilobee,Lemna,trisulca,lentille trilobee;star duckweed
plicate sweet-grass,LC,plicate sweet-grass,Glyceria,notata,plicate sweet-grass;plicate sweet-grass
plicate sweet-grass,LC,,Glyceria,notata,;plicate sweet-grass
plicate sweet-grass,LC,gramignone minore,Glyceria,notata,gramignone minore;plicate sweet-grass
callitriche de mathez,EN,callitriche de mathez,Callitriche,mathezii,callitriche de mathez;callitriche de mathez
ombellifère des marais,NT,ache,Apium,crassipes,ache;ombellifère des marais
ombellifère des marais,NT,,Apium,crassipes,;ombellifère des marais
loosestrife,LC,,Lythrum,borysthenicum,;loosestrife
loosestrife,LC,lythrum du dniepr,Lythrum,borysthenicum,lythrum du dniepr;loosestrife
loosestrife,LC,loosestrife,Lythrum,borysthenicum,loosestrife;loosestrife
loosestrife,LC,salcerella a foglie ovali,Lythrum,borysthenicum,salcerella a foglie ovali;loosestrife
nananthée fluette,VU,margherita piccolissima,Nananthea,perpusilla,margherita piccolissima;nananthée fluette
nananthée fluette,VU,,Nananthea,perpusilla,;nananthée fluette
antelope grass,LC,antelope grass,Echinochloa,pyramidalis,antelope grass;antelope grass
broad-leaved pondweed,LC,potamot nageant,Potamogeton,natans,potamot nageant;broad-leaved pondweed
broad-leaved pondweed,LC,broad-leaved pondweed,Potamogeton,natans,broad-leaved pondweed;broad-leaved pondweed
sessile joyweed,LC,geluti,Alternanthera,sessilis,geluti;sessile joyweed
sessile joyweed,LC,dwarf copperleaf,Alternanthera,sessilis,dwarf copperleaf;sessile joyweed
sessile joyweed,LC,,Alternanthera,sessilis,;sessile joyweed
sessile joyweed,LC,mukunnuwanna,Alternanthera,sessilis,mukunnuwanna;sessile joyweed
sessile joyweed,LC,mata kura,Alternanthera,sessilis,mata kura;sessile joyweed
sessile joyweed,LC,phak pet thai,Alternanthera,sessilis,phak pet thai;sessile joyweed
sessile joyweed,LC,galutu,Alternanthera,sessilis,galutu;sessile joyweed
sessile joyweed,LC,bhirangijhar,Alternanthera,sessilis,bhirangijhar;sessile joyweed
