sc_name,genus,species,family,iucn_status_code,common_names,regions,wwf_high_risk_flag
Silene orphanidis,Silene,orphanidis,,,,,
Silene perlmanii,Silene,perlmanii,,,,,
Silene rothmaleri,Silene,rothmaleri,,,,,
Silene sennenii,Silene,sennenii,,,,,
Silene syngei,Silene,syngei,,,,,
Silene velutina,Silene,velutina,,,silène velouté,,
Silene vulgaris,Silene,vulgaris,,,erva traqueira;bladder campion;nurmikohokki;bladder campion;ben blanco;bladder campion;acoleta;bladder campion;esplotaculos;bladder campion;blaassilene;bladder campion;tigheghcht;bladder campion;afrentalabradores;bladder campion;bladder campion;alcadicea;bladder campion;bladder campion;bladder campion;bladder campion;colejia;bladder campion;hamrat erras;bladder campion;tuf-essabun;bladder campion;saboun el faqar;bladder campion,,
Siliquamomum oreodoxa,Siliquamomum,oreodoxa,,,,,
Siliquamomum tonkinense,Siliquamomum,tonkinense,,,,,
Silvorchis colorata,Silvorchis,colorata,,,,,
Simarouba amara,Simarouba,amara,Simaroubaceae,,marupa,,
Simira salvadorensis,Simira,salvadorensis,Rubiaceae,,,,
Simira standleyi,Simira,standleyi,Rubiaceae,,,,
Simira wurdackii,Simira,wurdackii,Rubiaceae,,,,
Simirestis klaineana,Simirestis,klaineana,,,,,
Simirestis staudtii,Simirestis,staudtii,,,,,
Sinadoxa corydalifolia,Sinadoxa,corydalifolia,,,,,
Sinapidendron angustifolium,Sinapidendron,angustifolium,,,sinapidendro de folha estreita,,
Sinapidendron frutescens,Sinapidendron,frutescens,,,couve da rocha,,
Sinapidendron gymnocalyx,Sinapidendron,gymnocalyx,,,couve da rocha,,
Sinapidendron rupestre,Sinapidendron,rupestre,,,couve da rocha,,
Sinapidendron sempervivifolium,Sinapidendron,sempervivifolium,,,couve da rocha,,
Sindoropsis letestui,Sindoropsis,letestui,,,gheombi,,
Sinojackia dolichocarpa,Sinojackia,dolichocarpa,,,changguo chengchuishu,,
Sinojackia xylocarpa,Sinojackia,xylocarpa,,,chengchuishu,,
Sinopanax formosanus,Sinopanax,formosanus,,,,,
Sinopodophyllum hexandrum,Sinopodophyllum,hexandrum,Berberidaceae,,,,
Sinowilsonia henryi,Sinowilsonia,henryi,,,shanbaishu,,
Siparuna campii,Siparuna,campii,,,muniridan,,
Siparuna cascada,Siparuna,cascada,,,muniridan,,
Siparuna croatii,Siparuna,croatii,,,muniridan,,
Siparuna eggersii,Siparuna,eggersii,,,muniridan,,
Siparuna guajalitensis,Siparuna,guajalitensis,,,muniridan,,
Siparuna multiflora,Siparuna,multiflora,,,muniridan,,
Siparuna palenquensis,Siparuna,palenquensis,,,muniridan,,
Siparuna piloso-lepidota,Siparuna,piloso-lepidota,,,muniridan,,
Siparuna spp.,Siparuna,spp.,,,muniridan,,
Siphocampylus affinis,Siphocampylus,affinis,,,,,
Siphocampylus asplundii,Siphocampylus,asplundii,,,,,
Siphocampylus ecuadoriensis,Siphocampylus,ecuadoriensis,,,,,
Siphocampylus fruticosus,Siphocampylus,fruticosus,,,,,
Siphocampylus furax,Siphocampylus,furax,,,,,
Siphocampylus humboldtianus,Siphocampylus,humboldtianus,,,,,
Siphocampylus loxensis,Siphocampylus,loxensis,,,,,
Siphocampylus lucidus,Siphocampylus,lucidus,,,,,
Siphocampylus rostratus,Siphocampylus,rostratus,,,,,
Siphocampylus rupestris,Siphocampylus,rupestris,,,,,
Siphocampylus scandens,Siphocampylus,scandens,,,,,
Siphocampylus uncipes,Siphocampylus,uncipes,,,,,
Siphoneugenia densiflora,Siphoneugenia,densiflora,,,,,
Siphoneugenia occidentalis,Siphoneugenia,occidentalis,,,,,
Siphoneugenia widgreniana,Siphoneugenia,widgreniana,,,,,
Siphonodon australis,Siphonodon,australis,Celastraceae,,,,
Siphonodon celastrineus,Siphonodon,celastrineus,Celastraceae,,xung da;kau watu,,
Sisymbrella aspera,Sisymbrella,aspera,,,cresson rude;cresson rude;sisymbrille rude;cresson rude,,
Sisymbrella dentata,Sisymbrella,dentata,,,crescione dentato,,
Sisymbrium cavanillesianum,Sisymbrium,cavanillesianum,,,rabanillo cornudo;rabanillo cornudo;jaramago de cavanilles;rabanillo cornudo,,
Sisymbrium confertum,Sisymbrium,confertum,,,,,
Sisymbrium supinum,Sisymbrium,supinum,,,,,
Sium sisaroideum,Sium,sisaroideum,,,,,
Sium suave,Sium,suave,,,,,
Skeptrostachys arechavaletanii,Skeptrostachys,arechavaletanii,,,,,
Skeptrostachys balanophorostachya,Skeptrostachys,balanophorostachya,,,,,
Skeptrostachys berroana,Skeptrostachys,berroana,,,,,
Skeptrostachys congestiflora,Skeptrostachys,congestiflora,,,,,
Skeptrostachys disoides,Skeptrostachys,disoides,,,,,
Skeptrostachys gigantea,Skeptrostachys,gigantea,,,,,
Skeptrostachys latipetala,Skeptrostachys,latipetala,,,,,
Skeptrostachys montevidensis,Skeptrostachys,montevidensis,,,,,
Skeptrostachys paraguayensis,Skeptrostachys,paraguayensis,,,,,
Skeptrostachys paranahybae,Skeptrostachys,paranahybae,,,,,
Skeptrostachys rupestris,Skeptrostachys,rupestris,,,,,
Skottsbergia paradoxa,Skottsbergia,paradoxa,,,,,
Sloanea acutiflora,Sloanea,acutiflora,,,,,
Sloanea assamica,Sloanea,assamica,,,,,
Sloanea gracilis,Sloanea,gracilis,,,,,
Sloanea lepida,Sloanea,lepida,,,,,
Sloanea shankii,Sloanea,shankii,,,,,
Sloanea suaveolens,Sloanea,suaveolens,,,,,
Sloanea tomentosa,Sloanea,tomentosa,,,,,
Smithatris supraneanae,Smithatris,supraneanae,,,,,
Smithia blanda,Smithia,blanda,,,,,
Smithia hirsuta,Smithia,hirsuta,,,,,
Smithia sensitiva,Smithia,sensitiva,,,,,
Smithorchis calceoliformis,Smithorchis,calceoliformis,,,,,
Smithsonia viridiflora,Smithsonia,viridiflora,,,,,
Smitinandia micrantha,Smitinandia,micrantha,,,,,
Sobennikoffia fourneriana,Sobennikoffia,fourneriana,,,,,
Sobennikoffia poissoniana,Sobennikoffia,poissoniana,,,,,
Sobennikoffia robusta,Sobennikoffia,robusta,,,,,
Sobralia allenii,Sobralia,allenii,,,,,
Sobralia amabilis,Sobralia,amabilis,,,,,
Sobralia atropubescens,Sobralia,atropubescens,,,,,
Sobralia atrorubens,Sobralia,atrorubens,,,,,
Sobralia bletiae,Sobralia,bletiae,,,,,
Sobralia bouchei,Sobralia,bouchei,,,,,
Sobralia bradeorum,Sobralia,bradeorum,,,,,
Sobralia callosa,Sobralia,callosa,,,,,
Sobralia chatoensis,Sobralia,chatoensis,,,,,
Sobralia citrea,Sobralia,citrea,,,,,
Sobralia corazoi,Sobralia,corazoi,,,,,
Sobralia fenzliana,Sobralia,fenzliana,,,,,
Sobralia gloriana,Sobralia,gloriana,,,,,
Sobralia helleri,Sobralia,helleri,,,,,
Sobralia hirtzii,Sobralia,hirtzii,,,,,
Sobralia labiata,Sobralia,labiata,,,,,
Sobralia lepida,Sobralia,lepida,,,,,
Sobralia leucoxantha,Sobralia,leucoxantha,,,,,
Sobralia lindleyana,Sobralia,lindleyana,,,,,
Sobralia macra,Sobralia,macra,,,,,
Sobralia macrophylla,Sobralia,macrophylla,,,,,
Sobralia maduroi,Sobralia,maduroi,,,,,
Sobralia mucronata,Sobralia,mucronata,,,,,
Sobralia neglecta,Sobralia,neglecta,,,,,
Sobralia nutans,Sobralia,nutans,,,,,
Sobralia pfavii,Sobralia,pfavii,,,,,
Sobralia portillae,Sobralia,portillae,,,,,
Sobralia ruparupaensis,Sobralia,ruparupaensis,,,,,
Sobralia rupicola,Sobralia,rupicola,,,,,
Sobralia stenophylla,Sobralia,stenophylla,,,thin leafed sobralia;thin leafed sobralia,,
Sobralia suaveolens,Sobralia,suaveolens,,,,,
Sobralia triandra,Sobralia,triandra,,,,,
Sobralia undatocarinata,Sobralia,undatocarinata,,,,,
Sobralia valida,Sobralia,valida,,,,,
Sobralia warscewiczii,Sobralia,warscewiczii,,,,,
Sobralia warszewiczii,Sobralia,warszewiczii,,,,,
Sobralia wercklei,Sobralia,wercklei,,,,,
Sobralia wilsoniana,Sobralia,wilsoniana,,,,,
Sobralia xantholeuca,Sobralia,xantholeuca,,,,,
Socotrella dolichocnema,Socotrella,dolichocnema,,,,,
Solanecio gynuroides,Solanecio,gynuroides,,,,,
Solanum albornozii,Solanum,albornozii,,,,,
Solanum antalaha,Solanum,antalaha,,,tsianimboana;vahimbingy,,
Solanum asteropilodes,Solanum,asteropilodes,,,,,
Solanum batoides,Solanum,batoides,,,patipatikala,,
Solanum bellum,Solanum,bellum,,,,,
Solanum betaceum,Solanum,betaceum,,,tomate extranjero;tree tomato;tree tomato;tree tomato;lima tomate;tree tomato;tomato de arbol;tree tomato;tamarillo;tree tomato,,
Solanum bullatum,Solanum,bullatum,,,,,
Solanum burtonii,Solanum,burtonii,,,,,
Solanum cajanumense,Solanum,cajanumense,,,tomate silvestre;tomate silvestre,,
Solanum carchiense,Solanum,carchiense,,,,,
Solanum chilliasense,Solanum,chilliasense,,,,,
Solanum chimborazense,Solanum,chimborazense,,,,,
Solanum chrysasteroides,Solanum,chrysasteroides,,,,,
Solanum chrysophyllum,Solanum,chrysophyllum,,,,,
Solanum cinnamomeum,Solanum,cinnamomeum,,,,,
Solanum circinatum,Solanum,circinatum,,,tomate de árbol silvestre;tomate macho;tomate de árbol silvestre,,
Solanum corymbiflora,Solanum,corymbiflora,,,azeitona braba;baga de veado,,
Solanum cremastanthemum,Solanum,cremastanthemum,,,,,
Solanum densepilosulum,Solanum,densepilosulum,,,,,
Solanum diversifolium,Solanum,diversifolium,,,,,
Solanum dolichorhachis,Solanum,dolichorhachis,,,,,
Solanum drymophilum,Solanum,drymophilum,,,erubia;enrubio,,
Solanum edmonstonei,Solanum,edmonstonei,,,,,
Solanum endopogon,Solanum,endopogon,,,uluwukusi;uluwukusi,,
Solanum erythracanthum,Solanum,erythracanthum,,,angirizetra;famoty;angivy ala;angivy;voabana;voangivy,,
Solanum exiguum,Solanum,exiguum,,,,,
Solanum fallax,Solanum,fallax,,,,,
Solanum fortunense,Solanum,fortunense,,,,,
Solanum galapagense,Solanum,galapagense,,,galápagos tomato;tomatillo;galápagos tomato,,
Solanum granulosum-leprosum,Solanum,granulosum-leprosum,,,,,
Solanum heinianum,Solanum,heinianum,,,hasonosy;masonosy,,
Solanum hugonis,Solanum,hugonis,,,,,
Solanum humblotii,Solanum,humblotii,,,hendramena;farafandoha,,
Solanum hypermegethes,Solanum,hypermegethes,,,,,
Solanum hypocalycosarcum,Solanum,hypocalycosarcum,,,,,
Solanum imbaburense,Solanum,imbaburense,,,,,
Solanum inaequale,Solanum,inaequale,,,,,
Solanum incompletum,Solanum,incompletum,,,,,
Solanum interandinum,Solanum,interandinum,,,,,
Solanum lanuginosum,Solanum,lanuginosum,,,,,
Solanum latiflorum,Solanum,latiflorum,,,,,
Solanum leiophyllum,Solanum,leiophyllum,,,,,
Solanum leucodendron,Solanum,leucodendron,,,,,
Solanum lidii,Solanum,lidii,,,tomatero salvaje;pimentero de temisas;pimiento;pimentero de temisas;pimentero de temisas;pimentero de temisas;pimentero;pimentero de temisas,,
Solanum loxense,Solanum,loxense,,,,,
Solanum madagascariense,Solanum,madagascariense,,,vahifolera;vahinto;vahihazo;vaimbotany,,
Solanum mahoriensis,Solanum,mahoriensis,,,famaotsangivinendrina,,
Solanum melissarum,Solanum,melissarum,,,unha de veado;tomate arboreo;baga de veado,,
Solanum minutifoliolum,Solanum,minutifoliolum,,,,,
Solanum myoxotrichum,Solanum,myoxotrichum,,,angivo-isity,,
Solanum ovum-fringillae,Solanum,ovum-fringillae,,,,,
Solanum pancheri,Solanum,pancheri,,,,,
Solanum paralum,Solanum,paralum,,,,,
Solanum paucijugum,Solanum,paucijugum,,,,,
Solanum pinetorum,Solanum,pinetorum,,,baga de veado;baga de bugre,,
Solanum pyracanthos,Solanum,pyracanthos,,,vangivy;kokomba;rohingivy,,
Solanum regularifolium,Solanum,regularifolium,,,,,
Solanum rigidum,Solanum,rigidum,,,,,
Solanum roseum,Solanum,roseum,,,,,
Solanum semicoalitum,Solanum,semicoalitum,,,,,
Solanum sibundoyense,Solanum,sibundoyense,,,tomate salvaje;tomate silvestre;tomate silvestre;tomate silvestre,,
Solanum sycocarpum,Solanum,sycocarpum,,,,,
Solanum ternifolium,Solanum,ternifolium,,,,,
Solanum tobagense,Solanum,tobagense,,,,,
Soldanella villosa,Soldanella,villosa,,,grande soldanelle;grande soldanelle,,
Solenangis aphylla,Solenangis,aphylla,,,,,
Solenangis clavata,Solenangis,clavata,,,,,
Solenangis conica,Solenangis,conica,,,,,
Solenangis cornuta,Solenangis,cornuta,,,,,
Solenangis scandens,Solenangis,scandens,,,,,
Solenangis wakefieldii,Solenangis,wakefieldii,,,,,
Solenanthus albanicus,Solenanthus,albanicus,,,,,
Solenanthus reverchonii,Solenanthus,reverchonii,,,,,
Solenocentrum costaricense,Solenocentrum,costaricense,,,,,
Solenopsis bicolor,Solenopsis,bicolor,,,,,
Solidago houghtonii,Solidago,houghtonii,,,,,
Solidago latissimifolia,Solidago,latissimifolia,,,,,
Solidago ohioensis,Solidago,ohioensis,,,,,
Solidago patula,Solidago,patula,,,,,
Solidago riddellii,Solidago,riddellii,,,,,
Solidago uliginosa,Solidago,uliginosa,,,,,
Sonchus araraticus,Sonchus,araraticus,,,araratian sow-thistle;araratian sow-thistle;osot araratsky;araratian sow-thistle;ishamarol araratjan;araratian sow-thistle;katnbek araratjan;araratian sow-thistle,,
Sonchus daltonii,Sonchus,daltonii,,,,,
Sonchus erzincanicus,Sonchus,erzincanicus,,,,,
Sonchus fruticosus,Sonchus,fruticosus,,,,,
Sonchus gandogeri,Sonchus,gandogeri,,,cerrajón de el golfo;cerraja;cerrajón de el golfo;cerrajón de el golfo,,
Sonchus macrocarpus,Sonchus,macrocarpus,,,,,
Sonchus mauritanicus,Sonchus,mauritanicus,,,,,
Sonchus palmensis,Sonchus,palmensis,,,,,
Sonchus palustris,Sonchus,palustris,,,,,
Sonchus pinnatus,Sonchus,pinnatus,,,,,
Sonchus sosnowskyi,Sonchus,sosnowskyi,,,ishamarol sosnovsku;sosnovskyi's sow-thistle;katnbek sosnovsku;sosnovskyi's sow-thistle;sosnovskyi's sow-thistle;sosnovskyi's sow-thistle;osot sosnovskogo;sosnovskyi's sow-thistle,,
Sonneratia alba,Sonneratia,alba,,,,,
Sonneratia apetala,Sonneratia,apetala,,,,,
Sonneratia caseolaris,Sonneratia,caseolaris,,,,,
Sonneratia griffithii,Sonneratia,griffithii,,,,,
Sonneratia hainanensis,Sonneratia,hainanensis,,,hainan sonneratia;hainan sonneratia;hainan haisang;hainan sonneratia,,
Sonneratia lanceolata,Sonneratia,lanceolata,,,,,
Sonneratia ovata,Sonneratia,ovata,,,,,
Sophora fernandeziana,Sophora,fernandeziana,,,,,
Sophora flavescens,Sophora,flavescens,,,,,
Sophora gypsophila,Sophora,gypsophila,,,gypsum necklace;guadalupe mescal bean;guadalupe mescal bean;guadalupe mescal bean,,
Sophora koreensis,Sophora,koreensis,,,korean necklace-pod;gae-neu-sam;korean necklace-pod;korean necklace-pod;korean necklace-pod,,
Sophora longipes,Sophora,longipes,,,,,
Sophora mangarevaensis,Sophora,mangarevaensis,,,,,
Sophora masafuerana,Sophora,masafuerana,,,,,
Sophora nuttalliana,Sophora,nuttalliana,,,silky sophora;silky sophora,,
Sophora raivavaeensis,Sophora,raivavaeensis,,,,,
Sophora rapaensis,Sophora,rapaensis,,,,,
Sophora rubriflora,Sophora,rubriflora,,,,,
Sophora saxicola,Sophora,saxicola,,,,,
Sophora toromiro,Sophora,toromiro,,,toromiro;toromiro,,
Sophora wightii,Sophora,wightii,,,,,
Sophronitella violacea,Sophronitella,violacea,,,,,
Sophronitis acuensis,Sophronitis,acuensis,,,,,
Sophronitis bicolor,Sophronitis,bicolor,,,,,
Sophronitis brevipedunculata,Sophronitis,brevipedunculata,,,,,
Sophronitis cernua,Sophronitis,cernua,,,,,
Sophronitis coccinea,Sophronitis,coccinea,,,,,
Sophronitis mantiqueirae,Sophronitis,mantiqueirae,,,,,
Sophronitis pterocarpa,Sophronitis,pterocarpa,,,,,
Sophronitis pygmaea,Sophronitis,pygmaea,,,,,
Sophronitis wittigiana,Sophronitis,wittigiana,,,,,
Sorbaria olgae,Sorbaria,olgae,,,,,
Sorbus acutiserrata,Sorbus,acutiserrata,Rosaceae,,,,
Sorbus adamii,Sorbus,adamii,Rosaceae,,hungarian whitebeam;hungarian whitebeam,,
Sorbus adeana,Sorbus,adeana,Rosaceae,,ade-mehlbeere,,
Sorbus admonitor,Sorbus,admonitor,Rosaceae,,no parking tree;no parking tree,,
Sorbus albensis,Sorbus,albensis,Rosaceae,,,,
Sorbus algoviensis,Sorbus,algoviensis,Rosaceae,,,,
Sorbus alnifrons,Sorbus,alnifrons,Rosaceae,,,,
Sorbus amabilis,Sorbus,amabilis,Rosaceae,,huangshan huaqiu,,
Sorbus amici-petri,Sorbus,amici-petri,Rosaceae,,,,
Sorbus andreanszkyana,Sorbus,andreanszkyana,Rosaceae,,,,
Sorbus anglica,Sorbus,anglica,Rosaceae,,english whitebeam;english whitebeam,,
Sorbus aria,Sorbus,aria,Rosaceae,,mukinja;whitebeam;mukinja;whitebeam;vitoxel;whitebeam;whitebeam;whitebeam,,
Sorbus arranensis,Sorbus,arranensis,Rosaceae,,arran whitebeam;arran whitebeam,,
Sorbus arvonensis,Sorbus,arvonensis,Rosaceae,,menai strait whitebeam;menai strait whitebeam;cerddin menai;menai strait whitebeam,,
Sorbus atrimontis,Sorbus,atrimontis,Rosaceae,,,,
Sorbus aucuparia,Sorbus,aucuparia,Rosaceae,,madeira mountain ash;madeira mountain ash;sorveira;madeira mountain ash;madeiran white beam;madeira mountain ash;rogn;rowan;rowan;rowan;rogn;rowan;mountain ash;rowan,,
Sorbus austriaca,Sorbus,austriaca,Rosaceae,,planinska mukinja;planinska mukinja;austrian whitebeam;austrian whitebeam;austrian whitebeam;austrian whitebeam,,
Sorbus avonensis,Sorbus,avonensis,Rosaceae,,avon gorge whitebeam;avon gorge whitebeam,,
Sorbus badensis,Sorbus,badensis,Rosaceae,,badische mehlbeere;badische bastard-elsbeere,,
Sorbus bakonyensis,Sorbus,bakonyensis,Rosaceae,,,,
Sorbus balatonica,Sorbus,balatonica,Rosaceae,,,,
Sorbus baldaccii,Sorbus,baldaccii,Rosaceae,,,,
Sorbus barabitsii,Sorbus,barabitsii,Rosaceae,,,,
Sorbus barrandienica,Sorbus,barrandienica,Rosaceae,,,,
Sorbus barthae,Sorbus,barthae,Rosaceae,,bartha-berkenye,,
Sorbus bodajkensis,Sorbus,bodajkensis,Rosaceae,,,,
Sorbus bohemica,Sorbus,bohemica,Rosaceae,,,,
Sorbus borbasii,Sorbus,borbasii,Rosaceae,,borbás’ rowan;borbás’ rowan,,
Sorbus borosiana,Sorbus,borosiana,Rosaceae,,,,
Sorbus bosniaca,Sorbus,bosniaca,Rosaceae,,,,
Sorbus bristoliensis,Sorbus,bristoliensis,Rosaceae,,bristol whitebeam;bristol whitebeam,,
Sorbus budaiana,Sorbus,budaiana,Rosaceae,,,,
Sorbus buekkensis,Sorbus,buekkensis,Rosaceae,,,,
Sorbus busambarensis,Sorbus,busambarensis,Rosaceae,,,,
Sorbus caeruleomontana,Sorbus,caeruleomontana,Rosaceae,,,,
Sorbus cambrensis,Sorbus,cambrensis,Rosaceae,,welsh whitebeam;welsh whitebeam,,
Sorbus chamaemespilus,Sorbus,chamaemespilus,Rosaceae,,,,
Sorbus cheddarensis,Sorbus,cheddarensis,Rosaceae,,cheddar whitebeam;cheddar whitebeam,,
Sorbus collina,Sorbus,collina,Rosaceae,,,,
Sorbus cordigastensis,Sorbus,cordigastensis,Rosaceae,,kordigast mehlbeere,,
Sorbus croceocarpa,Sorbus,croceocarpa,Rosaceae,,orange whitebeam;orange whitebeam,,
Sorbus cucullifera,Sorbus,cucullifera,Rosaceae,,,,
Sorbus cuneifolia,Sorbus,cuneifolia,Rosaceae,,llangollen whitebeam;llangollen whitebeam,,
Sorbus danubialis,Sorbus,danubialis,Rosaceae,,,,
Sorbus decipientiformis,Sorbus,decipientiformis,Rosaceae,,,,
Sorbus degenii,Sorbus,degenii,Rosaceae,,,,
Sorbus devoniensis,Sorbus,devoniensis,Rosaceae,,devon whitebeam;devon whitebeam,,
Sorbus diversicolor,Sorbus,diversicolor,Rosaceae,,,,
Sorbus doerriana,Sorbus,doerriana,Rosaceae,,,,
Sorbus dolomiticola,Sorbus,dolomiticola,Rosaceae,,,,
Sorbus dominii,Sorbus,dominii,Rosaceae,,,,
Sorbus domugledica,Sorbus,domugledica,Rosaceae,,,,
Sorbus dracofolia,Sorbus,dracofolia,Rosaceae,,,,
Sorbus eminens,Sorbus,eminens,Rosaceae,,round-leaved whitebeam;round-leaved whitebeam;cerddinen mynwy;round-leaved whitebeam,,
Sorbus eminentiformis,Sorbus,eminentiformis,Rosaceae,,,,
Sorbus eminentoides,Sorbus,eminentoides,Rosaceae,,twin cliffs whitebeam;twin cliffs whitebeam,,
Sorbus eugenii-kelleri,Sorbus,eugenii-kelleri,Rosaceae,,,,
Sorbus evansii,Sorbus,evansii,Rosaceae,,evans's whitebeam;evans's whitebeam,,
Sorbus eximia,Sorbus,eximia,Rosaceae,,,,
Sorbus eystettensis,Sorbus,eystettensis,Rosaceae,,,,
Sorbus fischeri,Sorbus,fischeri,Rosaceae,,ries mehlbeere;fischer mehlbeere,,
Sorbus franconica,Sorbus,franconica,Rosaceae,,,,
Sorbus futakiana,Sorbus,futakiana,Rosaceae,,,,
Sorbus gauckleri,Sorbus,gauckleri,Rosaceae,,gaucklers mehlbeere,,
Sorbus gayeriana,Sorbus,gayeriana,Rosaceae,,,,
Sorbus gemella,Sorbus,gemella,Rosaceae,,,,
Sorbus gerecseensis,Sorbus,gerecseensis,Rosaceae,,,,
Sorbus greenii,Sorbus,greenii,Rosaceae,,green's whitebeam;green's whitebeam,,
Sorbus haesitans,Sorbus,haesitans,Rosaceae,,,,
Sorbus haljamovae,Sorbus,haljamovae,Rosaceae,,,,
Sorbus harziana,Sorbus,harziana,Rosaceae,,harz' mehlbeere,,
Sorbus hazslinszkyana,Sorbus,hazslinszkyana,Rosaceae,,,,
Sorbus herbipolitana,Sorbus,herbipolitana,Rosaceae,,,,
Sorbus herculis,Sorbus,herculis,Rosaceae,,,,
Sorbus herefordensis,Sorbus,herefordensis,Rosaceae,,herefordshire whitebeam;herefordshire whitebeam,,
Sorbus hibernica,Sorbus,hibernica,Rosaceae,,irish whitebeam;irish whitebeam,,
Sorbus hohenesteri,Sorbus,hohenesteri,Rosaceae,,hohenesters mehlbeere,,
Sorbus holubyana,Sorbus,holubyana,Rosaceae,,,,
Sorbus hoppeana,Sorbus,hoppeana,Rosaceae,,,,
Sorbus hornadensis,Sorbus,hornadensis,Rosaceae,,,,
Sorbus hungarica,Sorbus,hungarica,Rosaceae,,,,
Sorbus hybrida,Sorbus,hybrida,Rosaceae,,swedish service-tree;finnoxel;swedish service-tree;swedish service-tree;swedish service-tree;rognasal;swedish service-tree,,
Sorbus intermedia,Sorbus,intermedia,Rosaceae,,oxel;swedish whitebeam;svensk asal;swedish whitebeam;swedish whitebeam;swedish whitebeam,,
Sorbus javorkana,Sorbus,javorkana,Rosaceae,,,,
Sorbus joannis,Sorbus,joannis,Rosaceae,,,,
Sorbus karchungii,Sorbus,karchungii,Rosaceae,,,,
Sorbus karpatii,Sorbus,karpatii,Rosaceae,,,,
Sorbus keszthelyensis,Sorbus,keszthelyensis,Rosaceae,,,,
Sorbus klasterskyana,Sorbus,klasterskyana,Rosaceae,,,,
Sorbus kmetiana,Sorbus,kmetiana,Rosaceae,,,,
Sorbus lancastriensis,Sorbus,lancastriensis,Rosaceae,,lancashire whitebeam;lancashire whitebeam,,
Sorbus lancifolia,Sorbus,lancifolia,Rosaceae,,smaloxel;smalasal,,
Sorbus latifolia,Sorbus,latifolia,Rosaceae,,fontainebleau whitebeam;l'alisier de fountainebleau;l'alisier de fountainebleau;l'alisier de fountainebleau,,
Sorbus latissima,Sorbus,latissima,Rosaceae,,,,
Sorbus legrei,Sorbus,legrei,Rosaceae,,,,
Sorbus leighensis,Sorbus,leighensis,Rosaceae,,leigh wood's whitebeam;leigh wood's whitebeam,,
Sorbus leptophylla,Sorbus,leptophylla,Rosaceae,,thin-leaved whitebeam;thin-leaved whitebeam,,
Sorbus leyana,Sorbus,leyana,Rosaceae,,ley's whitebeam;ley's whitebeam;ley's whitebeam;ley's whitebeam;cerddinen darren fach;ley's whitebeam,,
Sorbus lingshiensis,Sorbus,lingshiensis,Rosaceae,,,,
Sorbus lonetalensis,Sorbus,lonetalensis,Rosaceae,,,,
Sorbus longii,Sorbus,longii,Rosaceae,,,,
Sorbus madoniensis,Sorbus,madoniensis,Rosaceae,,,,
Sorbus magocsyana,Sorbus,magocsyana,Rosaceae,,,,
Sorbus margaretae,Sorbus,margaretae,Rosaceae,,margaret's whitebeam;margaret's whitebeam,,
Sorbus margittaiana,Sorbus,margittaiana,Rosaceae,,jarabina margittaiho,,
Sorbus meierottii,Sorbus,meierottii,Rosaceae,,meierotts mehlbeere,,
Sorbus meinichii,Sorbus,meinichii,Rosaceae,,fagerrogn,,
Sorbus mergenthaleriana,Sorbus,mergenthaleriana,Rosaceae,,mergenthalers mehlbeere,,
Sorbus meyeri,Sorbus,meyeri,Rosaceae,,meyers mehlbeere,,
Sorbus milensis,Sorbus,milensis,Rosaceae,,,,
Sorbus minima,Sorbus,minima,Rosaceae,,least whitebeam;least whitebeam,,
Sorbus montisalpae,Sorbus,montisalpae,Rosaceae,,,,
Sorbus moravica,Sorbus,moravica,Rosaceae,,,,
Sorbus mougeotii,Sorbus,mougeotii,Rosaceae,,,,
Sorbus neglecta,Sorbus,neglecta,Rosaceae,,nordlandsoxel;nordlandsasal,,
Sorbus obtusifolia,Sorbus,obtusifolia,Rosaceae,,norskoxel;norsk asal,,
Sorbus omissa,Sorbus,omissa,Rosaceae,,,,
Sorbus pannonica,Sorbus,pannonica,Rosaceae,,,,
Sorbus parviloba,Sorbus,parviloba,Rosaceae,,ship rock whitebeam;ship rock whitebeam,,
Sorbus pauca,Sorbus,pauca,Rosaceae,,,,
Sorbus paxiana,Sorbus,paxiana,Rosaceae,,,,
Sorbus pekarovae,Sorbus,pekarovae,Rosaceae,,,,
Sorbus pelsoensis,Sorbus,pelsoensis,Rosaceae,,,,
Sorbus perlonga,Sorbus,perlonga,Rosaceae,,,,
Sorbus persica,Sorbus,persica,Rosaceae,,,,
Sorbus polgariana,Sorbus,polgariana,Rosaceae,,,,
Sorbus pontis-satanae,Sorbus,pontis-satanae,Rosaceae,,,,
Sorbus porrigentiformis,Sorbus,porrigentiformis,Rosaceae,,grey-leaved whitebeam;grey-leaved whitebeam,,
Sorbus portae-bohemicae,Sorbus,portae-bohemicae,Rosaceae,,,,
Sorbus pseudobakonyensis,Sorbus,pseudobakonyensis,Rosaceae,,,,
Sorbus pseudofennica,Sorbus,pseudofennica,Rosaceae,,arran cut-leaved whitebeam;arran service-tree;arran service-tree;arran service-tree,,
Sorbus pseudolatifolia,Sorbus,pseudolatifolia,Rosaceae,,,,
Sorbus pseudomeinichii,Sorbus,pseudomeinichii,Rosaceae,,catacol whitebeam;catacol whitebeam,,
Sorbus pseudosemiincisa,Sorbus,pseudosemiincisa,Rosaceae,,,,
Sorbus pseudothuringiaca,Sorbus,pseudothuringiaca,Rosaceae,,hersbrucker mehlbeere,,
Sorbus pseudovertesensis,Sorbus,pseudovertesensis,Rosaceae,,,,
Sorbus puellarum,Sorbus,puellarum,Rosaceae,,,,
