entity_id,sc_name,family,range_state,CITES,IUCN,common_name,genus
79,Amblygonocarpus andongensis,Leguminosae,,0,0,,Amblygonocarpus
80,Amburana cearensis,Leguminosae,,0,1,Cumarú;Cerejeira;Roble Salteño;Cumaré;Roble Del Pais;Amburana;Palo Trébol;Ishpingo;Umburana Do Cheiro,Amburana
81,Amphimas ferrugineus,Leguminosae,,0,0,,Amphimas
82,Amphimas pterocarpoides,Leguminosae,,0,0,,Amphimas
83,Anacardium excelsum,Anacardiaceae,,0,0,,Anacardium
84,Anacardium giganteum,Anacardiaceae,,0,0,,Anacardium
85,Anacardium occidentale,Anacardiaceae,,0,0,,Anacardium
86,Anacardium spruceanum,Anacardiaceae,,0,0,,Anacardium
87,Andira coriacea,Leguminosae,,0,0,,Andira
88,Andira inermis,Leguminosae,,0,0,Angelin;Cabbage Tree,Andira
89,Androstachys johnsonii,Picrodendraceae,,0,0,,Androstachys
90,Aniba canellila,Lauraceae,,0,0,,Aniba
91,Aniba parviflora,Lauraceae,,0,0,,Aniba
92,Aniba rosaeodora,Lauraceae,,0,0,,Aniba
93,Anisoptera costata,Dipterocarpaceae,,0,1,Ven Ven;Kra Baak;Mersawa;Phdeak Rom;Palosapis;Baak,Anisoptera
94,Anisoptera curtisii,Dipterocarpaceae,,0,1,Krabak;Mersawa,Anisoptera
95,Anisoptera laevis,Dipterocarpaceae,,0,1,Krabak;Mersawa Durian;Mersawa,Anisoptera
96,Anisoptera marginata,Dipterocarpaceae,,0,1,Krabak;Mersawa,Anisoptera
97,Anisoptera scaphula,Dipterocarpaceae,,0,1,Mersawa,Anisoptera
98,Anisoptera thurifera,Dipterocarpaceae,,0,1,Mersawa;Palosapis,Anisoptera
99,Annickia chlorantha,Annonaceae,,0,0,,Annickia
100,Anogeissus acuminata,Combretaceae,,0,0,,Anogeissus
101,Anogeissus latifolia,Combretaceae,,0,0,,Anogeissus
102,Anonidium mannii,Annonaceae,,0,0,,Anonidium
103,Anopyxis klaineana,Rhizophoraceae,,0,1,Noudougou;Kokoti;Kokote;Bodioa;Otutu,Anopyxis
104,Antiaris toxicaria welwitschii,Moraceae,,0,0,,Antiaris
105,Antiaris toxicaria,Moraceae,,0,0,,Antiaris
106,Antiaris toxicaria,Moraceae,,0,0,,Antiaris
107,Antiaris africana,Moraceae,,0,0,,Antiaris
108,Antiaris toxicaria,Moraceae,,0,0,,Antiaris
109,Antrocaryon klaineanum,Anacardiaceae,,0,0,,Antrocaryon
110,Antrocaryon micraster,Anacardiaceae,,0,1,Ifa Okete;Antrocaryon;Akoua;Bougongi;Aprokuma,Antrocaryon
111,Apeiba glabra,Malvaceae,,0,0,,Apeiba
112,Aphananthe philippinensis,Cannabaceae,,0,0,,Aphananthe
113,Aphanocalyx heitzii,Leguminosae,,0,0,,Aphanocalyx
114,Apuleia leiocarpa,Leguminosae,,0,0,,Apuleia
115,Aquilaria malaccensis,Thymelaeaceae,,0,1,Lign-aloes;Calambac;Karas;Agarwood;Gaharu;Aloewood;Eaglewood;Kritsanaa;Mai Hom;Depu,Aquilaria
116,Arbutus menziesii,Ericaceae,,0,0,,Arbutus
117,Arbutus unedo,Ericaceae,,0,0,Strawberry Tree;Medronheiro,Arbutus
118,Archidendropsis xanthoxylon,Leguminosae,,0,0,,Archidendropsis
119,Artocarpus altilis,Moraceae,,0,0,,Artocarpus
120,Artocarpus chama,Moraceae,,0,0,,Artocarpus
121,Artocarpus elasticus,Moraceae,,0,0,,Artocarpus
122,Artocarpus hirsutus,Moraceae,,0,0,,Artocarpus
123,Artocarpus integer,Moraceae,,0,0,,Artocarpus
124,Artocarpus lanceifolius,Moraceae,,0,0,,Artocarpus
125,Artocarpus ovatus,Moraceae,,0,0,,Artocarpus
126,Artocarpus rigidus,Moraceae,,0,0,,Artocarpus
127,Artocarpus scortechinii,Moraceae,,0,0,,Artocarpus
128,Aspidosperma album,Apocynaceae,,0,0,,Aspidosperma
129,Aspidosperma desmanthum,Apocynaceae,,0,0,,Aspidosperma
130,Aspidosperma megalocarpon,Apocynaceae,,0,0,,Aspidosperma
131,Aspidosperma polyneuron,Apocynaceae,,0,1,Peroba Rajada;Peroba Açú;Peroba Paulista;Peroba Amargosa;Peroba Amarela;Peroba Mirim;Ib;Peroba;Amargoroso;Peroba De Sao Paulo;Sobro;Peroba Rosa;Carretto,Aspidosperma
132,Aspidosperma quebracho-blanco,Apocynaceae,,0,0,,Aspidosperma
133,Aspidosperma tomentosum,Apocynaceae,,0,0,,Aspidosperma
134,Aspidosperma vargasii,Apocynaceae,,0,0,,Aspidosperma
135,Aspidostemon perrieri,Lauraceae,,0,0,,Aspidostemon
136,Asteropeia rhopaloides,Asteropeiaceae,,0,1,Manoko Mavo;Tsararavina;Manokofotsy,Asteropeia
137,Astronium fraxinifolium,Anacardiaceae,,0,0,,Astronium
138,Astronium graveolens,Anacardiaceae,,0,0,,Astronium
139,Astronium lecointei,Anacardiaceae,,0,0,,Astronium
140,Astronium urundeuva,Anacardiaceae,,0,1,Urundeúva;Goncalo Alves;Areoeira Petra;Orindeúva;Aroeire;Aroeira Do Campo;Arendeúva;Aroeira Do Sertao;Arveira;Arindeúva;Aroeira;Aroeira Legitima;Urundei-mé;Urundel;Aroeira Da Serra,Astronium
141,Atherosperma moschatum,Atherospermataceae,,0,0,,Atherosperma
142,Aucoumea klaineana,Burseraceae,,0,1,Gaboon;Okoume;Okumé;N'koumi;Okoumé;Moukoumi;Angouma,Aucoumea
143,Autranella congolensis,Sapotaceae,,0,1,Uku;Mukulungu;Kabulungu;Elanzok;Elang,Autranella
144,Azadirachta excelsa,Meliaceae,,0,0,,Azadirachta
145,Azadirachta indica,Meliaceae,,0,0,,Azadirachta
146,Bagassa guianensis,Moraceae,,0,0,,Bagassa
147,Baikiaea insignis,Leguminosae,,0,0,,Baikiaea
148,Baikiaea plurijuga,Leguminosae,,0,0,Rhodesian-teak;Mukushi;Umgusi;Zambesi Redwood,Baikiaea
149,Baillonella toxisperma,Sapotaceae,,0,1,Moabi;Njabi;Adza;Djave Nut;Dimpampi;African Pearwood,Baillonella
150,Balakata baccata,Euphorbiaceae,,0,0,,Balakata
151,Balakata luzonica,Euphorbiaceae,,0,0,,Balakata
152,Balanocarpus heimii,Dipterocarpaceae,,0,0,,Balanocarpus
153,Balfourodendron riedelianum,Rutaceae,,0,1,Guatambu Blanco;Pequia;Guarataia;Pau Liso;Pau Cetim;Guatambu;Farinha Seca;Guataia;Pequia Mamona;Guamixinga;Marfim;Pau Marfim,Balfourodendron
154,Balmea stormiae,Rubiaceae,,0,1,,Balmea
155,Baphia nitida,Leguminosae,,0,0,Camwood;Bois rouge,Baphia
156,Barringtonia acutangula,Lecythidaceae,,0,0,,Barringtonia
157,Bastardiopsis densiflora,Malvaceae,,0,0,,Bastardiopsis
158,Batesia floribunda,Leguminosae,,0,0,,Batesia
159,Beccariophoenix madagascariensis,Arecaceae,,0,1,Sikomba;Manarano;Manara;Maroala,Beccariophoenix
160,Beilschmiedia letouzeyi,Lauraceae,,0,0,,Beilschmiedia
161,Beilschmiedia mannii,Lauraceae,,0,0,,Beilschmiedia
162,Beilschmiedia tawa,Lauraceae,,0,0,,Beilschmiedia
163,Beilschmiedia velutina,Lauraceae,,0,0,,Beilschmiedia
164,Berchemia zeyheri,Rhamnaceae,,0,0,,Berchemia
165,Berlinia auriculata,Leguminosae,,0,0,"Tbouabe (Gabon);Houate (Gabon);Bois de rose;Ebolo (Yassa, Cameroon);Ebiara (Gabon);Abem;Abouate (Gabon)",Berlinia
166,Berlinia bracteosa,Leguminosae,,0,0,"Esabem (Cameroon);Enana (Pahouin de Libreville, Gabon);Uzabi (Pogo, Gabon);Bôra (Gabon);Souwa (Munzali, Gabon);Ibota (Mitsogho, Gabon);Ebiara (Pahouin, Cameroon);Abem;Bôssa (Gabon);Possa (Congo Brazzaville);Bibora (Gabon); Congo Kinshasa);Mpossa (Kiyumbe, Yombe;Embiaga (Gabon);Ebiara (Cameroon)",Berlinia
167,Berlinia confusa,Leguminosae,,0,0,"Ekpagoy (Nigeria);Ekpogoi (Nigeria);Ebiara (Gabouin, Gabon);Red Oak (Liberia);Mende (Sakpei, Sierra Leone);Ebiara-Minkoul des Montagnes (Gabon);Ebiara a petites feuilees (Gabon);Ebiara (Gabon);Gbor-ku-orh (Liberia);Ebiara-Minkoul (Gabon);Ebiara (Ivory Coast);Bois de Rose",Berlinia
168,Berlinia grandiflora,Leguminosae,,0,0,"Ka-Kontha (Temne, Sierra Leone);Apado (Yoruba, Nigeria);Kpendei-guli (Mende, Sierra Leone);Obuba (Nigeria);Okoro (Sobo, Nigeria);Ko-Sio (Bamb, Mali);Kam-booro (Central African republic);Ko-Sau (Guinea (Conakry);Mélegba (Ivory Coast);Abem (Yaoundé, Cameroon);Kosau (Ivory Coast);Libundukulu-li-lowe (Turumba, Congo Kinshasa);Doka-Rafi (Nigeria);Falmei (Dj, Niger);Kedam Oboba (Nigeria);Bois de Rose;Ebolo (Nigeria)",Berlinia
169,Bertholletia excelsa,Lecythidaceae,,0,1,Brazil-nut Tree;Castanheiro;Yubia;Castanha Para;Touca;Turury;Castanha Verdadeira;Noix Du Brésil;Castaña Del Marañón;Para Nut;Juvia;Brazilnoot,Bertholletia
170,Betula alleghaniensis,Betulaceae,,0,0,Silver birch;Yellow birch;Bouleau;Merisier;Gray birch;Swamp birch,Betula
171,Betula alnoides,Betulaceae,,0,0,Himalayan birch;Bhurjapatra;लेक पैयु Lekh pain;Saur;Indian Birch;Xi hua;Kath-bhuj,Betula
172,Betula lenta,Betulaceae,,0,0,Black birch;Cherry birch;Sweet birch;Round-leaf Birch,Betula
173,Betula maximowicziana,Betulaceae,,0,0,Monarch Birch;Saihada-Kamba;Udai-Kamba,Betula
174,Betula nigra,Betulaceae,,0,0,Red birch;Water birch;River birch;Black birch,Betula
175,Betula papyrifera,Betulaceae,,0,0,White birch;Silver birch;Paper birch;Canoe birch;Bouleau á papier;Bouleau blanc,Betula
176,Betula pendula,Betulaceae,,0,0,European Silver Birch,Betula
177,Betula populifolia,Betulaceae,,0,0,White birch;Bouleau a feuilles de peuplier;Fire birch;Bouleau gris;Old field birch;Wire birch;Gray birch;Bouleau rouge,Betula
178,Betula pubescens,Betulaceae,,0,1,Litwinow's Birch,Betula
179,Betula schmidtii,Betulaceae,,0,0,Bakdalnamu;Ono-Ore-Kamba;Sai Hei Hua,Betula
180,Bischofia javanica,Phyllanthaceae,,0,0,,Bischofia
181,Bixa arborea,Bixaceae,,0,0,,Bixa
182,Bixa orellana,Bixaceae,,0,0,,Bixa
183,Bobgunnia fistuloides,Leguminosae,,0,0,Awong;Dina;Akite;Ndina;Asomanini;Oken;Pau Rosa;Pao Rosa;Kiela Kusu,Bobgunnia
184,Bobgunnia madagascariensis,Leguminosae,,0,0,,Bobgunnia
185,Bombax brevicuspe,Malvaceae,,0,0,,Bombax
186,Bombax ceiba,Malvaceae,,0,0,,Bombax
187,Borassus flabellifer,Arecaceae,,0,0,,Borassus
188,Bowdichia nitida,Leguminosae,,0,0,,Bowdichia
189,Bowdichia virgilioides,Leguminosae,,0,0,,Bowdichia
190,Brachylaena huillensis,Compositae,,0,0,Avud Mubuubu;Kipungungu;Magogo;Muhugwe;Muhugu;Watho;Muhuhu;Mvumo;Mschenze,Brachylaena
191,Brachylaena merana,Compositae,,0,0,,Brachylaena
192,Brachylaena ramiflora,Compositae,,0,0,,Brachylaena
193,Brachystegia cynometroides,Leguminosae,,0,0,,Brachystegia
194,Brachystegia eurycoma,Leguminosae,,0,0,,Brachystegia
195,Brachystegia laurentii,Leguminosae,,0,0,,Brachystegia
196,Brachystegia leonensis,Leguminosae,,0,0,,Brachystegia
197,Brachystegia mildbraedii,Leguminosae,,0,0,,Brachystegia
198,Brachystegia nigerica,Leguminosae,,0,1,Okwen,Brachystegia
199,Brachystegia spiciformis,Leguminosae,,0,0,,Brachystegia
200,Brachystegia zenkeri,Leguminosae,,0,0,Léké;Bomanga,Brachystegia
201,Breonadia salicina,Rubiaceae,,0,0,,Breonadia
202,Breonia madagascariensis,Rubiaceae,,0,0,,Breonia
203,Breviea sericea,Sapotaceae,,0,0,Kankabim;Apobéaou,Breviea
204,Bridelia grandis,Phyllanthaceae,,0,0,,Bridelia
205,Bridelia micrantha,Phyllanthaceae,,0,0,,Bridelia
206,Brosimum alicastrum,Moraceae,,0,0,Guaimaro;Burba;Berba;Tillo,Brosimum
207,Brosimum costaricanum,Moraceae,,0,0,,Brosimum
208,Brosimum guianense,Moraceae,,0,0,,Brosimum
209,Brosimum parinarioides,Moraceae,,0,0,,Brosimum
210,Brosimum potabile,Moraceae,,0,0,,Brosimum
211,Brosimum rubescens,Moraceae,,0,0,,Brosimum
212,Brosimum utile,Moraceae,,0,1,,Brosimum
213,Buchanania arborescens,Anacardiaceae,,0,0,,Buchanania
214,Buchanania latifolia,Anacardiaceae,,0,0,,Buchanania
215,Buchenavia tetraphylla,Combretaceae,,0,0,,Buchenavia
216,Bucida buceras,Combretaceae,,0,0,,Bucida
217,Bulnesia arborea,Zygophyllaceae,,0,0,,Bulnesia
218,Bulnesia carrapo,Zygophyllaceae,,0,1,,Bulnesia
219,Bulnesia sarmientoi,Zygophyllaceae,,0,0,Palo Santo,Bulnesia
220,Burkea africana,Leguminosae,,0,0,,Burkea
221,Bursera simaruba,Burseraceae,,0,0,,Bursera
222,Buxus macowanii,Buxaceae,,0,0,,Buxus
223,Buxus sempervirens,Buxaceae,,0,0,,Buxus
224,Byrsonima crassifolia,Malpighiaceae,,0,0,,Byrsonima
225,Byrsonima spicata,Malpighiaceae,,0,0,,Byrsonima
226,Cabralea cangerana,Meliaceae,,0,0,,Cabralea
227,Cabralea canjerana,Meliaceae,,0,0,Rebenta Cavalo;Pindaiborana;Canjerana Pindaiborana;Canjerana;Rebenta Canralo;Canjarana,Cabralea
228,Caesalpinia echinata,Leguminosae,,0,1,Pau-pernambuco;Ibirapitanga;Pau-brasil;Orabutá;Brasileto;Pau-rosado,Caesalpinia
229,Caesalpinia ferrea,Leguminosae,,0,0,,Caesalpinia
230,Caesalpinia granadillo,Leguminosae,,0,0,,Caesalpinia
231,Caesalpinia paraguariensis,Leguminosae,,0,1,Guayacáu;Ibirá-berá;Guayacaú Negro;Guayacáu Negro,Caesalpinia
232,Caesalpinia platyloba,Leguminosae,,0,0,,Caesalpinia
233,Calophyllum brasiliense,Clusiaceae,,0,0,,Calophyllum
234,Calophyllum ferrugineum,Clusiaceae,,0,0,,Calophyllum
235,Calophyllum inophyllum,Clusiaceae,,0,0,Bintangor Laut;Damba;Digo;Beach Calophyllum;Punnai;Penaga Laut;Dingkaran;Kra Thing;Foraha;Poenago;Palo Maria;Takamaka;Bitaog;Fetau;Ndilo;Alexandrian Laurel;Camplong;Njamplung;Borneo Mahogany;Segeju;Saraphee Naen;Bangkalan;Caymun;Naowakan;Ponnyet;Kating,Calophyllum
236,Calophyllum papuanum,Clusiaceae,,0,0,,Calophyllum
237,Calophyllum peekelii,Clusiaceae,,0,0,Baula,Calophyllum
238,Calophyllum tetrapterum,Clusiaceae,,0,0,Bintangor Kuning;Tanghon;Cong Vay Oc,Calophyllum
239,Calophyllum tomentosum,Clusiaceae,,0,1,,Calophyllum
240,Calophyllum vitiense,Clusiaceae,,0,0,Damanu,Calophyllum
241,Calpocalyx heitzii,Leguminosae,,0,1,Miama,Calpocalyx
242,Calycophyllum candidissimum,Rubiaceae,,0,0,,Calycophyllum
243,Calycophyllum multiflorum,Rubiaceae,,0,0,,Calycophyllum
244,Calycophyllum spruceanum,Rubiaceae,,0,0,,Calycophyllum
245,Campnosperma auriculatum,Anacardiaceae,,0,0,,Campnosperma
246,Campnosperma brevipetiolatum,Anacardiaceae,,0,0,,Campnosperma
247,Campnosperma coriaceum,Anacardiaceae,,0,0,,Campnosperma
248,Campnosperma montanum,Anacardiaceae,,0,0,,Campnosperma
249,Campnosperma panamense,Anacardiaceae,,0,0,,Campnosperma
250,Campnosperma squamatum,Anacardiaceae,,0,0,,Campnosperma
251,Cananga odorata,Annonaceae,,0,0,,Cananga
252,Canarium euphyllum,Burseraceae,,0,0,,Canarium
253,Canarium hirsutum,Burseraceae,,0,0,,Canarium
254,Canarium indicum,Burseraceae,,0,0,,Canarium
255,Canarium littorale,Burseraceae,,0,0,Kedondong Gergaji;Mardundung;Ki Kanari;Kawangan;Kedondong Puteh;Kedondong;Jelemu Nanking;Damar Kahingai;Kedondong Bulan;Deluwak;Kenari,Canarium
256,Canarium luzonicum,Burseraceae,,0,1,Belis;Piling-liitan;Pili-pili;Malapili,Canarium
257,Canarium schweinfurtii,Burseraceae,,0,0,,Canarium
258,Cantleya corniculata,Stemonuraceae,,0,1,,Cantleya
259,Carallia brachiata,Rhizophoraceae,,0,0,,Carallia
260,Carapa grandiflora,Meliaceae,,0,0,,Carapa
261,Carapa guianensis,Meliaceae,,0,0,,Carapa
262,Carapa procera,Meliaceae,,0,0,,Carapa
263,Cardwellia sublimis,Proteaceae,,0,0,,Cardwellia
264,Cariniana domestica,Lecythidaceae,,0,0,,Cariniana
265,Cariniana estrellensis,Lecythidaceae,,0,0,,Cariniana
266,Cariniana legalis,Lecythidaceae,,0,1,Jequitibá Branco;Jequitibá Vermello;Sapucaia De Apito;Pau Carga;Pau-carga;Jequitibá Rosa;Sapucaia-de-apito,Cariniana
267,Cariniana pyriformis,Lecythidaceae,,0,0,Abarco;Bacu;Jequitiva;Jequitibá;Colombian Mahogany,Cariniana
268,Carpinus betulus,Betulaceae,,0,0,Hornbeam;Caucasian Hornbeam;Common Hornbeam,Carpinus
269,Carpinus caroliniana,Betulaceae,,0,0,"pepinque;oreja de ratón;Musclewood;palo blanco;mora blanca;mora de la sierra;moralillo;palo barranco;capillero;c’ut bah té;pipinque;American Hornbeam;Blue beech;tzutcamay;lechillo;tzaráracua-ucua,;palo de barranca;caxin;palo borracho;dsuram cura;Alisillo;palo liso;Hornbeam",Carpinus
270,Carya alba,Juglandaceae,,0,0,,Carya
271,Carya aquatica,Juglandaceae,,0,0,,Carya
272,Carya cordiformis,Juglandaceae,,0,0,,Carya
273,Carya glabra,Juglandaceae,,0,0,,Carya
274,Carya illinoinensis,Juglandaceae,,0,0,,Carya
275,Carya laciniosa,Juglandaceae,,0,0,,Carya
276,Carya myristiciformis,Juglandaceae,,0,0,,Carya
277,Carya ovata,Juglandaceae,,0,0,,Carya
278,Caryocar costaricense,Caryocaraceae,,0,1,Plomillo;Ajo;Ají;Ajillo;Cagüí;Manú;Almendrillo;Almendrón,Caryocar
279,Caryocar glabrum,Caryocaraceae,,0,0,,Caryocar
280,Caryocar nuciferum,Caryocaraceae,,0,0,,Caryocar
281,Caryocar villosum,Caryocaraceae,,0,0,,Caryocar
282,Caryota urens,Arecaceae,,0,0,Kitul;Toddy Palm;Wine Palm;Fishtail Palm,Caryota
283,Casearia battiscombei,Salicaceae,,0,0,,Casearia
284,Casearia dallachyi,Salicaceae,,0,0,,Casearia
285,Casearia gossypiosperma,Salicaceae,,0,0,,Casearia
286,Casearia praecox,Salicaceae,,0,0,,Casearia
287,Cassia javanica,Leguminosae,,0,0,,Cassia
288,Cassipourea gummiflua,Rhizophoraceae,,0,0,,Cassipourea
289,Cassipourea malosana,Rhizophoraceae,,0,0,,Cassipourea
290,Castanea crenata,Fagaceae,,0,0,,Castanea
291,Castanea dentata,Fagaceae,,0,0,,Castanea
292,Castanea sativa,Fagaceae,,0,0,,Castanea
293,Castanopsis acuminatissima,Fagaceae,,0,0,,Castanopsis
294,Castanopsis argentea,Fagaceae,,0,0,,Castanopsis
295,Castanopsis cuspidata,Fagaceae,,0,0,,Castanopsis
296,Castanopsis javanica,Fagaceae,,0,0,,Castanopsis
297,Castanopsis tungurrut,Fagaceae,,0,0,,Castanopsis
298,Castanospermum australe,Leguminosae,,0,0,,Castanospermum
299,Casuarina cunninghamiana,Casuarinaceae,,0,0,,Casuarina
300,Casuarina equisetifolia,Casuarinaceae,,0,0,,Casuarina
301,Catalpa bignonioides,Bignoniaceae,,0,0,,Catalpa
302,Catalpa speciosa,Bignoniaceae,,0,0,,Catalpa
303,Catostemma commune,Malvaceae,,0,0,,Catostemma
304,Catostemma fragrans,Malvaceae,,0,0,,Catostemma
305,Cavanillesia platanifolia,Malvaceae,,0,0,Hamelí;Hameli;Cuipo,Cavanillesia
306,Cecropia peltata,Urticaceae,,0,0,,Cecropia
307,Cecropia sciadophylla,Urticaceae,,0,0,,Cecropia
308,Cedrela angustifolia,Meliaceae,,0,0,,Cedrela
