sc_name,genus,species,family,common_names,regions,cites_flag,iucn_flag,wwf_high_risk_flag
Oberonia lycopodioides,Oberonia,lycopodioides,,,,1,0,0
Oberonia merrillii,Oberonia,merrillii,,,,1,0,0
Oberonia micrantha,Oberonia,micrantha,,,NPL,1,0,0
Oberonia microphylla,Oberonia,microphylla,,,IDN,1,0,0
Oberonia mindorensis,Oberonia,mindorensis,,,,0,1,0
Oberonia monstruosa,Oberonia,monstruosa,,,PHL;IDN,1,0,0
Oberonia neocaledonica,Oberonia,neocaledonica,,,NCL,1,0,0
Oberonia nitidicauda,Oberonia,nitidicauda,,,IDN,1,0,0
Oberonia obesa,Oberonia,obesa,,,PHL,1,0,0
Oberonia oxystophyllum,Oberonia,oxystophyllum,,,IDN,1,0,0
Oberonia padangensis,Oberonia,padangensis,,,IDN,1,0,0
Oberonia pendula,Oberonia,pendula,,,MYS,1,0,0
Oberonia ponapensis,Oberonia,ponapensis,,,FSM,1,0,0
Oberonia prainiana,Oberonia,prainiana,,,MYS;IND;IDN;THA,1,0,0
Oberonia pumilio,Oberonia,pumilio,,,MYS;THA;IDN,1,0,0
Oberonia quadrilatera,Oberonia,quadrilatera,,,LKA,1,0,0
Oberonia rosea,Oberonia,rosea,,,MYS,1,0,0
Oberonia salakana,Oberonia,salakana,,,IDN,1,0,0
Oberonia scyllae,Oberonia,scyllae,,,LKA,1,0,0
Oberonia stenophylla,Oberonia,stenophylla,,,MYS;SGP,1,0,0
Oberonia subligaculifera,Oberonia,subligaculifera,,,IDN,1,0,0
Oberonia suborbicularis,Oberonia,suborbicularis,,,MYS,1,0,0
Oberonia tenuis,Oberonia,tenuis,,,LKA;IND,1,0,0
Oberonia thwaitesii,Oberonia,thwaitesii,,,LKA,1,0,0
Oberonia tiomanenensis,Oberonia,tiomanenensis,,,MYS,1,0,0
Oberonia titania,Oberonia,titania,,,NFK,1,0,0
Oberonia tjisokanensis,Oberonia,tjisokanensis,,,IDN,1,0,0
Oberonia toppingii,Oberonia,toppingii,,,,1,0,0
Oberonia transversiloba,Oberonia,transversiloba,,,MYS,1,0,0
Oberonia trichophora,Oberonia,trichophora,,,,1,0,0
Oberonia truncata,Oberonia,truncata,,,LKA,1,0,0
Oberonia valetoniana,Oberonia,valetoniana,,,IDN,1,0,0
Oberonia variabilis,Oberonia,variabilis,,,JPN,1,0,0
Oberonia wallie-silvae,Oberonia,wallie-silvae,,,LKA,1,0,0
Oberonia weragamaensis,Oberonia,weragamaensis,,,LKA,1,0,0
Oberonia zimmermanniana,Oberonia,zimmermanniana,,,IDN,1,0,0
Oblivia ceronii,Oblivia,ceronii,,,,0,1,0
Obregonia denegrii,Obregonia,denegrii,,artichoke cactus;obregnita,MEX,1,1,0
Ochanostachys amentacea,Ochanostachys,amentacea,Olacaceae,petaling,,0,1,0
Ochna angustata,Ochna,angustata,,,,0,1,0
Ochna beirensis,Ochna,beirensis,,,,0,1,0
Ochna rufescens,Ochna,rufescens,,,,0,1,0
Ochradenus socotranus,Ochradenus,socotranus,,,,0,0,0
Ochreinauclea missionis,Ochreinauclea,missionis,,,,0,1,0
Ochroma lagopus,Ochroma,lagopus,Malvaceae,balsa,BOL;SLV;BRA;ECU;GTM;TTO;PER;HND;COL;VEN;NIC,0,0,0
Ochroma pyramidale,Ochroma,pyramidale,Malvaceae,balsa,BOL;SLV;BRA;ECU;GTM;TTO;PER;HND;COL;VEN;NIC,0,0,0
Ochrosia borbonica,Ochrosia,borbonica,,,,0,1,0
Ochrosia brownii,Ochrosia,brownii,,,,0,1,0
Ochrosia fatuhivensis,Ochrosia,fatuhivensis,,,,0,1,0
Ochrosia grandiflora,Ochrosia,grandiflora,,,,0,1,0
Ochrosia haleakalae,Ochrosia,haleakalae,,,,0,1,0
Ochrosia inventorum,Ochrosia,inventorum,,,,0,1,0
Ochrosia kauaiensis,Ochrosia,kauaiensis,,,,0,1,0
Ochrosia kilaueaensis,Ochrosia,kilaueaensis,,holei,,0,1,0
Ochrosia tahitensis,Ochrosia,tahitensis,,,,0,1,0
Ochtodes crokeri,Ochtodes,crokeri,,,,0,0,0
Ochyraea tatrensis,Ochyraea,tatrensis,,,,0,1,0
Ocimum urundense,Ocimum,urundense,,,,0,1,0
Oclemena nemoralis,Oclemena,nemoralis,,,,0,0,0
Ocotea aciphylla,Ocotea,aciphylla,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea argylei,Ocotea,argylei,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea basicordatifolia,Ocotea,basicordatifolia,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea benthamiana,Ocotea,benthamiana,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea catharinensis,Ocotea,catharinensis,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea clarkei,Ocotea,clarkei,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea comoriensis,Ocotea,comoriensis,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,0,0
Ocotea cymbarum,Ocotea,cymbarum,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea foetens,Ocotea,foetens,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea gabonensis,Ocotea,gabonensis,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,0,0
Ocotea glaucosericea,Ocotea,glaucosericea,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,0,0
Ocotea harrisii,Ocotea,harrisii,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea jorge-escobarii,Ocotea,jorge-escobarii,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea kenyensis,Ocotea,kenyensis,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea lancilimba,Ocotea,lancilimba,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea langsdorffii,Ocotea,langsdorffii,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea monteverdensis,Ocotea,monteverdensis,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea oocarpa,Ocotea,oocarpa,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea otuzcensis,Ocotea,otuzcensis,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea pachypoda,Ocotea,pachypoda,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea porosa,Ocotea,porosa,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea pretiosa,Ocotea,pretiosa,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea puberula,Ocotea,puberula,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea raimondii,Ocotea,raimondii,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea rivularis,Ocotea,rivularis,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea robertsoniae,Ocotea,robertsoniae,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea rotundata,Ocotea,rotundata,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea rubra,Ocotea,rubra,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,0,0
Ocotea rugosa,Ocotea,rugosa,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,1,0
Ocotea spp.,Ocotea,spp.,Lauraceae,canelo,BRA;ECU;TTO;PER;GUY;SUR;GUF;COL;VEN,0,0,0
Ocotea staminoides,Ocotea,staminoides,Lauraceae,,,0,1,0
Ocotea thouvenotii,Ocotea,thouvenotii,Lauraceae,,,0,0,0
Ocotea trinidadensis,Ocotea,trinidadensis,Lauraceae,,,0,1,0
Ocotea usambarensis,Ocotea,usambarensis,Lauraceae,kikenzi,,0,0,0
Ocotea uxpanapana,Ocotea,uxpanapana,Lauraceae,,,0,1,0
Ocotea viridiflora,Ocotea,viridiflora,Lauraceae,,,0,1,0
Octarrhena condensata,Octarrhena,condensata,,,MYS,1,0,0
Octarrhena oberonioides,Octarrhena,oberonioides,,,NCL,1,0,0
Octarrhena parvula,Octarrhena,parvula,,,MYS;IDN,1,0,0
Octarrhena torricellensis,Octarrhena,torricellensis,,,,0,1,0
Octoknema orientalis,Octoknema,orientalis,,,,0,1,0
Octolepis dioica,Octolepis,dioica,,valolahy;havoa;hafotravoha,,0,1,0
Octolepis oblanceolata,Octolepis,oblanceolata,,tsilorano,,0,1,0
Octomeles sumatrana,Octomeles,sumatrana,Tetramelaceae ,binuang bini;benoa;tinamp;benuang;kayu benuang kunit,PNG;PHL;IDN,0,1,0
Octomeria bomboizae,Octomeria,bomboizae,,,,1,0,0
Octomeria cariocana,Octomeria,cariocana,,,BRA,1,0,0
Octomeria medinae,Octomeria,medinae,,,,1,0,0
Octomeria portillae,Octomeria,portillae,,,,1,0,0
Octomeria rodeiensis,Octomeria,rodeiensis,,,,0,1,0
Octomeria scirpoidea,Octomeria,scirpoidea,,,,1,0,0
Octomeria taracuana,Octomeria,taracuana,,,,0,0,0
Odontites granatensis,Odontites,granatensis,,,,0,1,0
Odontites hollianus,Odontites,hollianus,,,,0,1,0
Odontocarya perforata,Odontocarya,perforata,,,,0,1,0
Odontochilus flavescens,Odontochilus,flavescens,,,IDN,1,0,0
Odontochilus hatusimanus,Odontochilus,hatusimanus,,,JPN,1,0,0
Odontochilus inabae,Odontochilus,inabae,,,JPN,1,0,0
Odontochilus uniflorus,Odontochilus,uniflorus,,,,1,0,0
Odontoglossum epidendroides,Odontoglossum,epidendroides,,,PER;ECU,1,0,0
Odontoglossum funis,Odontoglossum,funis,,,ECU,1,0,0
Odontoglossum hallii,Odontoglossum,hallii,,,ECU,1,0,0
Odontoglossum harryanum,Odontoglossum,harryanum,,,PER;COL;ECU,1,0,0
Odontoglossum longipes,Odontoglossum,longipes,,,ECU,1,0,0
Odontonema brevipes,Odontonema,brevipes,,,,0,1,0
Odontonema laxum,Odontonema,laxum,,,,0,1,0
Odontorrhynchus castillonii,Odontorrhynchus,castillonii,,,,1,0,0
Oeceoclades lanceata,Oeceoclades,lanceata,,,,1,0,0
Oeceoclades maculata,Oeceoclades,maculata,,ground orchid;monk orchid,ZAF,1,1,0
Oeceoclades pulchra,Oeceoclades,pulchra,,,AUS,1,0,0
Oeceoclades seychellarum,Oeceoclades,seychellarum,,,SYC,1,1,0
Oenanthe aquatica,Oenanthe,aquatica,,fine-leaved water-dropwort;fenouil d'eau,,0,1,0
Oenanthe conioides,Oenanthe,conioides,,schierling-wasserfenchel,,0,1,0
Oenanthe divaricata,Oenanthe,divaricata,,,,0,0,0
Oenanthe fistulosa,Oenanthe,fistulosa,,ceguta de agua;tubular water-dropwort;oenanthe fistuleuse,,0,1,0
Oenanthe fluviatilis,Oenanthe,fluviatilis,,river water-dropwort,,0,1,0
Oenanthe globulosa,Oenanthe,globulosa,,finocchio acquatico globoso;oenanthe globuleuse,,0,1,0
Oenanthe javanica,Oenanthe,javanica,,phak an-o;phak an;chi-o;water dropwort;phak chi lom,,0,1,0
Oenanthe pimpinelloides,Oenanthe,pimpinelloides,,,,0,1,0
Oenanthe sarmentosa,Oenanthe,sarmentosa,,,,0,0,0
Oenanthe silaifolia,Oenanthe,silaifolia,,finocchio-acquatico con foglie strette;narrow-leaved water-dropwort,,0,1,0
Oenocarpus bataua,Oenocarpus,bataua,Arecaceae,,,0,0,0
Oenocarpus circumtextus,Oenocarpus,circumtextus,Arecaceae,,,0,1,0
Oenocarpus makeru,Oenocarpus,makeru,Arecaceae,,,0,1,0
Oenocarpus simplex,Oenocarpus,simplex,Arecaceae,,,0,1,0
Oeonia brauniana,Oeonia,brauniana,,,,0,0,0
Oeonia rosea,Oeonia,rosea,,,,1,0,0
Oeoniella polystachys,Oeoniella,polystachys,,,SYC;REU;MDG;COM;MUS,1,0,0
Oerstedella caligaria,Oerstedella,caligaria,,,COL;PAN,1,0,0
Oerstedella centradenia,Oerstedella,centradenia,,,CRI;PAN,1,0,0
Oerstedella endresii,Oerstedella,endresii,,,CRI;PAN,1,0,0
Oerstedella fuscina,Oerstedella,fuscina,,,PAN,1,0,0
Oerstedella macdougallii,Oerstedella,macdougallii,,,MEX,1,0,0
Oerstedella ornata,Oerstedella,ornata,,,PAN,1,0,0
Oerstedella pajitense,Oerstedella,pajitense,,,PAN,1,0,0
Oerstedella pansamalae,Oerstedella,pansamalae,,,CRI;MEX;GTM,1,0,0
Oerstedella pseudo-wallisii,Oerstedella,pseudo-wallisii,,,CRI,1,0,0
Oerstedella wallisii,Oerstedella,wallisii,,,CRI;COL;PAN,1,0,0
Okoubaka aubrevillei,Okoubaka,aubrevillei,,death tree,,0,1,0
Okoubaka michelsonii,Okoubaka,michelsonii,,,,0,1,0
Olax psittacorum,Olax,psittacorum,,bois de perroquet;boisperroquet,,0,1,0
Oldenburgia grandis,Oldenburgia,grandis,,,,0,0,0
Oldenlandia adscensionis,Oldenlandia,adscensionis,,,,0,1,0
Oldenlandia aretioides,Oldenlandia,aretioides,,,,0,1,0
Oldenlandia balfourii,Oldenlandia,balfourii,,,,0,0,0
Oldenlandia bicornuta,Oldenlandia,bicornuta,,,,0,0,0
Oldenlandia cana,Oldenlandia,cana,,,,0,0,0
Oldenlandia capensis,Oldenlandia,capensis,,,,0,0,0
Oldenlandia diffusa,Oldenlandia,diffusa,,snake-needle grass;spreading hedyotis,,0,1,0
Oldenlandia ocellata,Oldenlandia,ocellata,,,,0,1,0
Oldenlandia pulvinata,Oldenlandia,pulvinata,,,,0,0,0
Oldenlandia sclerophylla,Oldenlandia,sclerophylla,,,,0,1,0
Oldfieldia africana,Oldfieldia,africana,Picrodendraceae,vésàmbata,,0,0,0
Olea capensis,Olea,capensis,Oleaceae,,,0,0,0
Olea chimanimani,Olea,chimanimani,Oleaceae,,,0,0,0
Olea europaea,Olea,europaea,Oleaceae,acebuche;oliveira brava,,0,1,0
Olea hochstetteri,Olea,hochstetteri,Oleaceae,musharagi,GBR,0,0,0
Olea maderensis,Olea,maderensis,Oleaceae,,,0,0,0
Olea welwitschii,Olea,welwitschii,Oleaceae,loliondo,GBR,0,0,0
Oleandra hainanensis,Oleandra,hainanensis,,,,0,1,0
Olearia angulata,Olearia,angulata,,,,0,1,0
Olearia chathamica,Olearia,chathamica,,keketerehe,,0,0,0
Olearia fragrantissima,Olearia,fragrantissima,,fragrant tree daisy,,0,0,0
Olearia hectori,Olearia,hectori,,hectors tree daisy;deciduous tree daisy,,0,1,0
Olearia polita,Olearia,polita,,,,0,1,0
Olearia traversii,Olearia,traversii,,chatham island akeake;chatham island tree daisy,,0,1,0
Oligactis asplundii,Oligactis,asplundii,,,,0,1,0
Oligactis cusalaguensis,Oligactis,cusalaguensis,,,,0,1,0
Oligactis ecuadoriensis,Oligactis,ecuadoriensis,,,,0,1,0
Oligactis pichinchensis,Oligactis,pichinchensis,,,,0,1,0
Oligostachyum shiuyingianum,Oligostachyum,shiuyingianum,,,,0,1,0
Oliveriana ecuadorensis,Oliveriana,ecuadorensis,,,ECU,1,0,0
Olyra standleyi,Olyra,standleyi,,,,0,0,0
Omalanthus stokesii,Omalanthus,stokesii,,,,0,0,0
Omoea micrantha,Omoea,micrantha,,,IDN,1,0,0
Omphalodes kusnetzovii,Omphalodes,kusnetzovii,,kuznetsov's navelwort;kuznetsovis omphalodesi,,0,1,0
Omphalodes kuzinskyanae,Omphalodes,kuzinskyanae,,,,0,1,0
Omphalodes littoralis,Omphalodes,littoralis,,,,0,1,0
Oncella ambigua,Oncella,ambigua,,,,0,0,0
Oncella curviramea,Oncella,curviramea,,,,0,1,0
Oncella gracilis,Oncella,gracilis,,,,0,1,0
Oncella schliebeniana,Oncella,schliebeniana,,,,0,1,0
Oncidium angustisepalum,Oncidium,angustisepalum,,,CRI,1,0,0
Oncidium ansiferum,Oncidium,ansiferum,,,BRA;ECU;GTM;CRI;MEX;PER;VGB;MTQ;PAN,1,0,0
Oncidium armatum,Oncidium,armatum,,,,1,0,0
Oncidium auriculatum,Oncidium,auriculatum,,,,1,0,0
Oncidium bahamense,Oncidium,bahamense,,,USA,1,0,0
Oncidium baueri,Oncidium,baueri,,,BOL;ECU;GTM;CRI;MEX;PER;GUY;VGB;MTQ;COL;VEN;PAN,1,0,0
Oncidium bifolium,Oncidium,bifolium,,,BRA;URY;ARG,1,0,0
Oncidium brachyandrum,Oncidium,brachyandrum,,,MEX,1,0,0
Oncidium calochilum,Oncidium,calochilum,,,HTI;CUB;DOM;CYM,1,0,0
Oncidium carthaginense,Oncidium,carthaginense,,,MEX;USA,1,0,0
Oncidium caymanense,Oncidium,caymanense,,,CYM,1,0,0
Oncidium cheirophorum,Oncidium,cheirophorum,,,CRI;SLV;COL;PAN,1,0,0
Oncidium chelidonizon,Oncidium,chelidonizon,,,CRI,1,0,0
Oncidium ciliatum,Oncidium,ciliatum,,,BRA,1,0,0
Oncidium cinnamomeum,Oncidium,cinnamomeum,,,COL;VEN,1,0,0
Oncidium cirrhosum,Oncidium,cirrhosum,,,,1,0,0
Oncidium costaricense,Oncidium,costaricense,,,CRI,1,0,0
Oncidium cruentoides,Oncidium,cruentoides,,,,1,0,0
Oncidium cuculligerum,Oncidium,cuculligerum,,,,1,0,0
Oncidium deburghgraeveanum,Oncidium,deburghgraeveanum,,,,1,0,0
Oncidium dichromaticum,Oncidium,dichromaticum,,,CRI,1,0,0
Oncidium dracoceps,Oncidium,dracoceps,,,,1,0,0
Oncidium durangense,Oncidium,durangense,,,MEX,1,0,0
Oncidium eliae,Oncidium,eliae,,,,1,0,0
Oncidium endocharis,Oncidium,endocharis,,,CRI;MEX;SLV;GTM,1,0,0
Oncidium ensatum,Oncidium,ensatum,,,GTM;BLZ;MEX;HND;PAN,1,0,0
Oncidium epidendroides,Oncidium,epidendroides,,,,1,0,0
Oncidium exalatum,Oncidium,exalatum,,,PAN,1,0,0
Oncidium fasciculatum,Oncidium,fasciculatum,,,SLV;MEX;GTM,1,0,0
Oncidium flavobrunneum,Oncidium,flavobrunneum,,,,1,0,0
Oncidium flavovirens,Oncidium,flavovirens,,,MEX,1,0,0
Oncidium floridanum,Oncidium,floridanum,,,USA;BHS,1,0,0
Oncidium fuscatum,Oncidium,fuscatum,,,PER;ECU,1,0,0
Oncidium gayi,Oncidium,gayi,,,,1,0,0
Oncidium ghiesbreghtianum,Oncidium,ghiesbreghtianum,,,,1,0,0
Oncidium gloriosum,Oncidium,gloriosum,,,,1,0,0
Oncidium hagsaterianum,Oncidium,hagsaterianum,,,MEX;GTM,1,0,0
Oncidium hallii,Oncidium,hallii,,,,1,0,0
Oncidium harryanum,Oncidium,harryanum,,,,1,0,0
Oncidium hastatum,Oncidium,hastatum,,,MEX;HND;GTM,1,0,0
Oncidium hennisii,Oncidium,hennisii,,,,1,0,0
Oncidium henrici-gustavi,Oncidium,henrici-gustavi,,,CRI,1,0,0
Oncidium heteranthum,Oncidium,heteranthum,,,BOL;ECU;CRI;PER;SUR;COL;PAN,1,0,0
Oncidium hintonii,Oncidium,hintonii,,,MEX,1,0,0
Oncidium incurvum,Oncidium,incurvum,,,CRI;MEX,1,0,0
Oncidium jonessianum,Oncidium,jonessianum,,,PRY;ARG,1,0,0
Oncidium juninense,Oncidium,juninense,,,,1,0,0
Oncidium karwinskii,Oncidium,karwinskii,,,MEX,1,0,0
Oncidium kegeljanii,Oncidium,kegeljanii,,,,1,0,0
Oncidium kramerianum,Oncidium,kramerianum,,,CRI;COL;ECU;PAN,1,0,0
Oncidium lancifolium,Oncidium,lancifolium,,,,0,0,0
Oncidium lehmannii,Oncidium,lehmannii,,,,1,0,0
Oncidium leleui,Oncidium,leleui,,,MEX,1,0,0
Oncidium leucochilum,Oncidium,leucochilum,,,MEX;HND;GTM,1,0,0
Oncidium liebmannii,Oncidium,liebmannii,,,SLV;MEX,1,0,0
Oncidium lindenii,Oncidium,lindenii,,,MEX;HND;BLZ,1,0,0
Oncidium longicornum,Oncidium,longicornum,,,BRA;ARG,1,0,0
Oncidium loxense,Oncidium,loxense,,,ECU,1,0,0
Oncidium lucayanum,Oncidium,lucayanum,,,BHS,1,0,0
Oncidium luteum,Oncidium,luteum,,,CRI;PAN,1,0,0
Oncidium macranthum,Oncidium,macranthum,,,PER;COL;ECU,1,0,0
Oncidium maculatum,Oncidium,maculatum,,,,1,0,0
Oncidium maduroi,Oncidium,maduroi,,,,1,0,0
Oncidium mantense,Oncidium,mantense,,,,1,0,0
Oncidium manuelariasii,Oncidium,manuelariasii,,,,1,0,0
Oncidium margalefii,Oncidium,margalefii,,,MEX,1,0,0
Oncidium mirandum,Oncidium,mirandum,,,,1,0,0
Oncidium monachicum,Oncidium,monachicum,,,ECU,1,0,0
Oncidium multistellare,Oncidium,multistellare,,,,1,0,0
Oncidium nevadense,Oncidium,nevadense,,,,1,0,0
Oncidium nobile,Oncidium,nobile,,,,1,0,0
Oncidium obryzatum,Oncidium,obryzatum,,,SLV;ECU;GTM;CRI;PER;COL;PAN,1,0,0
Oncidium ochmatochilum,Oncidium,ochmatochilum,,,GTM;CRI;MEX;PER;HND;COL;PAN,1,0,0
Oncidium oestlundianum,Oncidium,oestlundianum,,,MEX,1,0,0
Oncidium oliganthum,Oncidium,oliganthum,,,SLV;MEX;GTM,1,0,0
Oncidium onustum,Oncidium,onustum,,,PER;COL;ECU;PAN,1,0,0
Oncidium ornithorhynchum,Oncidium,ornithorhynchum,,,SLV;GTM;CRI;MEX;HND;PAN,1,0,0
Oncidium oxyceras,Oncidium,oxyceras,,,,1,0,0
Oncidium panamense,Oncidium,panamense,,,PAN,1,0,0
Oncidium panduriforme,Oncidium,panduriforme,,,CRI;PAN,1,0,0
Oncidium papilio,Oncidium,papilio,,,VEN,1,0,0
Oncidium parviflorum,Oncidium,parviflorum,,,PAN,1,0,0
Oncidium pastasae,Oncidium,pastasae,,,ECU,1,0,0
Oncidium pergamineum,Oncidium,pergamineum,,,CRI;MEX;SLV;GTM,1,0,0
Oncidium phalaenopsis,Oncidium,phalaenopsis,,,ECU,1,0,0
Oncidium phymatochilum,Oncidium,phymatochilum,,,BRA;GTM,1,0,0
Oncidium pictum,Oncidium,pictum,,,,1,0,0
Oncidium picturatissimum,Oncidium,picturatissimum,,,,1,0,0
Oncidium picturatum,Oncidium,picturatum,,,DMA,1,0,0
Oncidium pollardii,Oncidium,pollardii,,,MEX,1,0,0
Oncidium portilloides,Oncidium,portilloides,,,,1,0,0
Oncidium portmannii,Oncidium,portmannii,,,,1,0,0
Oncidium povedanum,Oncidium,povedanum,,,,1,0,0
Oncidium powellii,Oncidium,powellii,,,PAN,1,0,0
Oncidium praestanoides,Oncidium,praestanoides,,,,1,0,0
Oncidium reflexum,Oncidium,reflexum,,,SLV;MEX;GTM,1,0,0
Oncidium sasseri,Oncidium,sasseri,,,BHS,1,0,0
Oncidium sawyeri,Oncidium,sawyeri,,,SLV;MEX;HND;GTM,1,0,0
Oncidium sceptrum,Oncidium,sceptrum,,,,1,0,0
Oncidium sclerophyllum,Oncidium,sclerophyllum,,,CRI,1,0,0
Oncidium sergii,Oncidium,sergii,,,,1,0,0
Oncidium spectatissimum,Oncidium,spectatissimum,,,,1,0,0
Oncidium stelligerum,Oncidium,stelligerum,,,MEX;GTM,1,0,0
Oncidium storkii,Oncidium,storkii,,,CRI,1,0,0
Oncidium stramineum,Oncidium,stramineum,,,MEX,1,0,0
Oncidium tenuifolium,Oncidium,tenuifolium,,,,1,0,0
Oncidium tenuipes,Oncidium,tenuipes,,,GTM,1,0,0
Oncidium tetraskelidion,Oncidium,tetraskelidion,,,CRI,1,0,0
Oncidium tigrinum,Oncidium,tigrinum,,,MEX,1,0,0
Oncidium tigroides,Oncidium,tigroides,,,,1,0,0
Oncidium toachicum,Oncidium,toachicum,,,ECU,1,0,0
Oncidium tsubotae,Oncidium,tsubotae,,,,1,0,0
Oncidium turialbae,Oncidium,turialbae,,,CRI,1,0,0
Oncidium umbonatum,Oncidium,umbonatum,,,ECU,1,0,0
Oncidium uncinatum,Oncidium,uncinatum,,,,1,0,0
Oncidium unguiculatum,Oncidium,unguiculatum,,,MEX,1,0,0
Oncidium urophyllum,Oncidium,urophyllum,,,BLM;ATG;MSR;DMA;KNA;GLP,1,0,0
Oncidium usneoides,Oncidium,usneoides,,,CUB,1,0,0
Oncidium variegatum,Oncidium,variegatum,,,USA;VIR;PRI,1,0,0
Oncidium wyattianum,Oncidium,wyattianum,,,,1,0,0
Oncidium wydleri,Oncidium,wydleri,,,DMA,1,0,0
Oncoba lophocarpa,Oncoba,lophocarpa,,,,0,1,0
Oncoba ovalis,Oncoba,ovalis,,,,0,0,0
Oncocalamus macrospathus,Oncocalamus,macrospathus,,rattan;rattan palm;rotin,,0,1,0
Oncocalamus mannii,Oncocalamus,mannii,,rattan;rattan palm;rotin,,0,1,0
Oncocalamus tuleyi,Oncocalamus,tuleyi,,rattan;rattan palm;rotin,,0,1,0
Oncocalamus wrightianus,Oncocalamus,wrightianus,,rattan;rattan palm;rotin,,0,1,0
Oncodostigma hainanense,Oncodostigma,hainanense,,,,0,1,0
Oncosperma fasciculatum,Oncosperma,fasciculatum,,katu-kitul,,0,0,0
Oncosperma platyphyllum,Oncosperma,platyphyllum,,anibang,,0,1,0
Ongokea gore,Ongokea,gore,Olacaceae,angueuk,COD;CIV;GAB;CMR,0,0,0
Onobrychis kachetica,Onobrychis,kachetica,,kakhetian sainfoin;kakhuri espartseti,,0,1,0
Onobrychis meschetica,Onobrychis,meschetica,,meskhetis espartseti;meskhetian sainfoin,,0,1,0
Onobrychis stenorhiza,Onobrychis,stenorhiza,,,,0,0,0
Onobrychis viciifolia,Onobrychis,viciifolia,,pipirigallo;sainfoin;esparcet;holy-clover;esparceta,,0,1,0
Onoclea sensibilis,Onoclea,sensibilis,,,,0,0,0
Onoclea struthiopteris,Onoclea,struthiopteris,,felce penna di struzzo;ostrich fern;straussfarn;kotkansiipi,,0,1,0
Ononis antennata,Ononis,antennata,,,,0,0,0
Ononis euphrasiifolia,Ononis,euphrasiifolia,,,,0,0,0
Ononis maweana,Ononis,maweana,,,,0,1,0
Ononis pinnata,Ononis,pinnata,,,,0,0,0
Ononis tournefortii,Ononis,tournefortii,,,,0,0,0
Onopordum carduelium,Onopordum,carduelium,,cardo de tenteniguada,,0,1,0
Onopordum cinereum,Onopordum,cinereum,,ash-coloured scotch thistle,,0,0,0
Onopordum nogalesii,Onopordum,nogalesii,,cardón de jandía,,0,1,0
Onosma arcuata,Onosma,arcuata,,emzik otu;curved goldendrop,,0,1,0
