sc_name,genus,species,family,common_names,regions,cites_flag,iucn_flag,wwf_high_risk_flag
Isochilus chiriquensis,Isochilus,chiriquensis,,,CRI,1,0,0
Isochilus langlassei,Isochilus,langlassei,,,,1,0,0
Isochilus latibracteatus,Isochilus,latibracteatus,,,CRI;MEX;GTM,1,0,0
Isochilus linearis,Isochilus,linearis,,,GTM;ARG;CRI;HTI;MEX;PRI;TTO;GUY;MSR;DMA;VCT;PRY;JAM;MTQ;SUR;GLP;GUF;COL;VEN;PAN,1,0,0
Isochilus major,Isochilus,major,,,,1,0,0
Isochilus pitalensis,Isochilus,pitalensis,,,SLV,1,0,0
Isochilus smithii,Isochilus,smithii,,,,1,0,0
Isochilus unilateralis,Isochilus,unilateralis,,,MEX,1,0,0
Isodendrion laurifolium,Isodendrion,laurifolium,,aupaka,,0,1,0
Isodendrion longifolium,Isodendrion,longifolium,,aupaka,,0,1,0
Isodendrion pyrifolium,Isodendrion,pyrifolium,,kula wahine noho,,0,1,0
Isodon atroruber,Isodon,atroruber,,,,0,1,0
Isoetes acadiensis,Isoetes,acadiensis,,,,0,1,0
Isoetes alstonii,Isoetes,alstonii,,,,0,0,0
Isoetes azorica,Isoetes,azorica,,azorean quillwort,,0,1,0
Isoetes bischlerae,Isoetes,bischlerae,,,,0,0,0
Isoetes bolanderi,Isoetes,bolanderi,,,,0,0,0
Isoetes boliviensis,Isoetes,boliviensis,,,,0,0,0
Isoetes boryana,Isoetes,boryana,,gascoyne quillwort,,0,1,0
Isoetes brochonii,Isoetes,brochonii,,,,0,1,0
Isoetes capensis,Isoetes,capensis,,,,0,1,0
Isoetes cleefii,Isoetes,cleefii,,,,0,0,0
Isoetes colombiana,Isoetes,colombiana,,,,0,1,0
Isoetes coromandelina,Isoetes,coromandelina,,,,0,0,0
Isoetes creussensis,Isoetes,creussensis,,andorran quillwort,,0,0,0
Isoetes delilei,Isoetes,delilei,,iberian quillwort;calamaria setacea,,0,1,0
Isoetes dispora,Isoetes,dispora,,,,0,1,0
Isoetes divyadarshanii,Isoetes,divyadarshanii,,,,0,1,0
Isoetes echinospora,Isoetes,echinospora,,spring quillwort;calamaria a spore spinose;igelsporen-brachsenkraut,,0,1,0
Isoetes ecuadoriensis,Isoetes,ecuadoriensis,,,,0,1,0
Isoetes engelmannii,Isoetes,engelmannii,,,,0,0,0
Isoetes eshbaughii,Isoetes,eshbaughii,,,,0,1,0
Isoetes fluitans,Isoetes,fluitans,,river quillwort,,0,1,0
Isoetes giessii,Isoetes,giessii,,,,0,0,0
Isoetes haussknechtii,Isoetes,haussknechtii,,greek quillwort,,0,1,0
Isoetes heldreichii,Isoetes,heldreichii,,pindus quillwort,,0,1,0
Isoetes herzogii,Isoetes,herzogii,,,,0,1,0
Isoetes hewitsonii,Isoetes,hewitsonii,,,,0,1,0
Isoetes howellii,Isoetes,howellii,,,,0,0,0
Isoetes iapygia,Isoetes,iapygia,,calamaria pugliese;apulian quillwort,,0,1,0
Isoetes lacustris,Isoetes,lacustris,,common quillwort,,0,1,0
Isoetes lechleri,Isoetes,lechleri,,,,0,0,0
Isoetes malinverniana,Isoetes,malinverniana,,calamaria di malinverni;piedmont quillwort,,0,1,0
Isoetes maritima,Isoetes,maritima,,,,0,0,0
Isoetes melanotheca,Isoetes,melanotheca,,,,0,1,0
Isoetes nigroreticulata,Isoetes,nigroreticulata,,,,0,1,0
Isoetes nuttallii,Isoetes,nuttallii,,,,0,0,0
Isoetes olympica,Isoetes,olympica,,olympic quillwort,,0,1,0
Isoetes palmeri,Isoetes,palmeri,,,,0,0,0
Isoetes panchganiensis,Isoetes,panchganiensis,,,,0,1,0
Isoetes parvula,Isoetes,parvula,,,,0,1,0
Isoetes perrieriana,Isoetes,perrieriana,,,,0,1,0
Isoetes prototypus,Isoetes,prototypus,,prototype quillwort,,0,1,0
Isoetes riparia,Isoetes,riparia,,,,0,0,0
Isoetes sabatina,Isoetes,sabatina,,calamaria del lago di bracciano;lake bracciano quillwort,,0,1,0
Isoetes saracochensis,Isoetes,saracochensis,,,,0,1,0
Isoetes sinensis,Isoetes,sinensis,,,,0,1,0
Isoetes spinulospora,Isoetes,spinulospora,,,,0,1,0
Isoetes stellenbossiensis,Isoetes,stellenbossiensis,,,,0,1,0
Isoetes stephansenii,Isoetes,stephansenii,,,,0,1,0
Isoetes subinermis,Isoetes,subinermis,,,,0,1,0
Isoetes taiwanensis,Isoetes,taiwanensis,,,,0,1,0
Isoetes tenuissima,Isoetes,tenuissima,,french quillwort,,0,1,0
Isoetes tiguliana,Isoetes,tiguliana,,sardinian quillwort;teguli quillwort;calamaria di teulada,,0,1,0
Isoetes todaroana,Isoetes,todaroana,,sicilian quillwort;todaro's quillwort,,0,1,0
Isoetes toximontana,Isoetes,toximontana,,,,0,0,0
Isoetes transvaalensis,Isoetes,transvaalensis,,,,0,1,0
Isoetes tuckermanii,Isoetes,tuckermanii,,,,0,0,0
Isoetes udupiensis,Isoetes,udupiensis,,,,0,1,0
Isoetes welwitschii,Isoetes,welwitschii,,,,0,0,0
Isoetes wormaldii,Isoetes,wormaldii,,,,0,1,0
Isoglossa anisophylla,Isoglossa,anisophylla,,,,0,1,0
Isoglossa asystasioides,Isoglossa,asystasioides,,,,0,1,0
Isoglossa bondwaensis,Isoglossa,bondwaensis,,,,0,1,0
Isoglossa candelabrum,Isoglossa,candelabrum,,,,0,1,0
Isoglossa dispersa,Isoglossa,dispersa,,,,0,1,0
Isoglossa faulknerae,Isoglossa,faulknerae,,,,0,1,0
Isoglossa ixodes,Isoglossa,ixodes,,,,0,0,0
Isoglossa lactea,Isoglossa,lactea,,,,0,1,0
Isoglossa laxa,Isoglossa,laxa,,,,0,0,0
Isoglossa laxiflora,Isoglossa,laxiflora,,,,0,0,0
Isoglossa mbalensis,Isoglossa,mbalensis,,,,0,1,0
Isoglossa multinervis,Isoglossa,multinervis,,,,0,0,0
Isoglossa namuliensis,Isoglossa,namuliensis,,,,0,1,0
Isoglossa nervosa,Isoglossa,nervosa,,,,0,1,0
Isoglossa oreacanthoides,Isoglossa,oreacanthoides,,,,0,1,0
Isoglossa paucinervis,Isoglossa,paucinervis,,,,0,0,0
Isoglossa substrobilina,Isoglossa,substrobilina,,,,0,1,0
Isoglossa ufipensis,Isoglossa,ufipensis,,,,0,1,0
Isoglossa variegata,Isoglossa,variegata,,,,0,1,0
Isoglossa ventricosa,Isoglossa,ventricosa,,,,0,1,0
Isolepis cernua,Isolepis,cernua,,slender club-rush,,0,1,0
Isolepis digitata,Isolepis,digitata,,,,0,0,0
Isolepis fluitans,Isolepis,fluitans,,floating club-rush,,0,0,0
Isolepis humbertii,Isolepis,humbertii,,,,0,1,0
Isolepis natans,Isolepis,natans,,,,0,0,0
Isolepis prolifera,Isolepis,prolifera,,,,0,0,0
Isolepis pseudosetacea,Isolepis,pseudosetacea,,scirpe pseudosétacé,,0,0,0
Isolepis ruwenzoriensis,Isolepis,ruwenzoriensis,,,,0,0,0
Isolepis setacea,Isolepis,setacea,,bristle club-rush;lisca setacea,,0,1,0
Isolona cauliflora,Isolona,cauliflora,,,,0,1,0
Isolona congolana,Isolona,congolana,,,,0,0,0
Isolona deightonii,Isolona,deightonii,,kpende-golei,,0,1,0
Isolona dewevrei,Isolona,dewevrei,,,,0,1,0
Isolona heinsenii,Isolona,heinsenii,,,,0,1,0
Isolona linearis,Isolona,linearis,,,,0,1,0
Isolona pilosa,Isolona,pilosa,,,,0,1,0
Isolona pleurocarpa,Isolona,pleurocarpa,,,,0,1,0
Isolona zenkeri,Isolona,zenkeri,,,,0,1,0
Isonandra perakensis,Isonandra,perakensis,,,,0,1,0
Isonandra stocksii,Isonandra,stocksii,,,,0,1,0
Isonandra villosa,Isonandra,villosa,,,,0,1,0
Isonema bucholzii,Isonema,bucholzii,,,,0,1,0
Isoplexis chalcantha,Isoplexis,chalcantha,,crestagallo de doramas;cresta de gallo,,0,1,0
Isoplexis isabelliana,Isoplexis,isabelliana,,cresta de gallo;crestagallo de pinar,,0,1,0
Isoplexis sceptrum,Isoplexis,sceptrum,,madeira foxglove,,0,1,0
Isopterygium strangulatum,Isopterygium,strangulatum,,,,0,1,0
Isotria medeoloides,Isotria,medeoloides,,small whorled pogonia,USA;CAN,1,1,0
Isotria verticillata,Isotria,verticillata,,,USA;CAN,1,0,0
Isotropis cuneifolia,Isotropis,cuneifolia,,lamb poison;granny bonnets,,0,1,0
Itaya amicorum,Itaya,amicorum,,,,0,0,0
Iva xanthifolia,Iva,xanthifolia,,,,0,0,0
Ixonanthes chinensis,Ixonanthes,chinensis,,nianmu,,0,1,0
Ixonanthes khasiana,Ixonanthes,khasiana,,,,0,1,0
Ixora albersii,Ixora,albersii,,,,0,1,0
Ixora batesii,Ixora,batesii,,,,0,1,0
Ixora brevipedunculata,Ixora,brevipedunculata,,,,0,1,0
Ixora burundiensis,Ixora,burundiensis,,,,0,1,0
Ixora calycina,Ixora,calycina,,,,0,1,0
Ixora foliosa,Ixora,foliosa,,,,0,1,0
Ixora johnsonii,Ixora,johnsonii,,,,0,1,0
Ixora jucunda,Ixora,jucunda,,,,0,1,0
Ixora lawsoni,Ixora,lawsoni,,,,0,1,0
Ixora malabarica,Ixora,malabarica,,,,0,1,0
Ixora margaretae,Ixora,margaretae,,,,0,1,0
Ixora marquesensis,Ixora,marquesensis,,,,0,1,0
Ixora moorensis,Ixora,moorensis,,,,0,0,0
Ixora nigerica,Ixora,nigerica,,,,0,1,0
Ixora oligantha,Ixora,oligantha,,,,0,1,0
Ixora ooumuensis,Ixora,ooumuensis,,,,0,1,0
Ixora opuloides,Ixora,opuloides,,,,0,1,0
Ixora pudica,Ixora,pudica,,ikzora blan,,0,1,0
Ixora raiateensis,Ixora,raiateensis,,,,0,0,0
Ixora raivavaensis,Ixora,raivavaensis,,,,0,0,0
Ixora ripicola,Ixora,ripicola,,motrobeantinianana,,0,1,0
Ixora sambiranensis,Ixora,sambiranensis,,,,0,1,0
Ixora saulierei,Ixora,saulierei,,,,0,1,0
Ixora scheffleri,Ixora,scheffleri,,mutichuma;muthioya;kiruru,,0,1,0
Ixora setchellii,Ixora,setchellii,,,,0,0,0
Ixora st.-johnii,Ixora,st.-johnii,,,,0,1,0
Ixora stokesii,Ixora,stokesii,,,,0,0,0
Ixora temehaniensis,Ixora,temehaniensis,,,,0,1,0
Ixora umbellata,Ixora,umbellata,,,,0,1,0
Ixyophora aurantiaca,Ixyophora,aurantiaca,,,,1,0,0
Ixyophora viridisepala,Ixyophora,viridisepala,,,,1,0,0
Jacaranda acutifolia,Jacaranda,acutifolia,Bignoniaceae,,,0,0,0
Jacaranda arborea,Jacaranda,arborea,Bignoniaceae,,,0,1,0
Jacaranda caroba,Jacaranda,caroba,Bignoniaceae,,,0,0,0
Jacaranda copaia,Jacaranda,copaia,Bignoniaceae,parapara,BRA;SUR;GUF;COL;VEN;PAN,0,0,0
Jacaranda cuspidifolia,Jacaranda,cuspidifolia,Bignoniaceae,,,0,0,0
Jacaranda micrantha,Jacaranda,micrantha,Bignoniaceae,,,0,0,0
Jacaranda mimosifolia,Jacaranda,mimosifolia,Bignoniaceae,tarco;jacaranda,,0,1,0
Jacaranda obtusifolia,Jacaranda,obtusifolia,Bignoniaceae,,,0,0,0
Jacaranda puberula,Jacaranda,puberula,Bignoniaceae,,,0,0,0
Jacaranda rhombifolia,Jacaranda,rhombifolia,Bignoniaceae,,,0,0,0
Jacaranda semiserrata,Jacaranda,semiserrata,Bignoniaceae,,,0,0,0
Jacksonia cupulifera,Jacksonia,cupulifera,,,,0,0,0
Jacksonia furcellata,Jacksonia,furcellata,,grey stinkwood,,0,0,0
Jacksonia sericea,Jacksonia,sericea,,,,0,1,0
Jacobaea buschiana,Jacobaea,buschiana,,krestovnik busha;groundsel of busch,,0,1,0
Jacobaea gigantea,Jacobaea,gigantea,,,,0,1,0
Jacobaea trapezuntina,Jacobaea,trapezuntina,,kanarya otu;trapezuntian groundsel,,0,1,0
Jacqueshuberia loretensis,Jacqueshuberia,loretensis,,,,0,1,0
Jacquinia clarendonensis,Jacquinia,clarendonensis,,,,0,1,0
Jacquinia macrantha,Jacquinia,macrantha,,,,0,1,0
Jacquinia proctorii,Jacquinia,proctorii,,wash wood,,0,1,0
Jacquiniella aporophylla,Jacquiniella,aporophylla,,,CRI;PAN,1,0,0
Jacquiniella globosa,Jacquiniella,globosa,,,,1,0,0
Jacquiniella leucomelana,Jacquiniella,leucomelana,,,MEX,1,0,0
Jacquiniella standleyi,Jacquiniella,standleyi,,,CRI,1,0,0
Jaegeria gracilis,Jaegeria,gracilis,,galapagos jaegeria,,0,0,0
Jaffueliobryum arsenei,Jaffueliobryum,arsenei,,,,0,1,0
Jalcophila ecuadorensis,Jalcophila,ecuadorensis,,,,0,1,0
Jamesoniella undulifolia,Jamesoniella,undulifolia,,,,0,1,0
Jankaea heldreichii,Jankaea,heldreichii,,,,0,1,0
Jasione lusitanica,Jasione,lusitanica,,,,0,1,0
Jasione mansanetiana,Jasione,mansanetiana,,,,0,1,0
Jasminocereus thouarsii,Jasminocereus,thouarsii,,candelabra cactus,ECU,1,0,0
Jasminum azoricum,Jasminum,azoricum,,,,0,1,0
Jasminum elatum,Jasminum,elatum,,,,0,1,0
Jasminum noumeense,Jasminum,noumeense,,,,0,1,0
Jatropha bullockii,Jatropha,bullockii,,,,0,1,0
Jatropha chamelensis,Jatropha,chamelensis,,,,0,1,0
Jatropha divaricata,Jatropha,divaricata,,wild oil nut,,0,1,0
Jatropha hildebrandtii,Jatropha,hildebrandtii,,,,0,1,0
Jatropha nana,Jatropha,nana,,kirkundi,,0,1,0
Jatropha nudicaulis,Jatropha,nudicaulis,,,,0,1,0
Jatropha torrentis-lugardi,Jatropha,torrentis-lugardi,,,,0,0,0
Jatropha unicostata,Jatropha,unicostata,,,,0,0,0
Jaumea carnosa,Jaumea,carnosa,,,,0,0,0
Jeffreya petitiana,Jeffreya,petitiana,,,,0,1,0
Jensenobotrya lossowiana,Jensenobotrya,lossowiana,,,,0,1,0
Joannesia princeps,Joannesia,princeps,,oco de purga;castanha de arara;purga de paulistas;fruta de cotia;cotieira;fruta de arara;coco de gentio;boleira,,0,1,0
Jollydora glandulosa,Jollydora,glandulosa,,,,0,1,0
Jollydora pierrei,Jollydora,pierrei,,,,0,1,0
Joosia aequatoria,Joosia,aequatoria,,,,0,1,0
Joosia longisepala,Joosia,longisepala,,,,0,1,0
Joosia macrocalyx,Joosia,macrocalyx,,,,0,1,0
Joosia obtusa,Joosia,obtusa,,,,0,1,0
Joosia oligantha,Joosia,oligantha,,,,0,1,0
Joosia standleyana,Joosia,standleyana,,,,0,1,0
Joseanthus chimborazensis,Joseanthus,chimborazensis,,,,0,1,0
Joseanthus cuatrecasasii,Joseanthus,cuatrecasasii,,,,0,1,0
Joseanthus sparrei,Joseanthus,sparrei,,,,0,1,0
Juania australis,Juania,australis,,,,0,1,0
Jubaea chilensis,Jubaea,chilensis,,palma de coguitos;palma chilena;palmera chilena;palma de miel,,0,1,0
Jubaeopsis caffra,Jubaeopsis,caffra,,inkomba;pondoland palm,,0,1,0
Juglans australis,Juglans,australis,Juglandaceae,nogal criolla;nogal criollo;nogal del monte;nogal silvestre,,0,1,0
Juglans boliviana,Juglans,boliviana,Juglandaceae,,,0,0,0
Juglans californica,Juglans,californica,Juglandaceae,northern california black walnut;southern california black walnut,,0,1,0
Juglans cinerea,Juglans,cinerea,Juglandaceae,,,0,0,0
Juglans hindsii,Juglans,hindsii,Juglandaceae,,,0,0,0
Juglans insularis,Juglans,insularis,Juglandaceae,,,0,1,0
Juglans jamaicensis,Juglans,jamaicensis,Juglandaceae,nogal;palo de nuez;walnut;west indian walnut,,0,1,0
Juglans neotropica,Juglans,neotropica,Juglandaceae,nogal;cedro negro;cedro grande;tocte,,0,1,0
Juglans nigra,Juglans,nigra,Juglandaceae,,,0,0,0
Juglans olanchana,Juglans,olanchana,Juglandaceae,,,0,1,0
Juglans regia,Juglans,regia,Juglandaceae,common walnut,,0,0,0
Julostylis polyandra,Julostylis,polyandra,,,,0,1,0
Jumellea anjouanensis,Jumellea,anjouanensis,,,COM,1,1,0
Jumellea comorensis,Jumellea,comorensis,,,COM,1,0,0
Jumellea confusa,Jumellea,confusa,,,MDG,1,0,0
Jumellea cowanii,Jumellea,cowanii,,,,1,0,0
Jumellea exilis,Jumellea,exilis,,,,1,0,0
Jumellea filicornoides,Jumellea,filicornoides,,,,1,0,0
Jumellea fragrans,Jumellea,fragrans,,,MUS,1,0,0
Jumellea jumelleana,Jumellea,jumelleana,,,,1,0,0
Jumellea lignosa,Jumellea,lignosa,,,,1,0,0
Jumellea liliodora,Jumellea,liliodora,,,,1,0,0
Jumellea majalis,Jumellea,majalis,,,,1,0,0
Jumellea maxillarioides,Jumellea,maxillarioides,,,,1,0,0
Jumellea nutans,Jumellea,nutans,,,,1,0,0
Jumellea ophioplectron,Jumellea,ophioplectron,,,,1,0,0
Jumellea pachyra,Jumellea,pachyra,,,,1,0,0
Jumellea penicillata,Jumellea,penicillata,,,,1,0,0
Jumellea recta,Jumellea,recta,,,REU;MDG;MUS,1,0,0
Jumellea recurva,Jumellea,recurva,,,,1,0,0
Jumellea sagittata,Jumellea,sagittata,,,MDG,1,0,0
Jumellea spathulata,Jumellea,spathulata,,,,1,0,0
Jumellea stenophylla,Jumellea,stenophylla,,,,1,0,0
Jumellea stipitata,Jumellea,stipitata,,,,1,0,0
Jumellea walleri,Jumellea,walleri,,,,1,0,0
Juncus acuminatus,Juncus,acuminatus,,,,0,0,0
Juncus acutus,Juncus,acutus,,spiny rush;semar;jonc piquant,,0,1,0
Juncus alpinoarticulatus,Juncus,alpinoarticulatus,,,,0,0,0
Juncus anthelatus,Juncus,anthelatus,,,,0,0,0
Juncus articulatus,Juncus,articulatus,,giunco nodoso;jointed rush,,0,1,0
Juncus balticus,Juncus,balticus,,,,0,0,0
Juncus biglumis,Juncus,biglumis,,,,0,0,0
Juncus bolanderi,Juncus,bolanderi,,,,0,0,0
Juncus brachycephalus,Juncus,brachycephalus,,,,0,0,0
Juncus brevicaudatus,Juncus,brevicaudatus,,,,0,0,0
Juncus bufonius,Juncus,bufonius,,toad rush;junco de rana;jonc des crapauds;jonc de mogador;giunco annuale,,0,1,0
Juncus bulbosus,Juncus,bulbosus,,jonc bulbeux;bulbous rush;giunco bulboso,,0,1,0
Juncus caesariensis,Juncus,caesariensis,,,,0,1,0
Juncus canadensis,Juncus,canadensis,,,,0,0,0
Juncus capensis,Juncus,capensis,,,,0,0,0
Juncus compressus,Juncus,compressus,,giunco compresso;round-fruited rush,,0,1,0
Juncus conglomeratus,Juncus,conglomeratus,,compact rush;giunco contratto,,0,1,0
Juncus decipiens,Juncus,decipiens,,,,0,0,0
Juncus dregeanus,Juncus,dregeanus,,,,0,1,0
Juncus dudleyi,Juncus,dudleyi,,,,0,0,0
Juncus effusus,Juncus,effusus,,jonc diffus;soft rush;giunco comune,,0,1,0
Juncus exsertus,Juncus,exsertus,,,,0,0,0
Juncus filiformis,Juncus,filiformis,,,,0,0,0
Juncus fontanesii,Juncus,fontanesii,,jonc de desfontaine;giunco di desfontaine,,0,1,0
Juncus heldreichianus,Juncus,heldreichianus,,,,0,0,0
Juncus heterophyllus,Juncus,heterophyllus,,jonc à feuilles différentes;giunco natante,,0,1,0
Juncus hybridus,Juncus,hybridus,,,,0,0,0
Juncus inflexus,Juncus,inflexus,,hard rush;giunco tenace,,0,1,0
Juncus kelloggii,Juncus,kelloggii,,,,0,1,0
Juncus lesueurii,Juncus,lesueurii,,salt rush,,0,0,0
Juncus lomatophyllus,Juncus,lomatophyllus,,,,0,0,0
Juncus marginatus,Juncus,marginatus,,,,0,0,0
Juncus maroccanus,Juncus,maroccanus,,ssmar;jonc du maroc;lhyat-atrous;kseb-diel-merja,,0,1,0
Juncus mertensianus,Juncus,mertensianus,,,,0,0,0
Juncus militaris,Juncus,militaris,,,,0,0,0
Juncus minutulus,Juncus,minutulus,,,,0,0,0
Juncus nodosus,Juncus,nodosus,,,,0,0,0
Juncus oxycarpus,Juncus,oxycarpus,,,,0,0,0
Juncus oxymeris,Juncus,oxymeris,,pointed rush,,0,0,0
Juncus pelocarpus,Juncus,pelocarpus,,,,0,0,0
Juncus prismatocarpus,Juncus,prismatocarpus,,,,0,0,0
Juncus punctorius,Juncus,punctorius,,jonc mucroné,,0,1,0
Juncus requienii,Juncus,requienii,,jonc de requien,,0,0,0
Juncus rigidus,Juncus,rigidus,,sea rush,,0,0,0
Juncus scabriusculus,Juncus,scabriusculus,,,,0,0,0
Juncus socotranus,Juncus,socotranus,,mehazir;harsusi;rasal,,0,1,0
Juncus sorrentinii,Juncus,sorrentinii,,giunco di sorrentino;jonc de sorrentino;jonc de sorrente,,0,1,0
Juncus striatus,Juncus,striatus,,jonc strié;giunco striato,,0,1,0
Juncus stygius,Juncus,stygius,,,,0,0,0
Juncus subcaudatus,Juncus,subcaudatus,,,,0,0,0
Juncus subnodulosus,Juncus,subnodulosus,,giunco subnodoso;blunt-flowered rush,,0,1,0
Juncus subtilis,Juncus,subtilis,,,,0,0,0
Juncus subulatus,Juncus,subulatus,,jonc à feuilles effilées;giunco foglioso,,0,1,0
Juncus subulitepalus,Juncus,subulitepalus,,,,0,1,0
Juncus supiniformis,Juncus,supiniformis,,,,0,0,0
Juncus tenageia,Juncus,tenageia,,jonc des marais;jonc des puits;giunco delle pozze;jonc des marécages,,0,1,0
Juncus triglumis,Juncus,triglumis,,,,0,0,0
Juncus valvatus,Juncus,valvatus,,jonc faux,,0,1,0
Juncus wallichianus,Juncus,wallichianus,,,,0,0,0
Jungia crenatifolia,Jungia,crenatifolia,,,,0,1,0
Jungia fistulosa,Jungia,fistulosa,,,,0,1,0
Jungia glandulifera,Jungia,glandulifera,,,,0,1,0
Jungia mitis,Jungia,mitis,,,,0,1,0
Jungia ovata,Jungia,ovata,,,,0,1,0
Juniperus angosturana,Juniperus,angosturana,Cupressaceae,,,0,1,0
Juniperus arenaria,Juniperus,arenaria,Cupressaceae,,,0,0,0
Juniperus arizonica,Juniperus,arizonica,Cupressaceae,arizona juniper,,0,0,0
Juniperus ashei,Juniperus,ashei,Cupressaceae,ozark white cedar;mexican juniper;mountain cedar;ashe juniper;post cedar;rock cedar,,0,1,0
Juniperus australis,Juniperus,australis,Cupressaceae,sierra juniper,,0,0,0
Juniperus barbadensis,Juniperus,barbadensis,Cupressaceae,red cedar;barbados cedar;pencil cedar;bahaman juniper;lucayan juniper;west indies juniper;sabina,,0,1,0
Juniperus bermudiana,Juniperus,bermudiana,Cupressaceae,southern red cedar;bermuda juniper;bermuda cedar;bermuda red cedar,,0,1,0
Juniperus blancoi,Juniperus,blancoi,Cupressaceae,táscate,,0,1,0
Juniperus brevifolia,Juniperus,brevifolia,Cupressaceae,azores juniper;cedro,,0,1,0
Juniperus caespitosa,Juniperus,caespitosa,Cupressaceae,,,0,0,0
Juniperus californica,Juniperus,californica,Cupressaceae,california juniper;huata;cedro,,0,1,0
Juniperus cedrus,Juniperus,cedrus,Cupressaceae,canary islands juniper;cedro da madeira;cedro,,0,1,0
Juniperus chengii,Juniperus,chengii,Cupressaceae,,,0,1,0
Juniperus chinensis,Juniperus,chinensis,Cupressaceae,yuan bai;ibuki-byakushin;nun-hyang-na-mu;kamakura-byakushin;byakushin;kong nam tsong;ibuki;yan bai;sargent juniper;chinese juniper;miyama-byakushin,,0,1,0
Juniperus coahuilensis,Juniperus,coahuilensis,Cupressaceae,,,0,0,0
Juniperus comitana,Juniperus,comitana,Cupressaceae,,,0,1,0
Juniperus communis,Juniperus,communis,Cupressaceae,en;enebro;wacholder;ginepro;dwarf juniper;heide-wacholder;common juniper;ginepro nano;juniper;gemeine wacholder;prostrate juniper;zwergwacholder;malchangel;mountain juniper,,0,1,0
Juniperus convallium,Juniperus,convallium,Cupressaceae,mi zhi yuan bai;xiao zi yuan bai,,0,1,0
Juniperus coxii,Juniperus,coxii,Cupressaceae,coffin juniper,,0,1,0
Juniperus davurica,Juniperus,davurica,Cupressaceae,,,0,0,0
Juniperus deppeana,Juniperus,deppeana,Cupressaceae,alligator juniper;checkerbark juniper;cedro chino;checker-bark juniper,,0,1,0
Juniperus drupacea,Juniperus,drupacea,Cupressaceae,syrian juniper,,0,0,0
Juniperus durangensis,Juniperus,durangensis,Cupressaceae,,,0,0,0
Juniperus ekmanii,Juniperus,ekmanii,Cupressaceae,,,0,1,0
Juniperus excelsa,Juniperus,excelsa,Cupressaceae,turkestan juniper;grecian juniper;greek juniper;crimean juniper,,0,1,0
Juniperus flaccida,Juniperus,flaccida,Cupressaceae,enebro;cedro liso;tascate;mexican drooping juniper;drooping juniper;weeping juniper,,0,1,0
Juniperus foetidissima,Juniperus,foetidissima,Cupressaceae,stinking juniper,,0,0,0
Juniperus formosana,Juniperus,formosana,Cupressaceae,ci bai;formosan juniper;prickly cypress,,0,1,0
Juniperus gamboana,Juniperus,gamboana,Cupressaceae,,,0,1,0
Juniperus gracilior,Juniperus,gracilior,Cupressaceae,sabina,,0,1,0
Juniperus horizontalis,Juniperus,horizontalis,Cupressaceae,savignier;shrubby red cedar;waukegan juniper;creeping juniper;american savin,,0,1,0
Juniperus huehuentensis,Juniperus,huehuentensis,Cupressaceae,,,0,1,0
Juniperus indica,Juniperus,indica,Cupressaceae,black juniper;wallich's juniper;dian zang fang zhi bai,,0,1,0
Juniperus jaliscana,Juniperus,jaliscana,Cupressaceae,cedro,,0,1,0
Juniperus komarovii,Juniperus,komarovii,Cupressaceae,ta zhi yuan bai,,0,0,0
Juniperus lucayana,Juniperus,lucayana,Cupressaceae,red cedar;sabina;bahaman juniper;lucayan juniper,,0,1,0
Juniperus martinezii,Juniperus,martinezii,Cupressaceae,,,0,1,0
Juniperus microsperma,Juniperus,microsperma,Cupressaceae,xiao zi yuan bai,,0,1,0
Juniperus miehei,Juniperus,miehei,Cupressaceae,,,0,1,0
Juniperus monosperma,Juniperus,monosperma,Cupressaceae,one-seed juniper;sabina;cherrystone juniper;west texas juniper,,0,1,0
Juniperus monticola,Juniperus,monticola,Cupressaceae,sabina;savino;mexican juniper,,0,1,0
Juniperus mucronata,Juniperus,mucronata,Cupressaceae,,,0,1,0
Juniperus occidentalis,Juniperus,occidentalis,Cupressaceae,sierra juniper;western juniper,,0,1,0
Juniperus osteosperma,Juniperus,osteosperma,Cupressaceae,utah juniper;bigberry juniper;sabina morena,,0,1,0
Juniperus ovata,Juniperus,ovata,Cupressaceae,,,0,1,0
Juniperus oxycedrus,Juniperus,oxycedrus,Cupressaceae,enebro de bajas rochas;kade;prickly juniper,,0,1,0
Juniperus pachyphlaea,Juniperus,pachyphlaea,Cupressaceae,,,0,0,0
Juniperus phoenicea,Juniperus,phoenicea,Cupressaceae,phoenician juniper,,0,1,0
Juniperus pinchotii,Juniperus,pinchotii,Cupressaceae,pinchot juniper;redberry juniper,,0,1,0
Juniperus pingii,Juniperus,pingii,Cupressaceae,ping's juniper,,0,1,0
Juniperus poblana,Juniperus,poblana,Cupressaceae,,,0,1,0
Juniperus procera,Juniperus,procera,Cupressaceae,east african cedar;tedh;african juniper;mwangati;tarawet;arar;mtarakwa;african pencil cedar;ol tarakwa,,0,1,0
Juniperus procumbens,Juniperus,procumbens,Cupressaceae,creeping juniper;hai-byakushin;sonare,,0,1,0
Juniperus przewalskii,Juniperus,przewalskii,Cupressaceae,qi lian yuan bai;przewalsi juniper,,0,1,0
Juniperus pseudosabina,Juniperus,pseudosabina,Cupressaceae,xin jiang fang zhi bai;kun lun fang zhi bai;ka shi fang zhi bai,,0,1,0
Juniperus recurva,Juniperus,recurva,Cupressaceae,coffin juniper;sacred juniper;drooping juniper,,0,1,0
