,entity_id,sc_name,family,genus,species,sub_sp,common_name,range_state,is_tropical,is_coniferous,flag
26301,26302,Howea belmoreana,,Howea,belmoreana,,kentia palm;curly palm;sentry palm,,,,1.0
26302,26303,Howea forsteriana,,Howea,forsteriana,,kentia palm;thatch palm,,,,1.0
35135,35136,Hoya bhutanica,,Hoya,bhutanica,,,,,,1.0
30948,30949,Hoya pandurata,,Hoya,pandurata,,,,,,1.0
36972,36973,Hubbardia heptaneuron,,Hubbardia,heptaneuron,,,,,,1.0
25614,25615,Huberodendron patinoi,,Huberodendron,patinoi,,,,,,1.0
35610,35611,Hubertia myrtifolia,,Hubertia,myrtifolia,,,,,,1.0
31126,31127,Huernia hallii,,Huernia,hallii,,,,,,0.0
31127,31128,Huernia plowesii,,Huernia,plowesii,,,,,,0.0
809,810,Huertea cubensis,Tapisciaceae,Huertea,cubensis,,,,,0.0,1.0
30324,30325,Hugonia macrophylla,,Hugonia,macrophylla,,,,,,1.0
30325,30326,Hugonia micans,,Hugonia,micans,,,,,,1.0
30154,30155,Huilaea ecuadorensis,,Huilaea,ecuadorensis,,,,,,1.0
26609,26610,Huilaea kirkbridei,,Huilaea,kirkbridei,,,,,,1.0
26610,26611,Huilaea macrocarpa,,Huilaea,macrocarpa,,,,,,1.0
26611,26612,Huilaea minor,,Huilaea,minor,,,,,,1.0
26612,26613,Huilaea mutisiana,,Huilaea,mutisiana,,,,,,1.0
26613,26614,Huilaea occidentalis,,Huilaea,occidentalis,,,,,,1.0
26614,26615,Huilaea penduliflora,,Huilaea,penduliflora,,,,,,1.0
810,811,Humbertia madagascariensis,Convolvulaceae,Humbertia,madagascariensis,,,,,0.0,
31303,31304,Humbertochloa greenwayi,,Humbertochloa,greenwayi,,,,,,1.0
19597,19598,Humboldtia bourdillonii,,Humboldtia,bourdillonii,,,,,,1.0
19598,19599,Humboldtia decurrens,,Humboldtia,decurrens,,,,,,0.0
18293,18294,Humboldtia laurifolia,,Humboldtia,laurifolia,,,,,,1.0
19600,19601,Humboldtia trijuga,,Humboldtia,trijuga,,,,,,1.0
19601,19602,Humboldtia unijuga,,Humboldtia,unijuga,,,,,,1.0
32423,32424,Humboldtia vahliana,,Humboldtia,vahliana,,,,,,1.0
811,812,Humiria balsamifera,Humiriaceae,Humiria,balsamifera,,,,,0.0,
26146,26147,Humiriastrum melanocarpum,,Humiriastrum,melanocarpum,,,,,,1.0
38030,38031,Humularia anceps,,Humularia,anceps,,,,,,1.0
37907,37908,Humularia ledermannii,,Humularia,ledermannii,,,,,,1.0
35469,35470,Humularia meyeri-johannis,,Humularia,meyeri-johannis,,,,,,1.0
36912,36913,Humularia reekmansii,,Humularia,reekmansii,,,,,,1.0
20383,20384,Hunga cordata,,Hunga,cordata,,,,,,1.0
20384,20385,Hunga gerontogea,,Hunga,gerontogea,,,,,,1.0
20385,20386,Hunga guillauminii,,Hunga,guillauminii,,,,,,1.0
20386,20387,Hunga mackeeana,,Hunga,mackeeana,,,,,,1.0
20506,20507,Hunteria ghanensis,,Hunteria,ghanensis,,,,,,1.0
34885,34886,Hunteria hexaloba,,Hunteria,hexaloba,,,,,,1.0
24025,24026,Huodendron parvifolium,,Huodendron,parvifolium,,ho moc hoa thua,,,,1.0
28772,28773,Huperzia ascendens,,Huperzia,ascendens,,,,,,1.0
28773,28774,Huperzia austroecuadorica,,Huperzia,austroecuadorica,,,,,,1.0
28774,28775,Huperzia columnaris,,Huperzia,columnaris,,,,,,1.0
28775,28776,Huperzia compacta,,Huperzia,compacta,,,,,,1.0
28776,28777,Huperzia cumingii,,Huperzia,cumingii,,,,,,0.0
31553,31554,Huperzia dacrydioides dura,,Huperzia,dacrydioides,dura,,,,,1.0
31349,31350,Huperzia dacrydioides,,Huperzia,dacrydioides,,,,,,1.0
18655,18656,Huperzia dentata,,Huperzia,dentata,,toothed clubmoss,,,,0.0
28777,28778,Huperzia espinosana,,Huperzia,espinosana,,,,,,1.0
28778,28779,Huperzia hastata,,Huperzia,hastata,,,,,,1.0
31339,31340,Huperzia holstii,,Huperzia,holstii,,,,,,1.0
28779,28780,Huperzia llanganatensis,,Huperzia,llanganatensis,,,,,,1.0
28780,28781,Huperzia loxensis,,Huperzia,loxensis,,,,,,1.0
28781,28782,Huperzia polydactyla,,Huperzia,polydactyla,,,,,,1.0
28782,28783,Huperzia scabrida,,Huperzia,scabrida,,,,,,1.0
18683,18684,Huperzia suberecta,,Huperzia,suberecta,,azorean clubmoss,,,,1.0
28783,28784,Huperzia talpiphila,,Huperzia,talpiphila,,,,,,1.0
812,813,Hura crepitans,Euphorbiaceae,Hura,crepitans,,,,,0.0,
813,814,Hura polyandra,Euphorbiaceae,Hura,polyandra,,,,,0.0,
27357,27358,Hyacinthella millingenii,,Hyacinthella,millingenii,,,,,,0.0
37939,37940,Hybosema ehrenbergii,,Hybosema,ehrenbergii,,,,,,0.0
21082,21083,Hydnocarpus annamensis,,Hydnocarpus,annamensis,,dayelongjiao,,,,1.0
19905,19906,Hydnocarpus cucurbitina,,Hydnocarpus,cucurbitina,,,,,,0.0
19906,19907,Hydnocarpus filipes,,Hydnocarpus,filipes,,senumpul,,,,1.0
20715,20716,Hydnocarpus hainanensis,,Hydnocarpus,hainanensis,,hainan dafengzi,,,,1.0
19907,19908,Hydnocarpus humei,,Hydnocarpus,humei,,,,,,1.0
26786,26787,Hydnocarpus kurzii,,Hydnocarpus,kurzii,,,,,,1.0
21771,21772,Hydnocarpus macrocarpa,,Hydnocarpus,macrocarpa,,,,,,1.0
19908,19909,Hydnocarpus nana,,Hydnocarpus,nana,,,,,,0.0
20840,20841,Hydnocarpus octandra,,Hydnocarpus,octandra,,,,,,1.0
32424,32425,Hydnocarpus pentandrus,,Hydnocarpus,pentandrus,,,,,,1.0
19909,19910,Hydnocarpus scortechinii,,Hydnocarpus,scortechinii,,,,,,1.0
30928,30929,Hydriastele boumae,,Hydriastele,boumae,,,,,,0.0
26298,26299,Hydriastele hombronii,,Hydriastele,hombronii,,pane,,,,1.0
26299,26300,Hydriastele vitiensis,,Hydriastele,vitiensis,,,,,,1.0
24747,24748,Hydrilla verticillata,,Hydrilla,verticillata,,water-thyme;florida-elodea;indian stargrass;hydrilla;wasserquirl,,,,0.0
38642,38643,Hydrobryopsis sessilis,,Hydrobryopsis,sessilis,,,,,,0.0
33461,33462,Hydrobryum bifoliatum,,Hydrobryum,bifoliatum,,,,,,0.0
33468,33469,Hydrobryum chiangmaiense,,Hydrobryum,chiangmaiense,,,,,,0.0
33578,33579,Hydrobryum griffithii,,Hydrobryum,griffithii,,,,,,0.0
33496,33497,Hydrobryum japonicum,,Hydrobryum,japonicum,,,,,,0.0
33492,33493,Hydrobryum kaengsophense,,Hydrobryum,kaengsophense,,,,,,1.0
33463,33464,Hydrobryum khaoyaiense,,Hydrobryum,khaoyaiense,,,,,,1.0
33495,33496,Hydrobryum loeicum,,Hydrobryum,loeicum,,,,,,0.0
33488,33489,Hydrobryum micrantherum,,Hydrobryum,micrantherum,,,,,,0.0
33111,33112,Hydrobryum minutale,,Hydrobryum,minutale,,,,,,1.0
33583,33584,Hydrobryum phetchabunense,,Hydrobryum,phetchabunense,,,,,,1.0
33486,33487,Hydrobryum somranii,,Hydrobryum,somranii,,,,,,1.0
33490,33491,Hydrobryum tardhuangense,,Hydrobryum,tardhuangense,,,,,,1.0
33251,33252,Hydrocera triflora,,Hydrocera,triflora,,marsh henna,,,,0.0
31932,31933,Hydrocharis chevalieri,,Hydrocharis,chevalieri,,,,,,0.0
25751,25752,Hydrocharis dubia,,Hydrocharis,dubia,,ja-ra-pul,,,,0.0
26969,26970,Hydrocharis morsus-ranae,,Hydrocharis,morsus-ranae,,morso di rana;morène;european frogbit;hydrocharis grenouillère,,,,0.0
24590,24591,Hydrochorea acreana,,Hydrochorea,acreana,,,,,,1.0
24588,24589,Hydrochorea marginata,,Hydrochorea,marginata,,,,,,0.0
24589,24590,Hydrochorea scheryi,,Hydrochorea,scheryi,,,,,,0.0
35818,35819,Hydrocotyle americana,,Hydrocotyle,americana,,,,,,0.0
38507,38508,Hydrocotyle conferta,,Hydrocotyle,conferta,,,,,,1.0
28945,28946,Hydrocotyle hexagona,,Hydrocotyle,hexagona,,,,,,1.0
28946,28947,Hydrocotyle hitchcockii,,Hydrocotyle,hitchcockii,,,,,,0.0
38536,38537,Hydrocotyle javanica,,Hydrocotyle,javanica,,,,,,0.0
35370,35371,Hydrocotyle ranunculoides,,Hydrocotyle,ranunculoides,,,,,,0.0
38673,38674,Hydrocotyle sibthorpioides,,Hydrocotyle,sibthorpioides,,,,,,0.0
28947,28948,Hydrocotyle tambalomaensis,,Hydrocotyle,tambalomaensis,,,,,,1.0
35839,35840,Hydrocotyle umbellata,,Hydrocotyle,umbellata,,,,,,0.0
27153,27154,Hydrocotyle vulgaris,,Hydrocotyle,vulgaris,,écuelle-d'eau;soldinella acquatica;marsh pennywort,,,,0.0
28948,28949,Hydrocotyle yanghuangensis,,Hydrocotyle,yanghuangensis,,,,,,1.0
33456,33457,Hydrodiscus koyamae,,Hydrodiscus,koyamae,,,,,,0.0
33325,33326,Hydrolea zeylanica,,Hydrolea,zeylanica,,,,,,0.0
31503,31504,Hydrostachys angustisecta,,Hydrostachys,angustisecta,,,,,,1.0
35487,35488,Hydrostachys decaryi,,Hydrostachys,decaryi,,,,,,1.0
35488,35489,Hydrostachys distichophylla,,Hydrostachys,distichophylla,,,,,,1.0
35489,35490,Hydrostachys fimbriata,,Hydrostachys,fimbriata,,,,,,1.0
35490,35491,Hydrostachys imbricata,,Hydrostachys,imbricata,,,,,,0.0
35491,35492,Hydrostachys laciniata,,Hydrostachys,laciniata,,,,,,1.0
35492,35493,Hydrostachys longifida,,Hydrostachys,longifida,,,,,,1.0
35493,35494,Hydrostachys maxima,,Hydrostachys,maxima,,,,,,1.0
35494,35495,Hydrostachys monoica,,Hydrostachys,monoica,,,,,,1.0
35495,35496,Hydrostachys multifida,,Hydrostachys,multifida,,,,,,1.0
35496,35497,Hydrostachys perrieri,,Hydrostachys,perrieri,,,,,,1.0
35504,35505,Hydrostachys plumosa,,Hydrostachys,plumosa,,,,,,0.0
35505,35506,Hydrostachys stolonifera,,Hydrostachys,stolonifera,,,,,,1.0
35510,35511,Hydrostachys trifaria,,Hydrostachys,trifaria,,,,,,1.0
35512,35513,Hydrostachys verruculosa,,Hydrostachys,verruculosa,,,,,,1.0
39221,39222,Hydrotriche bryoides,,Hydrotriche,bryoides,,,,,,1.0
39222,39223,Hydrotriche galiifolia,,Hydrotriche,galiifolia,,,,,,1.0
39226,39227,Hydrotriche hottoniiflora,,Hydrotriche,hottoniiflora,,,,,,1.0
39227,39228,Hydrotriche mayacoides,,Hydrotriche,mayacoides,,,,,,1.0
23631,23632,Hyeronima clusioides,,Hyeronima,clusioides,,cedro macho,,,,1.0
23632,23633,Hyeronima jamaicensis,,Hyeronima,jamaicensis,,,,,,1.0
32214,32215,Hygrophila abyssinica,,Hygrophila,abyssinica,,,,,,0.0
31670,31671,Hygrophila albobracteata,,Hygrophila,albobracteata,,,,,,1.0
32201,32202,Hygrophila asteracanthoides,,Hygrophila,asteracanthoides,,,,,,1.0
33191,33192,Hygrophila auriculata,,Hygrophila,auriculata,,,,,,0.0
38589,38590,Hygrophila balsamica,,Hygrophila,balsamica,,,,,,0.0
32242,32243,Hygrophila barbata,,Hygrophila,barbata,,,,,,1.0
17663,17664,Hygrophila baronii,,Hygrophila,baronii,,,,,,1.0
31966,31967,Hygrophila borellii,,Hygrophila,borellii,,,,,,1.0
30695,30696,Hygrophila difformis,,Hygrophila,difformis,,,,,,0.0
31144,31145,Hygrophila gracillima,,Hygrophila,gracillima,,,,,,0.0
30500,30501,Hygrophila heinei,,Hygrophila,heinei,,,,,,0.0
31686,31687,Hygrophila hippuroides,,Hygrophila,hippuroides,,,,,,1.0
31956,31957,Hygrophila laevis,,Hygrophila,laevis,,,,,,1.0
38599,38600,Hygrophila madurensis,,Hygrophila,madurensis,,,,,,1.0
34312,34313,Hygrophila mediatrix,,Hygrophila,mediatrix,,,,,,1.0
32010,32011,Hygrophila odora,,Hygrophila,odora,,,,,,1.0
33217,33218,Hygrophila pinnatifida,,Hygrophila,pinnatifida,,miramar weed;indian swampweed,,,,0.0
33515,33516,Hygrophila polysperma,,Hygrophila,polysperma,,dwarf hygrophila,,,,0.0
38597,38598,Hygrophila quadrivalvis,,Hygrophila,quadrivalvis,,,,,,0.0
31806,31807,Hygrophila richardsiae,,Hygrophila,richardsiae,,,,,,1.0
25534,25535,Hygrophila salicifolia,,Hygrophila,salicifolia,,,,,,0.0
30524,30525,Hygrophila schulli,,Hygrophila,schulli,,,,,,0.0
32117,32118,Hygrophila senegalensis,,Hygrophila,senegalensis,,,,,,0.0
32230,32231,Hygrophila stagnalis,,Hygrophila,stagnalis,,,,,,1.0
32044,32045,Hygrophila uliginosa,,Hygrophila,uliginosa,,,,,,0.0
17668,17669,Hygrophila velata,,Hygrophila,velata,,,,,,1.0
31284,31285,Hylebates chlorochloe,,Hylebates,chlorochloe,,,,,,1.0
814,815,Hymenaea courbaril,Leguminosae,Hymenaea,courbaril,,,,,0.0,0.0
815,816,Hymenaea intermedia,Leguminosae,Hymenaea,intermedia,,,,,0.0,
37733,37734,Hymenaea oblongifolia,Leguminosae,Hymenaea,oblongifolia,,,,,,0.0
37489,37490,Hymenaea parvifolia,Leguminosae,Hymenaea,parvifolia,,,,,,0.0
21219,21220,Hymenaea torrei,Leguminosae,Hymenaea,torrei,,,,,,1.0
30354,30355,Hymenocoleus glaber,,Hymenocoleus,glaber,,,,,,1.0
39062,39063,Hymenodictyon berivotrense,,Hymenodictyon,berivotrense,,beholitse;kitata;kalavelo,,,,0.0
39000,39001,Hymenodictyon decaryi,,Hymenodictyon,decaryi,,beholitse;mafay;fatora,,,,0.0
38927,38928,Hymenodictyon louhavate,,Hymenodictyon,louhavate,,lohavato;kalavelo,,,,0.0
35105,35106,Hymenodictyon madagascaricum,,Hymenodictyon,madagascaricum,,minandolo,,,,1.0
38943,38944,Hymenodictyon occidentale,,Hymenodictyon,occidentale,,beholitse;fatonaberavina;lohavato,,,,0.0
38771,38772,Hymenodictyon perrieri,,Hymenodictyon,perrieri,,lohavato,,,,0.0
17571,17572,Hymenodictyon septentrionale,,Hymenodictyon,septentrionale,,,,,,0.0
35424,35425,Hymenodictyon seyrigii,,Hymenodictyon,seyrigii,,,,,,1.0
39053,39054,Hymenodictyon tsingy,,Hymenodictyon,tsingy,,soaravina,,,,1.0
816,817,Hymenolobium elatum,Leguminosae,Hymenolobium,elatum,,,,,0.0,
817,818,Hymenolobium excelsum,Leguminosae,Hymenolobium,excelsum,,,,,0.0,
818,819,Hymenolobium flavum,Leguminosae,Hymenolobium,flavum,,,,,0.0,
819,820,Hymenolobium petraeum,Leguminosae,Hymenolobium,petraeum,,,,,0.0,
28757,28758,Hymenophyllum alveolatum,,Hymenophyllum,alveolatum,,,,,,1.0
28758,28759,Hymenophyllum brachypus,,Hymenophyllum,brachypus,,,,,,1.0
17115,17116,Hymenophyllum capillaceum,,Hymenophyllum,capillaceum,,st helena filmy fern,,,,1.0
28759,28760,Hymenophyllum contractile,,Hymenophyllum,contractile,,,,,,1.0
28760,28761,Hymenophyllum cristatum,,Hymenophyllum,cristatum,,,,,,1.0
28761,28762,Hymenophyllum helicoideum,,Hymenophyllum,helicoideum,,,,,,1.0
19242,19243,Hymenophyllum maderense,,Hymenophyllum,maderense,,madeira filmy fern,,,,1.0
28762,28763,Hymenophyllum megistocarpum,,Hymenophyllum,megistocarpum,,,,,,1.0
28763,28764,Hymenophyllum nanum,,Hymenophyllum,nanum,,,,,,1.0
28764,28765,Hymenophyllum refrondescens,,Hymenophyllum,refrondescens,,,,,,1.0
28765,28766,Hymenophyllum sodiroi,,Hymenophyllum,sodiroi,,,,,,1.0
28766,28767,Hymenophyllum tenerum,,Hymenophyllum,tenerum,,,,,,1.0
28767,28768,Hymenophyllum trifidum,,Hymenophyllum,trifidum,,,,,,1.0
17639,17640,Hymenophyllum wilsonii,,Hymenophyllum,wilsonii,,wilson's filmy fern;hinnebregne,,,,0.0
20516,20517,Hymenostegia aubrevillei,,Hymenostegia,aubrevillei,,,,,,1.0
21000,21001,Hymenostegia bakeriana,,Hymenostegia,bakeriana,,,,,,1.0
20508,20509,Hymenostegia gracilipes,,Hymenostegia,gracilipes,,,,,,1.0
21001,21002,Hymenostegia talbotii,,Hymenostegia,talbotii,,,,,,1.0
19631,19632,Hymenostemma pseudanthemis,,Hymenostemma,pseudanthemis,,,,,,1.0
17226,17227,Hymenostylium gracillimum,,Hymenostylium,gracillimum,,,,,,0.0
26303,26304,Hyophorbe amaricaulis,,Hyophorbe,amaricaulis,,,,,,1.0
26304,26305,Hyophorbe indica,,Hyophorbe,indica,,palmier bâtard;palmiste poison,,,,1.0
26305,26306,Hyophorbe lagenicaulis,,Hyophorbe,lagenicaulis,,bottle palm;palmiste gargoulette,,,,1.0
26306,26307,Hyophorbe vaughanii,,Hyophorbe,vaughanii,,,,,,1.0
26307,26308,Hyophorbe verschaffeltii,,Hyophorbe,verschaffeltii,,palmiste marron,,,,1.0
19594,19595,Hyoseris frutescens,,Hyoseris,frutescens,,,,,,1.0
28997,28998,Hyospathe macrorhachis,,Hyospathe,macrorhachis,,,,,,1.0
820,821,Hypelate trifoliata,Sapindaceae,Hypelate,trifoliata,,,,,0.0,
19044,19045,Hyperbaena allenii,,Hyperbaena,allenii,,,,,,1.0
26781,26782,Hyperbaena jalcomulcensis,,Hyperbaena,jalcomulcensis,,,,,,1.0
23633,23634,Hyperbaena prioriana,,Hyperbaena,prioriana,,,,,,0.0
23634,23635,Hyperbaena valida,,Hyperbaena,valida,,,,,,0.0
29548,29549,Hypericum acostanum,,Hypericum,acostanum,,,,,,1.0
32897,32898,Hypericum afrum,,Hypericum,afrum,,,,,,1.0
35840,35841,Hypericum anagalloides,,Hypericum,anagalloides,,,,,,0.0
29549,29550,Hypericum asplundii,,Hypericum,asplundii,,,,,,1.0
37135,37136,Hypericum balearicum,,Hypericum,balearicum,,hipérico de las baleares;majorca st john's wort,,,,0.0
21808,21809,Hypericum balfourii,,Hypericum,balfourii,,,,,,1.0
35841,35842,Hypericum boreale,,Hypericum,boreale,,,,,,0.0
35426,35427,Hypericum callacallanum,,Hypericum,callacallanum,,,,,,1.0
17358,17359,Hypericum canariense,,Hypericum,canariense,,canary islands st. john's-wort;granadillo,,,,0.0
26383,26384,Hypericum corsicum,,Hypericum,corsicum,,millepertuis de corse,,,,0.0
35846,35847,Hypericum ellipticum,,Hypericum,ellipticum,,,,,,0.0
24738,24739,Hypericum elodes,,Hypericum,elodes,,,,,,0.0
29428,29429,Hypericum fieriense,,Hypericum,fieriense,,,,,,1.0
34092,34093,Hypericum fissurale,,Hypericum,fissurale,,binbirdelik otu;cracked saint john's wort;kantaron,,,,1.0
17547,17548,Hypericum foliosum,,Hypericum,foliosum,,malfurada,,,,0.0
24467,24468,Hypericum gnidiifolium,,Hypericum,gnidiifolium,,,,,,1.0
29550,29551,Hypericum hartwegii,,Hypericum,hartwegii,,,,,,1.0
29551,29552,Hypericum llanganaticum,,Hypericum,llanganaticum,,,,,,0.0
29552,29553,Hypericum maguirei,,Hypericum,maguirei,,,,,,1.0
35847,35848,Hypericum majus,,Hypericum,majus,,,,,,0.0
29553,29554,Hypericum matangense,,Hypericum,matangense,,,,,,1.0
29554,29555,Hypericum prietoi,,Hypericum,prietoi,,,,,,1.0
29555,29556,Hypericum quitense,,Hypericum,quitense,,,,,,0.0
29429,29430,Hypericum scopulorum,,Hypericum,scopulorum,,,,,,0.0
39238,39239,Hypericum sherriffii,,Hypericum,sherriffii,,,,,,1.0
32915,32916,Hypericum socotranum socotranum,,Hypericum,socotranum,socotranum,,,,,1.0
32914,32915,Hypericum socotranum,,Hypericum,socotranum,,,,,,1.0
34091,34092,Hypericum theodori,,Hypericum,theodori,,theodor's saint john's wort,,,,1.0
29430,29431,Hypericum tortuosum,,Hypericum,tortuosum,,,,,,0.0
36449,36450,Hyperthelia edulis,,Hyperthelia,edulis,,,,,,0.0
18582,18583,Hyphaene compressa,,Hyphaene,compressa,,doum palm,,,,0.0
33744,33745,Hyphaene coriacea,,Hyphaene,coriacea,,ilala palm;vegetal ivory palm;satrana,,,,0.0
26308,26309,Hyphaene dichotoma,,Hyphaene,dichotoma,,,,,,0.0
18583,18584,Hyphaene guineensis,,Hyphaene,guineensis,,matebeira;n'teva;sokutie;doum;soku,,,,0.0
36141,36142,Hyphaene macrosperma,,Hyphaene,macrosperma,,,,,,1.0
18585,18586,Hyphaene petersiana,,Hyphaene,petersiana,,vegetable ivory palm;african ivory nut palm;opregte waaierpalm,,,,0.0
18587,18588,Hyphaene reptans,,Hyphaene,reptans,,,,,,1.0
17467,17468,Hyphaene thebaica,,Hyphaene,thebaica,,doumier;palmier doum;doum;doum palm;gingerbread palm,,,,0.0
26887,26888,Hypnodontopsis apiculata,,Hypnodontopsis,apiculata,,,,,,1.0
27365,27366,Hypochaeris angustifolia,,Hypochaeris,angustifolia,,,,,,0.0
19406,19407,Hypochaeris oligocephala,,Hypochaeris,oligocephala,,lechuguilla de el fraile,,,,1.0
28526,28527,Hypochaeris sonchoides,,Hypochaeris,sonchoides,,,,,,0.0
28527,28528,Hypochaeris stuebelii,,Hypochaeris,stuebelii,,,,,,1.0
32329,32330,Hypoestes aristata,,Hypoestes,aristata,,,,,,0.0
32134,32135,Hypoestes potamophila,,Hypoestes,potamophila,,,,,,1.0
29264,29265,Hypoestes pubescens,,Hypoestes,pubescens,,,,,,0.0
17378,17379,Hypolytrum cacuminum,,Hypolytrum,cacuminum,,,,,,1.0
35877,35878,Hypolytrum mauritianum,,Hypolytrum,mauritianum,,,,,,1.0
38293,38294,Hypolytrum pseudomapanioides,,Hypolytrum,pseudomapanioides,,,,,,1.0
30636,30637,Hypolytrum subcompositus,,Hypolytrum,subcompositus,,,,,,1.0
39116,39117,Hypolytrum unispicatum,,Hypolytrum,unispicatum,,,,,,1.0
32958,32959,Hypoxidia maheensis,,Hypoxidia,maheensis,,,,,,1.0
32345,32346,Hypoxidia rhizophylla,,Hypoxidia,rhizophylla,,,,,,1.0
18433,18434,Hypoxis malaissei,,Hypoxis,malaissei,,,,,,1.0
27100,27101,Hypseochloa cameroonensis,,Hypseochloa,cameroonensis,,,,,,1.0
29845,29846,Hyptis argutifolia,,Hyptis,argutifolia,,,,,,1.0
30007,30008,Hyptis diversifolia,,Hyptis,diversifolia,,,,,,1.0
30008,30009,Hyptis florida,,Hyptis,florida,,,,,,1.0
30009,30010,Hyptis pseudoglauca,,Hyptis,pseudoglauca,,,,,,1.0
33617,33618,Iberis runemarkii,,Iberis,runemarkii,,,,,,1.0
36332,36333,Ichnanthus mayarensis,,Ichnanthus,mayarensis,,,,,,0.0
28528,28529,Ichthyothere pastazensis,,Ichthyothere,pastazensis,,,,,,1.0
28529,28530,Idiopappus saloyensis,,Idiopappus,saloyensis,,,,,,1.0
26072,26073,Ilex abscondita,Aquifoliaceae,Ilex,abscondita,,,,,,1.0
26073,26074,Ilex acutidenticulata,Aquifoliaceae,Ilex,acutidenticulata,,,,,,1.0
821,822,Ilex aggregata,Aquifoliaceae,Ilex,aggregata,,,,,0.0,
26074,26075,Ilex altiplana,Aquifoliaceae,Ilex,altiplana,,,,,,0.0
822,823,Ilex amplifolia,Aquifoliaceae,Ilex,amplifolia,,,,,0.0,
823,824,Ilex anomala,Aquifoliaceae,Ilex,anomala,,,,,0.0,
24843,24844,Ilex anonoides,Aquifoliaceae,Ilex,anonoides,,,,,,1.0
824,825,Ilex aquifolium,Aquifoliaceae,Ilex,aquifolium,,,,,0.0,
26075,26076,Ilex aracamuniana,Aquifoliaceae,Ilex,aracamuniana,,,,,,1.0
37630,37631,Ilex argentina,Aquifoliaceae,Ilex,argentina,,árbol de la yerba;argentina holly;palo de yerba,,,,1.0
22819,22820,Ilex arisanensis,Aquifoliaceae,Ilex,arisanensis,,,,,,1.0
26078,26079,Ilex attenuata,Aquifoliaceae,Ilex,attenuata,,,,,,1.0
825,826,Ilex boliviana,Aquifoliaceae,Ilex,boliviana,,,,,0.0,
30832,30833,Ilex brachyphylla,Aquifoliaceae,Ilex,brachyphylla,,,,,,1.0
26079,26080,Ilex brevipedicellata,Aquifoliaceae,Ilex,brevipedicellata,,,,,,1.0
26123,26124,Ilex canariensis,Aquifoliaceae,Ilex,canariensis,,azevinho,,,,0.0
24844,24845,Ilex caniensis,Aquifoliaceae,Ilex,caniensis,,,,,,1.0
30833,30834,Ilex chengkouensis,Aquifoliaceae,Ilex,chengkouensis,,,,,,1.0
30834,30835,Ilex chuniana,Aquifoliaceae,Ilex,chuniana,,,,,,1.0
26080,26081,Ilex ciliolata,Aquifoliaceae,Ilex,ciliolata,,,,,,0.0
26651,26652,Ilex cookii,Aquifoliaceae,Ilex,cookii,,cook's holly;te,,,,1.0
19077,19078,Ilex costaricensis,Aquifoliaceae,Ilex,costaricensis,,,,,,1.0
26081,26082,Ilex cowanii,Aquifoliaceae,Ilex,cowanii,,,,,,1.0
30835,30836,Ilex dabieshanensis,Aquifoliaceae,Ilex,dabieshanensis,,,,,,1.0
26083,26084,Ilex davidsei,Aquifoliaceae,Ilex,davidsei,,,,,,0.0
26084,26085,Ilex diospyroides,Aquifoliaceae,Ilex,diospyroides,,,,,,0.0
24845,24846,Ilex ericoides,Aquifoliaceae,Ilex,ericoides,,,,,,1.0
30836,30837,Ilex euryoides,Aquifoliaceae,Ilex,euryoides,,,,,,1.0
30837,30838,Ilex fengqingensis,Aquifoliaceae,Ilex,fengqingensis,,,,,,1.0
21882,21883,Ilex florifera,Aquifoliaceae,Ilex,florifera,,,,,,1.0
18284,18285,Ilex gardneriana,Aquifoliaceae,Ilex,gardneriana,,,,,,1.0
26086,26087,Ilex glabella,Aquifoliaceae,Ilex,glabella,,,,,,1.0
26087,26088,Ilex gleasoniana,Aquifoliaceae,Ilex,gleasoniana,,,,,,0.0
30838,30839,Ilex graciliflora,Aquifoliaceae,Ilex,graciliflora,,,,,,1.0
20122,20123,Ilex grandiflora,Aquifoliaceae,Ilex,grandiflora,,,,,,0.0
26088,26089,Ilex guaiquinimae,Aquifoliaceae,Ilex,guaiquinimae,,,,,,1.0
23635,23636,Ilex harrisii,Aquifoliaceae,Ilex,harrisii,,,,,,0.0
26089,26090,Ilex holstii,Aquifoliaceae,Ilex,holstii,,,,,,1.0
26091,26092,Ilex huachamacariana,Aquifoliaceae,Ilex,huachamacariana,,,,,,0.0
26092,26093,Ilex ignicola,Aquifoliaceae,Ilex,ignicola,,,,,,0.0
20123,20124,Ilex illustris,Aquifoliaceae,Ilex,illustris,,,,,,0.0
21883,21884,Ilex jamaicana,Aquifoliaceae,Ilex,jamaicana,,,,,,1.0
26093,26094,Ilex jauaensis,Aquifoliaceae,Ilex,jauaensis,,,,,,0.0
24846,24847,Ilex jelskii,Aquifoliaceae,Ilex,jelskii,,,,,,1.0
26094,26095,Ilex karuaiana,Aquifoliaceae,Ilex,karuaiana,,,,,,1.0
18327,18328,Ilex khasiana,Aquifoliaceae,Ilex,khasiana,,,,,,1.0
26095,26096,Ilex lasseri,Aquifoliaceae,Ilex,lasseri,,,,,,1.0
826,827,Ilex laurina,Aquifoliaceae,Ilex,laurina,,,,,0.0,
24847,24848,Ilex lechleri,Aquifoliaceae,Ilex,lechleri,,,,,,1.0
30839,30840,Ilex longzhouensis,Aquifoliaceae,Ilex,longzhouensis,,,,,,1.0
30840,30841,Ilex machilifolia,Aquifoliaceae,Ilex,machilifolia,,,,,,1.0
30841,30842,Ilex maclurei,Aquifoliaceae,Ilex,maclurei,,,,,,1.0
