,entity_id,sc_name,family,genus,species,sub_sp,common_name,range_state,is_tropical,is_coniferous,flag
33899,33900,Acantholimon gabrieljaniae,,Acantholimon,gabrieljaniae,,gabrielyan's prickly-thrift;akantolimon gabrielian;voznatup gabrieliani,,,,1.0
33900,33901,Acantholimon vedicum,,Acantholimon,vedicum,,akantolimon vedinski;voznatup vedu;vedian prickly thrift,,,,1.0
29846,29847,Acanthopale decempedalis,,Acanthopale,decempedalis,,,,,,1.0
31751,31752,Acanthopale laxiflora,,Acanthopale,laxiflora,,,,,,0.0
31748,31749,Acanthopale macrocarpa,,Acanthopale,macrocarpa,,,,,,0.0
25945,25946,Acanthophoenix rubra,,Acanthophoenix,rubra,,palmiste rouge;palmiste piquant,,,,1.0
38047,38048,Acanthosyris annonagustata,,Acanthosyris,annonagustata,,,,,,1.0
26752,26753,Acanthosyris asipapote,,Acanthosyris,asipapote,,,,,,1.0
31645,31646,Acanthus austromontanus,,Acanthus,austromontanus,,,,,,1.0
31229,31230,Acanthus ebracteatus,,Acanthus,ebracteatus,,acanthus;sea holly,,,,0.0
33000,33001,Acanthus ilicifolius,,Acanthus,ilicifolius,,holy mangrove,,,,0.0
31642,31643,Acanthus kulalensis,,Acanthus,kulalensis,,,,,,1.0
32156,32157,Acanthus latisepalus,,Acanthus,latisepalus,,,,,,1.0
32021,32022,Acanthus montanus,,Acanthus,montanus,,,,,,0.0
31234,31235,Acanthus volubilis,,Acanthus,volubilis,,,,,,0.0
23258,23259,Acca lanuginosa,,Acca,lanuginosa,,,,,,1.0
24541,24542,Acer amplum,Sapindaceae,Acer,amplum,,zi ye feng;梓叶枫,,,,1.0
33779,33780,Acer binzayedii,Sapindaceae,Acer,binzayedii,,algodoncillo,,,,1.0
19741,19742,Acer buergerianum,Sapindaceae,Acer,buergerianum,,tai wan san jiao feng;台湾三角枫;taiwan trident maple,,,,1.0
24540,24541,Acer caesium,Sapindaceae,Acer,caesium,,indian maple,,,,1.0
9,10,Acer campestre,Sapindaceae,Acer,campestre,,field maple,,,0.0,0.0
32969,32970,Acer cappadocicum,Sapindaceae,Acer,cappadocicum,,cappadocian maple;coliseum maple;caucasian maple,,,,0.0
32973,32974,Acer circinatum,Sapindaceae,Acer,circinatum,,vine maple,,,,0.0
24010,24011,Acer drummondi,Sapindaceae,Acer,drummondi,,swamp red maple,,,,0.0
24476,24477,Acer duplicatoserratum,Sapindaceae,Acer,duplicatoserratum,,,,,,1.0
21090,21091,Acer erythranthum,Sapindaceae,Acer,erythranthum,,,,,,1.0
17207,17208,Acer floridanum,Sapindaceae,Acer,floridanum,,southern sugar maple;florida maple,,,,0.0
19740,19741,Acer formosanum,Sapindaceae,Acer,formosanum,,tai wan san jiao feng;台湾三角枫;taiwan trident maple,,,,1.0
32974,32975,Acer glabrum,Sapindaceae,Acer,glabrum,,rocky mountain maple,,,,0.0
17215,17216,Acer grandidentatum,Sapindaceae,Acer,grandidentatum,,bigtooth maple,,,,0.0
32983,32984,Acer heldreichii,Sapindaceae,Acer,heldreichii,,mountain maple;zheshlaj,,,,0.0
30795,30796,Acer leipoense,Sapindaceae,Acer,leipoense,,lei bo feng;雷波枫,,,,1.0
24178,24179,Acer leucoderme,Sapindaceae,Acer,leucoderme,,chalk maple,,,,0.0
32972,32973,Acer lobelii,Sapindaceae,Acer,lobelii,,lobel's maple,,,,0.0
10,11,Acer macrophyllum,Sapindaceae,Acer,macrophyllum,,oregon maple;bigleaf maple,,,0.0,0.0
21121,21122,Acer membranaceum,Sapindaceae,Acer,membranaceum,,,,,,1.0
30796,30797,Acer miaotaiense,Sapindaceae,Acer,miaotaiense,,miao tai feng;庙台枫,,,,1.0
21123,21124,Acer microcarpum,Sapindaceae,Acer,microcarpum,,,,,,1.0
33001,33002,Acer monspessulanum,Sapindaceae,Acer,monspessulanum,,montpellier maple,,,,0.0
11,12,Acer negundo,Sapindaceae,Acer,negundo,,boxelder,,,0.0,0.0
36955,36956,Acer nigrum,Sapindaceae,Acer,nigrum,,black maple,,,,0.0
21122,21123,Acer oblongum,Sapindaceae,Acer,oblongum,,himalayan maple,,,,0.0
33003,33004,Acer obtusifolium,Sapindaceae,Acer,obtusifolium,,syrian maple;cyprus maple,,,,0.0
12,13,Acer palmatum,Sapindaceae,Acer,palmatum,,ji zhua feng;鸡爪枫;japanese maple,,,0.0,0.0
13,14,Acer pensylvanicum,Sapindaceae,Acer,pensylvanicum,,striped maple;moosewood,,,0.0,0.0
33004,33005,Acer pentapomicum,Sapindaceae,Acer,pentapomicum,,,,,,0.0
14,15,Acer pictum,Sapindaceae,Acer,pictum,,the painted maple,,,0.0,0.0
33005,33006,Acer platanoides,Sapindaceae,Acer,platanoides,,norway maple,,,,0.0
15,16,Acer platanus,Sapindaceae,Acer,platanus,,,,,0.0,
16,17,Acer pseudoplatanus,Sapindaceae,Acer,pseudoplatanus,,sycamore,,,0.0,0.0
17,18,Acer rubrum,Sapindaceae,Acer,rubrum,,red maple,,,0.0,0.0
18,19,Acer saccharinum,Sapindaceae,Acer,saccharinum,,silver maple,,,0.0,0.0
20,21,Acer saccharum nigrum,Sapindaceae,Acer,saccharum,nigrum,,,,0.0,
19,20,Acer saccharum,Sapindaceae,Acer,saccharum,,sugar maple,,,0.0,0.0
21,22,Acer saccharum,Sapindaceae,Acer,saccharum,,,,,0.0,
17235,17236,Acer skutchii,Sapindaceae,Acer,skutchii,,álamo plateado,,,,1.0
21257,21258,Acer undulatum,Sapindaceae,Acer,undulatum,,,,,,0.0
33009,33010,Acer velutinum,Sapindaceae,Acer,velutinum,,persian maple;velvet maple,,,,0.0
27394,27395,Acharagma aguirreanum,,Acharagma,aguirreanum,,,,,,1.0
17864,17865,Acharagma roseanum,,Acharagma,roseanum,,,,,,1.0
34789,34790,Achillea crithmifolia,,Achillea,crithmifolia,,yarrow,,,,0.0
22202,22203,Achillea glaberrima,,Achillea,glaberrima,,,,,,0.0
34790,34791,Achillea millefolium,,Achillea,millefolium,,achillée millefeuille;mille-feuille;wiesen-schafgarbe;herbe-à-dinde;milefólio;röllika;tysâčelistnik obyknovennyj;milfoil;yarrow;schafgarbe;yang shi cao;gewöhnliche schafgarbe;milenrama;seoyangtobpul,,,,0.0
34791,34792,Achillea ptarmica,,Achillea,ptarmica,,sneezeweed;sneezewort yarrow;sneezewort,,,,0.0
36313,36314,Achillea thracica,,Achillea,thracica,,,,,,1.0
33901,33902,Achnatherum roshevitzii,,Achnatherum,roshevitzii,,roshevich's achnatherum,,,,1.0
29048,29049,Achyranthes atollensis,,Achyranthes,atollensis,,,,,,1.0
29049,29050,Achyranthes mutica,,Achyranthes,mutica,,blunt chaff flower,,,,1.0
29108,29109,Achyranthes rotundata,,Achyranthes,rotundata,,round-leaved chaff flower;round chaff flower;round-leaf chaff flower,,,,1.0
29107,29108,Achyranthes splendens,,Achyranthes,splendens,,round-leaved chaff flower;round chaff flower;round-leaf chaff flower,,,,1.0
27026,27027,Achyranthes talbotii,,Achyranthes,talbotii,,,,,,1.0
28169,28170,Achyrocline glandulosa,,Achyrocline,glandulosa,,,,,,1.0
28170,28171,Achyrocline hallii,,Achyrocline,hallii,,,,,,1.0
28171,28172,Achyrocline mollis,,Achyrocline,mollis,,,,,,1.0
20116,20117,Achyropsis filifolia,,Achyropsis,filifolia,,,,,,1.0
32950,32951,Achyrospermum seychellarum,,Achyrospermum,seychellarum,,,,,,1.0
26137,26138,Acidocroton gentryi,,Acidocroton,gentryi,,,,,,1.0
21865,21866,Acidocroton verrucosus,,Acidocroton,verrucosus,,,,,,1.0
30101,30102,Aciotis aristellata,,Aciotis,aristellata,,,,,,1.0
30102,30103,Aciotis asplundii,,Aciotis,asplundii,,,,,,1.0
33509,33510,Acis autumnalis,,Acis,autumnalis,,autumn snowflake;azucenas de san martín;campainhas-do-outono,,,,0.0
33572,33573,Acis nicaeensis,,Acis,nicaeensis,,,,,,1.0
35768,35769,Acmadenia candida,,Acmadenia,candida,,,,,,1.0
35764,35765,Acmadenia faucitincta,,Acmadenia,faucitincta,,,,,,1.0
35765,35766,Acmadenia laxa,,Acmadenia,laxa,,,,,,1.0
28172,28173,Acmella leucantha,,Acmella,leucantha,,,,,,1.0
33141,33142,Acmella paniculata,,Acmella,paniculata,,aachaara;panicled spot flower,,,,0.0
32182,32183,Acmella uliginosa,,Acmella,uliginosa,,,,,,0.0
18182,18183,Acmopyle pancheri,,Acmopyle,pancheri,,,,,,1.0
19463,19464,Acmopyle sahniana,,Acmopyle,sahniana,,drautabua;nggamleve,,,,1.0
35344,35345,Aconitum austrokoreense,,Aconitum,austrokoreense,,se-ppul-tu-gu-kkot,,,,1.0
32398,32399,Aconitum chasmanthum,,Aconitum,chasmanthum,,vatsanabha,,,,1.0
35345,35346,Aconitum coreanum,,Aconitum,coreanum,,baek-bu-ja,,,,0.0
19199,19200,Aconitum corsicum,,Aconitum,corsicum,,aconit de corse,,,,1.0
32399,32400,Aconitum heterophyllum,,Aconitum,heterophyllum,,,,,,1.0
29228,29229,Aconitum napellus,,Aconitum,napellus,,aconit napel;acónito;aconite,,,,0.0
32400,32401,Aconitum violaceum,,Aconitum,violaceum,,,,,,1.0
32920,32921,Acorus calamus,,Acorus,calamus,,chang-po;sweet flag,,,,0.0
33591,33592,Acorus gramineus,,Acorus,gramineus,,japanese rush;thạch xương bồ;japanese sweet flag;dwarf sedge,,,,0.0
22,23,Acosmium panamense,Leguminosae,Acosmium,panamense,,,,,0.0,
31426,31427,Acridocarpus alopecurus,,Acridocarpus,alopecurus,,,,,,1.0
31526,31527,Acridocarpus congestus,,Acridocarpus,congestus,,,,,,1.0
38460,38461,Acridocarpus linearifolius,,Acridocarpus,linearifolius,,,,,,1.0
31564,31565,Acridocarpus machaeropterus,,Acridocarpus,machaeropterus,,,,,,1.0
34414,34415,Acridocarpus monodii,,Acridocarpus,monodii,,sagontara pampagna;yapuru bené,,,,1.0
38459,38460,Acridocarpus natalitius,,Acridocarpus,natalitius,,,,,,1.0
31432,31433,Acridocarpus pauciglandulosus,,Acridocarpus,pauciglandulosus,,,,,,1.0
31334,31335,Acridocarpus scheffleri,,Acridocarpus,scheffleri,,,,,,1.0
18846,18847,Acridocarpus socotranus,,Acridocarpus,socotranus,,,,,,0.0
31522,31523,Acridocarpus zanzibaricus,,Acridocarpus,zanzibaricus,,,,,,0.0
26888,26889,Acritodon nephophilus,,Acritodon,nephophilus,,,,,,1.0
23,24,Acrocarpus fraxinifolius,Leguminosae,Acrocarpus,fraxinifolius,,,,,0.0,
35996,35997,Acroceras zizanioides,,Acroceras,zizanioides,,oat grass,,,,0.0
35546,35547,Acrodon purpureostylus,,Acrodon,purpureostylus,,,,,,1.0
21282,21283,Acronychia porteri,,Acronychia,porteri,,,,,,0.0
25264,25265,Acropogon aoupiniensis,,Acropogon,aoupiniensis,,,,,,1.0
17807,17808,Acropogon austrocaledonicus,,Acropogon,austrocaledonicus,,,,,,0.0
17969,17970,Acropogon bosseri,,Acropogon,bosseri,,,,,,0.0
25265,25266,Acropogon bullatus,,Acropogon,bullatus,,,,,,1.0
38848,38849,Acropogon calcicolus,,Acropogon,calcicolus,,,,,,1.0
18610,18611,Acropogon chalopiniae,,Acropogon,chalopiniae,,,,,,1.0
25266,25267,Acropogon domatifer,,Acropogon,domatifer,,,,,,1.0
18618,18619,Acropogon dzumacensis,,Acropogon,dzumacensis,,,,,,0.0
25267,25268,Acropogon fatsioides,,Acropogon,fatsioides,,,,,,1.0
18677,18678,Acropogon francii,,Acropogon,francii,,,,,,0.0
18680,18681,Acropogon grandiflorus,,Acropogon,grandiflorus,,,,,,1.0
18686,18687,Acropogon jaffrei,,Acropogon,jaffrei,,,,,,1.0
18687,18688,Acropogon macrocarpus,,Acropogon,macrocarpus,,,,,,0.0
18690,18691,Acropogon margaretae,,Acropogon,margaretae,,,,,,1.0
25268,25269,Acropogon megaphyllus,,Acropogon,megaphyllus,,,,,,1.0
18709,18710,Acropogon merytifolius,,Acropogon,merytifolius,,,,,,1.0
18710,18711,Acropogon moratianus,,Acropogon,moratianus,,,,,,1.0
18711,18712,Acropogon paagoumenensis,,Acropogon,paagoumenensis,,,,,,1.0
18713,18714,Acropogon pilosus,,Acropogon,pilosus,,,,,,0.0
18718,18719,Acropogon sageniifolius,,Acropogon,sageniifolius,,,,,,1.0
18746,18747,Acropogon schefflerifolius,,Acropogon,schefflerifolius,,,,,,1.0
38447,38448,Acropogon schistophilus,,Acropogon,schistophilus,,,,,,0.0
38471,38472,Acropogon schumannianus,,Acropogon,schumannianus,,,,,,0.0
38509,38510,Acropogon tireliae,,Acropogon,tireliae,,,,,,1.0
25269,25270,Acropogon veillonii,,Acropogon,veillonii,,,,,,1.0
31001,31002,Acrorumohra hasseltii,,Acrorumohra,hasseltii,,,,,,1.0
32498,32499,Acrosorium papenfussii,,Acrosorium,papenfussii,,,,,,1.0
30471,30472,Acrostichum aureum,,Acrostichum,aureum,,golden leather fern;leather fern,,,,0.0
31208,31209,Acrostichum danaeifolium,,Acrostichum,danaeifolium,,,,,,0.0
31211,31212,Acrostichum speciosum,,Acrostichum,speciosum,,,,,,0.0
22464,22465,Acsmithia vitiense,,Acsmithia,vitiense,,,,,,1.0
30797,30798,Actinidia chrysantha,,Actinidia,chrysantha,,,,,,1.0
30798,30799,Actinidia laevissima,,Actinidia,laevissima,,,,,,1.0
30799,30800,Actinidia pilosula,,Actinidia,pilosula,,,,,,1.0
30800,30801,Actinidia rudis,,Actinidia,rudis,,,,,,1.0
30801,30802,Actinidia stellatopilosa,,Actinidia,stellatopilosa,,,,,,1.0
30802,30803,Actinidia suberifolia,,Actinidia,suberifolia,,,,,,1.0
30803,30804,Actinidia ulmifolia,,Actinidia,ulmifolia,,,,,,1.0
30804,30805,Actinidia vitifolia,,Actinidia,vitifolia,,,,,,1.0
33601,33602,Actiniopteris kornasii,,Actiniopteris,kornasii,,,,,,1.0
20841,20842,Actinodaphne albifrons,,Actinodaphne,albifrons,,,,,,1.0
19632,19633,Actinodaphne bourneae,,Actinodaphne,bourneae,,,,,,1.0
18314,18315,Actinodaphne campanulata,,Actinodaphne,campanulata,,,,,,1.0
24356,24357,Actinodaphne cuspidata,,Actinodaphne,cuspidata,,,,,,1.0
23936,23937,Actinodaphne ellipticibacca,,Actinodaphne,ellipticibacca,,bôp quå mong;bôp quå bau due,,,,1.0
24357,24358,Actinodaphne fragilis,,Actinodaphne,fragilis,,,,,,1.0
24358,24359,Actinodaphne johorensis,,Actinodaphne,johorensis,,,,,,1.0
18316,18317,Actinodaphne lanata,,Actinodaphne,lanata,,,,,,1.0
21731,21732,Actinodaphne lawsonii,,Actinodaphne,lawsonii,,,,,,1.0
22383,22384,Actinodaphne malaccensis,,Actinodaphne,malaccensis,,,,,,0.0
24359,24360,Actinodaphne montana,,Actinodaphne,montana,,,,,,0.0
18315,18316,Actinodaphne obtusa,,Actinodaphne,obtusa,,,,,,1.0
22624,22625,Actinodaphne pruinosa,,Actinodaphne,pruinosa,,,,,,0.0
19635,19636,Actinodaphne salicina,,Actinodaphne,salicina,,,,,,1.0
26740,26741,Actinokentia divaricata,,Actinokentia,divaricata,,,,,,0.0
26741,26742,Actinokentia huerlimannii,,Actinokentia,huerlimannii,,,,,,1.0
32456,32457,Actinoscirpus grossus,,Actinoscirpus,grossus,,giant bur rush,,,,0.0
22160,22161,Actinostrobus acuminatus,,Actinostrobus,acuminatus,,dwarf cypress,,,,1.0
27631,27632,Actinostrobus arenarius,,Actinostrobus,arenarius,,sandplain cypress;bruce cypress,,,,0.0
22161,22162,Actinostrobus pyramidalis,,Actinostrobus,pyramidalis,,swan river cypress;swamp cypress,,,,0.0
18805,18806,Adansonia grandidieri,,Adansonia,grandidieri,,reniala;renala,,,,1.0
25500,25501,Adansonia madagascariensis,,Adansonia,madagascariensis,,,,,,0.0
21734,21735,Adansonia perrieri,,Adansonia,perrieri,,bozy,,,,1.0
25498,25499,Adansonia rubrostipa,,Adansonia,rubrostipa,,,,,,0.0
18806,18807,Adansonia suarezensis,,Adansonia,suarezensis,,bozy,,,,1.0
25499,25500,Adansonia za,,Adansonia,za,,,,,,0.0
26134,26135,Adelobotrys panamensis,,Adelobotrys,panamensis,,,,,,1.0
18068,18069,Adenanthera bicolor,Leguminosae,Adenanthera,bicolor,,,,,,1.0
21469,21470,Adenanthera intermedia,Leguminosae,Adenanthera,intermedia,,tanglin,,,,1.0
24,25,Adenanthera pavonina,Leguminosae,Adenanthera,pavonina,,,,,0.0,
21811,21812,Adenium obesum sokotranum,,Adenium,obesum,sokotranum,desert rose,,,,0.0
21812,21813,Adenium obesum,,Adenium,obesum,,desert rose,,,,0.0
32563,32564,Adenocarpus anisochilus,,Adenocarpus,anisochilus,,,,,,1.0
35669,35670,Adenocarpus desertorum,,Adenocarpus,desertorum,,,,,,0.0
18312,18313,Adenocarpus foliolosus,,Adenocarpus,foliolosus,,mount codeso,,,,0.0
39412,39413,Adenocarpus gibbsianus,,Adenocarpus,gibbsianus,,,,,,1.0
29147,29148,Adenocarpus ombriosus,,Adenocarpus,ombriosus,,codeso;escobón negro;codeso herreño,,,,1.0
37625,37626,Adenocarpus viscosus,,Adenocarpus,viscosus,,codeso del pico,,,,0.0
37390,37391,Adenodolichos kaessneri,,Adenodolichos,kaessneri,,,,,,0.0
35662,35663,Adenogramma rigida,,Adenogramma,rigida,,rigid muggiegrass,,,,1.0
37637,37638,Adenolobus pechuelii,,Adenolobus,pechuelii,,,,,,0.0
35346,35347,Adenophora taquetii,,Adenophora,taquetii,,섬잔대;seom-jan-dae,,,,1.0
32336,32337,Adenophorus epigaeus,,Adenophorus,epigaeus,,,,,,1.0
39701,39702,Adenophorus periens,,Adenophorus,periens,,,,,,1.0
22610,22611,Adenopodia rotundifolia,,Adenopodia,rotundifolia,,,,,,1.0
33861,33862,Adenosma indianum,,Adenosma,indianum,,,,,,0.0
31918,31919,Adenostemma caffrum,,Adenostemma,caffrum,,,,,,0.0
28173,28174,Adenostemma harlingii,,Adenostemma,harlingii,,,,,,1.0
28174,28175,Adenostemma zakii,,Adenostemma,zakii,,,,,,1.0
37655,37656,Adesmia aegiceras,,Adesmia,aegiceras,,,,,,0.0
38109,38110,Adesmia cordobensis,,Adesmia,cordobensis,,,,,,1.0
37880,37881,Adesmia microphylla,,Adesmia,microphylla,,,,,,0.0
38040,38041,Adesmia muricata,,Adesmia,muricata,,,,,,0.0
37813,37814,Adesmia papposa,,Adesmia,papposa,,,,,,0.0
37686,37687,Adesmia pungens,,Adesmia,pungens,,,,,,0.0
37360,37361,Adesmia sanjuanensis,,Adesmia,sanjuanensis,,,,,,1.0
37432,37433,Adesmia trifoliolata,,Adesmia,trifoliolata,,,,,,0.0
37645,37646,Adesmia trijuga,,Adesmia,trijuga,,,,,,0.0
35672,35673,Adiantum bellum,,Adiantum,bellum,,bermuda maidenhair fern,,,,0.0
33634,33635,Adiantum capillus-veneris,,Adiantum,capillus-veneris,,كزبرة البئر;capillaire cheveu-de-vénus;cheveu-de-venus;venus' hair-fern;maidenhair fern;capelvenere comune;venushair;capillaire de montpellier;southern maidenhair,,,,0.0
30994,30995,Adiantum fengianum,,Adiantum,fengianum,,,,,,1.0
30995,30996,Adiantum lianxianense,,Adiantum,lianxianense,,,,,,1.0
30996,30997,Adiantum sinicum,,Adiantum,sinicum,,,,,,1.0
20188,20189,Adinandra angulata,,Adinandra,angulata,,,,,,0.0
20189,20190,Adinandra corneriana,,Adinandra,corneriana,,,,,,1.0
26120,26121,Adinandra forbesii,,Adinandra,forbesii,,,,,,0.0
21190,21191,Adinandra griffithii,,Adinandra,griffithii,,,,,,1.0
21285,21286,Adinandra integerrima,,Adinandra,integerrima,,,,,,0.0
24417,24418,Adinandra parvifolia,,Adinandra,parvifolia,,,,,,0.0
26463,26464,Adonidia merrillii,,Adonidia,merrillii,,manila palm;bunga de jolo,,,,0.0
35871,35872,Adromischus cooperi,,Adromischus,cooperi,,,,,,0.0
28293,28294,Aechmea abbreviata,,Aechmea,abbreviata,,,,,,0.0
28294,28295,Aechmea aculeatosepala,,Aechmea,aculeatosepala,,,,,,1.0
28295,28296,Aechmea biflora,,Aechmea,biflora,,,,,,1.0
36402,36403,Aechmea candida,,Aechmea,candida,,gravata;white bromeliad,,,,1.0
36250,36251,Aechmea cymosopaniculata,,Aechmea,cymosopaniculata,,,,,,1.0
35261,35262,Aechmea downsiana,,Aechmea,downsiana,,,,,,1.0
28296,28297,Aechmea geminiflora,,Aechmea,geminiflora,,,,,,1.0
28297,28298,Aechmea kentii,,Aechmea,kentii,,,,,,1.0
36484,36485,Aechmea kleinii,,Aechmea,kleinii,,,,,,1.0
28298,28299,Aechmea lugoi,,Aechmea,lugoi,,,,,,1.0
28299,28300,Aechmea manzanaresiana,,Aechmea,manzanaresiana,,loreto,,,,1.0
28300,28301,Aechmea napoensis,,Aechmea,napoensis,,,,,,1.0
28301,28302,Aechmea patriciae,,Aechmea,patriciae,,,,,,1.0
36372,36373,Aechmea pimenti-velosoi,,Aechmea,pimenti-velosoi,,,,,,1.0
28302,28303,Aechmea roeseliae,,Aechmea,roeseliae,,,,,,1.0
28303,28304,Aechmea tayoensis,,Aechmea,tayoensis,,,,,,1.0
28304,28305,Aechmea wuelfinghoffii,,Aechmea,wuelfinghoffii,,,,,,1.0
32088,32089,Aedesia glabra,,Aedesia,glabra,,,,,,0.0
31202,31203,Aegialitis annulata,,Aegialitis,annulata,,,,,,0.0
31236,31237,Aegialitis rotundifolia,,Aegialitis,rotundifolia,,,,,,1.0
31197,31198,Aegiceras corniculatum,,Aegiceras,corniculatum,,,,,,0.0
31249,31250,Aegiceras floridum,,Aegiceras,floridum,,,,,,1.0
34352,34353,Aegilops anathera,,Aegilops,anathera,,,,,,1.0
27455,27456,Aegilops bicornis,,Aegilops,bicornis,,,,,,1.0
27528,27529,Aegilops biuncialis,,Aegilops,biuncialis,,دوسر ذو البوصتين;mediterranean aegilops;égilope à grosses arêtes,,,,0.0
34377,34378,Aegilops brachyathera,,Aegilops,brachyathera,,,,,,1.0
27485,27486,Aegilops caudata,,Aegilops,caudata,,cretan hard-grass;froment à queue,,,,0.0
27514,27515,Aegilops columnaris,,Aegilops,columnaris,,,,,,0.0
27401,27402,Aegilops comosa,,Aegilops,comosa,,,,,,1.0
34863,34864,Aegilops crassa,,Aegilops,crassa,,persian goat grass,,,,0.0
27495,27496,Aegilops cylindrica,,Aegilops,cylindrica,,jointed goat grass,,,,0.0
27493,27494,Aegilops geniculata,,Aegilops,geniculata,,cerere comune;دوسر ركبي;ovate goat grass,,,,0.0
34866,34867,Aegilops juvenalis,,Aegilops,juvenalis,,,,,,1.0
27473,27474,Aegilops kotschyi,,Aegilops,kotschyi,,حشيشة الماعز,,,,0.0
34398,34399,Aegilops ligustica,,Aegilops,ligustica,,,,,,0.0
32449,32450,Aegilops longissima,,Aegilops,longissima,,الدوسر الطويل,,,,0.0
27499,27500,Aegilops neglecta,,Aegilops,neglecta,,three-awn goat grass,,,,0.0
27450,27451,Aegilops peregrina,,Aegilops,peregrina,,,,,,0.0
34518,34519,Aegilops persica,,Aegilops,persica,,,,,,0.0
32450,32451,Aegilops searsii,,Aegilops,searsii,,sears' goatgrass,,,,0.0
34870,34871,Aegilops sharonensis,,Aegilops,sharonensis,,sharon goatgrass,,,,1.0
27494,27495,Aegilops speltoides,,Aegilops,speltoides,,himri,,,,0.0
34356,34357,Aegilops subventricosa,,Aegilops,subventricosa,,,,,,1.0
27411,27412,Aegilops tauschii,,Aegilops,tauschii,,tausch's goat grass;rough-spike hard grass,,,,0.0
27443,27444,Aegilops triuncialis,,Aegilops,triuncialis,,,,,,0.0
27517,27518,Aegilops umbellulata,,Aegilops,umbellulata,,,,,,0.0
39210,39211,Aegilops vavilovii,,Aegilops,vavilovii,,,,,,0.0
27423,27424,Aegilops ventricosa,,Aegilops,ventricosa,,égilope roide;bauchiges hartgras;belly-shaped hard grass;blat de perdiu;swollen goat grass,,,,0.0
17303,17304,Aegiphila caymanensis,,Aegiphila,caymanensis,,,,,,1.0
24739,24740,Aegiphila cordifolia,,Aegiphila,cordifolia,,,,,,0.0
24741,24742,Aegiphila cuneata,,Aegiphila,cuneata,,,,,,1.0
20932,20933,Aegiphila fasciculata,,Aegiphila,fasciculata,,,,,,1.0
25909,25910,Aegiphila ferruginea,,Aegiphila,ferruginea,,,,,,1.0
38354,38355,Aegiphila glomerata,,Aegiphila,glomerata,,,,,,1.0
24740,24741,Aegiphila hirsutissima,,Aegiphila,hirsutissima,,,,,,1.0
38356,38357,Aegiphila lopez-palacii,,Aegiphila,lopez-palacii,,,,,,1.0
25275,25276,Aegiphila monstrosa,,Aegiphila,monstrosa,,,,,,1.0
25910,25911,Aegiphila monticola,,Aegiphila,monticola,,,,,,1.0
35041,35042,Aegiphila obovata,,Aegiphila,obovata,,,,,,1.0
25276,25277,Aegiphila panamensis,,Aegiphila,panamensis,,,,,,1.0
25911,25912,Aegiphila purpurascens,,Aegiphila,purpurascens,,,,,,1.0
25912,25913,Aegiphila rimbachii,,Aegiphila,rimbachii,,,,,,1.0
38357,38358,Aegiphila schimpffii,,Aegiphila,schimpffii,,,,,,1.0
25277,25278,Aegiphila skutchii,,Aegiphila,skutchii,,,,,,1.0
24742,24743,Aegiphila sordida,,Aegiphila,sordida,,,,,,0.0
35917,35918,Aegopogon cenchroides,,Aegopogon,cenchroides,,,,,,0.0
33602,33603,Aeollanthus saxatilis,,Aeollanthus,saxatilis,,,,,,1.0
39492,39493,Aeollanthus trifidus,,Aeollanthus,trifidus,,,,,,1.0
33819,33820,Aeollanthus viscosus,,Aeollanthus,viscosus,,,,,,0.0
29150,29151,Aeonium balsamiferum,,Aeonium,balsamiferum,,bejeque amarillo;alfarroba;bejeque farrobo;potera,,,,1.0
19398,19399,Aeonium gomerense,,Aeonium,gomerense,,bejeque gomero,,,,1.0
17322,17323,Aeonium gorgoneum,,Aeonium,gorgoneum,,,,,,1.0
19593,19594,Aeonium saundersii,,Aeonium,saundersii,,bejequillo peludo de la gomera,,,,1.0
25851,25852,Aequatorium asterotrichum,,Aequatorium,asterotrichum,,,,,,1.0
28176,28177,Aequatorium jamesonii,,Aequatorium,jamesonii,,,,,,1.0
28177,28178,Aequatorium lepidotum,,Aequatorium,lepidotum,,,,,,1.0
28178,28179,Aequatorium limonense,,Aequatorium,limonense,,,,,,1.0
28179,28180,Aequatorium repandiforme,,Aequatorium,repandiforme,,,,,,1.0
24743,24744,Aequatorium rimachianum,,Aequatorium,rimachianum,,,,,,1.0
29275,29276,Aerva microphylla,,Aerva,microphylla,,,,,,0.0
29276,29277,Aerva revoluta,,Aerva,revoluta,,,,,,0.0
34611,34612,Aeschynanthus minutifolius,,Aeschynanthus,minutifolius,,,,,,1.0
37894,37895,Aeschynomene angolensis,,Aeschynomene,angolensis,,,,,,1.0
34265,34266,Aeschynomene aphylla,,Aeschynomene,aphylla,,,,,,1.0
25682,25683,Aeschynomene aspera,,Aeschynomene,aspera,,sola pith plant;pauk;paw;pith plant,,,,0.0
37480,37481,Aeschynomene brasiliana,,Aeschynomene,brasiliana,,brazilian jointtvetch,,,,0.0
