,id,genus,species,sub_species,main_common_name,other_common_names,status
450,46413452,Podocarpus,oleifolius,,Pino de Pasto,Ulcumano;Olivo;Sausecillo;Pino de Pasto;Pinete,LC
451,19281725,Ranunculus,cornutus,,,Evli memedotu,LC
452,97007437,Sorbus,avonensis,,Avon Gorge Whitebeam,Avon Gorge Whitebeam,CR
453,64272069,Carex,lupulina,,Hop sedge,Carex houblon;Hop sedge,LC
454,80230301,Lepidium,orbiculare,,,,CR
455,64272072,Carex,lurida,,Sallow sedge,Sallow sedge;Carex luisant,LC
456,64272076,Carex,luzulina,,Woodrush sedge,Carex fausse-luzule;Wingseed sedge;Spring sedge;Woodrush sedge,LC
457,64272080,Carex,lyngbyei,,Lyngbye's sedge,Lyngbye's sedge;Carex de Lyngbye,LC
458,80230346,Lepidium,serra,,,anaunau,EN
459,80230419,Cyanea,kolekoleensis,,,haha,CR
460,64272102,Carex,macrochaeta,,Alaska large awn sedge,Longawn sedge;Carex à grandes soies;Alaska large awn sedge,LC
461,99891283,Elaeocarpus,ampliflorus,,,,VU
462,15112781,Magnolia,calophylloides,,,,DD
463,80230488,Cyanea,kuhihewa,,,Haha,CR
464,80230525,Schiedea,attenuata,,,,CR
465,80230597,Schiedea,lychnoides,,,Kuawawaenohu,EN
466,116166885,Codia,fusca,,,,EN
467,80230682,Schiedea,viscosa,,,,CR
468,90978602,Pittosporum,sp.,,,,CR
469,90978612,Pittosporum,sp.,,,,VU
470,90978617,Pittosporum,sp.,,,,CR
471,62798275,Lepidium,amissum,,Waitakere Scurvy Grass,Waitakere Scurvy Grass,EX
472,62798292,Lepidium,obtusatum,,,,EX
473,62798304,Logania,depressa,,,,EX
474,62798327,Myosotis,laingii,,Waiautoa Forget-Me-Not,Waiautoa Forget-Me-Not,EX
475,62798337,Stellaria,elatinoides,,,,EX
476,62798347,Trilepidea,adamsii,,Adams Mistletoe,Adams Mistletoe,EX
477,103299640,Physalis,aggregata,,,,VU
478,103299667,Physalis,ampla,,,,LC
479,103299708,Physalis,angustior,,,,DD
480,103299731,Physalis,angustiphysa,,Tomate,Tomate,LC
481,80231114,Dryopteris,podosorus;crinalis,,,,CR
482,15112908,Magnolia,elliptigemmata,,,,NT
483,15112917,Magnolia,figo,,Banana Magnolia,Banana Magnolia,LC
484,67910430,Mollugo,flavescens,gracillima,,,LC
485,80231256,Dryopteris,glabra;flynnii,,,,CR
486,80231286,Dryopteris,pusilla;glabra,,,,CR
487,80231460,Canavalia,kauaiensis,,,puakauhi;awikiwiki,EN
488,103562319,Viburnum,treleasei,,,Folhado,LC
489,83508309,Asplenium,terorense,,Teror Spleenwort,Teror Spleenwort,EN
490,80231538,Geranium,kauaiense,,,Hinahina;Nohoanu,CR
491,89799806,Gagea,omalensis,,Gagée d’Omalos,Gagée d’Omalos;Omalos Gagea,VU
492,103562390,Hypericum,foliosum,,,Malfurada,LC
493,80231759,Cyrtandra,heinrichii,,,ha'iwale;kanawao ke'oke'o,EN
494,80231899,Cyrtandra,oenobarba,,,kanawao ke'oke'o;ha'iwale,EN
495,13254117,Cypripedium,kentuckiense,,Kentucky Lady's Slipper,Kentucky Lady's Slipper;Southern Lady's Slipper;Southern Yellow Lady's Slipper,VU
496,80231951,Cyrtandra,paliku,,,kanawao ke'oke'o;ha'iwale,CR
497,69221927,Phyllanthus,cryptophilus,,,,VU
498,69221929,Aristea,angustifolia,,,,VU
499,69221930,Tephrosia,viguieri,,,,EN
500,14827060,Juncus,socotranus,,,harsusi;mehazir;rasal,LC
501,69221951,Rhynchosia,androyensis,,,,VU
502,69221954,Plectranthus,bipinnatus,,,Andriamborondreo;Andriamborondrao,VU
503,69221979,Platostoma,glomerulatum,,,,EN
504,69221985,Schizolaena,pectinata,,,Tsilongodongotra;Longotra;Longotrafotsy;Fotona;Longotramavokely,VU
505,69221994,Benthamia,nivea,,,,EN
506,80232055,Phyllostegia,electra,,,,CR
507,69222018,Podorungia,humblotii,,,Mandanonjezika,VU
508,69222020,Tephrosia,genistoides,,,Pisopiso,VU
509,69222022,Phyllanthus,bathianus,,,Rimorimo,VU
510,69222025,Phyllanthus,rangoloakensis,,,,VU
511,83771018,Lonicera,alpigena,,Alpine honeysuckle,Alpine honeysuckle,LC
512,69222027,Stachys,trichophylla,,,,VU
513,69222037,Crotalaria,androyensis,,,Sangankolahy,VU
514,80232087,Phyllostegia,helleri,,,,CR
515,69222060,Rhynchosia,baukea,,,Vahiketsy;Sitampiky;Vohimena;Antaka;Tankilimavo,VU
516,80232109,Phyllostegia,kahiliensis,,,,CR
517,69222064,Hymenodictyon,septentrionale,,,,LC
518,69222065,Platostoma,thymifolium,,,,VU
519,69222068,Crotalaria,humbertiana,,,,VU
520,69222076,Schizolaena,parviflora,,,Manizomba;Vandroza;Voandroza,VU
521,116167177,Codia,discolor,,,,LC
522,69222082,Nesogordonia,bernieri,,,Ambolanditra;Fanondana;Famatsilakana,VU
523,69222086,Sylvichadsia,grandifolia,,,Fanamo,VU
524,80232159,Phyllostegia,renovans,,,,CR
525,69222115,Beilschmiedia,rugosa,,,Voasary Ala;Sarivana;Sarivanana Vaventiravina;Voakoromanga,EN
526,69222128,Breonia,lowryi,,,Molompangady;Valompangady,VU
527,69222132,Hildegardia,ankaranensis,,,,EN
528,69222134,Operculicarya,hirsutissima,,,Botiboty;Daro;Sakoakomba;Beoditra,VU
529,69222147,Impatiens,rudicaulis,,,,EN
530,69222153,Tephrosia,parvifolia,,,,VU
531,69222155,Phyllanthus,bernieranus,,,Valanirambato,VU
532,69222158,Gladiolus,andringitrae,,,,VU
533,69222174,Solanum,pyracanthos,,,Kokomba;Vangivy;Rohingivy,VU
534,69222181,Benthamia,nigrescens,,,,EN
535,69222183,Cadia,pedicellata,,,Fanamohazomadinika;Andrekomora,VU
536,69222187,Pachypodium,brevicaule,,,Tsimondrimondry;Kimondromondro,VU
537,69222199,Foetidia,macrocarpa,,,Hazombaza beravina,VU
538,69222210,Dialyceras,coriaceum,,,Lombiry;Lombiro Madini-dravina,VU
539,69222226,Crotalaria,craspedocarpa,,,Ankiaomby;Ankomby;Fagnamo,VU
540,69222231,Podorungia,clandestina,,,,VU
541,80232294,Stenogyne,kealiae,,,,CR
542,69222262,Phyllanthus,marojejiensis,,,Antsoly,EN
543,69222282,Bulbophyllum,rubrum,,,,VU
544,69222288,Indigofera,imerinensis,,,,VU
545,80232348,Labordia,helleri,,,Kamakahala,CR
546,69222313,Pachypodium,baronii,,,Bontaka,EN
547,69222319,Stephanodaphne,cuspidata,,,Havoa,VU
548,69222322,Gaertnera,darcyana,,,,VU
549,69222327,Crotalaria,calva,,,,EN
550,69222340,Benthamia,perularioides,,,,VU
551,69222355,Crotalaria,manongarivensis,,,Kisoatsotry;Karatsaka,VU
552,69222377,Nesogordonia,thouarsii,,,Fanondamba;Lambafo;Sadoka;Fanondambo,VU
553,83771372,Lonicera,nigra,,,Schwarze Heckenkirsche,LC
554,69222381,Gaertnera,drakeana,,,,VU
555,80232429,Labordia,lorenceana,,,Kamakahala,CR
556,66096109,Centella,obtriangularis,,,,VU
557,50085956,Malus,toringoides,,Cut-leaf Crab Apple,Cut-leaf Crab Apple;droppapel;变叶海棠;bian ye hai tang;chinesischer Apfel,DD
558,80232542,Pittosporum,gayanum,,,ha'awa;hō'awa;ho'awa;hā'awa,EN
559,80232566,Festuca,aloha,,,,CR
560,80232582,Lysimachia,daphnoides,,,kolekole lehua;lehua makanoe;kolokolo kuahiwi;kolokolo lehua,CR
561,78921986,Quercus,grisea,,Gray Oak,Gray Oak,LC
562,80232735,Lysimachia,iniki,,,,CR
563,50086205,Malus,transitoria,,,,DD
564,80232847,Lysimachia,ovoidea,,,,CR
565,83771837,Petteria,ramentacea,,Albanian Broom,Albanian Broom,LC
566,89145872,Gagea,amblyopetala,,Gagée à tépales obtus,Gagée à tépales obtus;Blunt-flowered Gagea,LC
567,80233005,Lysimachia,pendens,,,,CR
568,89145924,Gagea,apulica,,Gagée des Pouilles,Apulian Gagea;Cipollaccio della Puglia;Gagée des Pouilles,VU
569,80233116,Lysimachia,scopulensis,,,,CR
570,19568129,Pinus,patula,,Jelecote Pine,Peinador de Neblinas;Pino Lacio;Pino Triste;Pino Colorado;Mexican Weeping Pine;Spreading-leaved Pine;Jelecote Pine;Ocote;Xalocote,LC
571,80233182,Lysimachia,venosa,,,,CR
572,83772394,Rhamnus,ludovici-salvatoris,,,,EN
573,80233453,Doryopteris,angelica,,,,CR
574,14828563,Sebaea,pentandra,,,,LC
575,80233548,Kadua,flynnii,,,,CR
576,83772511,Rhamnus,sibthorpiana,,,,LC
577,66096334,Raphionacme,chimanimaniana,,,,EN
578,85738630,Droogmansia,scaettaiana,,,,NT
579,66096343,Asparagus,chimanimanensis,,,,LC
580,83772628,Rhododendron,myrtifolium,,,,EN
581,80233735,Kadua,haupuensis,,,,CR
582,80233838,Melicope,degeneri,,,alani kuahiwi;alani,CR
583,83772876,Rosa,abietina,,Rosier des sapins,Pine Rose;Tannen-Rose;Rosier des sapins;Rosa degli abeti,DD
584,83772893,Rosa,rhaetica,,Rosier rhétique,Bündner-Rose;Rosier rhétique;Rätische Rose;Rosa retica,DD
585,80233969,Platydesma,rostrata,,,pilo kea lau li'i,CR
586,83772920,Rubus,hochstetterorum,,,Silvadomanso;Silva-mansa,LC
587,103454396,Genista,desoleana,,,,LC
588,80234094,Neraudia,kauaiensis,,,,CR
589,83510946,Hymenophyllum,wilsonii,,Wilson's Filmy Fern,Hinnebregne;Wilson's Filmy Fern,LC
590,103454421,Ptilostemon,greuteri,,,,CR
591,116167602,Codia,montana,,,,LC
592,21251979,Tamarix,ramosissima,,,,LC
593,58345423,Erodium,foetidum,foetidum,,,NT
594,78923860,Quercus,hypoleucoides,,Silverleaf Oak,Silverleaf Oak,LC
595,78923893,Quercus,ichnusae,,,,LC
596,83642692,Pteridium,pinetorum,,Northern Bracken,Taigaörnbräken;Sananjalka;Vanlig Einstape;Northern Bracken,LC
597,116167733,Codia,nitida,,,,LC
598,83774038,Sideritis,barbellata,,,,LC
599,64273033,Carex,pedunculata,,Longstalk sedge,Longstalk sedge;Pedunculate sedge;Carex pédonculé,LC
600,83774084,Sorbus,chamaemespilus,,,,LC
601,64273037,Carex,pellita,,Woolly sedge,Carex laineux;Woolly sedge,LC
602,90327741,Sorbus,bodajkensis,,,,CR
603,64273045,Carex,pluriflora,,Severalflower sedge,Manyflower sedge;Severalflower sedge;Carex pluriflore,LC
604,83774146,Sorbus,margittaiana,,,Jarabina Margittaiho,DD
605,64273052,Carex,prairea,,Prairie sedge,Prairie sedge;Carex de la Prairie,LC
606,81441044,Pedicularis,furbishiae,,Furbish’s Lousewort,pédiculaire de Furbish;Furbish’s Lousewort,EN
607,64273055,Carex,prasina,,Drooping sedge,Carex vert poireau;Drooping sedge,LC
608,90852133,Otiophora,lanceolata,,,,VU
609,64273071,Carex,rariflora,,Mountain bog-sedge,Carex rariflore;ivisuka;Loose-flowered alpine sedge;ivitsuskaka;Mountain bog-sedge;Iviit,LC
610,90327917,Sorbus,pyricarpa,,,,CR
611,83774330,Sorbus,sudetica,,,,EN
612,88492930,Hygrophila,baronii,,,,EN
613,58084246,Apinagia,boliviana,,,,VU
614,116170665,Pancheria,elegans,,,,LC
615,58084260,Apinagia,fluitans,,,,DD
616,66106687,Aeschynomene,chimanimaniensis,,,,LC
617,88493011,Hygrophila,velata,,,,EN
618,90328026,Sorbus,dracofolia,,,,CR
619,58084362,Apinagia,peruviana,,,,CR
620,18762781,Lathyrus,palustris,,Marsh pea,Bataklık yalancı bezelyesi;Marsh pea,LC
621,116167859,Codia,spatulata,,,,LC
622,90328103,Sorbus,acutiserrata,,,,CR
623,90328143,Sorbus,vallerubusensis,,,,CR
624,90328156,Sorbus,atrimontis,,,,CR
625,90328285,Sorbus,caeruleomontana,,,,DD
626,90328295,Sorbus,diversicolor,,,,VU
627,90328322,Sorbus,haljamovae,,,,DD
628,90328332,Sorbus,montisalpae,,,,DD
629,71716111,Medicago,papillosa,,Alpine Alfalfa,Alpine Alfalfa,NT
630,90328342,Sorbus,salatini,,,,CR
631,90328346,Sorbus,zuzanae,,,,DD
632,58084855,Alopecurus,magellanicus,,,,LC
633,66096842,Anisopappus,paucidentatus,,,,LC
634,83512950,Isoetes,creussensis,,Andorran Quillwort,Andorran Quillwort,LC
635,97537687,Clematis,trichotoma,,,할미밀망;Halmimilmang,LC
636,151193,Echinocereus,poselgeri,,Dahlia Apple Cactus,Órgano-pequeño Sacasil;Dahlia Hedgehog Cactus;Dahlia Apple Cactus,LC
637,151194,Mammillaria,mercadensis,,,,LC
638,151195,Mammillaria,formosa,,,,LC
639,151196,Mammillaria,bombycina,,,,VU
640,151197,Mammillaria,lasiacantha,,Lace-spine Nipple Cactus,Biznaga de Espinas Pubescentes;Lace-spine Nipple Cactus;Small Pincushion Cactus,LC
641,151198,Turbinicarpus,subterraneus,,,,EN
642,151199,Turbinicarpus,saueri,,,,VU
643,151200,Turbinicarpus,beguinii,,,,LC
644,116167988,Cunonia,atrorubens,,,,LC
645,88493915,Secamone,ligustrifolia,,,,NT
646,88493938,Aponogeton,bernierianus,,,,NT
647,66096919,Aster,chimanimaniensis,,,,DD
648,88494070,Aponogeton,capuronii,,,,EN
649,83644454,Woodsia,caucasica,,Caucasian Woodsia,Caucasian Woodsia;Көврəк вудсия;вудсия ломкая,NT
650,58085438,Callitriche,heteropoda,,,,DD
651,88494190,Aponogeton,cordatus,,,,DD
652,91115648,Labordia,hosakana,,,,CR
653,151697,Eriosyce,esmeraldana,,Esmeraldano,Esmeraldano,EN
654,151698,Opuntia,quitensis,,,,LC
655,151699,Hylocereus,guatemalensis,,,,LC
656,151700,Coleocephalocereus,braunii,,,,CR
657,151701,Gymnocalycium,paraguayense,,,,VU
658,151702,Parodia,formosa,,,,LC
659,151703,Echinopsis,haematacantha,,,,LC
660,151704,Rebutia,fabrisii,,,,LC
661,151705,Mammillaria,melaleuca,,,,EN
662,151706,Opuntia,ficus-indica,,Tuna Cactus,Tuna Cactus;Nopal de Castilla;Indian-fig,DD
663,151707,Espostoa,lanata,,Cotton Ball Cactus,Snowball Old Man;Snowball Cactus;Peruvian Old Man;Cotton Ball Cactus,LC
664,151708,Corryocactus,tarijensis,,,,EN
665,151709,Pfeiffera,brevispina,,,,DD
666,151710,Espostoa,melanostele,,,,LC
667,151711,Parodia,stockingeri,,,,EN
668,151712,Cylindropuntia,versicolor,,,,LC
669,151713,Mila,caespitosa,,,,VU
670,151714,Mammillaria,schiedeana,,,,VU
671,151715,Pilosocereus,flexibilispinus,,,,NT
672,151716,Pereskia,guamacho,,,,LC
673,151717,Oreocereus,trollii,,,,LC
674,151718,Selenicereus,validus,,,,LC
675,151719,Mammillaria,magnifica,,,,DD
676,151720,Ferocactus,flavovirens,,,,EN
677,151721,Escobaria,tuberculosa,,Corncob Cactus,Incense Cory Cactus;Biznaga-Escobar Rómbica;Corncob Cactus;White Column Foxtail Cactus,LC
678,151722,Polaskia,chende,,,,LC
679,151723,Opuntia,velutina,,,,DD
680,151724,Parodia,concinna,,,,VU
681,151725,Gymnocalycium,mostii,,,,LC
682,151726,Mammillaria,decipiens,,Nido de Pájaro,Nido de Pájaro,LC
683,151727,Echinopsis,hahniana,,,,DD
684,151728,Rhipsalis,campos-portoana,,,,LC
685,151729,Mammillaria,magnimamma,,,,LC
686,151730,Ferocactus,gracilis,,,,LC
687,151731,Mammillaria,oteroi,,,,VU
688,151732,Copiapoa,cinerascens,,Erizo Gris,Erizo Gris,EN
689,151733,Tephrocactus,articulatus,,,,LC
690,151734,Espostoa,blossfeldiorum,,,,LC
691,151735,Cereus,fricii,,,,VU
692,151736,Echinopsis,rowleyi,,,,LC
693,151737,Austrocylindropuntia,pachypus,,,,NT
694,151738,Mammillaria,sphaerica,,Pale mammillaria,Biznaga Esférica;Longspine Nipple Cactus;Pale mammillaria;Long Mamma Nipple Cactus,LC
695,151739,Disocactus,phyllanthoides,,,,VU
696,151740,Mammillaria,meyranii,,,,DD
697,151741,Rauhocereus,riosaniensis,,,,LC
698,151742,Melocactus,andinus,,,,EN
699,151743,Rhipsalis,burchellii,,,,LC
700,151744,Leocereus,bahiensis,,,,LC
701,151745,Parodia,nigrispina,,,,EN
702,151746,Ferocactus,alamosanus,,,,NT
703,151747,Opuntia,polyacantha,,Panhandle Prickly-pear,Panhandle Prickly-pear;Plains Pricklypear,LC
704,151748,Eriosyce,crispa,,,,EN
705,151749,Matucana,aureiflora,,,,CR
706,151750,Ferocactus,latispinus,,,,LC
707,151751,Cylindropuntia,tesajo,,,,LC
708,151752,Cereus,repandus,,Apple Cactus,Apple Cactus;Cadushi,LC
709,151753,Leptocereus,arboreus,,,,EN
710,151754,Consolea,moniliformis,,,,LC
711,151755,Parodia,comarapana,,,,LC
712,151756,Cleistocactus,winteri,,,,EN
713,151757,Melocactus,salvadorensis,,,,VU
714,151758,Neoraimondia,arequipensis,,,,LC
715,151759,Corynopuntia,vilis,,,,LC
716,151760,Echinocereus,barthelowanus,,,,EN
717,151761,Ferocactus,diguetii,,,,LC
718,151762,Opuntia,assumptionis,,,,LC
719,151763,Mammillaria,discolor,,,,LC
720,151764,Pachycereus,schottii,,Senita Cactus,Senita Cactus,LC
721,151765,Mammillaria,hutchisoniana,,,,LC
722,151766,Escobaria,hesteri,,Hester's Cory Cactus,Hester's Foxtail Cactus;Hester's Cory Cactus,LC
723,151767,Echinopsis,mirabilis,,,,LC
724,151768,Copiapoa,serpentisulcata,,Cacto de la Serpiente,Cacto de la Serpiente,EN
725,151769,Mammillaria,mainiae,,Main's Nipple-cactus,Main's Nipple-cactus;Maine Pincushion Cactus;Counterclockwise Nipple Cactus;Biznaga de Nogales,LC
726,151770,Echinopsis,calochlora,,,,LC
727,151771,Mammillaria,tetrancistra,,Southwestern Prickly-pear,Southwestern Prickly-pear;Biznaga de Cuatro Ganchos;Common Fishhook Cactus;Corkseed Pincushion Cactus,LC
728,151772,Pachycereus,fulviceps,,Cardón,Cardón,LC
729,151773,Eriosyce,heinrichiana,,Quisquito del Elqui,Quisquito del Elqui,LC
730,151774,Echinocereus,mapimiensis,,,,VU
731,151775,Parodia,maassii,,,,LC
732,151776,Peniocereus,occidentalis,,,,CR
733,151777,Corynopuntia,schottii,,,,LC
734,151778,Sclerocactus,polyancistrus,,Mohave Fishhook Cactus,Redspined Fishhook Cactus;Mohave Fishhook Cactus;Mojave Fishhook Cactus,LC
735,151779,Corynopuntia,emoryi,,,,LC
736,151780,Pseudorhipsalis,ramulosa,,,,LC
737,151781,Epiphyllum,anguliger,,Fishbone Cactus,Queen of the Night;Moon Cactus;Fishbone Cactus,LC
738,151782,Coleocephalocereus,diersianus,,,,CR
739,151783,Gymnocalycium,oenanthemum,,,,EN
740,151784,Coryphantha,tripugionacantha,,,,LC
741,151785,Pachycereus,weberi,,,,LC
742,151786,Mammilloydia,candida,,,,LC
743,151787,Opuntia,sanguinea,,,,DD
744,151788,Pilosocereus,alensis,,,,LC
745,151789,Pseudoacanthocereus,sicariguensis,,,,DD
746,151790,Mammillaria,deherdtiana,,,,VU
747,151791,Parodia,langsdorfii,,,,VU
748,151792,Echinocereus,scopulorum,,,,LC
749,151793,Opuntia,pycnantha,,,,LC
750,151794,Selenicereus,vagans,,,,LC
751,151795,Cereus,spegazzinii,,,,LC
752,151797,Cereus,phatnospermus,,Nujnangá,Nujnangá,LC
753,151798,Escobaria,lloydii,,,,DD
754,151799,Eriosyce,napina,,Napin,Napin,VU
755,151800,Praecereus,euchlorus,,,,LC
756,151801,Stenocactus,multicostatus,,,,DD
757,151802,Rhipsalis,grandiflora,,,,LC
758,151803,Cumulopuntia,sphaerica,,Gatito,Gatito;Puskaye;Perrito,LC
759,151804,Cleistocactus,chrysocephalus,,,,DD
760,151805,Coryphantha,longicornis,,Biznaga de Piña,Biznaga de Piña,LC
761,151806,Grusonia,bradtiana,,,,LC
762,151807,Thelocactus,hexaedrophorus,,,,LC
763,151808,Rebutia,oligacantha,,,,LC
764,151809,Gymnocalycium,pflanzii,,,,LC
765,151810,Pilosocereus,lanuginosus,,,Kadushi di pushi,LC
766,151811,Echinopsis,pampana,,,,EN
767,151812,Echinopsis,glauca,,,,DD
768,151813,Eriosyce,calderana,,,,EN
769,151814,Pachycereus,gatesii,,,,VU
770,151815,Melocactus,inconcinnus,,,,LC
771,151816,Rebutia,krugerae,,,,EN
772,151817,Echinocereus,brandegeei,,,,LC
773,151818,Echinopsis,lateritia,,,,LC
774,151819,Echinocereus,fasciculatus,,Órgano-pequeño de Manojos,Órgano-pequeño de Manojos,LC
775,151820,Pierrebraunia,brauniorum,,,,LC
776,151821,Stenocereus,stellatus,,,,LC
777,151822,Haageocereus,versicolor,,,,LC
778,151823,Melocactus,ernestii,,,,LC
779,151824,Mammillaria,rekoi,,,,LC
780,151825,Tunilla,soehrensii,,ayrampu,ayrampu,LC
781,151826,Rebutia,cintia,,,,LC
782,151827,Cylindropuntia,cholla,,,,LC
783,151828,Gymnocalycium,nigriareolatum,,,,LC
784,151829,Rebutia,arenacea,,,,NT
785,151830,Ferocactus,emoryi,,Emory's Barrel Cactus,Biznaga-barril de Emory;Emory's Barrel Cactus,LC
786,151831,Peniocereus,maculatus,,,,CR
787,151832,Mammillaria,muehlenpfordtii,,,,LC
788,151833,Mammillaria,pilispina,,,,LC
789,151834,Brasilicereus,phaeacanthus,,,,EN
790,151835,Opuntia,repens,,Roving Pricklypear,Roving Pricklypear,LC
791,151836,Tephrocactus,alexanderi,,,,LC
792,151837,Eriosyce,taltalensis,,Quisquito de Taltal,Quisquito de Taltal,VU
793,151838,Pereskiopsis,aquosa,,,,LC
794,151839,Mammillaria,flavicentra,,,,DD
795,151840,Coryphantha,neglecta,,,,LC
796,151841,Hylocereus,costaricensis,,Costa Rica Nightblooming Cactus,Costa Rica Nightblooming Cactus,LC
797,151842,Stenocereus,thurberi,,Organ Pipe Cactus,Pitayo Dulce;Organ Pipe Cactus,LC
798,151843,Mammillaria,variaculeata,,,,DD
799,151844,Escobaria,missouriensis,,Missouri Foxtail Cactus,Missouri Foxtail Cactus,LC
800,151845,Sclerocactus,glaucus,,Colorado hookless cactus,Colorado hookless cactus,LC
801,151846,Rebutia,glomeriseta,,,,EN
802,151847,Stenocereus,beneckei,,,,NT
803,151848,Strophocactus,wittii,,,,LC
804,151849,Thelocactus,multicephalus,,,,LC
805,151850,Pfeiffera,paranganiensis,,,,LC
806,151851,Echinocereus,websterianus,,Isla San Pedro Cactus,Isla San Pedro Cactus,NT
807,151852,Opuntia,aureispina,,Golden-spined Prickly-pear,Rio Grande Pricklypear;Golden-spined Prickly-pear,LC
808,151853,Harrisia,eriophora,,Fragrant Prickly Apple,Jijira;Woolly Prickly Apple;Pitahaya;Fragrant Apple Cactus;Fragrant Prickly Apple,LC
809,151854,Hylocereus,ocamponis,,,,LC
810,151855,Mammillaria,halbingeri,,,,DD
811,151856,Epiphyllum,hookeri,,Nightblooming Cactus,Nopalillo de Hooker;Nightblooming Cactus,LC
812,151857,Ferocactus,chrysacanthus,,,,EN
813,151858,Cereus,albicaulis,,,,LC
814,151859,Thelocactus,setispinus,,Miniature Barrel Cactus,Miniature Barrel Cactus;Biznaga-pezón Setosa,LC
815,151860,Disocactus,macdougallii,,,,EN
816,151861,Nopalea,dejecta,,Spiny Nopal,Nopal Chamacuero;Spiny Nopal,DD
817,151862,Cleistocactus,sulcifer,,,,EN
818,151863,Pseudorhipsalis,lankesteri,,,,DD
819,151864,Echinopsis,chiloensis,,Quisco,Quisco,LC
820,151865,Echinocereus,mombergerianus,,,,DD
821,151866,Cylindropuntia,anteojoensis,,,,VU
822,151867,Selenicereus,pteranthus,,Princess of the Night,Pitayita-nocturna Flor de la Noche;Reina de la Noche;Princess of the Night,DD
823,151868,Astrophytum,myriostigma,,Algononcillo de Mitra,Peyotillo;Mitra;Biznaga;Birrete de Obispo;Peyote Cimarron;Algononcillo de Mitra,LC
824,151869,Gymnocalycium,glaucum,,,,LC
825,151870,Eriosyce,garaventae,,,,LC
826,151872,Coryphantha,ramillosa,,Bunched Cory Cactus,Bunched Cory Cactus;Whiskerbush,LC
827,151873,Epiphyllum,grandilobum,,,,NT
828,151874,Consolea,spinosissima,,,,EN
829,151875,Parodia,muricata,,,,EN
830,151876,Mammillaria,geminispina,,,,LC
831,151877,Armatocereus,matucanensis,,,,LC
832,151878,Disocactus,eichlamii,,,,EN
833,151879,Mammillaria,mazatlanensis,,,,LC
834,151880,Echinopsis,cinnabarina,,,,LC
835,151881,Mammillaria,schumannii,,,,EN
836,151882,Coryphantha,compacta,,,,LC
837,151883,Mammillaria,neopalmeri,,,,LC
838,151884,Mammillaria,spinosissima,,,,DD
839,151885,Echinocereus,pamanesiorum,,,,LC
840,151886,Echinocereus,reichenbachii,,Reichenbach's Hedgehog Cactus,Órgano-pequeño de Colores;Lace Hedgehog Cactus;Reichenbach's Hedgehog Cactus,LC
841,151887,Pfeiffera,boliviana,,,,DD
842,151888,Echinopsis,leucantha,,,,LC
843,151889,Melocactus,harlowii,,,,LC
844,151890,Ferocactus,viridescens,,San Diego Barrel Cactus,Coast Barrel Cactus;San Diego Barrel Cactus;Biznaga-barril Verdosa,LC
845,151891,Echinopsis,oxygona,,,,LC
846,151892,Echinopsis,stilowiana,,,,LC
847,151893,Frailea,castanea,,,,LC
848,151894,Mammillaria,albicans,,,,LC
849,151895,Cylindropuntia,caribaea,,,,LC
850,151896,Corynopuntia,marenae,,,,NT
851,151897,Armatocereus,godingianus,,,,LC
852,151898,Echinopsis,ayopayana,,,,NT
853,151899,Browningia,pilleifera,,,,LC
