,id,genus,species,sub_species,main_common_name,other_common_names,status
3888,31473,Cleistanthus,glandulosus,,,,VU
3889,31474,Cleistanthus,lanuginosus,,,,LC
3890,47348471,Euphorbia,angustiflora,,,,EN
3891,31475,Cleistanthus,major,,,,CR
3892,31476,Cleistanthus,membranaceus,,,,LR/nt
3893,31477,Croton,kelantanicus,,,,VU
3894,31478,Croton,lucidus,,,,VU
3895,31479,Croton,macrocarpus,,,,CR
3896,31480,Drypetes,perakensis,,,,VU
3897,31481,Glochidion,carrickii,,,,VU
3898,31482,Glochidion,insulare,,,,VU
3899,31483,Glochidion,stylosum,,,,VU
3900,31484,Glochidion,symingtonii,,,,VU
3901,31485,Koilodepas,ferrugineum,,,,CR
3902,31486,Koilodepas,wallichianum,,,,LC
3903,31487,Lasiococca,malaccensis,,,,VU
3904,31488,Mallotus,smilaciformis,,,,CR
3905,47348486,Euphorbia,dichroa,,,,LC
3906,31489,Phyllanthus,watsonii,,,,LC
3907,31490,Ptychopyxis,triradiata,,,,VU
3908,31491,Sauropus,elegantissimus,,,,CR
3909,31492,Trigonostemon,arboreus,,,,VU
3910,31493,Trigonostemon,rufescens,,,,LC
3911,31494,Castanopsis,catappaefolia,,,,CR
3912,31495,Castanopsis,scortechinii,,,,VU
3913,31496,Lithocarpus,burkillii,,,,VU
3914,31497,Lithocarpus,curtisii,,,,VU
3915,31498,Lithocarpus,erythrocarpus,,,,VU
3916,31499,Lithocarpus,kingianus,,,,LC
3917,31500,Lithocarpus,kingii,,,,VU
3918,31501,Lithocarpus,kunstleri,,,,LC
3919,31502,Lithocarpus,maingayi,,,,VU
3920,47348501,Euphorbia,discrepans,,,,EN
3921,31503,Lithocarpus,neorobinsonii,,,,LR/nt
3922,31504,Casearia,albicans,,,,DD
3923,31505,Casearia,flexula,,,,DD
3924,31506,Casearia,macrocarpa,,,,VU
3925,31507,Homalium,spathulatum,,,,EN
3926,31508,Hydnocarpus,cucurbitina,,,,LC
3927,31509,Hydnocarpus,filipes,,,Senumpul,VU
3928,31510,Hydnocarpus,humei,,,,VU
3929,47348510,Euphorbia,exilispina,,,,DD
3930,31511,Hydnocarpus,nana,,,,LR/nt
3931,31512,Hydnocarpus,scortechinii,,,,EN
3932,31513,Ryparosa,fasciculata,,,,VU
3933,31514,Ryparosa,scortechinii,,,,LC
3934,31515,Garcinia,burkillii,,,,LR/lc
3935,31516,Garcinia,cantleyana,,,,LR/lc
3936,31517,Garcinia,clusiaefolia,,,,VU
3937,31518,Garcinia,costata,,,,VU
3938,31519,Garcinia,diversifolia,,,,LC
3939,31520,Garcinia,hendersoniana,,,,LR/lc
3940,31521,Garcinia,holttumii,,,,VU
3941,31522,Garcinia,monantha,,,,LR/lc
3942,31523,Garcinia,montana,,,,VU
3943,31524,Garcinia,murtonii,,,,LR/lc
3944,31525,Garcinia,opaca,,,,LR/lc
3945,31526,Garcinia,pyrifera,,,,LR/lc
3946,31527,Garcinia,uniflora,,,,LR/lc
3947,31528,Mammea,malayana,,,,VU
3948,31529,Mesua,daphnifolia,,,,LR/lc
3949,31530,Mesua,kochummenia,,,Penaga,VU
3950,31531,Mesua,kunstleri,,,,LR/lc
3951,47348532,Euphorbia,fuscolanata,,,,DD
3952,31532,Mesua,nivenii,,,,LR/lc
3953,31533,Mesua,nuda,,,Penaga,LR/lc
3954,31534,Mesua,purseglovei,,,,VU
3955,31535,Mesua,rosea,,,,LC
3956,31536,Mesua,wrayi,,,,LR/lc
3957,31537,Beilschmiedia,pahangensis,,,,LR/lc
3958,31538,Abdulmajidia,chaniana,,,,VU
3959,31539,Abdulmajidia,maxwelliana,,,,VU
3960,31540,Barringtonia,payensiana,,,,VU
3961,31541,Crudia,brevipes,,,,VU
3962,31542,Crudia,glauca,,,,DD
3963,47348544,Euphorbia,greenwayi,,,,EN
3964,31544,Crudia,scortechinii,,,,VU
3965,31545,Fordia,incredibilis,,,,VU
3966,31546,Fordia,lanceolata,,,,VU
3967,31547,Fordia,ophirensis,,,,VU
3968,47348549,Euphorbia,breviaculeata;greenwayi,,,,EN
3969,31549,Millettia,decipiens,,,,VU
3970,31550,Millettia,unifoliata,,,,VU
3971,31551,Ormosia,gracilis,,,,LC
3972,31552,Ormosia,polita,,,,VU
3973,31553,Memecylon,hullettii,,,,VU
3974,31554,Memecylon,kunstleri,,,,VU
3975,31555,Horsfieldia,flocculosa,,,,VU
3976,31556,Horsfieldia,fulva,,,Penarahan,VU
3977,31557,Horsfieldia,superba,,,Penarahan,LR/nt
3978,31558,Knema,lamellaria,,,,VU
3979,31559,Knema,oblongifolia,,,,LC
3980,31560,Knema,plumulosa,,,,VU
3981,31561,Knema,retusa,,,,VU
3982,31562,Myristica,maingayi,,,Penarahan,LR/nt
3983,31563,Eugenia,anisosepala,,,Kelat,LR/lc
3984,31564,Eugenia,benjamina,,,,VU
3985,31565,Eugenia,burkilliana,,,,VU
3986,31566,Eugenia,camptophylla,,,,CR
3987,31567,Eugenia,caudata,,,,VU
3988,31568,Eugenia,cordifoliolata,,,,VU
3989,31569,Eugenia,cyrtophylloides,,,,VU
3990,31570,Eugenia,gageana,,,,CR
3991,31571,Eugenia,goniocalyx,,,,VU
3992,31572,Eugenia,goodenovii,,,,LR/lc
3993,31573,Eugenia,inasensis,,,,LR/lc
3994,31574,Eugenia,jasminifolia,,,,LR/lc
3995,31575,Eugenia,johorensis,,,,EN
3996,31576,Eugenia,kemamensis,,,,LR/lc
3997,31577,Eugenia,kiahii,,,Kelat,LR/lc
3998,31578,Eugenia,klossii,,,,CR
3999,31579,Eugenia,koordersiana,,,Kelat,LR/lc
4000,31580,Eugenia,laevicaulis,,,,LR/lc
4001,31581,Eugenia,myriantha,,,,DD
4002,31582,Eugenia,nitidula,,,,LR/nt
4003,31583,Eugenia,oreophila,,,,LR/lc
4004,31584,Eugenia,orites,,,,LC
4005,31585,Eugenia,pahangensis,,,,LC
4006,47348587,Euphorbia,stapfii,,,,DD
4007,31587,Eugenia,pearsoniana,,,,LC
4008,31588,Eugenia,perakensis,,,,LR/lc
4009,31589,Eugenia,pergamentacea,,,,LR/lc
4010,31590,Eugenia,polita,,,,LR/lc
4011,31591,Eugenia,praestigiosa,,,,DD
4012,31592,Eugenia,prainiana,,,Kelat,LR/lc
4013,31593,Eugenia,pseudoclaviflora,,,,VU
4014,31594,Eugenia,quadrata,,,,VU
4015,47348596,Euphorbia,tetracanthoides,,,,EN
4016,31596,Eugenia,rhomboidea,,,,VU
4017,31597,Eugenia,rostadonis,,,,DD
4018,31598,Eugenia,scalarinervis,,,,CR
4019,31599,Eugenia,setosa,,,,VU
4020,31600,Eugenia,swettenhamiana,,,,VU
4021,31601,Eugenia,symingtoniana,,,,LR/lc
4022,31602,Eugenia,tahanensis,,,,LC
4023,31603,Eugenia,taipingensis,,,,EN
4024,47348605,Euphorbia,bisglobosa,,,,EN
4025,31605,Eugenia,tekuensis,,,,LC
4026,31606,Eugenia,tiumanensis,,,,VU
4027,31607,Eugenia,variolosa,,,,LR/lc
4028,31608,Eugenia,watsoniana,,,,LC
4029,31609,Eugenia,wrayi,,,,LR/lc
4030,31610,Pseudoeugenia,perakiana,,,,LR/lc
4031,31611,Annona,cristalensis,,,,VU
4032,31612,Annona,ekmanii,,,,VU
4033,31613,Pseudoeugenia,tenuifolia,,,,EN
4034,31614,Tristania,razakiana,,,,LC
4035,47348616,Euphorbia,pseudonudicaule,,,,EN
4036,31616,Chionanthus,lancifolius,,,,LC
4037,31617,Chionanthus,spiciferus,,,,VU
4038,31618,Juniperus,saxicola,,Sabina,Sabina,CR
4039,31619,Xylopia,ekmanii,,,,VU
4040,31620,Hernandia,cubensis,,,,CR
4041,31621,Ficus,meizonochlamys,,,,EN
4042,31622,Cinnamomum,capparu-coronde,,,,VU
4043,31623,Polyspora,hirtella,,,,VU
4044,31624,Polyspora,maingayi,,,Kadeng,VU
4045,31625,Polyspora,multinervis,,,,VU
4046,47348627,Euphorbia,neospinescens,,,,CR
4047,31627,Polyspora,scortechinii,,,,VU
4048,31628,Polyspora,taipingensis,,,,VU
4049,31629,Neea,ekmanii,,,,EN
4050,31630,Pisonia,ekmani,,,,EN
4051,31631,Lunania,dodecandra,,,,EN
4052,31632,Lunania,elongata,,,,EN
4053,31633,Chrysophyllum,claraense,,,,CR
4054,31634,Carpodiptera,mirabilis,,,,CR
4055,31635,Carpodiptera,ophiticola,,,,EN
4056,31636,Cnidoscolus,fragrans,,,,EX
4057,31637,Cnidoscolus,matosii,,,,EN
4058,31638,Cnidoscolus,rangel,,,,EN
4059,31639,Hieronima,crassistipula,,,,CR
4060,31640,Tapura,orbicularis,,,,VU
4061,31641,Daphnopsis,calcicola,,,,VU
4062,31642,Acacia,belairioides,,,,CR
4063,31643,Acacia,daemon,,,,EN
4064,31644,Acacia,roigii,,,,CR
4065,31645,Acacia,zapatensis,,,,EN
4066,31646,Pithecellobium,savannarum,,,,VU
4067,31647,Cynometra,cubensis,,,,EN
4068,31648,Ateleia,salicifolia,,,,VU
4069,31649,Belairia,parvifolia,,,,VU
4070,31650,Erythrina,elenae,,,,VU
4071,31651,Harpalyce,maisiana,,,,VU
4072,31652,Calyptranthes,arenicola,,,,CR
4073,31653,Calyptranthes,flavo-viridis,,,,CR
4074,31654,Calyptranthes,polyneura,,,,VU
4075,31655,Calyptranthes,pozasiana,,,,CR
4076,31656,Calyptranthes,rostrata,,,,EN
4077,31657,Eugenia,aceitillo,,,,EN
4078,31658,Eugenia,acunai,,,,EN
4079,31659,Eugenia,acutissima,,,,CR
4080,31660,Eugenia,bayatensis,,,,EN
4081,31661,Eugenia,excisa,,,,EN
4082,31662,Pimenta,cainitoides,,,,VU
4083,31663,Krokia,pilotoana,,,,VU
4084,31664,Mozartia,emarginata,,,,EN
4085,31665,Mozartia,manacalensis,,,,EN
4086,31666,Myrtus,claraensis,,,,CR
4087,31667,Plinia,rupestris,,,,CR
4088,31668,Psidium,havanense,,,,EN
4089,31669,Henriettea,punctata,,,,VU
4090,31670,Henriettea,squamata,,,,VU
4091,31671,Miconia,perelegans,,,,VU
4092,31672,Pachyanthus,pedicellatus,,,,LR/nt
4093,31673,Tetrazygia,elegans,,,,VU
4094,31674,Amyris,polymorpha,,,,VU
4095,47348676,Monanthotaxis,discolor,,,,EN
4096,31676,Helietta,glaucescens,,,,EN
4097,31677,Trichilia,pungens,,Ebano Amarillo,Ebano Amarillo,EN
4098,31678,Allophylus,roigii,,,,VU
4099,31679,Euchorium,cubense,,,,EN
4100,31680,Erythroxylum,echinodendron,,,,EW
4101,31681,Bunchosia,linearifolia,,,,VU
4102,31682,Megalopanax,rex,,,,CR
4103,31683,Gyminda,orbicularis,,,,VU
4104,31684,Ximenia,roigii,,,,VU
4105,31685,Cameraria,microphylla,,,,EN
4106,31686,Tabernaemontana,apoda,,,,CR
4107,31687,Psychotria,cathetoneura,,,,VU
4108,47348689,Uvariodendron,magnificum,,,,EN
4109,31689,Catalpa,brevipes,,,,VU
4110,31690,Synapsis,ilicifolia,,,,EN
4111,31691,Tabebuia,anafensis,,,,VU
4112,31692,Tabebuia,bibracteolata,,,,VU
4113,31693,Tabebuia,furfuracea,,,,VU
4114,31694,Tabebuia,jackiana,,,,VU
4115,31695,Tabebuia,oligolepis,,,,VU
4116,31696,Citharexylum,ternatum,,,,VU
4117,47348698,Chlorophytum,rhizopendulum,,,,CR
4118,31698,Vitex,acunae,,,,VU
4119,31699,Juglans,insularis,,,,VU
4120,31700,Sarcotheca,glomerula,,,,LR/lc
4121,31701,Cyathocalyx,scortechinii,,,,LC
4122,31702,Disepalum,pulchrum,,,,LR/lc
4123,31703,Enicosanthum,congregatum,,,,LC
4124,31704,Enicosanthum,cupulare,,,,VU
4125,31705,Enicosanthum,macranthum,,,,VU
4126,31706,Enicosanthum,praestigiosum,,,,VU
4127,47348708,Aloe,mubendiensis,,,,LC
4128,31708,Goniothalamus,curtisii,,,,LR/lc
4129,31709,Goniothalamus,holttumii,,,,VU
4130,31710,Goniothalamus,montanus,,,,VU
4131,31711,Goniothalamus,tenuifolius,,,,LR/lc
4132,31712,Mezzettia,herveyana,,,,CR
4133,31713,Miliusa,amplexicaulis,,,,LR/lc
4134,31714,Orophea,hastata,,,,LR/lc
4135,31715,Polyalthia,glabra,,,,CR
4136,31716,Polyalthia,hirtifolia,,,,CR
4137,31717,Polyalthia,hookeriana,,,,LR/lc
4138,31718,Polyalthia,hypogaea,,,,LR/lc
4139,31719,Popowia,pauciflora,,,,CR
4140,31720,Popowia,perakensis,,,,LR/lc
4141,31721,Pseuduvaria,cerina,,,,VU
4142,31722,Pseuduvaria,galeata,,,,LC
4143,31723,Pseuduvaria,nervosa,,,,VU
4144,31724,Pseuduvaria,taipingensis,,,,LC
4145,47348726,Achyropsis,filifolia,,,,EN
4146,31726,Xylopia,elliptica,,,,LR/lc
4147,31727,Xylopia,magna,,,,LR/lc
4148,31728,Kopsia,profunda,,,,DD
4149,31729,Kopsia,scortechinii,,,,DD
4150,31730,Tabernaemontana,polyneura,,,,LC
4151,31731,Ilex,grandiflora,,,,LC
4152,31732,Ilex,illustris,,,,LC
4153,31733,Ilex,patens,,,,LC
4154,47348735,Silene,syngei,,,,DD
4155,31735,Ilex,sclerophylla,,,,LC
4156,31736,Ilex,tahanensis,,,,LC
4157,31737,Polyscias,montana,,,,LC
4158,31738,Brassaiopsis,minor,,,,VU
4159,31739,Brassaiopsis,simplex,,,,VU
4160,31742,Kostermansia,malayana,,Durian Tuang,Durian Tuang;Krepal,VU
4161,31743,Canarium,pseudosumatranum,,,Kala;Lamshu Senggi;Kedondong Senggeh;Kedondong,LC
4162,31744,Canarium,reniforme,,,Kedondong,LC
4163,31745,Dacryodes,breviracemosa,,,Kedondong,VU
4164,31746,Dacryodes,kingii,,,,LC
4165,31747,Dacryodes,multijuga,,,,VU
4166,31748,Dacryodes,puberula,,,Kedondong,VU
4167,47348748,Lellingeria,paucipinnata,,,,VU
4168,31749,Kokoona,coriacea,,,,VU
4169,31750,Kokoona,sessilis,,,,VU
4170,31751,Microtropis,tenuis,,,,VU
4171,31752,Clethra,hendersonii,,,,LC
4172,31755,Melanochyla,longipetiolata,,,,VU
4173,31756,Melanochyla,fasciculiflora,,,,VU
4174,31757,Cyathocalyx,sumatranus,,,,LR/lc
4175,31758,Kopsia,singaporensis,,White Kopsia,White Kopsia,VU
4176,31759,Dipterocarpus,sublamellatus,,,Keruing,EN
4177,31760,Hopea,latifolia,,,Gagil;Merawan,DD
4178,31761,Hopea,montana,,,Gagil;Merawan,CR
4179,31762,Hopea,nervosa,,,Gagil;Merawan,CR
4180,31763,Hopea,nutans,,,Giam,CR
4181,31765,Parashorea,globosa,,White Seraya,Gerutu;White Seraya,EN
4182,31766,Sarcotheca,monophylla,,,,LR/nt
4183,31767,Heliciopsis,cockburnii,,,,VU
4184,31768,Heliciopsis,montana,,,,LC
4185,47348766,Hibiscus,greenwayi,,,,VU
4186,31770,Heliciopsis,whitmorei,,,,LC
4187,31771,Anisophyllea,apetala,,,,VU
4188,31772,Anisophyllea,corneri,,,,LR/lc
4189,31773,Anisophyllea,curtisii,,,,VU
4190,31774,Pellacalyx,saccardianus,,,,LR/lc
4191,31775,Atuna,penangiana,,,,VU
4192,31776,Kostermanthus,malayus,,,,EN
4193,31777,Prunus,malayana,,,,LR/lc
4194,47348775,Hibiscus,holstii,,,,VU
4195,31778,Prunus,odorata,,,,DD
4196,31779,Euodia,macrocarpa,,,,VU
4197,31780,Glycosmis,crassifolia,,,,CR
4198,31781,Glycosmis,decipiens,,,,LC
4199,31782,Glycosmis,perakensis,,,,VU
4200,31783,Glycosmis,tomentella,,,,EN
4201,31784,Tetractomia,majus,,,,LC
4202,31785,Madhuca,aristulata,,,,VU
4203,47348784,Hibiscus,masasianus,,,,VU
4204,31786,Madhuca,cuprea,,,,DD
4205,31787,Madhuca,longistyla,,,Nyatoh,VU
4206,31788,Madhuca,obtusifolia,,,,DD
4207,31789,Madhuca,penangiana,,,Nyatoh,LC
4208,31790,Madhuca,penicillata,,,Nyatoh,VU
4209,31791,Madhuca,rufa,,,,VU
4210,31792,Payena,selangorica,,,,LC
4211,31793,Madhuca,sessiliflora,,,,VU
4212,31794,Madhuca,tomentosa,,,,LR/nt
4213,31795,Madhuca,tubulosa,,,Nyatoh,LC
4214,31796,Palaquium,regina-montium,,,Nyatoh Gunong,LC
4215,31797,Payena,maingayi,,,Nyatoh;Mayang taban;Nyatoh paya;Sawoh;Getah sundik;Nyatoh tembaga;Sundik burong;Mayang mentua nyatoh,LR/lc
4216,31799,Styrax,crotonoides,,,,VU
4217,31800,Styrax,fraserensis,,,,VU
4218,31801,Symplocos,calycodactylos,,,,VU
4219,31802,Symplocos,nivea,,,,EN
4220,31803,Symplocos,pyriflora,,,,LC
4221,31804,Adinandra,angulata,,,,LC
4222,31805,Adinandra,corneriana,,,,VU
4223,31807,Pyrenaria,pahangensis,,,,LC
4224,31808,Ternstroemia,corneri,,,,VU
4225,31809,Ternstroemia,evenia,,,,LC
4226,31810,Aquilaria,rostrata,,,,CR
4227,31811,Brownlowia,velutina,,,,EN
4228,31812,Diplodiscus,hookerianus,,,,EN
4229,31813,Diplodiscus,scortechinii,,,,LC
4230,31814,Pentace,excelsa,,,Melunak,LC
4231,31815,Pentace,grandiflora,,,,LC
4232,31816,Pentace,microlepidota,,,Melunak,VU
4233,31817,Schoutenia,cornerii,,,,EN
4234,31818,Schoutenia,furfuracea,,,,LC
4235,31819,Avicennia,lanata,,,,VU
4236,31820,Callicarpa,maingayi,,,,LR/lc
4237,31821,Vitex,longisepala,,,,LR/lc
4238,31822,Vitex,urceolata,,,,VU
4239,31823,Memecylon,cinereum,,,,VU
4240,31824,Memecylon,wallichii,,,,VU
4241,31825,Polyalthia,chrysotricha,,,,LR/lc
4242,31826,Eugenia,haniffii,,,,VU
4243,31827,Diospyros,nutans,,,,LR/lc
4244,31828,Polyalthia,macropoda,,,,LR/lc
4245,31829,Polyalthia,angustissima,,,,DD
4246,31830,Popowia,fusca,,,,LR/lc
4247,31831,Hopea,apiculata,,,,EN
4248,31832,Dipterocarpus,concavus,,,Keruing,CR
4249,31833,Shorea,ochrophloia,,Red Balau,Selangan Batu;Red Balau;Balau,CR
4250,31834,Eugenia,millsii,,,,LR/nt
4251,31835,Memecylon,floridum,,,,VU
4252,31836,Memecylon,acuminatum,,,,LC
4253,31837,Mesua,elegans,,,,LR/lc
4254,31838,Castanopsis,wallichii,,,,VU
4255,31839,Castanopsis,nephelioides,,,Berangan Babi,VU
4256,31840,Baccaurea,latifolia,,,,LC
4257,31841,Baccaurea,hookeri,,,,LC
4258,31842,Euodia,robusta,,,,LC
4259,31844,Eugenia,nemestrina,,,,LR/lc
4260,31845,Eugenia,linocieroidea,,,,LR/nt
4261,31846,Eugenia,glauca,,,Kelat,LR/lc
4262,31847,Eugenia,flosculifera,,,Kelat,LR/lc
4263,31848,Eugenia,duthieana,,,Kelat,LR/lc
4264,31849,Eugenia,conglomerata,,,Kelat,VU
4265,31850,Knema,communis,,,,VU
4266,31852,Santalum,album,,Sandalwood,Sandalwood;Tan Xiang;Cendana,VU
4267,31853,Stenostomum,aromaticum,,,Chicahuastle;Chicahuaxtle,EN
4268,31854,Recchia,simplicifolia,,,,EN
4269,31855,Elaeagia,uxpanapensis,,,,EN
4270,31856,Rinorea,uxpanapana,,,,VU
4271,31858,Perrottetia,multiflora,,,,LR/nt
4272,31859,Perrottetia,excelsa,,,,VU
4273,31860,Guatteria,jefensis,,,,EN
4274,31861,Zanthoxylum,flavum,,West Indian Satinwood,Aceitillo;Noyer;Espinillo;Yellow Sanders;West Indian Satinwood;Bois Noyer;Yellow-head;Yellowheart,VU
4275,31862,Agathis,kinabaluensis,,,Tumu,EN
4276,31864,Agathis,lenticula,,,Tanggilan;Tengilan;Tungilan,VU
4277,31865,Agathis,orbicula,,,Tubu;Tumuh;Bulok,EN
4278,31866,Alangium,circulare,,,,VU
4279,31867,Kopsia,lancifolia,,,,VU
4280,31868,Kopsia,sleesiana,,,,VU
4281,31869,Kopsia,tenuis,,,,VU
4282,31870,Radermachera,ramiflora,,,,LC
4283,31872,Canarium,fusco-calycinum,,,,VU
4284,31877,Dacryodes,elmeri,,,,VU
4285,31878,Dacryodes,expansa,,,,VU
4286,31879,Haplolobus,beccarii,,,,VU
4287,31886,Lophopetalum,sessilifolium,,,,VU
4288,31887,Microtropis,rigida,,,,VU
4289,31888,Sarawakodendron,filamentosum,,,,VU
4290,31891,Ellipanthus,beccarii,,,,VU
4291,31893,Mastixia,glauca,,,,VU
4292,31894,Anisoptera,reticulata,,,Mersawa,CR
4293,31895,Dipterocarpus,cuspidatus,,,,CR
4294,31896,Hopea,aequalis,,,,CR
4295,31897,Hopea,altocollina,,,,EN
4296,31898,Hopea,andersonii,basalticola,,,CR
4297,31899,Hopea,centipeda,,,,EN
4298,31900,Hopea,depressinerva,,,,CR
4299,31901,Hopea,enicosanthoides,,,,CR
4300,31902,Hopea,fluvialis,,,,EN
4301,31903,Hopea,kerangasensis,,,,CR
4302,31904,Hopea,longirostrata,,,,CR
4303,31905,Hopea,megacarpa,,,,EN
4304,31906,Hopea,mesuoides,,,,EN
4305,31907,Hopea,pentanervia,,,Giam,CR
4306,31908,Hopea,pterygota,,,,VU
4307,31909,Hopea,tenuivervula,,,,CR
4308,31910,Shorea,agami,,White Meranti,White Meranti,EN
4309,31911,Shorea,alutacea,,,,VU
4310,31912,Shorea,argentifolia,,Dark Red Meranti,Dark Red Meranti,EN
4311,31913,Shorea,bakoensis,,,,CR
4312,31914,Shorea,brunnescens,,,Balau,EN
4313,31915,Shorea,carapae,,,,CR
4314,31916,Shorea,cordata,,,,CR
4315,31917,Shorea,cuspidata,,,,EX
4316,31918,Shorea,foraminifera,,,,CR
4317,31919,Shorea,iliasii,,Yellow Meranti,Yellow Meranti,CR
4318,31920,Shorea,lunduensis,,,Balau,CR
4319,31921,Shorea,macrobalanos,,Yellow Meranti,Yellow Meranti,CR
4320,18775218,Lonicera,caerulea,,,,LC
4321,31922,Shorea,mujongensis,,,,CR
4322,31923,Shorea,pallidifolia,,,,CR
4323,31924,Shorea,polyandra,,Yellow Meranti,Yellow Meranti,CR
4324,31925,Shorea,praestans,,Light Red Meranti,Light Red Meranti,CR
4325,31926,Shorea,pubistyla,,,,CR
4326,31927,Shorea,rotundifolia,,Light Red Meranti,Light Red Meranti,CR
4327,31928,Shorea,sagittata,,Light Red Meranti,Light Red Meranti,CR
4328,31929,Shorea,superba,,,Balau,CR
4329,31930,Shorea,symingtonii,,White Meranti,White Meranti,CR
4330,31931,Vatica,badiifolia,,,,EN
4331,31932,Vatica,brunigii,,,,EN
4332,31933,Vatica,compressa,,,,CR
4333,31934,Vatica,congesta,,,,CR
4334,31935,Vatica,globosa,,,,CR
4335,31936,Vatica,rotata,,,,CR
4336,31937,Vatica,rhynchocarpa,,,,CR
4337,31938,Horsfieldia,fragillima,,,,VU
4338,31939,Horsfieldia,motleyi,,,,VU
4339,31940,Horsfieldia,paucinervis,,,,VU
4340,31941,Horsfieldia,reticulata,,,,LR/nt
4341,31942,Horsfieldia,rufo-lanata,,,,VU
4342,31943,Horsfieldia,sabulosa,,,,VU
4343,31944,Knema,elmeri,,,,LR/lc
4344,31945,Knema,kinabaluensis,,,,LC
4345,31946,Knema,kostermansiana,,,,VU
4346,31947,Knema,linguiformis,,,,LR/lc
4347,31950,Knema,mamillata,,,,VU
4348,31951,Knema,muscosa,,,,VU
4349,31952,Knema,oblongata,oblongata,,,LR/lc
4350,31953,Knema,pectinata,pectinata,,,LR/nt
4351,31954,Knema,pedicellata,,,,VU
4352,31955,Knema,piriformis,,,,LC
4353,31956,Knema,psilantha,,,,VU
4354,31957,Knema,pubiflora,,,,LR/nt
4355,31958,Knema,rufa,,,,VU
4356,31959,Knema,sericea,,,,VU
4357,31960,Knema,uliginosa,,,,VU
4358,31962,Sarcotheca,ochracea,,,,VU
4359,31966,Turpinia,stipulacea,,,,VU
4360,31967,Gonystylus,calophylloides,,,,VU
4361,31968,Gonystylus,glaucescens,,,,VU
4362,31969,Shorea,dealbata,,White Meranti,White Meranti,CR
4363,31970,Shorea,foxworthyi,,,Selangan Batu;Balau;Balau Bukit,VU
4364,31971,Shorea,lamellata,,White Meranti,White Meranti;Tenam,CR
4365,31972,Shorea,materialis,,,Selangan Batu;Balau,CR
4366,31973,Shorea,peltata,,Yellow Meranti,Yellow Meranti,CR
4367,31974,Shorea,resinosa,,White Meranti,White Meranti,CR
4368,31975,Vatica,nitens,,,Resak,EN
4369,31976,Vatica,perakensis,,,Resak,EN
4370,31977,Gordonia,singaporeana,,,,VU
4371,31978,Anisophyllea,griffithii,,,,LR/lc
4372,31979,Eugenia,pendens,,,,LR/lc
4373,31980,Eugenia,pauper,,,,LR/lc
4374,31981,Eugenia,oblongifolia,,,Kelat,LR/lc
4375,31982,Eugenia,ngadimaniana,,,,VU
4376,31984,Trigonobalanus,doichangensis,,,Sanlengli,DD
4377,31985,Alstonia,rupestris,,,,LR/lc
4378,31987,Diplycosia,pilosa,,,,VU
4379,31988,Rhododendron,album,,,,VU
4380,31989,Lithocarpus,crassinervius,,,,EN
4381,31990,Lithocarpus,indutus,,,,VU
4382,31991,Aralia,javanica,,,,VU
4383,31992,Macropanax,concinnus,,,,VU
4384,31993,Canarium,kipella,,,,EN
4385,31994,Rhododendron,loerzingii,,,,VU
4386,31995,Rhododendron,wilhelminae,,,,CR
4387,31996,Lithocarpus,kostermansii,,,,EN
4388,31997,Lithocarpus,platycarpus,,,,EN
4389,31998,Myristica,teijsmannii,,,,EN
4390,31999,Symplocos,junghuhnii,,,,EN
4391,32000,Heliciopsis,lanceolata,,,Kendung,EN
4392,32001,Terminalia,kangeanensis,,,,VU
4393,32002,Heritiera,longipetiolata,,,Ufa-halomtano,VU
4394,32003,Aglaia,mariannensis,,,,VU
4395,32004,Knema,bengalensis,,,,VU
4396,32005,Degeneria,vitiensis,,,Mbaumbau,LC
4397,32006,Geniostoma,astylum,,,,LR/nt
4398,32007,Ateleia,popenoei,,,,DD
4399,32008,Koilodepas,calycinum,,,,EN
4400,32009,Semecarpus,auriculata,,,,LR/nt
4401,32010,Nesoluma,polynesicum,,Island Nesoluma,Island Nesoluma,VU
4402,32012,Aglaia,samoensis,,,,LR/nt
4403,32013,Ocotea,jorge-escobarii,,,,EN
4404,32014,Cymbopetalum,torulosum,,,,VU
4405,32015,Clethra,coloradensis,,,,CR
4406,32016,Clethra,tutensis,,,,DD
4407,32017,Schinopsis,balansae,,Red Quebracho,Quebracho Colorado;Red Quebracho;Quebracho Colorado Chaqueño;Quebracho Colorado Santafesino;Cocobalo,LR/lc
4408,32018,Myrcianthes,callicoma,,,,VU
4409,32019,Podocarpus,parlatorei,,Pino del Cerro,Pino Blanco;Pino del Cerro,NT
4410,32020,Astronium,urundeuva,,Urundei-mé,Aroeire;Arendeúva;Orindeúva;Aroeira;Aroeira Legitima;Goncalo Alves;Aroeira Do Sertao;Aroeira Do Campo;Arveira;Areoeira Petra;Urundeúva;Arindeúva;Urundel;Aroeira Da Serra;Urundei-mé,DD
4411,32021,Schinopsis,haenkeana,,Quebracho Del Cerro,Quebracho Del Cerro,VU
4412,32022,Schinopsis,quebracho-colorado,,Red Quebracho,Quebracho Colorado;Red Quebracho;Quebracho Macho;Coronillo,LR/lc
4413,32023,Aspidosperma,polyneuron,,Peroba Açú,Carretto;Peroba Paulista;Peroba Rajada;Peroba De Sao Paulo;Peroba Amargosa;Sobro;Amargoroso;Peroba Amarela;Peroba Açú;Peroba Mirim;Peroba Rosa;Peroba;Ib,EN
