genus,species,cites_listing,regions
Calanthe,pavairiensis,II,IDN;PNG;SLB
Calanthe,petelotiana,II,CHN;VNM
Calanthe,plantaginea,II,BTN;CHN;IND;NPL
Calanthe,poilanei,II,KHM;LAO;VNM
Calanthe,polyantha,II,PNG
Calanthe,puberula,II,CHN;IND;NPL;VNM
Calanthe,pubescens,II,MYS
Calanthe,pulchra,II,IND;IDN;MYS;PHL;THA
Calanthe,pullei,II,IDN
Calanthe,pumila,II,CHN
Calanthe,rajana,II,IDN
Calanthe,reflexa,II,CHN;JPN;KOR
Calanthe,reflexilabris,II,IDN
Calanthe,repens,II,MDG
Calanthe,rhodochila,II,IDN;PNG;SLB
Calanthe,rigida,II,IDN;MYS
Calanthe,rosea,II,MMR;THA
Calanthe,rubens,II,MYS;PHL;THA;VNM
Calanthe,ruttenii,II,IDN
Calanthe,saccata,II,IDN
Calanthe,sacculata,II,CHN
Calanthe,salaccensis,II,IDN;MYS
Calanthe,seranica,II,IDN
Calanthe,shelfordii,II,IDN
Calanthe,simplex,II,CHN;THA
Calanthe,sinica,II,CHN
Calanthe,speciosa,II,IDN;MYS
Calanthe,stenophylla,II,PNG
Calanthe,striata,II,CHN;JPN
Calanthe,subhamata,II,IDN
Calanthe,succedanea,II,KHM;LAO;THA;VNM
Calanthe,sylvatica,II,AGO;BTN;BDI;CMR;CHN;COM;COD;GNQ;GAB;GIN;IND;IDN;JPN;KEN;MDG;MWI;MYS;MUS;NPL;PNG;REU;RWA;STP;SLE;ZAF;LKA;SWZ;THA;UGA;TZA;ZMB;ZWE
Calanthe,taenioides,II,IDN;MYS
Calanthe,tahitensis,II,PYF
Calanthe,tangmaiensis,II,CHN
Calanthe,tenuis,II,MYS
Calanthe,torricellensis,II,PNG
Calanthe,transiens,II,IDN;MYS
Calanthe,triantherifera,II,PYF
Calanthe,tricarinata,II,BTN;CHN;IND;JPN;NPL;THA
Calanthe,trifida,II,CHN
Calanthe,triplicata,II,ASM;AUS;BTN;KHM;CHN;FJI;IND;IDN;JPN;LAO;MYS;MUS;FSM;MMR;NPL;NCL;PNG;PHL;SLB;LKA;THA;VNM
Calanthe,trulliformis,II,
Calanthe,truncata,II,IDN
Calanthe,truncicola,II,IDN;MYS
Calanthe,tsoongiana,II,CHN
Calanthe,tyoh-harai,II,JPN
Calanthe,uncata,II,IND
Calanthe,undulata,II,IDN;MYS
Calanthe,unifolia,II,IDN
Calanthe,varians,II,IDN
Calanthe,velutina,II,VNM
Calanthe,ventilabrum,II,FJI;IDN;NCL;PNG;WSM;SLB;VUT
Calanthe,versteegii,II,IDN
Calanthe,vestita,II,IDN;MYS;MMR;PNG;PHL;THA;VNM
Calanthe,villosa,II,IDN
Calanthe,whiteana,II,CHN;IND
Calanthe,yoksomnensis,II,IND
Calanthe,yuana,II,CHN
Calanthe,zollingeri,II,IDN
Calochilus,campestris,II,AUS;NZL
Calochilus,neocaledonicus,II,NCL
Calochilus,psednus,II,AUS
Calochilus,richiae,II,AUS
Calochilus,robertsonii,II,AUS;NZL
Calypso,bulbosa,II,CHN;FIN;JPN;MNG;RUS;SWE
Calyptrochilum,christyanum,II,
Calyptrochilum,emarginatum,II,
Camaridium,aurantiacum,II,COL;CRI;PAN
Camaridium,bradeorum,II,
Camaridium,cucullatum,II,
Camaridium,dichotomum,II,
Camaridium,inauditum,II,
Camaridium,insolitum,II,
Camaridium,lutheri,II,
Camaridium,vestitum,II,
Camarotis,callosa,II,IDN
Campanulorchis,pellipes,II,
Campanulorchis,thao,II,
Campylocentrum,arizae-juliae,II,
Campylocentrum,fasciola,II,
Campylocentrum,filiforme,II,JAM
Campylocentrum,helorrhizum,II,
Campylocentrum,hirtzii,II,ECU
Campylocentrum,hondurense,II,BLZ;HND
Campylocentrum,longicalcaratum,II,CRI;PAN
Campylocentrum,madisonii,II,ECU
Campylocentrum,mattogrossense,II,ECU
Campylocentrum,micranthum,II,
Campylocentrum,microphyllum,II,GTM;MEX
Campylocentrum,organense,II,
Campylocentrum,ornithorrhynchium,II,
Campylocentrum,parvulum,II,CRI
Campylocentrum,poeppigii,II,
Campylocentrum,polystachyum,II,
Campylocentrum,schiedei,II,
Campylocentrum,sellowii,II,
Campylocentrum,tenellum,II,PAN
Campylocentrum,tenue,II,
Catasetum,aculeatum,II,BRA
Catasetum,adremedium,II,PER
Catasetum,albovirens,II,BRA
Catasetum,arietinum,II,
Catasetum,aripuanense,II,BRA
Catasetum,atratum,II,BRA
Catasetum,barbatum,II,BRA;COL;ECU;GUY;PER;VEN
Catasetum,bergoldianum,II,BRA;COL;VEN
Catasetum,bicallosum,II,COL;VEN
Catasetum,bicolor,II,COL;PAN;VEN
Catasetum,blackii,II,BRA
Catasetum,boyi,II,BRA
Catasetum,brachybulbon,II,BRA
Catasetum,buchtienii,II,BOL
Catasetum,callosum,II,BRA;COL;PER;VEN
Catasetum,caputinum,II,BRA
Catasetum,carolinianum,II,BRA
Catasetum,cernuum,II,BRA;TTO
Catasetum,charlesworthii,II,COL
Catasetum,cochabambanum,II,BOL
Catasetum,collare,II,BRA;COL;VEN
Catasetum,complanatum,II,BRA
Catasetum,confusum,II,BRA
Catasetum,coniforme,II,PER
Catasetum,cornutum,II,GUY
Catasetum,costatum,II,BRA;VEN
Catasetum,cotylicheilum,II,PER
Catasetum,cristatum,II,BRA
Catasetum,cucullatum,II,BRA
Catasetum,decipiens,II,VEN
Catasetum,deltoideum,II,BRA
Catasetum,denticulatum,II,BRA
Catasetum,discolor,II,BRA;COL;VEN
Catasetum,dunstervillei,II,BRA;VEN
Catasetum,duplicisculatum,II,BOL
Catasetum,expansum,II,ECU
Catasetum,faustii,II,BRA
Catasetum,fernandezii,II,PER
Catasetum,ferox,II,BRA
Catasetum,fimbriatum,II,BOL;BRA;COL;ECU;VEN
Catasetum,franchinianum,II,BRA
Catasetum,fuchsii,II,BOL
Catasetum,galeatum,II,BRA
Catasetum,galeritum,II,BRA
Catasetum,garnettianum,II,BRA
Catasetum,georgii,II,BRA
Catasetum,gladiatorium,II,BRA
Catasetum,globiflorum,II,BRA
Catasetum,gnomus,II,BRA
Catasetum,gomezii,II,VEN
Catasetum,guianense,II,GUY;SUR
Catasetum,hillsii,II,PER
Catasetum,hookeri,II,BRA
Catasetum,huebneri,II,BRA;VEN
Catasetum,imperiale,II,BRA
Catasetum,incurvum,II,PER
Catasetum,integerrimum,II,BLZ;CRI;SLV;GTM;HND;MEX
Catasetum,intermedium,II,BRA
Catasetum,issanenis,II,BRA
Catasetum,juruense,II,BRA
Catasetum,justinianum,II,BOL
Catasetum,kempfii,II,BOL
Catasetum,kleberianum,II,BRA
Catasetum,kraenzlinianum,II,BRA
Catasetum,laminatum,II,MEX
Catasetum,lanceanum,II,BRA
Catasetum,lanciferum,II,BRA
Catasetum,lanxiforme,II,PER
Catasetum,lemosii,II,BRA
Catasetum,lindleyanum,II,COL;ECU
Catasetum,linguiferum,II,BRA
Catasetum,longifolium,II,BRA;COL;GUF;GUY;SUR;VEN
Catasetum,longipes,II,BRA
Catasetum,lucis,II,COL
Catasetum,luridum,II,BRA
Catasetum,macrocarpum,II,BRA;COL;GUF;GUY;SUR;VEN
Catasetum,macroglossum,II,ECU
Catasetum,maculatum,II,CRI;PAN;VEN
Catasetum,maranhense,II,BRA
Catasetum,maroaense,II,VEN
Catasetum,mattogrossense,II,BRA
Catasetum,mattosianum,II,BRA
Catasetum,meeae,II,BRA
Catasetum,merchae,II,VEN
Catasetum,micranthum,II,BRA
Catasetum,microglossum,II,COL;ECU;PER;VEN
Catasetum,mocuranum,II,BRA
Catasetum,mojuense,II,BRA
Catasetum,monzonensis,II,PER
Catasetum,moorei,II,PER
Catasetum,multifidum,II,BRA
Catasetum,multifissum,II,PER
Catasetum,nanayanum,II,PER
Catasetum,napoense,II,ECU
Catasetum,naso,II,COL;VEN
Catasetum,ochraceum,II,COL
Catasetum,ollare,II,BRA
Catasetum,ornithoides,II,BRA
Catasetum,osculatum,II,BRA
Catasetum,parguazense,II,BRA;VEN
Catasetum,pendulum,II,MEX
Catasetum,peruvianum,II,PER
Catasetum,pileatum,II,BRA;COL;VEN
Catasetum,planiceps,II,BRA;COL;GUY;PAN;VEN
Catasetum,pleiodactylon,II,PER
Catasetum,pohlianum,II,BRA
Catasetum,polydactylon,II,BRA
Catasetum,poriferum,II,GUY;VEN
Catasetum,pulchrum,II,BRA;PER
Catasetum,punctatum,II,BRA
Catasetum,purum,II,BRA
Catasetum,purusense,II,PER
Catasetum,pusillum,II,PER
Catasetum,quadridens,II,BRA
Catasetum,randii,II,BRA
Catasetum,rectangulare,II,
Catasetum,regnellii,II,BRA
Catasetum,reichenbachianum,II,BRA
Catasetum,richteri,II,BRA
Catasetum,ricii,II,BOL
Catasetum,rivularium,II,BRA;VEN
Catasetum,rolfeanum,II,BRA
Catasetum,rondonense,II,BRA
Catasetum,rooseveltianum,II,BOL;BRA
Catasetum,roseo-album,II,BRA;COL;VEN
Catasetum,saccatum,II,BOL;BRA;COL;ECU;GUY;PER
Catasetum,samaniegoi,II,ECU
Catasetum,sanguineum,II,COL;CRI;PAN;VEN
Catasetum,schmidtianum,II,BRA
Catasetum,schunkei,II,PER
Catasetum,schweinfurthii,II,PER
Catasetum,semicirculatum,II,BRA
Catasetum,sodiroi,II,ECU;PER
Catasetum,spinosum,II,BRA;COL;GUY;VEN
Catasetum,spitzii,II,BOL;BRA
Catasetum,stevensonii,II,ECU
Catasetum,tabulare,II,COL
Catasetum,taguariense,II,BRA
Catasetum,tapiriceps,II,BRA;COL;VEN
Catasetum,taquariense,II,BRA
Catasetum,tenebrosum,II,PER
Catasetum,tenuiglossum,II,PER
Catasetum,thompsonii,II,GUY
Catasetum,tigrinum,II,BRA
Catasetum,transversicallosum,II,PER
Catasetum,tricorne,II,COL
Catasetum,triodon,II,BRA
Catasetum,trulla,II,BRA
Catasetum,tuberculatum,II,COL;ECU;PER
Catasetum,turbinatum,II,BRA
Catasetum,tururuiense,II,BRA
Catasetum,uncatum,II,BRA
Catasetum,vibritile,II,BRA
Catasetum,vinaceum,II,BRA
Catasetum,violascens,II,PER
Catasetum,viridiflavum,II,CRI;PAN
Catasetum,wendlingeri,II,VEN
Catasetum,yavitaense,II,VEN
Cattleya,aclandiae,II,BRA
Cattleya,amethystoglossa,II,BRA
Cattleya,araguaiensis,II,BRA
Cattleya,aurantiaca,II,SLV;GTM;HND;MEX
Cattleya,aurea,II,COL
Cattleya,bicolor,II,BRA
Cattleya,bowringiana,II,BLZ;GTM
Cattleya,candida,II,COL
Cattleya,claesiana,II,BRA
Cattleya,dayana,II,BRA
Cattleya,deckeri,II,COL;CRI;SLV;GTM;HND;TTO;VEN
Cattleya,dolosa,II,BRA
Cattleya,dormaniana,II,BRA
Cattleya,dowiana,II,CRI;PAN
Cattleya,eldorado,II,BRA
Cattleya,elongata,II,BRA
Cattleya,forbesii,II,BRA
Cattleya,gaskelliana,II,COL;VEN
Cattleya,granulosa,II,BRA;GTM
Cattleya,guatemalensis,II,GTM
Cattleya,guttata,II,BRA
Cattleya,hardyana,II,COL
Cattleya,harrisoniana,II,BRA
Cattleya,intermedia,II,BRA
Cattleya,iricolor,II,ECU
Cattleya,jenmanii,II,GUY;VEN
Cattleya,kerrii,II,BRA
Cattleya,labiata,II,BRA
Cattleya,lawrenceana,II,GUY;VEN
Cattleya,leopoldii,II,BRA
Cattleya,loddigesii,II,ARG;BRA
Cattleya,lueddemanniana,II,VEN
Cattleya,luteola,II,BOL;BRA;ECU;PER
Cattleya,maxima,II,ECU;PER
Cattleya,mendelii,II,COL
Cattleya,milleri,II,
Cattleya,mooreana,II,PER
Cattleya,mossiae,II,VEN
Cattleya,nobilior,II,BRA
Cattleya,patrocinii,II,BRA
Cattleya,percivaliana,II,VEN
Cattleya,porphyroglossa,II,BRA
Cattleya,rex,II,PER
Cattleya,schilleriana,II,BRA
Cattleya,schofeldiana,II,BRA
Cattleya,schroderae,II,COL
Cattleya,skinneri,II,CRI;GTM;HND;MEX;PAN
Cattleya,tenuis,II,BRA
Cattleya,trianaei,II,COL
Cattleya,velutina,II,BRA
Cattleya,violacea,II,BRA;COL;ECU;GUY;PER;VEN
Cattleya,walkeriana,II,BRA
Cattleya,warneri,II,BRA
Cattleya,warscewiczii,II,COL
Cattleyopsis,ortgiesiana,II,
Caucaea,sanguinolenta,II,
Caularthron,amazonicum,II,
Caularthron,bicornutum,II,BRA;COL;GUY;SUR;TTO;VEN
Caularthron,bilamellatum,II,BLZ;COL;CRI;ECU;SLV;GTM;HND;MEX;PAN;TTO;VEN
Caularthron,kraenzlinianum,II,
Centroglossa,castellensis,II,BRA
Centroglossa,geeniana,II,
Centrostigma,clavatum,II,ZMB
Centrostigma,papillosum,II,ZWE
Cephalanthera,cucullata,II,GRC
Cephalanthera,damasonium,II,ALB;ARM;AUT;AZE;BEL;BGR;HRV;CZE;DNK;FRA;GEO;DEU;GRC;HUN;ITA;LIE;LTU;NLD;POL;MDA;ROU;RUS;SVK;ESP;SWE;CHE;TUR;UKR
Cephalanthera,epipactoides,II,BGR;GRC
Cephalanthera,kotschyana,II,TUR
Cephalanthera,longibracteata,II,CHN;PRK;JPN;KOR;RUS
Cephalanthera,longifolia,II,ARM;AZE;BIH;CZE;DNK;EST;FIN;GEO;HUN;IRL;KGZ;LVA;LIE;LTU;NLD;NOR;POL;MDA;RUS;SVK;SWE;CHE;UKR;GBR
Cephalanthera,rubra,II,ALB;ARM;AUT;AZE;BLR;BEL;BIH;BGR;HRV;CZE;DNK;EST;FIN;FRA;GEO;DEU;GRC;HUN;ITA;LVA;LIE;LTU;NLD;NOR;POL;PRT;MDA;ROU;RUS;SVK;ESP;SWE;CHE;TUR;UKR;GBR
Cephalantheropsis,gracilis,II,HKG
Cephalantheropsis,halconensis,II,
Cephalantheropsis,longipes,II,
Cephalantheropsis,obcordata,II,
Ceratandra,venosa,II,ZAF
Ceratocentron,fesselii,II,PHL
Ceratostylis,anceps,II,IDN
Ceratostylis,arjunensis,II,IDN
Ceratostylis,backeri,II,IDN
Ceratostylis,braccata,II,IDN
Ceratostylis,brevibrachiata,II,IDN
Ceratostylis,capitata,II,IDN
Ceratostylis,clathrata,II,MYS
Ceratostylis,crassifolia,II,IDN
Ceratostylis,eriaeoides,II,MYS
Ceratostylis,evrardii,II,VNM
Ceratostylis,gracilis,II,IDN;MYS
Ceratostylis,graminea,II,IDN
Ceratostylis,heterophylla,II,
Ceratostylis,lancifolia,II,MYS
Ceratostylis,latifolia,II,IDN
Ceratostylis,micrantha,II,NCL
Ceratostylis,mindanaensis,II,
Ceratostylis,pendula,II,MYS
Ceratostylis,pulchella,II,MYS
Ceratostylis,puncticulata,II,MYS
Ceratostylis,pygmaea,II,VNM
Ceratostylis,radiata,II,IDN
Ceratostylis,ramosa,II,
Ceratostylis,retisquama,II,
Ceratostylis,robusta,II,MYS
Ceratostylis,senilis,II,PHL
Ceratostylis,simplex,II,IDN
Ceratostylis,subulata,II,
Ceratostylis,thailandica,II,THA
Chamaeangis,gabonensis,II,GAB
Chamaeangis,gracilis,II,
Chamaeangis,ichneumonea,II,
Chamaeangis,lanceolata,II,NGA
Chamaeangis,odoratissima,II,
Chamaeangis,thomensis,II,STP
Chamaeangis,vagans,II,STP
Chamaeangis,vesicata,II,
Chamaeanthus,aymardii,II,NCL
Chamaeanthus,begaudii,II,NCL
Chamaeanthus,brachystachys,II,IDN;MYS
Chamaeanthus,flavus,II,MYS
Chamaeanthus,laciniatus,II,SGP
Chamaeanthus,neocaledonicus,II,NCL
Chamaeanthus,sarcanthoides,II,MYS
Chamorchis,alpina,II,FIN;POL;ROU;RUS;SVK;SWE;CHE
Changnienia,amoena,II,CHN
Chaseella,pseudohydra,II,KEN;ZWE
Chaubardia,heteroclita,II,ECU
Chaubardia,klugii,II,ECU
Chaubardiella,dalassandroi,II,ECU
Chaubardiella,hirtzii,II,ECU
Chauliodon,deflexicalcarata,II,
Cheiradenia,cuspidata,II,
Cheirorchis,breviscapa,II,MYS
Cheirorchis,filiformis,II,MYS;SGP
Cheirorchis,major,II,MYS
Cheirorchis,pulverulenta,II,MYS
Cheirostylis,chinensis,II,HKG;TWN
Cheirostylis,griffithii,II,
Cheirostylis,gymnochiloides,II,ZAF;SWZ
Cheirostylis,inabai,II,TWN
Cheirostylis,javanica,II,IDN
Cheirostylis,kanran,II,JPN
Cheirostylis,lancifolium,II,JPN
Cheirostylis,liukiuensis,II,JPN
Cheirostylis,montana,II,IDN;MYS;THA
Cheirostylis,sinense,II,JPN
Cheirostylis,spathulata,II,IDN;THA;VNM
Chelonistele,amplissima,II,
Chelonistele,brevilamellata,II,
Chelonistele,ingloria,II,
Chelonistele,lamellulifera,II,
Chelonistele,lurida,II,
Chelonistele,perakensis,II,MYS
Chelonistele,pusilla,II,MYS
Chelonistele,ramentacea,II,MYS
Chelonistele,richardsii,II,
Chelonistele,sulphurea,II,IDN;PHL
Chelonistele,unguiculata,II,
Chiloglottis,anaticeps,II,
Chiloglottis,dockrillii,II,AUS
Chiloglottis,formicifera,II,NZL
Chiloglottis,longiclavata,II,AUS
Chiloglottis,palachila,II,AUS
Chiloglottis,platyptera,II,
Chiloglottis,sphyrnoides,II,
Chiloglottis,trullata,II,
Chiloglottis,turfosa,II,
Chiloschista,javanica,II,IDN
Chiloschista,segawae,II,
Chiloschista,usneoides,II,IND;MMR;NPL
Chloraea,subpandurata,II,ARG
Chloraea,venosa,II,PER
Chondrorhyncha,albicans,II,CRI;PAN
Chondrorhyncha,anatona,II,
Chondrorhyncha,andreettae,II,ECU
Chondrorhyncha,bicolor,II,CRI;PAN
Chondrorhyncha,ecuadorensis,II,ECU
Chondrorhyncha,endresii,II,CRI
Chondrorhyncha,helleri,II,MEX
Chondrorhyncha,hirtzii,II,ECU
Chondrorhyncha,lendyana,II,
Chondrorhyncha,picta,II,
Chondrorhyncha,reichenbachiana,II,COL;CRI;PAN
Chondrorhyncha,suarezii,II,ECU
Chondrorhyncha,velastiguii,II,ECU
Chondrorhyncha,wercklei,II,CRI
Chondroscaphe,escobariana,II,
Christensonella,paranaensis,II,
Christensonella,subulifolia,II,
Christensonella,uncata,II,
Christensonia,vietnamica,II,VNM
Chroniochilus,minimus,II,IDN;MYS
Chroniochilus,virescens,II,MYS
Chrysocycnis,ecuadorense,II,ECU
Chrysoglossum,chapaensis,II,VNM
Chrysoglossum,erraticum,II,BTN;IND
Chrysoglossum,hallbergii,II,IND
Chrysoglossum,nebulosum,II,IDN
Chrysoglossum,neocaledonicum,II,NCL
Chrysoglossum,ornatum,II,IDN;MYS;TWN
Chrysoglossum,simplex,II,IDN;MYS
Chusua,roborowskyi,II,RUS;IND;NPL
Chysis,addita,II,MEX
Chysis,aurea,II,BOL;COL;PAN;VEN
Chysis,bractescens,II,BLZ;GTM;MEX
Chysis,bruennowiana,II,COL;CRI;PER
Chysis,laevis,II,MEX
Chysis,limminghei,II,MEX
Chysis,orichalcea,II,SLV
Chysis,tricostata,II,CRI;SLV;PAN
Cirrhopetalum,multiflorum,II,
Cirrhopetalum,tigridum,II,HKG
Cischweinfia,parva,II,ECU;PER
Cischweinfia,pusilla,II,CRI;PAN
Cischweinfia,pygmaea,II,
Cischweinfia,rostrata,II,ECU
Cleisocentron,gokusingii,II,
Cleisocentron,merrillianum,II,
Cleisostoma,appendiculatum,II,
Cleisostoma,capricorne,II,MYS;THA
Cleisostoma,chrysochilum,II,
Cleisostoma,comberi,II,IDN
Cleisostoma,crassifolium,II,PHL
Cleisostoma,crochetii,II,
Cleisostoma,discolor,II,KHM;IND;IDN;MYS;THA
Cleisostoma,duplicilobum,II,IDN;MYS;THA
Cleisostoma,equestre,II,VNM
Cleisostoma,halophilum,II,SGP
Cleisostoma,javanicum,II,IDN
Cleisostoma,montanum,II,IDN
Cleisostoma,muticum,II,IDN
Cleisostoma,paniculatum,II,
Cleisostoma,parishii,II,IND;MMR
Cleisostoma,pugioniforme,II,
Cleisostoma,racemiferum,II,
Cleisostoma,rostratum,II,
Cleisostoma,saggitattum,II,IDN;MYS
Cleisostoma,scortechinii,II,MYS;SGP
Cleisostoma,simondii,II,
Cleisostoma,striatum,II,MYS
Cleisostoma,suaveolens,II,IDN
Cleisostoma,subulatum,II,IDN;MYS
Cleisostoma,tenuifolium,II,
Cleisostoma,teres,II,HKG
Cleisostoma,uraiense,II,PHL;TWN
Cleisostoma,williamsonii,II,IDN
Cleisostomopsis,eberhadtii,II,VNM
Cleistes,grandiflora,II,
Cleistes,unifoliata,II,SUR;VEN
Clematepistephium,smilacifolium,II,NCL
Clowesia,amazonica,II,BRA;ECU
Clowesia,dodsoniana,II,MEX
Clowesia,glaucoglossa,II,SLV;MEX
Clowesia,rosea,II,MEX;PAN
Clowesia,russelliana,II,BLZ;COL;CRI;SLV;GTM;HND;MEX;PAN;VEN
Clowesia,thylaciochila,II,MEX
Clowesia,warczewitzii,II,
Clowesia,warscewiczii,II,BRA;COL;CRI;SLV;GUY;PAN;SUR;VEN
Coccineorchis,bracteosa,II,
Coccineorchis,cernua,II,
Coccineorchis,navarrensis,II,
Coccineorchis,standleyi,II,
Cochleanthes,amazonica,II,BRA;COL;ECU;GUF;GUY;PER;SUR
Cochleanthes,aromatica,II,CRI;PAN
Cochleanthes,candida,II,BRA
Cochleanthes,digitata,II,
Cochleanthes,discolor,II,COL;CRI;CUB;HND;PAN;VEN
Cochleanthes,flabelliformis,II,BRA;COL;GUF;HND;JAM;MEX;TTO;VEN
Cochleanthes,guianensis,II,GUF;GUY;SUR
Cochleanthes,ionoleuca,II,COL;ECU
Cochleanthes,lobata,II,COL
Cochleanthes,lueddemanniana,II,
Cochleanthes,marginata,II,COL;ECU;PAN;VEN
Cochleanthes,palatina,II,BOL;PER
Cochleanthes,thienii,II,
Cochleanthes,trinitatis,II,
Cochleanthes,wailesiana,II,BRA
Codonosiphon,campanulatum,II,PNG
Codonosiphon,codonanthum,II,IDN
Codonosiphon,papuanum,II,PNG
Coelia,bella,II,BLZ;CRI;GTM;HND;MEX
Coelia,triptera,II,CUB;GTM;JAM;MEX
Coeliopsis,hyacinthosma,II,COL;CRI;ECU;PAN
Coeloglossum,coreanum,II,PRK
Coeloglossum,viride,II,BTN;BGR;CHN;CZE;DNK;EST;FIN;RUS;HUN;IND;IMN;JPN;LVA;LTU;NPL;NLD;PAK;POL;SVK;SWE;CHE;UKR;GBR
Coelogyne,acutilabium,II,MYS
Coelogyne,albobrunnea,II,IDN;MYS
Coelogyne,albolutea,II,IND
Coelogyne,anceps,II,MYS
Coelogyne,asperata,II,BRN;IDN;MYS;PNG;PHL;SLB
Coelogyne,assamica,II,BTN;CHN;IND;LAO;MMR;THA;VNM
Coelogyne,barbata,II,BTN;CHN;IND;MMR;NPL
Coelogyne,beccarii,II,IDN;PNG;SLB
Coelogyne,bicamerata,II,IDN
Coelogyne,bilamellata,II,PHL
Coelogyne,borneensis,II,IDN
Coelogyne,brachygyne,II,IDN
Coelogyne,brachyptera,II,MMR;VNM
Coelogyne,breviscapa,II,IND;LKA
Coelogyne,bruneiensis,II,BRN
Coelogyne,buennemeyeri,II,IDN
Coelogyne,calcarata,II,IDN
Coelogyne,calcicola,II,CHN;LAO;MMR;THA;VNM
Coelogyne,caloglossa,II,IDN
Coelogyne,candoonensis,II,PHL
Coelogyne,carinata,II,IDN;PNG;SLB
Coelogyne,celebensis,II,IDN
Coelogyne,chanii,II,MYS
Coelogyne,chlorophaea,II,IDN
Coelogyne,chloroptera,II,PHL
Coelogyne,chrysotropis,II,IDN
Coelogyne,clemensii,II,IDN;MYS
Coelogyne,compressicaulis,II,IDN;MYS
Coelogyne,concinna,II,IDN
Coelogyne,confusa,II,PHL
Coelogyne,corymbosa,II,BTN;CHN;IND;NPL
Coelogyne,crassiloba,II,IDN;MYS
Coelogyne,craticulaelabris,II,BRN;IDN;MYS
Coelogyne,crista,II,BTN;CHN;IND;NPL;THA
Coelogyne,cumingii,II,IDN;LAO;MYS;SGP;THA
Coelogyne,cuprea,II,IDN;MYS
Coelogyne,dichroanttha,II,VNM
Coelogyne,distans,II,IDN;MYS
Coelogyne,dulitensis,II,MYS
Coelogyne,eberhardtii,II,VNM
Coelogyne,ecarinata,II,MMR
Coelogyne,echinolabium,II,BRN;IDN;MYS
Coelogyne,elmeri,II,PHL
Coelogyne,endertii,II,IDN;MYS
Coelogyne,esquirolii,II,CHN
Coelogyne,exalata,II,BRN;MYS
Coelogyne,filipeda,II,VNM
Coelogyne,fimbriata,II,BTN;KHM;CHN;HKG;IND;LAO;MYS;MMR;NPL;THA;VNM
Coelogyne,flaccida,II,CHN;IND;LAO;MMR;NPL;THA;VNM
Coelogyne,flexuosa,II,IDN;MYS
Coelogyne,foerstermannii,II,MYS;SGP
Coelogyne,fonstenebrarum,II,IDN
Coelogyne,formosa,II,IDN
Coelogyne,fuerstenbergiana,II,IDN
Coelogyne,fuliginosa,II,IND;IDN;MMR
Coelogyne,fuscescens,II,BTN;CHN;IND;LAO;MMR;NPL;THA;VNM
Coelogyne,ghatakii,II,IND
Coelogyne,gibbifera,II,BRN;IDN;MYS
Coelogyne,glandulosa,II,IND
Coelogyne,gongshanensis,II,CHN
Coelogyne,griffithii,II,CHN;IND;MMR;VNM
Coelogyne,guamensis,II,GUM;MNP;PLW
Coelogyne,hajrae,II,IND
Coelogyne,harana,II,IDN;MYS
Coelogyne,hirendrae,II,IND
Coelogyne,hirtella,II,BRN;IDN;MYS
Coelogyne,holochila,II,BTN;CHN;IND;MMR;NPL
Coelogyne,huettneriana,II,MMR;THA;VNM
Coelogyne,imbricans,II,IDN;MYS
Coelogyne,incrassata,II,BRN;IDN
Coelogyne,integerra,II,PHL
Coelogyne,integra,II,IDN;PHL
Coelogyne,judithiae,II,MYS
Coelogyne,kaliana,II,MYS
Coelogyne,kelamensis,II,IDN;MYS
Coelogyne,kemiriensis,II,IDN
Coelogyne,kinabaluensis,II,IDN;MYS
Coelogyne,lacinulosa,II,IDN
Coelogyne,latiloba,II,IDN;MYS
Coelogyne,lawrenceana,II,VNM
Coelogyne,lentiginosa,II,MMR;THA;VNM
Coelogyne,leucantha,II,CHN;MMR
Coelogyne,lockii,II,CHN;VNM
Coelogyne,loheri,II,PHL
Coelogyne,longeciliata,II,IND
Coelogyne,longibulbosa,II,IDN;MYS
Coelogyne,longifolia,II,IDN;MMR
Coelogyne,longipes,II,BTN;CHN;IND;LAO;MMR;NPL;THA
Coelogyne,longirachis,II,PHL
Coelogyne,longpasiaensis,II,IDN;MYS
Coelogyne,lycastoides,II,FJI;NCL;WSM;TON;VUT
Coelogyne,macdonaldii,II,FJI;VUT
Coelogyne,malintangensis,II,IDN
Coelogyne,malipoensis,II,CHN;VNM
Coelogyne,marmorata,II,PHL
Coelogyne,marthae,II,MYS
Coelogyne,mayeriana,II,IDN;MYS;SGP
Coelogyne,merrillii,II,PHL
Coelogyne,micrantha,II,IND;MMR
Coelogyne,miniata,II,IDN
Coelogyne,monilirachis,II,IDN;MYS
Coelogyne,monticola,II,IDN
Coelogyne,mooreana,II,VNM
Coelogyne,mossiae,II,IND
Coelogyne,motleyi,II,IDN;MYS
Coelogyne,moultonii,II,IDN;MYS
Coelogyne,multiflora,II,IDN
Coelogyne,muluensis,II,MYS
Coelogyne,naja,II,IDN;MYS
Coelogyne,nervosa,II,IND;MMR
Coelogyne,nitida,II,BGD;BTN;CHN;IND;LAO;MMR;NPL;THA
Coelogyne,obtusifolia,II,MYS
Coelogyne,occultata,II,BTN;CHN;IND;MMR
Coelogyne,odoardii,II,BRN;IDN;MYS
Coelogyne,odoratissima,II,IND;LKA
Coelogyne,ovalis,II,BTN;CHN;IND;MMR;NPL;THA;VNM
Coelogyne,padangensis,II,IDN
