genus,species,cites_listing,regions
Aerangis,kotschyana,II,BDI;CAF;COD;ETH;GIN;KEN;MWI;MOZ;NGA;RWA;UGA;TZA;ZMB;ZWE
Aerangis,luteo-alba,II,CMR;CAF;COD;ETH;KEN;UGA;TZA
Aerangis,macrocentra,II,MDG
Aerangis,maireae,II,TZA
Aerangis,megaphylla,II,CMR;CAF;GNQ
Aerangis,modesta,II,COM;MDG
Aerangis,montana,II,MWI;TZA;ZMB
Aerangis,mooreana,II,COM;MDG
Aerangis,mystacidii,II,MWI;MOZ;ZAF;SWZ;TZA;ZMB;ZWE
Aerangis,oligantha,II,MWI;TZA
Aerangis,pallida,II,MDG
Aerangis,pallidiflora,II,MDG
Aerangis,primulina,II,MDG
Aerangis,pulchella,II,MDG
Aerangis,punctata,II,MDG
Aerangis,rostellaris,II,COM;MDG
Aerangis,somalensis,II,ETH;KEN;MWI;ZAF;TZA;ZWE
Aerangis,spiculata,II,COM;MDG
Aerangis,splendida,II,MWI;ZMB
Aerangis,stelligera,II,CMR;CAF;COD
Aerangis,stylosa,II,COM;MDG
Aerangis,thomsonii,II,KEN;UGA;TZA
Aerangis,ugandensis,II,BDI;COD;KEN;UGA
Aerangis,verdickii,II,AGO;COD;MWI;MOZ;ZAF;TZA;ZMB;ZWE
Aeranthes,arachnites,II,REU
Aeranthes,polyanthemus,II,
Aeranthus,grandiflorus,II,
Aerides,augustiana,II,PHL
Aerides,crassifolia,II,IND;LAO;MMR;THA;VNM
Aerides,crispa,II,IND
Aerides,emericii,II,IND
Aerides,falcata,II,KHM;IND;IDN;LAO;MYS;MMR;THA;VNM
Aerides,fieldingii,II,IND
Aerides,flabellata,II,CHN;LAO;MMR;THA
Aerides,houlletiana,II,KHM;LAO;MMR;THA;VNM
Aerides,inflexa,II,IDN
Aerides,jansonii,II,MMR
Aerides,krabiensis,II,MYS;THA
Aerides,lawrenceae,II,PHL
Aerides,leeana,II,PHL
Aerides,maculosa,II,IND
Aerides,memorlandii,II,IND
Aerides,multiflora,II,BGD;BTN;KHM;IND;LAO;MYS;MMR;NPL;THA;VNM
Aerides,odorata,II,BTN;KHM;CHN;IND;IDN;LAO;MYS;MMR;NPL;PHL;THA;VNM
Aerides,quinquevulnera,II,PNG;PHL
Aerides,ringens,II,IND;LKA
Aerides,rosea,II,BTN;CHN;IND;LAO;MMR;THA;VNM
Aerides,rubescens,II,VNM
Aerides,sukauensis,II,MYS
Aerides,thibautiana,II,IDN;PHL
Aerides,timorana,II,IDN
Aerides,vandara,II,BTN;IND
Agrostophyllum,cyathiforme,II,IDN;MYS
Agrostophyllum,denbergeri,II,IDN
Agrostophyllum,hasseltii,II,IDN;MYS;PHL
Agrostophyllum,javanicum,II,IDN
Agrostophyllum,latilobum,II,IDN
Agrostophyllum,laxum,II,IDN
Agrostophyllum,longifolium,II,IDN
Agrostophyllum,majus,II,MYS;SGP
Agrostophyllum,megalurum,II,ASM;FJI
Agrostophyllum,occidentale,II,MDG;SYC
Agrostophyllum,philippinense,II,
Agrostophyllum,tenue,II,IDN;MYS
Agrostophyllum,zeylanicum,II,LKA
Alamania,punicea,II,MEX
Allochilus,eberhardtii,II,VNM
Amblostoma,armeniacum,II,
Amesiella,monticola,II,PHL
Amesiella,philippinensis,II,PHL
Amitostigma,bifoliatum,II,CHN
Amitostigma,capitatum,II,CHN
Amitostigma,gracile,II,JPN
Amitostigma,hemipiliodes,II,CHN
Amitostigma,keiskei,II,JPN
Amitostigma,simplex,II,CHN
Amitostigma,tetralobum,II,CHN
Amitostigma,yuanum,II,CHN
Amparoa,beloglossa,II,MEX
Amparoa,costaricensis,II,CRI;SLV;HND
Anacamptis,morio,II,AUT;BEL;CYP;DNK;FRA;DEU;GRC;IRN;IRQ;IRL;ISR;ITA;LBN;MAR;NLD;NOR;POL;PRT;RUS;ESP;SWE;TUR;GBR
Anacamptis,pyramidalis,II,ALB;ARM;AUT;AZE;BEL;BIH;BGR;HRV;CZE;DNK;EST;FRA;GEO;DEU;GIB;GRC;GGY;HUN;IRL;IMN;ITA;JEY;JOR;MLT;NLD;POL;PRT;MDA;ROU;RUS;SVK;ESP;SWE;CHE;TUR;UKR;GBR
Anacamptis,urvilleana,II,MLT
Anathallis,abbreviata,II,
Anathallis,funerea,II,
Anathallis,lewisiae,II,
Anathallis,linearifolia,II,
Anathallis,obovata,II,
Anathallis,rabei,II,
Anathallis,ramulosa,II,
Anathallis,sclerophylla,II,
Ancistrorhynchus,capitatus,II,
Ancistrorhynchus,cephalotes,II,
Ancistrorhynchus,clandestinus,II,
Ancistrorhynchus,mettemiae,II,
Ancistrorhynchus,schumannii,II,
Ancistrorhynchus,straussii,II,
Andinia,dielsii,II,
Andinia,hirtzii,II,
Androcorys,japonensis,II,JPN
Angraecopsis,cryptantha,II,CMR
Angraecopsis,dolabriformis,II,STP
Angraecopsis,ischnopus,II,
Angraecopsis,parviflora,II,
Angraecopsis,pobeguinii,II,
Angraecopsis,tenerrima,II,
Angraecopsis,tridens,II,CMR;GNQ
Angraecum,acutipetalum,II,MDG
Angraecum,affine,II,CMR;COG;COD;GNQ;UGA
Angraecum,alleizettei,II,MDG
Angraecum,aloifolium,II,MDG
Angraecum,ambrense,II,MDG
Angraecum,amplexicaule,II,MDG
Angraecum,ampullaceum,II,MDG
Angraecum,andasibeense,II,MDG
Angraecum,andringitranum,II,MDG
Angraecum,angustipetalum,II,CMR;COD;GAB;GHA;MWI;NGA
Angraecum,angustum,II,NGA
Angraecum,ankeranense,II,MDG
Angraecum,aporoides,II,CMR;COD;GNQ;NGA;STP
Angraecum,appendiculoides,II,MDG
Angraecum,astroarche,II,STP
Angraecum,aviceps,II,MDG
Angraecum,bancoense,II,CMR;COG;CIV
Angraecum,baronii,II,MDG
Angraecum,bemarivoense,II,MDG
Angraecum,bicallosum,II,MDG
Angraecum,birrimense,II,CMR;CIV;GHA;LBR;NGA;SLE
Angraecum,borbonicum,II,MUS;REU
Angraecum,brachyrhopalon,II,MDG
Angraecum,bracteosum,II,REU
Angraecum,breve,II,MDG
Angraecum,brevicornu,II,TZA
Angraecum,cadetii,II,MUS;REU
Angraecum,calceolus,II,COM;MDG;MUS;MOZ;REU;SYC
Angraecum,caricifolium,II,MDG
Angraecum,caulescens,II,MDG;MUS;REU
Angraecum,chaetopodum,II,MDG
Angraecum,chamaeanthus,II,KEN;MWI;MOZ;ZAF;TZA;ZWE
Angraecum,chermezoni,II,MDG
Angraecum,chimanimaniense,II,ZWE
Angraecum,chloranthum,II,MDG
Angraecum,cilaosianum,II,REU
Angraecum,claessensii,II,COD;LBR;NGA
Angraecum,clavigerum,II,MDG
Angraecum,compactum,II,MDG
Angraecum,compressicaule,II,MDG
Angraecum,conchiferum,II,KEN;MWI;MOZ;ZAF;TZA;ZWE
Angraecum,cordemoyi,II,REU
Angraecum,coriaceum,II,MDG
Angraecum,cornigerum,II,REU
Angraecum,cornucopiae,II,MDG
Angraecum,corynoceras,II,MDG
Angraecum,costatum,II,MUS;REU
Angraecum,coutrixii,II,MDG
Angraecum,crassifolium,II,REU
Angraecum,crassum,II,MDG
Angraecum,cribbianum,II,GAB
Angraecum,cucullatum,II,REU
Angraecum,cultriforme,II,KEN;MWI;MOZ;ZAF;TZA;ZMB;ZWE
Angraecum,curnowianum,II,MDG
Angraecum,curvicalcar,II,MDG
Angraecum,curvicaule,II,MDG
Angraecum,curvipes,II,CMR
Angraecum,danguyanum,II,MDG
Angraecum,dasycarpum,II,MDG
Angraecum,dauphinense,II,MDG
Angraecum,decaryanum,II,MDG
Angraecum,decipiens,II,KEN;TZA
Angraecum,dendrobiopis,II,MDG
Angraecum,didieri,II,MDG
Angraecum,distichum,II,AGO;BEN;CMR;CAF;COG;CIV;COD;GAB;GHA;GIN;LBR;NGA;SLE;UGA
Angraecum,divaricatum,II,MUS;REU
Angraecum,dives,II,KEN;TZA;YEM
Angraecum,dollii,II,MDG
Angraecum,doratophyllum,II,STP
Angraecum,drouhardii,II,MDG
Angraecum,dryadum,II,MDG
Angraecum,eburneum,II,COM;MDG;MUS;REU;SYC
Angraecum,egertonii,II,GAB;NGA
Angraecum,eichlerianum,II,AGO;CMR;COD;GAB;NGA
Angraecum,elephantinum,II,MDG
Angraecum,elliotii,II,MDG
Angraecum,equitans,II,MDG
Angraecum,erectum,II,KEN;UGA;TZA;ZMB
Angraecum,evrardianum,II,BDI
Angraecum,expansum,II,REU
Angraecum,falcifolium,II,MDG
Angraecum,ferkoanum,II,MDG
Angraecum,filicornu,II,MDG;MUS;REU
Angraecum,firthii,II,CMR;KEN;UGA
Angraecum,flavidum,II,MDG
Angraecum,floribundum,II,MDG
Angraecum,florulentum,II,COM;MDG
Angraecum,gabonense,II,COD;GAB
Angraecum,geniculatum,II,ZMB
Angraecum,germinyanum,II,COM;MDG;REU
Angraecum,guillauminii,II,MDG
Angraecum,hermannii,II,REU
Angraecum,humbertii,II,MDG
Angraecum,humblotianum,II,MDG
Angraecum,humile,II,KEN;TZA;ZWE
Angraecum,huntleyoides,II,MDG
Angraecum,imerinense,II,MDG
Angraecum,implicatum,II,MDG;REU
Angraecum,inapertum,II,MDG;MUS;REU
Angraecum,infundibulare,II,CMR;COD;ETH;KEN;NGA;RWA;STP;UGA
Angraecum,keniae,II,KEN
Angraecum,kraenzlinianum,II,MDG
Angraecum,laggiarae,II,MDG
Angraecum,lecomtei,II,MDG
Angraecum,leonis,II,COM;MDG
Angraecum,letouzeyi,II,MDG
Angraecum,linearifolium,II,MDG
Angraecum,lisowskianum,II,GNQ
Angraecum,litorale,II,MDG
Angraecum,longicaule,II,MDG
Angraecum,longinode,II,REU
Angraecum,macilentum,II,REU
Angraecum,madagascariense,II,MDG
Angraecum,magdalenae,II,MDG
Angraecum,mahavavense,II,MDG
Angraecum,marii,II,RWA
Angraecum,mauritianum,II,MDG;MUS;REU
Angraecum,meirax,II,COM;MDG
Angraecum,melanostictum,II,MDG
Angraecum,metallicum,II,MDG
Angraecum,microcharis,II,MDG
Angraecum,minus,II,ETH;TZA;ZMB;ZWE
Angraecum,minutissimum,II,CIV
Angraecum,minutum,II,REU
Angraecum,mirabile,II,MDG
Angraecum,moandense,II,CMR;COG;CIV;GNQ;GAB;GIN;LBR;NGA;RWA;UGA;TZA
Angraecum,modicum,II,LBR
Angraecum,mofakoko,II,COD
Angraecum,moratii,II,MDG
Angraecum,multiflorum,II,MDG;MUS;REU;SYC
Angraecum,multinominatum,II,GAB;GHA;GIN;NGA;SLE;TGO
Angraecum,muscicolum,II,MDG
Angraecum,musculiferum,II,MDG
Angraecum,myrianthum,II,MDG
Angraecum,nanum,II,MUS;REU
Angraecum,nasutum,II,MDG
Angraecum,nzoanum,II,GIN
Angraecum,oberonia,II,MUS;REU
Angraecum,obesum,II,MDG
Angraecum,oblongifolium,II,MDG
Angraecum,obversifolium,II,MUS;REU
Angraecum,ochraceum,II,MDG
Angraecum,onivense,II,MDG
Angraecum,palmicolum,II,MDG
Angraecum,palmiforme,II,MUS;REU
Angraecum,panicifolium,II,MDG
Angraecum,parvulum,II,MUS;REU
Angraecum,pauciramosum,II,MDG
Angraecum,pectinatum,II,COM;MDG;MUS;REU
Angraecum,penzigianum,II,MDG
Angraecum,pergracile,II,MDG
Angraecum,perhumile,II,MDG
Angraecum,perparvulum,II,MDG
Angraecum,petterssonianum,II,RWA
Angraecum,peyrotii,II,MDG
Angraecum,pingue,II,MUS;REU
Angraecum,pinifolium,II,MDG
Angraecum,podochiloides,II,CMR;CIV;COD;GHA;LBR;NGA
Angraecum,popowii,II,MDG
Angraecum,potamophilum,II,MDG
Angraecum,praestans,II,MDG
Angraecum,protensum,II,MDG
Angraecum,pseudodidieri,II,MDG
Angraecum,pseudofilicornu,II,MDG
Angraecum,pseudopetiolatum,II,REU
Angraecum,pterophyllum,II,MDG
Angraecum,pumilio,II,MDG
Angraecum,pungens,II,CMR;COD;GNQ;NGA
Angraecum,pusillum,II,ZAF;SWZ;ZWE
Angraecum,pygmaeum,II,JPN
Angraecum,pyriforme,II,CMR;CIV;NGA
Angraecum,ramosum,II,MUS;REU
Angraecum,ramulicolum,II,MDG
Angraecum,reygaertii,II,CMR;COD;UGA
Angraecum,rhizanthium,II,MDG
Angraecum,rhizomaniacum,II,MDG
Angraecum,rhynchoglossum,II,MDG
Angraecum,rigidifolium,II,MDG
Angraecum,rostratum,II,MDG
Angraecum,rubellum,II,MDG
Angraecum,rutenbergianum,II,MDG
Angraecum,sacciferum,II,BDI;CMR;COD;KEN;MWI;MOZ;RWA;ZAF;SWZ;UGA;TZA;ZMB;ZWE
Angraecum,sacculatum,II,MDG
Angraecum,salazianum,II,REU
Angraecum,sambiranoense,II,MDG
Angraecum,sanfordii,II,CMR
Angraecum,scalariforme,II,MDG
Angraecum,scottianum,II,COM
Angraecum,sedifolium,II,MDG
Angraecum,serpens,II,MDG
Angraecum,sesquipedale,II,MDG
Angraecum,sesquisectangulum,II,MDG
Angraecum,setipes,II,MDG
Angraecum,sinuatiflorum,II,MDG
Angraecum,sororium,II,MDG
Angraecum,spectabile,II,TZA
Angraecum,spicatum,II,REU
Angraecum,stella-africae,II,MWI;ZAF;ZWE
Angraecum,sterrophyllum,II,MDG
Angraecum,stolzii,II,COD;MWI;MOZ;TZA;ZMB
Angraecum,striatum,II,REU
Angraecum,subulatum,II,CMR;CIV;COD;GNQ;GHA;NGA;SLE
Angraecum,tamarindicolum,II,MDG
Angraecum,tenellum,II,MDG;REU
Angraecum,tenuifolium,II,REU
Angraecum,tenuipes,II,MDG
Angraecum,tenuispica,II,MDG
Angraecum,teres,II,KEN;TZA
Angraecum,teretifolium,II,MDG
Angraecum,triangulifolium,II,MDG
Angraecum,trichoplectron,II,MDG
Angraecum,triquetrum,II,MUS;REU
Angraecum,umbrosum,II,MWI
Angraecum,undulatum,II,MUS;REU
Angraecum,urschianum,II,MDG
Angraecum,verecundum,II,MDG
Angraecum,vesiculatum,II,COM;MDG
Angraecum,vesiculiferum,II,COM;MDG
Angraecum,viguieri,II,MDG
Angraecum,viride,II,KEN;TZA
Angraecum,viridiflorum,II,REU
Angraecum,xylopus,II,COM
Angraecum,yuccaefolium,II,MUS
Angraecum,zaratananae,II,MDG
Angraecum,zeylanicum,II,SYC;LKA
Anguloa,acostae,II,COL
Anguloa,brevilabris,II,COL
Anguloa,cliftonii,II,COL
Anguloa,clowesii,II,BOL;COL;VEN
Anguloa,dubia,II,COL
Anguloa,hohenlohii,II,COL;VEN
Anguloa,purpurea,II,
Anguloa,ruckeri,II,
Anguloa,sagittata,II,
Anguloa,tognettiae,II,VEN
Anguloa,uniflora,II,COL;ECU;PER
Anguloa,virginalis,II,BOL;COL;ECU;PER;VEN
Ania,penangiana,II,
Ania,viridfusca,II,
Anneliesia,candida,II,
Anneliesia,cuneata,II,
Anneliesia,kayasimae,II,
Anneliesia,russelliana,II,
Anoectochilus,brevistylus,II,MYS
Anoectochilus,calcaratus,II,MYS
Anoectochilus,chapaensis,II,VNM
Anoectochilus,duplex,II,MYS
Anoectochilus,elwesii,II,BTN;IND
Anoectochilus,geniculatus,II,MYS;SGP
Anoectochilus,imitans,II,NCL
Anoectochilus,monicae,II,
Anoectochilus,nicobaricus,II,IND
Anoectochilus,pectinatus,II,MYS
Anoectochilus,reinwardtii,II,IDN
Anoectochilus,rotundifolius,II,IND
Anoectochilus,roxburghii,II,BGD;BTN;CHN;IND;MMR;NPL
Anoectochilus,sandvicensis,II,USA
Anoectochilus,setaceus,II,IDN;MYS;LKA;VNM
Anoectochilus,sikkimensis,II,IND
Anoectochilus,tetrapterus,II,IND
Anoectochilus,tridentatus,II,VNM
Anoectochilus,yatesae,II,AUS
Anoectochilus,yungianus,II,HKG
Anoectochilus,zhejiangensis,II,CHN
Ansellia,africana,II,BWA;MOZ;NAM;ZAF;SWZ;ZMB;ZWE
Ansellia,gigantea,II,MOZ;ZAF
Apatostelis,atrorubens,II,PAN
Apatostelis,gracilifolia,II,CRI
Apatostelis,latipetala,II,CRI
Apatostelis,montana,II,PAN
Apatostelis,pendulispica,II,CRI
Apatostelis,persimilis,II,CRI
Apatostelis,standleyi,II,CRI
Apatostelis,tonduziana,II,CRI
Aphyllorchis,anomala,II,AUS
Aphyllorchis,gollani,II,IND
Aphyllorchis,montana,II,IND;LKA;THA
Aphyllorchis,pallida,II,IDN;MYS;PHL;SGP
Aphyllorchis,parviflora,II,CHN;IND;NPL
Aphyllorchis,queenslandica,II,
Aphyllorchis,vaginata,II,IND
Aplectrum,hyemale,II,CAN;USA
Apostasia,latifolia,II,MYS
Apostasia,nuda,II,SGP
Apostasia,parvula,II,IDN
Apostasia,wallichii,II,
Appendicula,alba,II,IDN;PHL
