iucn_status_code,genus,species,common_names
NT,Disocactus,flagelliformis,
LC,Maihuenia,poeppigii,luanmamell;maihuen
LC,Maihuenia,poeppigii,maihuen;maihuen
LC,Pereskiopsis,diguetii,
LC,Weberbauerocereus,winterianus,
CR,Eriosyce,laui,
LC,Echinocereus,rigidissimus,rainbow hedgehog cactus;arizona rainbow cactus
LC,Echinocereus,rigidissimus,arizona rainbow cactus;arizona rainbow cactus
LC,Echinopsis,calorubra,
VU,Mammillaria,jaliscana,
LC,Opuntia,pilifera,nopal crinado;nopal crinado
LC,Echinocereus,grandis,san esteban hedgehog;san esteban hedgehog
LC,Echinocereus,polyacanthus,mojave mound cactus;mojave mound cactus
LC,Echinocereus,polyacanthus,;mojave mound cactus
LC,Melocactus,smithii,
LC,Rebutia,steinmannii,
LC,Gymnocalycium,ochoterenae,
LC,Gymnocalycium,schickendantzii,
LC,Mammillaria,moelleriana,
LC,Oreocereus,celsianus,
LC,Pereskia,nemorosa,
NT,Rebutia,vasqueziana,
LC,Espostoa,hylaea,
LC,Tephrocactus,nigrispinus,
EN,Copiapoa,hypogaea,bajo tierra;bajo tierra
EN,Mammillaria,crucigera,
LC,Selenicereus,inermis,
LC,Austrocylindropuntia,shaferi,
LC,Haageocereus,chilensis,
LC,Pseudorhipsalis,amazonica,
LC,Gymnocalycium,erinaceum,
LC,Sclerocactus,whipplei,whipple's fishhook cactus;whipple's fishhook cactus
LC,Echinopsis,rhodotricha,
LC,Matucana,formosa,
LC,Ariocarpus,fissuratus,chautle-living rock;chautle-living rock
LC,Melocactus,zehntneri,
CR,Leptocereus,grantianus,
LC,Pilosocereus,pusillibaccatus,
LC,Echinopsis,yuquina,
LC,Cleistocactus,candelilla,
LC,Sclerocactus,pubispinus,great basin fishhook cactus;great basin fishhook cactus
NT,Frailea,cataphracta,
EN,Eriosyce,umadeave,
CR,Parodia,werdermanniana,
LC,Gymnocalycium,kieslingii,
DD,Mammillaria,xaltianguensis,
EN,Peniocereus,lazaro-cardenasii,
LC,Cumulopuntia,boliviana,espina;puscaya
LC,Cumulopuntia,boliviana,puscaya;puscaya
VU,Matucana,paucicostata,
LC,Stephanocereus,luetzelburgii,
LC,Ferocactus,lindsayi,
LC,Samaipaticereus,corroanus,
LC,Rebutia,einsteinii,
VU,Pereskia,marcanoi,
EN,Parodia,hausteiniana,
DD,Coryphantha,retusa,
EN,Copiapoa,fiedleriana,
LC,Harrisia,pomanensis,
EN,Mammillaria,coahuilensis,
LC,Mammillaria,compressa,
LC,Parodia,chrysacanthion,
LC,Cereus,bicolor,
LC,Denmoza,rhodacantha,
VU,Peniocereus,castellae,
VU,Opuntia,schumannii,
EN,Parodia,allosiphon,
LC,Echinopsis,maximiliana,
LC,Pachycereus,hollianus,baboso;baboso
LC,Pachycereus,hollianus,acompes;baboso
VU,Mammillaria,multidigitata,
LC,Cylindropuntia,arbuscula,
EN,Cleistocactus,longiserpens,
VU,Echinopsis,ancistrophora,
LC,Echinopsis,tarijensis,
NT,Browningia,chlorocarpa,
LC,Cleistocactus,sepium,
VU,Echinocereus,maritimus,
LC,Escobaria,emskoetteriana,junior tom thumb cactus;robert's foxtail cactus
LC,Escobaria,emskoetteriana,robert's foxtail cactus;robert's foxtail cactus
LC,Escobaria,emskoetteriana,biznaga-escobar de emskoetter;robert's foxtail cactus
LC,Mammillaria,sphacelata,
EN,Frailea,fulviseta,
DD,Corryocactus,apiciflorus,
LC,Stenocereus,pruinosus,
LC,Coryphantha,echinus,cory-cactus hedgehog;cory-cactus hedgehog
LC,Coryphantha,echinus,sea urchin cactus;cory-cactus hedgehog
LC,Mammillaria,polythele,
LC,Ferocactus,johnstonianus,
CR,Peniocereus,zopilotensis,
LC,Cylindropuntia,imbricata,
LC,Escontria,chiotilla,
LC,Harrisia,adscendens,rabo de raposa
LC,Harrisia,adscendens,
LC,Tunilla,corrugata,
LC,Gymnocalycium,pugionacanthum,
LC,Echinopsis,tegeleriana,
DD,Pilosocereus,splendidus,
LC,Lasiocereus,rupicola,
EN,Gymnocalycium,denudatum,
DD,Opuntia,stenarthra,
LC,Sclerocactus,warnockii,warnock's butterfly cactus;pineapple cactus
LC,Sclerocactus,warnockii,pineapple cactus;pineapple cactus
LC,Sclerocactus,warnockii,biznaga-bola amarilla;pineapple cactus
LC,Sclerocactus,warnockii,warnock's fishhook cactus;pineapple cactus
LC,Pediocactus,nigrispinus,simpson's hedgehog cactus;snowball cactus
LC,Pediocactus,nigrispinus,snowball cactus;snowball cactus
NT,Echinopsis,atacamensis,cardon grande;cardon
NT,Echinopsis,atacamensis,cardon;cardon
NT,Echinopsis,atacamensis,cavul;cardon
LC,Escobaria,dasyacantha,biznaga-escobar de espinas gruesas;big bend foxtail cactus
LC,Escobaria,dasyacantha,big bend foxtail cactus;big bend foxtail cactus
EN,Cephalocereus,senilis,viejito;old man cactus
EN,Cephalocereus,senilis,cabeza de viejo;old man cactus
EN,Cephalocereus,senilis,old man cactus;old man cactus
EN,Cephalocereus,senilis,barba de viejo;old man cactus
LC,Rhipsalis,neves-armondii,
NT,Melocactus,caroli-linnaei,
LC,Hatiora,salicornioides,
EN,Pilosocereus,quadricentralis,
CR,Leptocereus,leonii,pitahaya;pitahaya
LC,Pilosocereus,royenii,royen's tree cactus;royen's tree cactus
LC,Gymnocalycium,bayrianum,
LC,Peniocereus,greggii,queen of the night;queen of the night
LC,Peniocereus,greggii,desert night-blooming cereus;queen of the night
LC,Peniocereus,greggii,reina de la noche;queen of the night
LC,Opuntia,gosseliniana,violet prickly-pear;violet prickly-pear
LC,Eriosyce,engleri,
LC,Eriosyce,villicumensis,
EN,Melocactus,matanzanus,dwarf turk's cap cactus;dwarf turk's cap cactus
EN,Melocactus,matanzanus,erizo;dwarf turk's cap cactus
DD,Hylocereus,tricae,
VU,Echinopsis,famatinensis,
EN,Echinopsis,oligotricha,
LC,Gymnocalycium,andreae,
LC,Myrtillocactus,geometrizans,
LC,Cereus,hankeanus,
DD,Opuntia,pittieri,
LC,Neobuxbaumia,macrocephala,
EN,Weberocereus,imitans,
LC,Coryphantha,georgii,
NT,Matucana,pujupatii,
LC,Echinocereus,cinerascens,
DD,Hylocereus,undatus,;dragon fruit
DD,Hylocereus,undatus,strawberry pear;dragon fruit
DD,Hylocereus,undatus,dragonfruit;dragon fruit
DD,Hylocereus,undatus,night blooming cereus;dragon fruit
DD,Hylocereus,undatus,pitahaya;dragon fruit
DD,Hylocereus,undatus,belle of the night;dragon fruit
DD,Hylocereus,undatus,dragon fruit;dragon fruit
DD,Hylocereus,undatus,fruit du dragon;dragon fruit
DD,Hylocereus,undatus,pitahaya orejona;dragon fruit
DD,Hylocereus,undatus,pitahaya blanco;dragon fruit
DD,Hylocereus,undatus,pitaya;dragon fruit
DD,Hylocereus,undatus,poire de chardon;dragon fruit
LC,Echinocereus,pseudopectinatus,devil-thorn;devil-thorn
LC,Cylindropuntia,delgadilloana,
DD,Cleistocactus,pungens,
LC,Sclerocactus,intertextus,biznaga-bola entretejida;white fishhook cactus
LC,Sclerocactus,intertextus,white fish-hook cactus;white fishhook cactus
LC,Sclerocactus,intertextus,white fishhook cactus;white fishhook cactus
VU,Parodia,neoarechavaletae,
VU,Corryocactus,erectus,
LC,Pilosocereus,vilaboensis,
LC,Melocactus,oreas,
LC,Gymnocalycium,robustum,
EN,Pseudorhipsalis,alata,
DD,Escobaria,zilziana,
LC,Frailea,pumila,
LC,Disocactus,macranthus,
LC,Echinopsis,mamillosa,
LC,Parodia,commutans,
CR,Melocactus,braunii,
EN,Parodia,warasii,
LC,Cleistocactus,brookeae,
NT,Thelocactus,macdowellii,
LC,Opuntia,littoralis,coastal prickly-pear;coastal prickly-pear
LC,Opuntia,littoralis,nopal del litoral;coastal prickly-pear
LC,Cleistocactus,strausii,
VU,Peniocereus,chiapensis,
LC,Opuntia,excelsa,
LC,Oroya,borchersii,
LC,Pilosocereus,purpusii,
LC,Pereskia,diaz-romeroana,
LC,Pereskiopsis,porteri,
LC,Rhipsalis,teres,
LC,Haageocereus,acranthus,
LC,Gymnocalycium,baldianum,
LC,Echinocereus,spinigemmatus,
EN,Echinocereus,chisosensis,chisos mountain hedgehog cactus;chisos mountain hedgehog cactus
LC,Coryphantha,pseudonickelsiae,
LC,Myrtillocactus,schenckii,
LC,Nopalea,inaperta,
LC,Coryphantha,clavata,
LC,Mammillaria,mammillaris,
LC,Echinocactus,polycephalus,cottontop cactus;triangle cactus
LC,Echinocactus,polycephalus,cotton-top cactus;triangle cactus
LC,Echinocactus,polycephalus,cottontop barrel;triangle cactus
LC,Echinocactus,polycephalus,triangle cactus;triangle cactus
LC,Echinocactus,polycephalus,biznaga-tonel amacollada;triangle cactus
NT,Pseudorhipsalis,acuminata,
LC,Coryphantha,pseudoechinus,
LC,Opuntia,huajuapensis,
LC,Pterocactus,megliolii,
LC,Browningia,hertlingiana,sanque grande;sanque grande
DD,Echinopsis,arboricola,
DD,Ortegocactus,macdougallii,
VU,Echinopsis,albispinosa,
EN,Discocactus,diersianus,
DD,Mammillaria,matudae,
LC,Ferocactus,glaucescens,
LC,Escobaria,vivipara,pincushion cactus;pincushion cactus
LC,Escobaria,vivipara,spinystar;pincushion cactus
LC,Pelecyphora,strobiliformis,
LC,Parodia,gibbulosoides,
LC,Mammillaria,petterssonii,
NT,Opuntia,triacantha,spanish lady;big pine key prickly-pear
NT,Opuntia,triacantha,big pine key prickly-pear;big pine key prickly-pear
NT,Opuntia,triacantha,jumping pprickly apple;big pine key prickly-pear
LC,Mammillaria,nivosa,woolly nipple cactus;woolly nipple cactus
LC,Echinocereus,dasyacanthus,spiny hedgehog cactus;spiny hedgehog cactus
LC,Echinocereus,dasyacanthus,;spiny hedgehog cactus
LC,Echinopsis,pamparuizii,
LC,Rebutia,ritteri,
LC,Stenocereus,fricii,
LC,Gymnocalycium,reductum,
EN,Copiapoa,grandiflora,
LC,Cylindropuntia,prolifera,
LC,Browningia,microsperma,
LC,Armatocereus,riomajensis,sarasanqui;sarasanqui
EN,Eriosyce,simulans,simulador;simulador
DD,Rhipsalis,ewaldiana,
LC,Echinopsis,thionantha,
VU,Discocactus,boliviensis,
LC,Echinocereus,primolanatus,
LC,Gymnocalycium,monvillei,
LC,Harrisia,martinii,mooncactus;mooncactus
LC,Harrisia,gracilis,
EN,Pachycereus,gaumeri,
LC,Opuntia,stenopetala,
LC,Melocactus,levitestatus,
LC,Echinocereus,stramineus,strawberry cactus;strawberry cactus
LC,Echinocereus,stramineus,strawberry hedgehog cactus;strawberry cactus
LC,Echinocereus,stramineus,;strawberry cactus
LC,Epiphyllum,pumilum,
LC,Corryocactus,melanotrichus,
VU,Parodia,oxycostata,
LC,Calymmanthium,substerile,
LC,Mammillaria,albilanata,
CR,Mammillaria,carmenae,
LC,Mammillaria,cerralboa,
LC,Echinopsis,camarguensis,
LC,Myrtillocactus,cochal,
CR,Parodia,nivosa,
CR,Cereus,estevesii,
LC,Opuntia,arechavaletae,
EN,Dendrocereus,nudiflorus,;aguacate cimarrón
DD,Maihueniopsis,archiconoidea,
VU,Parodia,fusca,
LC,Epiphyllum,thomasianum,
NT,Austrocylindropuntia,cylindrica,
LC,Echinocereus,laui,
LC,Tephrocactus,aoracanthus,
LC,Echinocereus,scheeri,
DD,Mammillaria,wiesingeri,
EN,Mammillaria,hernandezii,
LC,Weberbauerocereus,cuzcoensis,
LC,Mammillaria,dioica,biznaga llavina;strawberry cactus
LC,Mammillaria,dioica,strawberry cactus;strawberry cactus
LC,Cylindropuntia,alcahes,
VU,Eriosyce,senilis,viejito;viejito
LC,Parodia,erinacea,
VU,Ferocactus,macrodiscus,
LC,Mammillaria,sartorii,
LC,Haageocereus,platinospinus,
VU,Echinopsis,thelegona,
LC,Mammillaria,erythrosperma,
LC,Cylindropuntia,munzii,
LC,Parodia,stuemeri,
DD,Mammillaria,sinistrohamata,
EN,Echinopsis,hertrichiana,
DD,Browningia,columnaris,
LC,Sclerocactus,parviflorus,small-flower fishhook cactus;small-flower fishhook cactus
DD,Browningia,candelaris,cardon;candelabro
DD,Browningia,candelaris,candelabro;candelabro
VU,Echinopsis,terscheckii,
LC,Leptocereus,weingartianus,
LC,Corynopuntia,moelleri,
LC,Armatocereus,laetus,
CR,Matucana,ritteri,
LC,Echinocereus,arizonicus,arizona hedgehog cactus;arizona hedgehog cactus
VU,Parodia,schumanniana,
LC,Cylindropuntia,davisii,
NT,Cereus,horrispinus,
LC,Pilosocereus,leucocephalus,
NT,Cleistocactus,neoroezlii,
LC,Opuntia,microdasys,nopal cegador;nopal cegador
LC,Echinocereus,coccineus,scarlet hedgehog cactus;scarlet hedgehog cactus
LC,Echinocereus,coccineus,;scarlet hedgehog cactus
LC,Yungasocereus,inquisivensis,
DD,Lophophora,fricii,
DD,Mammillaria,ekmanii,
LC,Opuntia,basilaris,beavertail prickly-pear;beavertail prickly-pear
LC,Opuntia,basilaris,beavertail pricklypear;beavertail prickly-pear
LC,Opuntia,basilaris,nopal del castor;beavertail prickly-pear
LC,Rebutia,fidana,
VU,Strombocactus,disciformis,
LC,Melocactus,macracanthos,
DD,Espostoa,superba,
EN,Pygmaeocereus,bieblii,
LC,Tunilla,tilcarensis,
LC,Eriosyce,subgibbosa,cacto rosado;quisquito
LC,Eriosyce,subgibbosa,quisquito;quisquito
LC,Coryphantha,erecta,
DD,Matucana,intertexta,
EN,Hatiora,epiphylloides,
LC,Pilosocereus,gounellei,chique chique
LC,Pilosocereus,gounellei,xique xique
LC,Pilosocereus,gounellei,xique xique das pedras
LC,Pilosocereus,gounellei,cheque cheque
LC,Pilosocereus,gounellei,alastrado
LC,Austrocylindropuntia,verschaffeltii,
LC,Escobaria,alversonii,cushion fox-tail cactus;cushion fox-tail cactus
NT,Eriosyce,islayensis,
LC,Rhipsalis,trigona,
LC,Cleistocactus,smaragdiflorus,
LC,Rebutia,neocumingii,
LC,Cleistocactus,baumannii,
LC,Mammillaria,carnea,
LC,Eulychnia,castanea,copao de philippi;copao de philippi
LC,Parodia,subterranea,
LC,Mammillaria,wrightii,wright's prickly-pear;wright's prickly-pear
LC,Mammillaria,wrightii,wright's pincushion cactus;wright's prickly-pear
LC,Mammillaria,wrightii,biznaga de wright;wright's prickly-pear
LC,Mammillaria,wrightii,wright's nipple cactus;wright's prickly-pear
VU,Matucana,oreodoxa,
EN,Gymnocalycium,horstii,
LC,Lepismium,lumbricoides,
LC,Cereus,insularis,
LC,Thelocactus,bicolor,straw thelocactus;straw thelocactus
LC,Thelocactus,bicolor,glory of texas;straw thelocactus
LC,Thelocactus,bicolor,;straw thelocactus
DD,Echinopsis,chamaecereus,
LC,Mammillaria,huitzilopochtli,
LC,Thelocactus,leucacanthus,
LC,Corynopuntia,kunzei,
LC,Castellanosia,caineana,
NT,Leptocereus,sylvestris,
LC,Escobaria,minima,small coryphantha;birdfoot cactus
LC,Escobaria,minima,birdfoot cactus;birdfoot cactus
LC,Weberbauerocereus,weberbaueri,
CR,Pilosocereus,diersianus,
CR,Haageocereus,pacalaensis,
LC,Opuntia,rufida,nopal rojizo;blind pricklypear
LC,Opuntia,rufida,blind pricklypear;blind pricklypear
LC,Echinocereus,berlandieri,berlandier's hedgehog cactus;berlandier's hedgehog cactus
LC,Echinocereus,berlandieri,;berlandier's hedgehog cactus
LC,Mammillaria,standleyi,
LC,Opuntia,anacantha,
LC,Rebutia,deminuta,
LC,Pterocactus,australis,
EN,Oroya,peruviana,
DD,Echinopsis,clavata,
LC,Mammillaria,vetula,
LC,Opuntia,boldinghii,
LC,Blossfeldia,liliputana,
CR,Rhipsalis,pentaptera,
LC,Opuntia,chlorotica,dollar-joint prickly-pear;dollar-joint prickly-pear
LC,Opuntia,chlorotica,dollar-joint pricklypear;dollar-joint prickly-pear
LC,Opuntia,chlorotica,pancake pricklypear;dollar-joint prickly-pear
LC,Opuntia,chlorotica,nopal verdoso;dollar-joint prickly-pear
LC,Sclerocactus,papyracanthus,grama grass cactus;grama grass cactus
LC,Sclerocactus,papyracanthus,paperspine fishhook cactus;grama grass cactus
LC,Sclerocactus,papyracanthus,biznaga-bola de espinas de papel;grama grass cactus
LC,Neoraimondia,herzogiana,
LC,Rebutia,minuscula,
LC,Eriosyce,curvispina,cacto;cacto
LC,Opuntia,macrorhiza,nopal raizudo;twistspine pricklypear
LC,Opuntia,macrorhiza,plains twistspine pricklypear;twistspine pricklypear
LC,Opuntia,macrorhiza,twistspine pricklypear;twistspine pricklypear
LC,Opuntia,macrorhiza,grassland pricklypear;twistspine pricklypear
LC,Cereus,lamprospermus,
LC,Rhipsalis,pachyptera,
LC,Opuntia,humifusa,eastern prickly-pear;eastern prickly-pear
LC,Opuntia,humifusa,nopal del este;eastern prickly-pear
LC,Echinopsis,tunariensis,
LC,Echinocereus,longisetus,
LC,Coryphantha,pallida,
LC,Peniocereus,johnstonii,
LC,Cereus,fernambucensis,figueira-do-inferno
LC,Cereus,fernambucensis,
LC,Cereus,fernambucensis,cardo vinagre
LC,Cereus,fernambucensis,cardo-de-praia
NT,Cereus,mortensenii,
LC,Austrocactus,bertinii,
LC,Cumulopuntia,chichensis,
LC,Maihueniopsis,hypogaea,
VU,Cereus,vargasianus,
LC,Coryphantha,ottonis,
EN,Echinopsis,angelesiae,
DD,Echinocereus,salm-dyckianus,
LC,Haageocereus,decumbens,
LC,Micranthocereus,purpureus,
CR,Myrtillocactus,eichlamii,
DD,Cleistocactus,morawetzianus,
LC,Epiphyllum,oxypetalum,dutchman's pipe cactus;dutchman's pipe cactus
LC,Epiphyllum,oxypetalum,nopalillo criollo;dutchman's pipe cactus
VU,Eriosyce,confinis,
LC,Mammillaria,baumii,
CR,Matucana,madisoniorum,
VU,Peniocereus,cuixmalensis,
LC,Mammillaria,senilis,
DD,Tunilla,microdisca,
LC,Sclerocactus,spinosior,desert valley fishhook cactus;desert valley fishhook cactus
LC,Sclerocactus,spinosior,desert valley fish-hook cactus;desert valley fishhook cactus
LC,Echinopsis,formosa,koko;pasakana
LC,Echinopsis,formosa,pasakana;pasakana
LC,Gymnocalycium,saglionis,
LC,Armatocereus,rauhii,
LC,Astrophytum,capricorne,peyotillo;beznaga de estropajo
LC,Astrophytum,capricorne,mechudo;beznaga de estropajo
LC,Astrophytum,capricorne,birrete de obispo;beznaga de estropajo
LC,Astrophytum,capricorne,beznaga de estropajo;beznaga de estropajo
EN,Rhipsalis,dissimilis,
LC,Austrocylindropuntia,vestita,
LC,Parodia,ritteri,
EN,Hylocereus,calcaratus,
VU,Pachycereus,militaris,
LC,Echinocereus,triglochidiatus,claretcup hedgehog;mound hedgehog cactus
LC,Echinocereus,triglochidiatus,mound hedgehog cactus;mound hedgehog cactus
LC,Echinocereus,triglochidiatus,mojave mound cactus;mound hedgehog cactus
LC,Echinocereus,triglochidiatus,kingcup cactus;mound hedgehog cactus
LC,Echinocereus,triglochidiatus,;mound hedgehog cactus
LC,Echinocereus,viereckii,
LC,Polaskia,chichipe,
LC,Disocactus,ackermannii,
NT,Parodia,aureicentra,
LC,Pilosocereus,machrisii,
LC,Pilosocereus,pachycladus,calumbi
LC,Pilosocereus,pachycladus,mandadaru de facho
LC,Pilosocereus,pachycladus,fahceiro
LC,Pilosocereus,pachycladus,facheiro azul
CR,Cylindropuntia,hystrix,patana;patana
LC,Gymnocalycium,rhodantherum,
LC,Rebutia,cylindrica,
DD,Echinocereus,ortegae,
CR,Corynopuntia,reflexispina,
LC,Gymnocalycium,bruchii,
LC,Mammillaria,thornberi,thornber's fishhook cactus;thornber's fishhook cactus
LC,Mammillaria,thornberi,thornber's nipple cactus;thornber's fishhook cactus
LC,Mammillaria,thornberi,biznaga de thornber;thornber's fishhook cactus
LC,Mammillaria,thornberi,thornber's pincushion cactus;thornber's fishhook cactus
DD,Stenocactus,ochoterenanus,
LC,Mammillaria,pottsii,pott's nipple-cactus;pott's nipple-cactus
LC,Mammillaria,pottsii,rattail nipple cactus;pott's nipple-cactus
LC,Mammillaria,pottsii,biznaga de potts;pott's nipple-cactus
CR,Leptocereus,wrightii,
VU,Pereskia,zinniiflora,abrojo;erizo
VU,Pereskia,zinniiflora,erizo;erizo
LC,Opuntia,parviclada,
DD,Corryocactus,squarrosus,
LC,Escobaria,duncanii,
DD,Rhipsalis,agudoensis,
LC,Gymnocalycium,berchtii,
LC,Maihueniopsis,subterranea,
VU,Weberocereus,tonduzii,
EN,Parodia,leninghausii,
LC,Coryphantha,jalpanensis,
DD,Pfeiffera,crenata,
LC,Rhipsalis,juengeri,
LC,Gymnocalycium,taningaense,
VU,Selenicereus,murrillii,
CR,Rhipsalis,mesembryanthemoides,
EN,Parodia,horstii,
LC,Echinopsis,pachanoi,huando hermosa;san pedro cactus
LC,Echinopsis,pachanoi,cactus real;san pedro cactus
LC,Echinopsis,pachanoi,san pedro cactus;san pedro cactus
LC,Echinopsis,pachanoi,achuma;san pedro cactus
LC,Echinopsis,pachanoi,;san pedro cactus
LC,Echinopsis,pachanoi,curi;san pedro cactus
LC,Echinopsis,pachanoi,agua-collo;san pedro cactus
LC,Echinopsis,pachanoi,huacuma;san pedro cactus
LC,Echinopsis,pachanoi,sanpedrillo;san pedro cactus
LC,Echinopsis,pachanoi,olala;san pedro cactus
LC,Echinopsis,pachanoi,huando;san pedro cactus
LC,Echinopsis,pachanoi,huachuma;san pedro cactus
LC,Echinopsis,pachanoi,;san pedro cactus
LC,Echinopsis,pachanoi,cardo;san pedro cactus
EN,Corryocactus,brachypetalus,
LC,Cylindropuntia,fulgida,jumping cholla;jumping cholla
LC,Melocactus,curvispinus,
LC,Echinopsis,chrysochete,
LC,Echinopsis,schickendantzii,
DD,Epiphyllum,baueri,
LC,Espostoa,calva,
LC,Epithelantha,bokei,biznaga-blanca de boquillas;boke's button cactus
LC,Epithelantha,bokei,boke's button cactus;boke's button cactus
LC,Mammillaria,insularis,
LC,Echinopsis,deserticola,cacto del desierto;cacto del desierto
DD,Corryocactus,serpens,
LC,Peniocereus,striatus,gearstem cactus;gearstem cactus
LC,Copiapoa,krainziana,;chascón
EN,Echinopsis,bolligeriana,quisco de los acantilados;quisco de los acantilados
LC,Parodia,ocampoi,
DD,Frailea,chiquitana,
LC,Opuntia,puberula,
DD,Selenicereus,chrysocardium,
DD,Mammillaria,linaresensis,
NT,Pediocactus,bradyi,brady's hedgehog cactus;brady's pincushion cactus
NT,Pediocactus,bradyi,brady's pincushion cactus;brady's pincushion cactus
LC,Lepismium,incachacanum,
LC,Weberocereus,glaber,
LC,Mammillaria,longiflora,
LC,Escobaria,chihuahuensis,
LC,Echinocereus,adustus,
LC,Opuntia,caracassana,
VU,Echinopsis,chrysantha,
LC,Rebutia,tarijensis,
DD,Corryocactus,aureus,
LC,Rhipsalis,lindbergiana,
NT,Mammillaria,napina,
VU,Mammillaria,eriacantha,
LC,Echinopsis,saltensis,
LC,Mammillaria,prolifera,west indian nipple-cactus;west indian nipple-cactus
LC,Mammillaria,prolifera,biznaga prolifera;west indian nipple-cactus
LC,Mammillaria,prolifera,texas nipple cactus;west indian nipple-cactus
EN,Mammillaria,surculosa,
LC,Espostoa,utcubambensis,
LC,Echinopsis,rojasii,
LC,Coryphantha,werdermannii,
EN,Sclerocactus,nyensis,nye county fish-hook cactus;nye county fish-hook cactus
LC,Pilosocereus,tuberculatus,caxacubri
NT,Rhipsalis,clavata,
EN,Echinopsis,coquimbana,quisco coquimbano;quisco coquimbano
LC,Eriosyce,bulbocalyx,
EN,Disocactus,biformis,
LC,Neobuxbaumia,squamulosa,
DD,Pilosocereus,oligolepis,
LC,Mammillaria,bocasana,
LC,Mammillaria,orcuttii,
DD,Stenocereus,eichlamii,
LC,Carnegiea,gigantea,saguaro;saguaro
LC,Carnegiea,gigantea,saguaro;saguaro
EN,Eriosyce,occulta,cacto oculto;cacto oculto
LC,Stenocereus,kerberi,
LC,Mammillaria,kraehenbuehlii,
NT,Rhipsalis,ormindoi,
LC,Stenocereus,gummosus,
DD,Ferocactus,schwarzii,
LC,Quiabentia,verticillata,
CR,Gymnocalycium,ragonesei,
LC,Melocactus,bahiensis,
LC,Gymnocalycium,anisitsii,
VU,Parodia,turecekiana,
LC,Echinopsis,huascha,
VU,Mammillaria,petrophila,
LC,Opuntia,lagunae,
DD,Selenicereus,nelsonii,
LC,Stenocereus,eruca,
LC,Weberocereus,tunilla,
NT,Pseudorhipsalis,himantoclada,
LC,Weberbauerocereus,albus,
LC,Opuntia,tehuantepecana,
LC,Cleistocactus,leonensis,
DD,Pilosocereus,albisummus,
LC,Stenocactus,coptonogonus,
LC,Sclerocactus,mesae-verdae,mesa verde fishhook cactus;mesa verde cactus
LC,Sclerocactus,mesae-verdae,mesa verde cactus;mesa verde cactus
LC,Rhipsalis,pulchra,
LC,Stenocereus,griseus,
LC,Echinocereus,stoloniferus,
LC,Gymnocalycium,spegazzinii,
LC,Gymnocalycium,gibbosum,
DD,Opuntia,scheeri,
LC,Mammillaria,poselgeri,
CR,Pygmaeocereus,bylesianus,
LC,Coryphantha,sulcata,finger cactus;pineapple cactus
LC,Coryphantha,sulcata,pineapple cactus;pineapple cactus
CR,Parodia,herteri,
LC,Mammillaria,glassii,
LC,Opuntia,engelmannii,cactus-apple;cactus-apple
EN,Matucana,weberbaueri,
EN,Mammillaria,parkinsonii,
LC,Cylindropuntia,spinosior,cane cholla;cane cholla
LC,Sclerocactus,brevihamatus,shorthook fishhook cactus;engelmann's fishhook cactus
LC,Sclerocactus,brevihamatus,engelmann's fishhook cactus;engelmann's fishhook cactus
VU,Leptocereus,paniculatus,
NT,Echinocactus,platyacanthus,biznaga burra;biznaga burra
NT,Echinocactus,platyacanthus,;biznaga burra
LC,Coryphantha,nickelsiae,nickels's coryphantha;nickels' pincushion cactus
LC,Coryphantha,nickelsiae,biznaga-partida de laredo;nickels' pincushion cactus
LC,Coryphantha,nickelsiae,nickels' cactus;nickels' pincushion cactus
LC,Coryphantha,nickelsiae,nickels' pincushion cactus;nickels' pincushion cactus
CR,Echinocereus,nivosus,
CR,Weberocereus,frohningiorum,
LC,Oreocereus,leucotrichus,viejito;viejito
LC,Oreocereus,leucotrichus,chastudo;viejito
LC,Oreocereus,leucotrichus,abuelo;viejito
VU,Frailea,schilinzkyana,
EN,Maihueniopsis,minuta,
LC,Opuntia,hyptiacantha,
LC,Austrocylindropuntia,floccosa,
CR,Mammillaria,theresae,
EN,Echinocereus,sciurus,
NT,Ferocactus,histrix,;guamishí
LC,Gymnocalycium,stenopleurum,
EN,Melocactus,stramineus,
EN,Cleistocactus,jajoanus,
NT,Oreocereus,pseudofossulatus,
CR,Gymnocalycium,neuhuberi,
VU,Schlumbergera,truncata,
EN,Eriosyce,iquiquensis,;iquiqueño
LC,Ferocactus,cylindraceus,;california barrel cactus
LC,Ferocactus,cylindraceus,california barrel cactus;california barrel cactus
LC,Gymnocalycium,mesopotamicum,
LC,Eriosyce,strausiana,
LC,Echinopsis,peruviana,san pedro macho;san pedro macho
LC,Weberbauerocereus,rauhii,
VU,Acharagma,roseanum,
LC,Melocactus,neryi,
LC,Echinopsis,pentlandii,
LC,Peniocereus,viperinus,viborita;viborita
LC,Coryphantha,echinoidea,
LC,Echinopsis,quadratiumbonata,
LC,Sclerocactus,uncinatus,chihuahuan fishhook cactus;chihuahuan fish-hook cactus
LC,Sclerocactus,uncinatus,chihuahuan fish-hook cactus;chihuahuan fish-hook cactus
LC,Sclerocactus,uncinatus,biznaga-bola uncinada;chihuahuan fish-hook cactus
DD,Cleistocactus,pycnacanthus,
VU,Hatiora,gaertneri,easter cactus;easter cactus
EN,Echinocereus,leucanthus,
LC,Cereus,hexagonus,lady of the night cactus;lady of the night cactus
LC,Cereus,hexagonus,cirio;lady of the night cactus
