iucn_status_code,genus,species,common_names
LC,Agrostis,nervosa,
LC,Triodia,secunda,porcupine spinifex;porcupine spinifex
LC,Plectocomiopsis,triquetra,
VU,Anthurium,caloveboranum,
DD,Fimbristylis,monospicula,
LC,Eremospatha,hookeri,rattan;rattan
LC,Eremospatha,hookeri,rotin;rattan
LC,Greigia,van-hyningii,pina cimarrona;pina cimarrona
LC,Greigia,van-hyningii,pina de monte;pina cimarrona
LC,Ventenata,dubia,wiregrass;north african grass
LC,Ventenata,dubia,north african grass;north african grass
LC,Ventenata,dubia,hairgrass;north african grass
NT,Disa,extinctoria,
CR,Carex,lapazensis,
LC,Carex,macrostyla,laiche a gros style;laiche a gros style
LC,Eragrostis,aethiopica,
LC,Iriartea,deltoidea,
LC,Erythrodes,blumei,
EN,Pitcairnia,poeppigiana,
LC,Helictotrichon,canescens,
LC,Aegopogon,cenchroides,
LC,Tillandsia,reichenbachii,
LC,Stipa,himalaica,
LC,Chlorophytum,recurvifolium,
LC,Fimbristylis,costiglumis,
LC,Pinanga,patula,pinang kera paya
DD,Habenaria,christianii,
DD,Zingiber,ligulatum,
LC,Claderia,viridiflora,
LC,Bulbophyllum,macranthum,
VU,Navia,sandwithii,
LC,Disporum,calcaratum,
VU,Vriesea,camptoclada,
VU,Carex,dolichogyne,
DD,Tillandsia,atroviolacea,
LC,Colpodium,tibeticum,zang xiao yan gou cao
NT,Pinanga,subruminata,
LC,Thrasya,thrasyoides,
LC,Tillandsia,geminiflora,
DD,Carex,macrostigmatica,
LC,Tillandsia,foliosa,
EN,Anthurium,splendidum,
LC,Platystele,minimiflora,
LC,Eragrostis,orthoclada,
VU,Tillandsia,hemkeri,
LC,Paspalum,riparium,
LC,Tillandsia,insignis,
EN,Fritillaria,kaiensis,kaikobaimo
LC,Pharus,latifolius,
EN,Kyllinga,pluristaminea,
LC,Restrepia,trichoglossa,hairy tongued restrepia;hairy tongued restrepia
VU,Lagenocarpus,compactus,
CR,Masdevallia,apparitio,apparition masdevallia;apparition masdevallia
EN,Brachionidium,dressleri,cup orchid;cup orchid
LC,Stipa,oligostachya,
LC,Vriesea,bituminosa,
LC,Calamagrostis,fibrovaginata,
LC,Eragrostis,concinna,
LC,Tainia,hongkongensis,purple bulb orchid;purple bulb orchid
DD,Pseudosclerochloa,kengiana,
DD,Orthophytum,sucrei,
EN,Cryptanthus,pseudoscaposus,
NT,Pelexia,goyazensis,
LC,Carex,maorica,purei;maori sedge
LC,Carex,maorica,maori sedge;maori sedge
LC,Leochilus,leochilinus,
LC,Poa,bolanderi,bolander's bluegrass;bolander's bluegrass
LC,Asplundia,euryspatha,
EN,Gorgonidium,intermedium,
NT,Carex,walkeri,
VU,Amorphophallus,curvistylis,
LC,Carex,parryana,parry's sedge;parry's sedge
LC,Carex,parryana,carex de parry;parry's sedge
LC,Cynorkis,peyrotii,
LC,Pennisetum,frutescens,naked fountain grass;naked fountain grass
VU,Deuterocohnia,chrysantha,chajuar del jote;chajuar del jote
LC,Stipa,kingii,king's ricegrass;king's ricegrass
LC,Stipa,kingii,sierra false needlegrass;king's ricegrass
DD,Masdevallia,gargantua,
LC,Digitaria,junghuhniana,
LC,Kyllinga,tanzaniae,
LC,Brocchinia,gilmartiniae,
DD,Cymbidium,chloranthum,
DD,Navia,scirpiflora,
LC,Polystachya,modesta,
LC,Sporobolus,discosporus,
LC,Isachne,clarkei,
LC,Sporobolus,stapfianus,
LC,Elleanthus,oliganthus,sparse blooming elleanthus;sparse blooming elleanthus
LC,Pomatocalpa,maculosum,
NT,Carex,hultenii,
LC,Reynaudia,filiformis,
CR,Guzmania,bismarckii,
LC,Geissorhiza,schinzii,
EN,Anathallis,tigridens,tiger toothed pleurothallis;tiger toothed pleurothallis
LC,Prasophyllum,giganteum,bronze leek orchid;bronze leek orchid
LC,Eleocharis,flavescens,pale spike rush;wrinkle-sheathed spike-rush
LC,Eleocharis,flavescens,yellow spikerush;wrinkle-sheathed spike-rush
LC,Eleocharis,flavescens,wrinkle-sheathed spike-rush;wrinkle-sheathed spike-rush
LC,Acroceras,zizanioides,oat grass;oat grass
LC,Pinalia,szetschuanica,ma chi ping lan
LC,Phippsia,algida,ice grass;ice grass
VU,Sobennikoffia,poissoniana,
LC,Zameioscirpus,atacamensis,
LC,Guzmania,sibundoyorum,
LC,Lepanthes,mucronata,
LC,Cyperus,cylindrostachyus,
LC,Ronnbergia,columbiana,
LC,Rhynchospora,bakhuisensis,
LC,Setaria,paspalidioides,
LC,Acianthera,scalpricaulis,
LC,Festuca,parvigluma,
LC,Calamus,pogonacanthus,
LC,Eriocaulon,brevipedunculatum,
DD,Dendrobium,sarcodes,
CR,Xyris,ramboi,
NT,Saccharum,viguieri,haravola
LC,Phyllorachis,sagittata,
LC,Masdevallia,strumifera,goiter carrying masdevallia;goiter carrying masdevallia
CR,Cryptanthus,diamantinensis,
LC,Eragrostis,silveana,silveus' lovegrass;silveus' lovegrass
LC,Helonoma,bifida,
LC,Bulbophyllum,leopardinum,leopard spotted bulbophyllum;leopard spotted bulbophyllum
LC,Costus,giganteus,cana macaco
LC,Guzmania,calamifolia,
DD,Calamus,scabrispathus,
NT,Bulbophyllum,breviflorum,
LC,Caladenia,catenata,white caladenia;white caladenia
LC,Caladenia,catenata,white fingers;white caladenia
LC,Oncidium,lancifolium,
CR,Diuris,byronensis,byron bay donkey orchid;byron bay donkey orchid
CR,Diuris,byronensis,byron bay orchid;byron bay donkey orchid
DD,Eremurus,kopet-daghensis,
DD,Daemonorops,binnendijkii,
LC,Epidendrum,proligerum,
LC,Xyris,elliottii,elliot's yelloweyed grass;elliot's yelloweyed grass
LC,Pentameris,aristidoides,
LC,Calamagrostis,inexpansa,northern reedgrass;northern reedgrass
VU,Eremocaulon,setosum,
LC,Gladiolus,patersoniae,
EN,Tillandsia,homostachya,
LC,Triodia,lanata,wooly spinifex;wooly spinifex
EN,Acianthera,variegata,
EN,Puya,castellanosii,taraca;taraca
LC,Scindapsus,hederaceus,
LC,Scleria,bracteata,
LC,Cymbidium,tracyanum,
NT,Navia,octopoides,
LC,Geodorum,recurvum,
LC,Chlorophytum,cameronii,
LC,Cyperus,appendiculatus,
LC,Bulbophyllum,delitescens,straight twist orchid;straight twist orchid
LC,Bulbophyllum,delitescens,straight-lipped bulbophyllum;straight twist orchid
LC,Licuala,malajana,ka pho khao
LC,Trichopilia,marginata,rimmed trichopilia;rimmed trichopilia
LC,Eragrostis,hondurensis,
LC,Aframomum,angustifolium,grand cardamone de madagascar;mlelgueta pepper
LC,Aframomum,angustifolium,longoza plant;mlelgueta pepper
LC,Aframomum,angustifolium,mlelgueta pepper;mlelgueta pepper
LC,Aframomum,angustifolium,guinea grains;mlelgueta pepper
LC,Eriocaulon,dictyophyllum,
LC,Bulbostylis,capillaris,densetuft hairsedge;threadleaf beakseed
LC,Bulbostylis,capillaris,threadleaf beakseed;threadleaf beakseed
EN,Xyris,calostachys,
EN,Licuala,borneensis,elart-birker
VU,Pleuranthodium,papilionaceum,
DD,Raphia,longiflora,
NT,Rhynchospora,jamaicensis,jamaican beaksedge;jamaican beaksedge
LC,Gagea,afghanica,
EN,Dyckia,reitzii,gravata
LC,Eriocaulon,schimperi,
VU,Androcorys,oxysepalus,
LC,Bulbine,favosa,
DD,Elettariopsis,sumatrana,
VU,Habenaria,kornasiana,
LC,Carex,vulpina,true fox sedge;true fox sedge
LC,Carex,vulpina,laiche der renards;true fox sedge
DD,Lindmania,savannensis,
LC,Trichopilia,turialbae,
LC,Oeonia,brauniana,
EN,Xyris,pancheri,
NT,Hedychium,glabrum,
VU,Telipogon,alexii,
LC,Tragus,pedunculatus,
LC,Eriocaulon,oryzetorum,
LC,Anathallis,minutalis,insignificant pleurothallis;insignificant pleurothallis
NT,Ceratostylis,micrantha,
DD,Angraecum,aloifolium,
LC,Pleioblastus,fortunei,fei bai zhu
LC,Rhynchospora,armerioides,
LC,Calochortus,purpureus,
EN,Anthurium,barbacoasense,
LC,Caladenia,citrina,margaret river spider orchid;margaret river spider orchid
LC,Eragrostis,coarctata,
LC,Commelina,africana,
EN,Aloe,kefaensis,
LC,Poa,hartzii,
LC,Chrysopogon,polyphyllus,
DD,Ceratostylis,scariosa,
LC,Carex,oedipostyla,
LC,Sobralia,stenophylla,thin leafed sobralia;thin leafed sobralia
DD,Mapania,tonkinensis,
LC,Epidendrum,oerstedii,
LC,Poa,hothamensis,ledge grass;ledge grass
LC,Mapania,longiflora,
LC,Mormolyca,hedwigiae,
NT,Carex,kashmirensis,
VU,Puya,alata,
LC,Ficinia,capillifolia,
LC,Habenaria,supplicans,
LC,Cyperus,guianensis,
LC,Pterostylis,mutica,midget greenhood;midget greenhood
LC,Kyllinga,debilis,
DD,Curcuma,ornata,
NT,Tillandsia,cardenasii,
VU,Anathallis,guimaraensii,
LC,Geonoma,baculifera,
DD,Appendicula,fasciculata,
LC,Dendrobium,lancifolium,
LC,Chusquea,sulcata,
CR,Carex,austromexicana,
LC,Philodendron,guianense,
LC,Elegia,macrocarpa,
LC,Calamus,oxleyanus,
DD,Bromelia,sylvicola,
LC,Sorghum,angustum,
LC,Eleocharis,densa,
LC,Zygopetalum,crinitum,
LC,Muhlenbergia,duthieana,
LC,Allium,chinense,
LC,Cleistes,ionoglossa,
NT,Appendicula,tenuispica,
LC,Schizachyrium,brevifolium,serillo dulce;serillo dulce
VU,Tillandsia,candida,
EN,Curcuma,caulina,tikhur
EN,Curcuma,caulina,chavar
NT,Poa,pseudobulbosa,
LC,Carex,indiciformis,in du xing tai cao
LC,Tillandsia,rhomboidea,
DD,Amomum,schlechteri,
LC,Thelymitra,cyanea,blue sun-orchid;blue sun-orchid
LC,Thelymitra,cyanea,swamp sun orchid;blue sun-orchid
LC,Thelymitra,cyanea,veined sun orchid;blue sun-orchid
LC,Thelymitra,cyanea,striped sun orchid;blue sun-orchid
LC,Sesleria,coerulans,
DD,Hyphaene,macrosperma,
VU,Agrostophyllum,laterale,
LC,Xyris,peteri,yelloweyed grass;yelloweyed grass
NT,Lankesterella,gnomus,gnome-like lankesterella;gnome-like lankesterella
LC,Platanthera,tipuloides,aleutian bog orchid;aleutian bog orchid
LC,Acianthera,violacea,
LC,Calamus,modestus,
LC,Sasa,hidaensis,hishu zasa
LC,Maxillaria,angustisegmenta,narrow segemented maxillaria;narrow segemented maxillaria
LC,Aulotandra,trigonocarpa,
LC,Acianthera,hondurensis,
LC,Catasetum,barbatum,bearded catasetum;bearded catasetum
LC,Phaius,corymbioides,
DD,Palisota,congolana,
LC,Carex,arapahoensis,arapaho sedge;arapaho sedge
LC,Carex,arapahoensis,rocky mountain sedge;arapaho sedge
LC,Barkeria,naevosa,veined barkeria;veined barkeria
LC,Appendicula,longirostrata,
LC,Culcasia,glandulosa,
LC,Lepanthes,lindleyana,
LC,Coelogyne,foerstermannii,
LC,Appendicula,calcarata,
DD,Blyxa,javanica,
LC,Anthurium,bonplandii,
LC,Anthurium,gehrigeri,
DD,Habenaria,jaguariahyvae,
LC,Tillandsia,capitata,
LC,Ehrharta,stipoides,meadow ricegrass;meadow ricegrass
DD,Dracaena,rubroaurantiaca,
LC,Bromus,suksdorfii,suksdorf's brome;suksdorf's brome
LC,Panicum,effusum,hairy panic grass;hairy panic grass
LC,Agrostis,subulifolia,
VU,Platythelys,paranaensis,
VU,Epidendrum,diothonaeoides,
LC,Chionochloa,rigida,narrow leaved snow tussock;narrow leaved snow tussock
LC,Sporobolus,coahuilensis,
LC,Sporobolus,trichodes,
LC,Cyperus,mollipes,mwodi
LC,Gymnosiphon,suaveolens,
LC,Cyrtopodium,brandonianum,
CR,Carex,ownbeyi,
VU,Cortaderia,turbaria,chatham island toe;chatham island toe
LC,Trichopteryx,dregeana,
DD,Neoregelia,seideliana,
EN,Dinochloa,prunifera,
LC,Eragrostis,astreptoclada,
DD,Pelexia,sceptrum,
LC,Habenaria,dusenii,
DD,Gagea,anisopoda,
LC,Cyathochaeta,diandra,spear grass;spear grass
LC,Cyathochaeta,diandra,sheath rush;spear grass
LC,Bulbophyllum,fritillariiflorum,
LC,Tonina,fluviatilis,
LC,Glyceria,septentrionalis,eastern mannagrass;floating mannagrass
LC,Glyceria,septentrionalis,floating mannagrass;floating mannagrass
LC,Digitaria,curvinervis,
VU,Dinklageella,scandens,
LC,Pelexia,orthosepala,
DD,Cyperus,remotus,
DD,Catasetum,globiflorum,spheroid-flowered catasetum;spheroid-flowered catasetum
LC,Babiana,striata,
LC,Chondrosum,gracile,
LC,Nassella,nardoides,
LC,Poa,homomalla,
DD,Cynorkis,crispa,
DD,Fimbristylis,psammocola,sha sheng piao fu cao
LC,Carex,bulbostylis,false hair sedge;false hair sedge
LC,Carex,bulbostylis,eastern narrowleaf sedge;false hair sedge
LC,Carex,bulbostylis,thick style sedge;false hair sedge
DD,Calamus,latispinus,
DD,Digitaria,sacculata,
LC,Carludovica,palmata,panama hat plant;panama hat plant
NT,Commelina,arenicola,
LC,Bulbophyllum,restrepia,djoewar falah
LC,Copernicia,tectorum,
DD,Licuala,polyschista,
LC,Puccinellia,arctica,arctic alkali grass;arctic alkali grass
LC,Eriospermum,mackenii,
LC,Palmorchis,trilobulata,
LC,Micraira,spiciforma,
EN,Plectocomia,dransfieldiana,
NT,Wettinia,castanea,
LC,Cyperus,enervis,
LC,Elionurus,platypus,
LC,Bactris,turbinocarpa,
LC,Agrostophyllum,cyathiforme,
LC,Digitaria,balansae,
LC,Guzmania,macropoda,
LC,Calamus,usitatus,tanduland-parang
LC,Calamus,usitatus,termarura
LC,Calamus,usitatus,talora
LC,Dendrobium,bensoniae,
LC,Xanthosoma,hylaeae,
LC,Dendrobium,litorale,coastal dendrobium;coastal shaggy orchid
LC,Dendrobium,litorale,coastal shaggy orchid;coastal shaggy orchid
LC,Schizachyrium,yangambiense,
LC,Octomeria,taracuana,
LC,Aframomum,sulcatum,
LC,Mastigostyla,shepardiae,
LC,Oeceoclades,maculata,monk orchid;ground orchid
LC,Oeceoclades,maculata,ground orchid;ground orchid
LC,Tillandsia,chaetophylla,
LC,Agrostis,dyeri,
VU,Hechtia,melanocarpa,
LC,Malaxis,brachystachys,madrean adder's mouth;madrean adder's mouth
LC,Carex,remota,
CR,Aechmea,cymosopaniculata,
LC,Stipa,scribneri,scribner needlegrass;scribner needlegrass
LC,Epidendrum,criniferum,bract carrying epidendrum;bract carrying epidendrum
NT,Benthamia,cinnabarina,
LC,Dendrobium,incurvum,
LC,Chlorophytum,viscosum,
LC,Dracaena,afromontana,musarisar
LC,Dracaena,afromontana,umuhati
LC,Dracaena,afromontana,lebekyet
LC,Carex,norvegica,alpine sedge;alpine sedge
LC,Carex,norvegica,carex de norvege;alpine sedge
LC,Carex,norvegica,close-headed alpine-sedge;alpine sedge
LC,Carex,norvegica,scandinavian sedge;alpine sedge
LC,Burmannia,grandiflora,
LC,Anthurium,umbricola,
DD,Anoectochilus,koshunensis,koshun anoectochilus;koshun anoectochilus
DD,Anoectochilus,koshunensis,jewel orchid;koshun anoectochilus
LC,Arisaema,yunnanense,youba
LC,Cyperus,drummondii,green flat sedge;green flat sedge
LC,Stipa,lessingiana,kovylok;needle grass
LC,Stipa,lessingiana,needle grass;needle grass
LC,Brachiaria,subquadripara,
DD,Dendrobium,hornei,
DD,Phreatia,alpina,
LC,Bulbostylis,igneotonsa,
DD,Pinanga,forbesii,
LC,Agrostis,olympica,
VU,Cheirostylis,notialis,southern fleshy jewel orchid;southern fleshy jewel orchid
CR,Corybas,dienemus,windswept helmet orchid;windswept helmet orchid
LC,Pholidota,camelostalix,
LC,Aridarum,purseglovei,
LC,Calamus,caryotoides,fishtail lawyer cane;fishtail lawyer cane
LC,Isachne,villosa,
EN,Fritillaria,falcata,talus fritillary;talus fritillary
LC,Podochilus,khasianus,
DD,Amitostigma,parciflorum,shao hua zhu lan
LC,Gymnosiphon,cymosus,
NT,Areca,abdulrahmanii,
LC,Bulbophyllum,multiflorum,
EN,Aloe,ketabrowniorum,
VU,Cyperus,semifertilis,missionary nutgrass;missionary nutgrass
EN,Angraecum,coutrixii,
LC,Scaphyglottis,sickii,sicks scaphyglottis;sicks scaphyglottis
LC,Caladenia,cracens,neat caps;neat caps
LC,Carex,lageniformis,
LC,Sasa,cernua,
LC,Scleria,mackaviensis,
LC,Pentameris,tomentella,
LC,Babiana,scabrifolia,
VU,Bulbophyllum,sanderianum,
DD,Puccinellia,ciliata,
LC,Calamus,semoi,wi tut
DD,Eulophia,parilamellata,
VU,Acianthera,tokachii,
LC,Gomesa,sessilis,
LC,Carex,louisianica,louisiana sedge;louisiana sedge
LC,Carex,louisianica,southern hop sedge;louisiana sedge
LC,Tacca,leontopetaloides,arrowroot;arrowroot
LC,Echeandia,parviflora,
LC,Poa,angustifolia,
LC,Orleanesia,amazonica,
LC,Ensete,livingstonianum,wild banana;wild banana
DD,Cyperus,kasamensis,
LC,Festuca,elmeri,elmer's fescue;coast fescue
LC,Festuca,elmeri,coast fescue;coast fescue
LC,Dendrocalamus,membranaceus,wapyu
LC,Dendrocalamus,membranaceus,pai saang
LC,Dendrocalamus,membranaceus,mai lai law
LC,Dendrocalamus,membranaceus,nuan
LC,Dendrocalamus,membranaceus,sang
LC,Brodiaea,minor,dwarf brodiaea;dwarf brodiaea
LC,Campylocentrum,tyrridion,
LC,Bactris,fissifrons,chontilla;chontilla
LC,Bactris,fissifrons,yachoro;chontilla
LC,Bactris,fissifrons,huati-wi;chontilla
LC,Bactris,fissifrons,;chontilla
LC,Bactris,fissifrons,cubarro;chontilla
LC,Eragrostis,sericata,
LC,Sarcochilus,falcatus,orange blossom orchid;orange blossom orchid
DD,Dioscorea,wightii,
LC,Trichoglottis,smithii,
VU,Puya,herrerae,quayara;achupalla
VU,Puya,herrerae,kishuara;achupalla
VU,Puya,herrerae,achupalla;achupalla
LC,Cymbopogon,obtectus,silky heads;silky heads
LC,Dioscorea,quartiniana,
LC,Coelorachis,aurita,
LC,Scleria,triglomerata,whip nutrush;whip nutrush
LC,Brewcaria,hohenbergioides,
CR,Xyris,diaphanobracteata,
LC,Ichnanthus,mayarensis,
LC,Carex,fissa,hammock sedge;hammock sedge
LC,Carex,digitalis,slender wood sedge;slender woodland sedge
LC,Carex,digitalis,slender woodland sedge;slender woodland sedge
LC,Carex,digitalis,narrow leafed wood sedge;slender woodland sedge
LC,Dyckia,saxatilis,
NT,Polystachya,testuana,
VU,Caladenia,dundasiae,dunda's spider orchid;dunda's spider orchid
VU,Caladenia,dundasiae,patricia's spider orchid;dunda's spider orchid
LC,Ligeophila,stigmatoptera,winged stigma liogeophila;winged stigma liogeophila
LC,Caladenia,incensa,glistening spider orchid;glistening spider orchid
LC,Coelogyne,rigida,rigid coelogyne;rigid coelogyne
LC,Coelogyne,rigida,ting jing bei mu lan;rigid coelogyne
LC,Cyperus,nipponicus,aogayaturi
LC,Cyperus,nipponicus,otanagayatsuri
LC,Carex,distachya,
LC,Muhlenbergia,watsoniana,
VU,Cyathocoma,bachmannii,
LC,Habenaria,armatissima,
LC,Paspalum,maculosum,
DD,Fargesia,mairei,da yao jian zhu
NT,Eriocaulon,gregatum,
LC,Carex,rossii,ross' sedge;ross' sedge
LC,Carex,rossii,short sedge;ross' sedge
LC,Carex,rossii,carex de ross;ross' sedge
LC,Stelis,magdalenae,
LC,Asplundia,peruviana,
LC,Panicum,millegrana,
NT,Myriocladus,steyermarkii,
LC,Pycreus,xantholepis,
CR,Bulbophyllum,zaratananae,
NT,Stelis,itatiayae,
LC,Trithuria,lanterna,
LC,Agropyron,michnoi,michno's wheatgrass;michno's wheatgrass
LC,Panicum,pseudowoeltzkowii,
LC,Poa,pilata,
LC,Caladenia,mesocera,wheatbelt dragon orchid;narrow-lipped dragon orchid
LC,Caladenia,mesocera,narrow-lipped dragon orchid;narrow-lipped dragon orchid
NT,Linospadix,palmerianus,
LC,Plocoglottis,borneensis,
LC,Carex,gayana,
LC,Pseudoraphis,sordida,shou ji wei zhen mao
LC,Ornithidium,nubigenum,
LC,Drimia,uniflora,fairy snowdrop;pilgrim's rest
LC,Drimia,uniflora,fairy bell;pilgrim's rest
LC,Drimia,uniflora,pilgrim's rest;pilgrim's rest
LC,Alocasia,flabellifera,
LC,Babiana,sinuata,
LC,Malaxis,javesiae,
DD,Acianthera,bicarinata,
LC,Pitcairnia,arcuata,
LC,Philodendron,hastatum,
LC,Caladenia,radiata,ray spider orchid;ray spider orchid
DD,Aechmea,pimenti-velosoi,
LC,Trisetum,bifidum,
CR,Panicum,pearsonii,
DD,Pitcairnia,juzepczukii,
LC,Scleria,reticularis,netted nutrush;reticulated nutrush
LC,Scleria,reticularis,reticulated nutrush;reticulated nutrush
LC,Iseilema,macratherum,bull flinders grass;bull flinders grass
LC,Cyrtochilum,halteratum,
LC,Eulophia,katangensis,
LC,Bulbophyllum,lizae,
NT,Zingiber,fragile,cui she jiang
LC,Anthurium,lhotzkyanum,
LC,Arundinella,leptochloa,
LC,Tillandsia,macrodactylon,
LC,Freesia,corymbosa,common freesia;common freesia
LC,Tillandsia,michelii,
VU,Aeranthes,carnosa,
CR,Mastigostyla,orurensis,
LC,Corycium,flanaganii,
LC,Amomum,pterocarpum,
LC,Pitcairnia,nigra,
LC,Stelis,immersa,sunken pleurothallis;sunken pleurothallis
VU,Puya,reflexiflora,
DD,Lepanthes,erythrocles,
LC,Attalea,funifera,piacava;piassava palm
LC,Attalea,funifera,piassava palm;piassava palm
LC,Carex,aethiopica,
DD,Bulbophyllum,amblyacron,
LC,Arundinella,thwaitesii,
LC,Carex,montis-everesti,zhai ye thai cao
DD,Kraenzlinella,gigantea,
LC,Psathyrostachys,juncea,
LC,Aloe,zebrina,
DD,Aechmea,candida,white bromeliad;white bromeliad
DD,Aechmea,candida,gravata;white bromeliad
LC,Guzmania,calothyrsus,
LC,Bactris,glaucescens,coquinha
LC,Bactris,glaucescens,tucum
LC,Chlorophytum,subpetiolatum,
DD,Bulbophyllum,aspersum,
LC,Dyckia,lagoensis,gravata do campo
EN,Acianthera,compressicaulis,
LC,Carex,albula,new zealand hair sedge;new zealand hair sedge
LC,Carex,albula,blonde sedge;new zealand hair sedge
LC,Carex,albula,frosty curls sedge;new zealand hair sedge
LC,Platycoryne,mediocris,
LC,Schoenus,deformis,bog sedge;tufted bog rush
LC,Schoenus,deformis,tufted bog rush;tufted bog rush
LC,Tillandsia,ionantha,gallito;blushing bride
LC,Tillandsia,ionantha,tenchito;blushing bride
LC,Tillandsia,ionantha,blushing bride;blushing bride
LC,Carex,lachenalii,twotipped sedge;twotipped sedge
LC,Carex,lachenalii,rypestarr;twotipped sedge
LC,Carex,lachenalii,twoparted sedge;twotipped sedge
LC,Carex,lachenalii,laiche de lachenal;twotipped sedge
LC,Bulbophyllum,regnellii,
LC,Eurycentrum,obscurum,
LC,Gloriosa,superba,flame lily;flame lily
LC,Paspalum,pleostachyum,
EN,Tillandsia,pseudomontana,
LC,Tolumnia,guibertiana,
VU,Geostachys,smitinandii,
LC,Philodendron,grandipes,
EN,Jumellea,anjouanensis,
LC,Calamus,heteracanthus,
LC,Specklinia,picta,
LC,Chlorophytum,limosum,
LC,Muhlenbergia,arenicola,
LC,Carpha,capitellata,
NT,Nastus,elongatus,volo vahy;spider bamboo
